id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_filter_01,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,jump_target
d_main_20af_01_24,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_24,True,,10,10,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_25,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_25,False,,10,10,1.0,,,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_26,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_26,True,,10,10,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_27,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_27,True,,10,10,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_28,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_28,True,,10,10,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_29,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_29,True,,10,10,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_30,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_30,False,,10,10,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_31,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_31,True,,10,10,1.0,,cecil,,1,sad,,,,,,,,,,,,,,,,,
d_main_20af_01_32,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_32,True,,10,10,1.0,,cecil,,1,sad,,,,,,,,,,,,,,,,,
d_main_20af_01_33,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_33,False,,10,10,1.0,,,,1,sad,,,,,,,,,,,,,,,,,
d_main_20af_01_34,d_main_20af_01,Narration,Narration,Locale_MainScenario:d_main_20af_01_34,False,,1,1,1.0,none,,,1,idle,,,,,,,black,cecil,,,,,,,,,
d_main_20af_01_35,d_main_20af_01,Narration,Narration,Locale_MainScenario:d_main_20af_01_35,False,,1,1,1.0,bgm_inark,,,,,,,,,,,,,,,sfx_scn_ultrasonic,,,,,,
d_main_20af_01_36,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_36,True,,1,1,1.0,,cecil,cecil,1,special,,,,,,,,,,,,,,,,,
d_main_20af_01_37,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_37,True,,1,1,1.0,,cecil,,1,special,,,,,,,,,,,,,,,,,
d_main_20af_01_38,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_38,True,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_39,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_39,False,,1,1,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_40,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_40,True,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_41,d_main_20af_01,Monologue,Monologue,Locale_MainScenario:d_main_20af_01_41,False,,1,1,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_42,d_main_20af_01,Speech,mary,Locale_MainScenario:d_main_20af_01_42,True,Hospital,1,1,1.0,,mary,,1,idle,mary,2,worry,pepper,12,shy,black,cecil,,,,Grey,,,,,
d_main_20af_01_43,d_main_20af_01,Speech,pepper,Locale_MainScenario:d_main_20af_01_43,True,,1,1,1.0,,pepper,,,,,2,worry,,12,shy,,,,,,Grey,,,,,
d_main_20af_01_44,d_main_20af_01,Speech,andersen,Locale_MainScenario:d_main_20af_01_44,True,,1,1,1.0,,andersen,,,,,2,worry,,12,shy,black,,mary,pepper,,Grey,andersen,1,idle,,
d_main_20af_01_45,d_main_20af_01,Speech,andersen,Locale_MainScenario:d_main_20af_01_45,True,,1,1,1.0,,andersen,,,,,,,,,,,,,,,Grey,,1,idle,,
d_main_20af_01_46,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_46,False,EdenIndoor,1,1,1.0,,,cecil,1,idle,,,,,,,black,,,,,,,1,idle,andersen,
d_main_20af_01_47,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_47,True,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_48,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_48,True,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_49,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_49,True,,1,1,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_50,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_50,False,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_51,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_51,True,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_52,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_52,True,,1,10,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_53,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_53,True,,10,10,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_54,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_54,True,,10,10,1.0,,cecil,,1,sad,,,,,,,,,,,,,,,,,
d_main_20af_01_55,d_main_20af_01,Choice,,Locale_MainScenario:d_main_20af_01_55,False,,10,10,1.0,,,,1,sad,,,,,,,,,,,,,,,,,d_main_20af_01_57
d_main_20af_01_56,d_main_20af_01,Choice,,Locale_MainScenario:d_main_20af_01_56,False,,10,10,1.0,,,,1,sad,,,,,,,,,,,,,,,,,d_main_20af_01_57
d_main_20af_01_57,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_57,True,,10,10,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_58,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_58,True,,10,10,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_59,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_59,True,,10,10,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_60,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_60,False,,10,1,2.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_61,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_61,True,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_62,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_62,True,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_63,d_main_20af_01,Choice,,Locale_MainScenario:d_main_20af_01_63,False,,1,1,1.0,,,,1,idle,,,,,,,,,,,,,,,,,d_main_20af_01_65
d_main_20af_01_64,d_main_20af_01,Choice,,Locale_MainScenario:d_main_20af_01_64,False,,1,1,1.0,,,,1,idle,,,,,,,,,,,,,,,,,d_main_20af_01_65
d_main_20af_01_65,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_65,True,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_66,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_66,True,,1,1,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_67,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_67,True,,1,1,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_68,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_68,True,,1,1,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_69,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_69,True,,1,10,2.0,,cecil,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_70,d_main_20af_01,Monologue,Monologue,Locale_MainScenario:d_main_20af_01_70,False,,10,10,1.0,,,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_71,d_main_20af_01,Monologue,Monologue,Locale_MainScenario:d_main_20af_01_71,False,,10,10,1.0,,,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_72,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_72,False,,10,10,1.0,,,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_73,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_73,True,,10,10,1.0,,cecil,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_74,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_74,True,,10,10,1.0,,cecil,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_75,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_75,True,,10,10,1.0,,cecil,,1,sad,,,,,,,,,,,,,,,,,
d_main_20af_01_76,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_76,True,,10,10,1.0,,cecil,,1,sad,,,,,,,,,,,,,,,,,
d_main_20af_01_77,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_77,True,,10,10,1.0,,cecil,,1,sad,,,,,,,,,,,,,,,,,
d_main_20af_01_78,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_78,True,,10,10,1.0,,cecil,,1,sad,,,,,,,,,,,,,,,,,
d_main_20af_01_79,d_main_20af_01,Choice,,Locale_MainScenario:d_main_20af_01_79,False,,10,10,1.0,,,,1,sad,,,,,,,,,,,,,,,,,d_main_20af_01_81
d_main_20af_01_80,d_main_20af_01,Choice,,Locale_MainScenario:d_main_20af_01_80,False,,10,10,1.0,,,,1,sad,,,,,,,,,,,,,,,,,d_main_20af_01_82
d_main_20af_01_81,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_81,True,,10,10,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,d_main_20af_01_85
d_main_20af_01_82,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_82,True,,10,10,1.0,,cecil,,1,surprise,,,,,,,,,,,,,,,,,
d_main_20af_01_83,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_83,True,,10,10,1.0,,cecil,,1,surprise,,,,,,,,,,,,,,,,,
d_main_20af_01_84,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_84,True,,10,10,1.0,,cecil,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_85,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_85,True,,10,1,2.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_86,d_main_20af_01,Speech,cecil,Locale_MainScenario:d_main_20af_01_86,True,,1,1,1.0,,cecil,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_87,d_main_20af_01,Narration,Narration,Locale_MainScenario:d_main_20af_01_87,False,EdenLobby,black,black,1.0,none,,,1,idle,,,,,,,,cecil,,,sfx_scn_autodooropen,,,,,,
d_main_20af_01_88,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_88,False,,1,1,1.0,,johan,johan,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_89,d_main_20af_01,Monologue,Monologue,Locale_MainScenario:d_main_20af_01_89,False,,1,1,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_90,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_90,False,,1,1,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_91,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_91,True,,1,1,1.0,,johan,,1,surprise,,,,,,,,,,,,,,,,,
d_main_20af_01_92,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_92,False,,1,1,1.0,,,,1,surprise,,,,,,,,,,,,,,,,,
d_main_20af_01_93,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_93,False,,1,1,1.0,,johan,,1,surprise,,,,,,,,,,,,,,,,,
d_main_20af_01_94,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_94,True,,1,1,1.0,,johan,,1,think,,,,,,,,,,,,,,,,,
d_main_20af_01_95,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_95,True,,1,L_10,2.0,,johan,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_96,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_96,True,,L_10,L_10,1.0,,johan,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_97,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_97,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_98,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_98,True,,L_10,L_10,1.0,,johan,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_99,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_99,True,,L_10,L_10,1.0,,johan,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_100,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_100,True,,L_10,L_10,1.0,,johan,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_101,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_101,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_102,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_102,True,,L_10,L_10,1.0,,johan,,1,delight,,,,,,,,,,,,,,,,,
d_main_20af_01_103,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_103,True,,L_10,L_10,1.0,,johan,,1,think,,,,,,,,,,,,,,,,,
d_main_20af_01_104,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_104,True,,L_10,L_10,1.0,,johan,,1,think,,,,,,,,,,,,,,,,,
d_main_20af_01_105,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_105,True,,L_10,L_10,1.0,,johan,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_106,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_106,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_107,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_107,True,,L_10,L_10,1.0,,johan,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_108,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_108,True,,L_10,L_10,1.0,,johan,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_109,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_109,True,,L_10,L_10,1.0,,johan,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_110,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_110,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_111,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_111,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,,,,,,,,
d_main_20af_01_112,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_112,False,,L_10,L_10,1.0,,johan,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_113,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_113,True,,L_10,L_10,1.0,,johan,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_114,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_114,False,,L_10,L_10,1.0,,,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_115,d_main_20af_01,Self,Self,Locale_MainScenario:d_main_20af_01_115,False,,L_10,L_10,1.0,,,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_116,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_116,False,,L_10,L_10,1.0,,johan,,1,surprise,,,,,,,,,,,,,,,,,
d_main_20af_01_117,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_117,True,,L_10,L_10,1.0,,johan,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_118,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_118,True,,L_10,1,2.0,,johan,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_119,d_main_20af_01,Speech,johan,Locale_MainScenario:d_main_20af_01_119,True,,1,1,1.0,,johan,,1,angry,,,,,,,,,,,,,,,,,
d_main_20af_01_120,d_main_20af_01,Narration,Narration,Locale_MainScenario:d_main_20af_01_120,False,,1,1,1.0,,,,14,angry,,,,,,,,johan,,,sfx_scn_autodooropen,,,,,,
d_main_20af_01_121,d_main_20af_01,Monologue,Monologue,Locale_MainScenario:d_main_20af_01_121,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20af_01_122,d_main_20af_01,Monologue,Monologue,Locale_MainScenario:d_main_20af_01_122,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
