id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/1/hide_char_id,set_camera_shake,characters/2/hide_char_id
d_ex_mysteryclub_02_15,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_15,True,,2,2,1.0,,yuni,yuni,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_16,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_16,True,,2,2,1.0,,soline,soline,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_17,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_17,True,,2,2,1.0,,soline,soline,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_18,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_18,True,,2,5,1.0,,mihara,mihara,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_19,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_19,True,,5,L_50,1.0,,mihara,mihara,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_20,d_ex_mysteryclub_02,Choice,Locale_SuddenStory:d_ex_mysteryclub_02_20,False,,L_50,L_50,1.0,,mihara,,,1,idle,,,5,idle,,3,idle,d_ex_mysteryclub_02_22,,,
d_ex_mysteryclub_02_21,d_ex_mysteryclub_02,Choice,Locale_SuddenStory:d_ex_mysteryclub_02_21,False,,L_50,L_50,1.0,,mihara,,,1,idle,,,5,idle,,3,idle,d_ex_mysteryclub_02_25,,,
d_ex_mysteryclub_02_22,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_22,True,,L_50,L_50,1.0,,mihara,mihara,,1,idle,,,5,surprise,,3,idle,,,,
d_ex_mysteryclub_02_23,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_23,True,,L_50,L_50,1.0,,mihara,mihara,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_24,d_ex_mysteryclub_02,Self,Locale_SuddenStory:d_ex_mysteryclub_02_24,False,,L_50,L_50,1.0,,mihara,,,1,idle,,,5,idle,,3,idle,d_ex_mysteryclub_02_25,,,
d_ex_mysteryclub_02_25,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_25,True,,L_50,5,1.0,,mihara,mihara,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_26,d_ex_mysteryclub_02,Narration,Locale_SuddenStory:d_ex_mysteryclub_02_26,False,,1,1,1.0,,soline,,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_27,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_27,True,,1,1,1.0,,soline,soline,,1,idle,,,5,idle,,3,idle,,mihara,,
d_ex_mysteryclub_02_28,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_28,True,,1,1,1.0,,soline,soline,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_29,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_29,True,,1,S_10,1.0,,soline,soline,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_30,d_ex_mysteryclub_02,Monologue,Locale_SuddenStory:d_ex_mysteryclub_02_30,False,,S_10,S_10,1.0,,soline,,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_31,d_ex_mysteryclub_02,Monologue,Locale_SuddenStory:d_ex_mysteryclub_02_31,False,,S_10,S_10,1.0,,soline,,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_32,d_ex_mysteryclub_02,Monologue,Locale_SuddenStory:d_ex_mysteryclub_02_32,False,,S_10,S_10,1.0,,soline,,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_33,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_33,True,,S_10,S_30,1.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_34,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_34,True,,S_30,S_30,1.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_35,d_ex_mysteryclub_02,Choice,Locale_SuddenStory:d_ex_mysteryclub_02_35,False,,S_30,S_30,1.0,,yuni,,,1,idle,,,,,,3,idle,d_ex_mysteryclub_02_37,,,
d_ex_mysteryclub_02_36,d_ex_mysteryclub_02,Choice,Locale_SuddenStory:d_ex_mysteryclub_02_36,False,,S_30,S_30,1.0,,yuni,,,1,idle,,,,,,3,idle,d_ex_mysteryclub_02_44,,,
d_ex_mysteryclub_02_37,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_37,True,,S_30,S_30,1.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_38,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_38,True,,S_30,S_30,1.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_39,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_39,True,,S_30,S_30,1.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_40,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_40,True,,S_30,S_30,2.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_41,d_ex_mysteryclub_02,Self,Locale_SuddenStory:d_ex_mysteryclub_02_41,False,,S_30,S_30,1.0,,yuni,,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_42,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_42,True,,S_30,2,1.0,,soline,soline,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_43,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_43,True,,2,2,1.0,,soline,soline,,1,idle,,,,,,3,idle,d_ex_mysteryclub_02_51,,,
d_ex_mysteryclub_02_44,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_44,True,,S_30,S_30,1.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_45,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_45,True,,S_30,S_30,1.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_46,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_46,True,,S_30,S_30,1.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_47,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_47,True,,S_30,S_30,2.0,,yuni,yuni,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_48,d_ex_mysteryclub_02,Self,Locale_SuddenStory:d_ex_mysteryclub_02_48,False,,S_30,S_30,1.0,,yuni,,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_49,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_49,True,,S_30,2,1.0,,soline,soline,,1,idle,,,,,,3,idle,,,,
d_ex_mysteryclub_02_50,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_50,True,,2,2,1.0,,soline,soline,,1,idle,,,,,,3,idle,d_ex_mysteryclub_02_51,,,
d_ex_mysteryclub_02_51,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_51,True,,2,2,1.0,,soline,soline,,1,idle,,mihara,5,surprise,,3,idle,,,,
d_ex_mysteryclub_02_52,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_52,True,,L_50,L_50,1.0,,mihara,mihara,,1,idle,,,5,surprise,,3,idle,,,,
d_ex_mysteryclub_02_53,d_ex_mysteryclub_02,Narration,Locale_SuddenStory:d_ex_mysteryclub_02_53,False,,1,1,1.0,,soline,,,1,idle,,,5,surprise,,3,idle,,,,
d_ex_mysteryclub_02_54,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_54,True,,1,1,1.0,,soline,soline,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_55,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_55,True,,1,1,1.0,,soline,soline,,1,delight,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_56,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_56,True,,1,S_10,1.0,,soline,soline,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_57,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_57,True,,S_10,S_10,1.0,,soline,soline,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_58,d_ex_mysteryclub_02,Self,Locale_SuddenStory:d_ex_mysteryclub_02_58,False,,S_10,S_10,1.0,,soline,,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_59,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_59,True,,3,S_30,0.7,,yuni,yuni,,1,idle,none,,5,idle,,3,surprise,,,,
d_ex_mysteryclub_02_60,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_60,True,,S_30,S_30,1.0,,yuni,yuni,,1,idle,,,5,idle,,3,shy,,,,
d_ex_mysteryclub_02_61,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_61,True,,S_30,S_30,1.0,,yuni,yuni,,1,idle,,,5,idle,,3,shy,,,,
d_ex_mysteryclub_02_62,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_62,True,,S_30,2,1.0,,soline,soline,,1,delight,,,5,idle,,3,shy,,,,
d_ex_mysteryclub_02_63,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_63,True,,L_50,L_50,1.0,,mihara,mihara,,1,idle,,,5,idle,,3,shy,,,,
d_ex_mysteryclub_02_64,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_64,True,,L_50,S_30,1.0,,yuni,yuni,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_65,d_ex_mysteryclub_02,Narration,Locale_SuddenStory:d_ex_mysteryclub_02_65,False,,S_30,S_30,1.0,,yuni,,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_66,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_66,True,,S_30,2,1.0,,soline,soline,,1,idle,bgm_story_destinedtofight,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_67,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_67,True,,2,2,1.0,,soline,soline,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_68,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_68,True,,2,2,1.0,,yuni,yuni,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_69,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_69,True,,2,2,1.0,,soline,soline,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_70,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_70,True,,2,2,1.0,,soline,soline,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_71,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_71,True,,2,2,1.0,,yuni,yuni,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_72,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_72,True,,2,2,1.0,,soline,soline,,1,pain,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_73,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_73,True,,2,S_30,2.0,,yuni,yuni,,1,pain,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_74,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_74,True,,S_30,S_10,0.7,,soline,soline,,1,angry,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_75,d_ex_mysteryclub_02,Monologue,Locale_SuddenStory:d_ex_mysteryclub_02_75,False,,S_10,S_10,1.0,,soline,,,1,angry,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_76,d_ex_mysteryclub_02,Monologue,Locale_SuddenStory:d_ex_mysteryclub_02_76,False,,S_10,S_10,1.0,,soline,,,1,angry,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_77,d_ex_mysteryclub_02,Choice,Locale_SuddenStory:d_ex_mysteryclub_02_77,False,,S_10,S_10,1.0,,soline,,,1,angry,,,5,idle,,3,idle,d_ex_mysteryclub_02_79,,,
d_ex_mysteryclub_02_78,d_ex_mysteryclub_02,Choice,Locale_SuddenStory:d_ex_mysteryclub_02_78,False,,S_10,S_10,1.0,,soline,,,1,angry,,,5,idle,,3,idle,d_ex_mysteryclub_02_80,,,
d_ex_mysteryclub_02_79,d_ex_mysteryclub_02,Monologue,Locale_SuddenStory:d_ex_mysteryclub_02_79,False,,S_10,S_10,1.0,,soline,,,1,angry,,,5,idle,,3,idle,d_ex_mysteryclub_02_81,,,
d_ex_mysteryclub_02_80,d_ex_mysteryclub_02,Monologue,Locale_SuddenStory:d_ex_mysteryclub_02_80,False,,S_10,S_10,1.0,,soline,,,1,angry,,,5,idle,,3,idle,d_ex_mysteryclub_02_81,,,
d_ex_mysteryclub_02_81,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_81,True,,S_10,S_10,1.0,,soline,soline,,1,angry,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_82,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_82,True,,S_10,S_100,0.6,,soline,soline,,1,angry,,,5,idle,,3,idle,,,Low_2,
d_ex_mysteryclub_02_83,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_83,True,,2,2,1.0,,yuni,yuni,,1,angry,,,5,idle,,3,surprise,,,,
d_ex_mysteryclub_02_84,d_ex_mysteryclub_02,Self,Locale_SuddenStory:d_ex_mysteryclub_02_84,False,,2,2,1.0,,yuni,,,1,angry,,,5,idle,,3,surprise,,,,
d_ex_mysteryclub_02_85,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_85,True,,2,2,1.0,,soline,soline,,1,idle,,,5,idle,,3,surprise,,,,
d_ex_mysteryclub_02_86,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_86,True,,2,2,1.0,,soline,soline,,1,idle,,,5,idle,,3,surprise,,,,
d_ex_mysteryclub_02_87,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_87,True,,2,4,1.0,,mihara,mihara,,1,idle,,,5,idle,,3,surprise,,,,
d_ex_mysteryclub_02_88,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_88,True,,4,4,1.0,,mihara,mihara,,1,idle,,,5,idle,,3,surprise,,,,
d_ex_mysteryclub_02_89,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_89,True,,4,4,1.0,,yuni,yuni,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_90,d_ex_mysteryclub_02,Speech,Locale_SuddenStory:d_ex_mysteryclub_02_90,True,,4,4,1.0,,yuni,yuni,,1,idle,,,5,idle,,3,idle,,,,
d_ex_mysteryclub_02_91,d_ex_mysteryclub_02,Monologue,Locale_SuddenStory:d_ex_mysteryclub_02_91,False,none,black,black,1.0,,,,,1,idle,,,5,idle,,3,idle,,mihara,,yuni
