id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound
d_main_33_07_70,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_70,True,,1,idle,,3,void,,S_100,S_100,1.0,,leviathan,leviathan,
d_main_33_07_71,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_71,True,,1,idle,,3,void,,S_100,S_100,1.0,,leviathan,leviathan,
d_main_33_07_72,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_72,True,,1,idle,,3,void,,S_100,S_100,1.0,,leviathan,leviathan,
d_main_33_07_73,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_73,False,,1,idle,,3,void,,S_100,S_100,1.0,,leviathan,,
d_main_33_07_74,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_74,False,,1,surprise,,3,void,,S_100,S_100,1.0,,leviathan,leviathan,
d_main_33_07_75,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_75,True,,1,surprise,,3,void,,S_100,S_10,1.0,,leviathan,leviathan,
d_main_33_07_76,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_76,False,,1,surprise,,3,void,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_77,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_77,True,,1,surprise,,3,void,,S_10,S_10,1.0,,leviathan,leviathan,
d_main_33_07_78,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_78,False,,1,surprise,,3,void,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_79,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_79,False,,1,surprise,,3,void,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_80,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_80,False,,1,think_02,,3,void,,S_10,S_10,1.0,,leviathan,leviathan,
d_main_33_07_81,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_81,False,,1,think_02,,3,void,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_82,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_82,True,,1,think_01,,3,void,,S_10,S_100,1.0,,leviathan,leviathan,
d_main_33_07_83,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_83,False,,1,think_01,,3,void,,S_100,S_100,1.0,,leviathan,,
d_main_33_07_84,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_84,True,,1,smile,,3,void,,S_100,S_100,1.0,,leviathan,leviathan,
d_main_33_07_85,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_85,False,,1,smile,,3,void,,S_100,S_100,1.0,,leviathan,,
d_main_33_07_86,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_86,True,,1,idle,,3,void,,S_100,S_100,1.0,,leviathan,leviathan,
d_main_33_07_87,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_87,False,,1,idle,,3,void,,S_100,S_100,1.0,,leviathan,,
d_main_33_07_88,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_88,True,,1,idle,,3,void,,S_100,S_10,1.0,,leviathan,leviathan,
d_main_33_07_89,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_89,False,,1,surprise,,3,void,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_90,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_90,False,,1,surprise,,3,void,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_91,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_91,False,,1,surprise,,3,void,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_92,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_92,False,,1,surprise,,3,void,,S_10,S_10,1.0,,leviathan,leviathan,
d_main_33_07_93,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_93,False,,1,surprise,,3,void,,S_10,31,1.0,,leviathan,,
d_main_33_07_94,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_94,True,,1,pain,,3,void,,31,31,1.0,,leviathan,leviathan,
d_main_33_07_95,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_95,False,,1,pain,,3,void,,31,31,1.0,,leviathan,,
d_main_33_07_96,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_96,False,,1,pain,,3,void,,31,31,1.0,,leviathan,,
d_main_33_07_97,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_97,False,,1,pain,,3,void,,31,31,1.0,,leviathan,,
d_main_33_07_98,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_98,True,,1,pain,,3,void,,31,31,1.0,,behemoth,behemoth,
d_main_33_07_99,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_99,False,,1,pain,,3,void,,31,31,1.0,,behemoth,,
d_main_33_07_100,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_100,False,,1,pain,,3,void,,31,31,1.0,,behemoth,,
d_main_33_07_101,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_101,False,,1,pain,,3,void,,31,31,1.0,,behemoth,,
d_main_33_07_102,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_102,True,,1,idle,,3,void,,31,S_10,1.0,,leviathan,leviathan,
d_main_33_07_103,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_103,True,,1,idle,,3,void,,S_10,S_100,1.0,,leviathan,leviathan,
d_main_33_07_104,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_104,True,,1,angry,,3,void,,S_100,S_100,1.0,,leviathan,leviathan,
d_main_33_07_105,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_105,True,,1,angry,,3,void,,S_100,1,1.0,,leviathan,leviathan,
d_main_33_07_106,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_106,True,,1,angry,,3,surprise,,1,31,1.0,,behemoth,behemoth,
d_main_33_07_107,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_107,True,,1,pain,,3,surprise,,31,31,1.0,,leviathan,leviathan,
d_main_33_07_108,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_108,True,,1,pain,,3,smile,,31,31,1.0,,behemoth,behemoth,
d_main_33_07_109,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_109,True,,1,pain,,3,smile,,31,31,1.0,,leviathan,leviathan,
d_main_33_07_110,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_110,True,,1,pain,,3,smile,,31,31,1.0,,leviathan,leviathan,
d_main_33_07_111,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_111,True,,1,pain,,3,smile,,31,31,1.0,,leviathan,leviathan,
d_main_33_07_112,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_112,True,,1,pain,,3,smile,,31,31,1.0,,leviathan,leviathan,
d_main_33_07_113,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_113,True,,1,pain,,3,worry,,31,31,1.0,,behemoth,behemoth,
d_main_33_07_114,d_main_33_07,Monologue,Locale_MainScenario:d_main_33_07_114,False,,1,pain,,3,worry,,31,31,1.0,,behemoth,,
d_main_33_07_115,d_main_33_07,Monologue,Locale_MainScenario:d_main_33_07_115,False,,1,pain,,3,worry,,31,31,1.0,,behemoth,,
d_main_33_07_116,d_main_33_07,Monologue,Locale_MainScenario:d_main_33_07_116,False,,1,pain,,3,worry,,31,31,1.0,,behemoth,,
d_main_33_07_117,d_main_33_07,Monologue,Locale_MainScenario:d_main_33_07_117,False,,1,pain,,3,worry,,31,31,1.0,,behemoth,,
d_main_33_07_118,d_main_33_07,Monologue,Locale_MainScenario:d_main_33_07_118,False,,1,pain,,3,worry,,31,31,1.0,,behemoth,,
d_main_33_07_119,d_main_33_07,Monologue,Locale_MainScenario:d_main_33_07_119,False,,1,pain,,3,worry,,31,31,1.0,,behemoth,,
d_main_33_07_120,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_120,False,,1,pain,,3,worry,,31,31,1.0,,behemoth,,
d_main_33_07_121,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_121,False,,1,pain,,3,worry,,S_100,S_100,1.0,,leviathan,leviathan,
d_main_33_07_122,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_122,True,,1,pain,,3,worry,,300,300,1.0,,behemoth,behemoth,
d_main_33_07_123,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_123,False,,1,pain,,3,worry,,300,300,1.0,,behemoth,,
d_main_33_07_124,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_124,False,,1,pain,,3,worry,,300,S_100,1.5,,leviathan,,
d_main_33_07_125,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_125,False,,1,pain,,3,worry,,S_100,S_100,1.0,,leviathan,,
d_main_33_07_126,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_126,False,,1,pain,,3,worry,,S_100,S_100,1.0,,leviathan,leviathan,
d_main_33_07_127,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_127,True,,1,angry,,3,worry,,S_100,S_10,1.0,,leviathan,leviathan,
d_main_33_07_128,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_128,True,,1,angry,,3,worry,,S_10,S_10,1.0,,leviathan,leviathan,
d_main_33_07_129,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_129,False,,1,angry,,3,worry,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_130,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_130,False,,1,angry,,3,worry,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_131,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_131,False,,1,angry,,3,worry,,S_10,S_10,1.0,,leviathan,leviathan,
d_main_33_07_132,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_132,False,,1,angry,,3,worry,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_133,d_main_33_07,Self,Locale_MainScenario:d_main_33_07_133,False,,1,angry,,3,worry,,S_10,S_10,1.0,,leviathan,,
d_main_33_07_134,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_134,True,,1,angry,,3,idle,,S_10,S_10,1.0,,leviathan,leviathan,
d_main_33_07_135,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_135,True,,1,angry,,3,idle,,S_10,31,1.0,,behemoth,behemoth,
d_main_33_07_136,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_136,True,,1,angry,,3,idle,,31,31,1.0,,behemoth,behemoth,
d_main_33_07_137,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_137,True,,1,angry,,3,idle,,31,31,1.0,,leviathan,leviathan,
d_main_33_07_138,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_138,True,,1,angry,,3,idle,,31,30,1.0,,behemoth,behemoth,
d_main_33_07_139,d_main_33_07,Speech,Locale_MainScenario:d_main_33_07_139,True,,1,angry,,3,idle,,30,300,0.7,,behemoth,behemoth,
