id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_main_25_01_15,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_15,True,,S_130,S_130,1.0,,,1,void,,13,idle
d_main_25_01_16,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_16,False,,S_130,10,2.0,,,1,void,,13,idle
d_main_25_01_17,d_main_25_01,Self,anis,,Locale_MainScenario:d_main_25_01_17,False,,10,10,1.0,,,1,void,,13,idle
d_main_25_01_18,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_18,True,,10,12,1.0,,,1,void,,13,delight
d_main_25_01_19,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_19,True,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_20,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_20,True,,12,12,1.0,,,1,angry,,13,idle
d_main_25_01_21,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_21,True,,12,12,1.0,,,1,angry,,13,idle
d_main_25_01_22,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_22,True,,12,12,1.0,,,1,angry,,13,idle
d_main_25_01_23,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_23,False,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_24,d_main_25_01,Self,anis,,Locale_MainScenario:d_main_25_01_24,False,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_25,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_25,False,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_26,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_26,True,,12,10,2.0,,,1,worry,,13,idle
d_main_25_01_27,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_27,True,,10,10,1.0,,,1,worry,,13,idle
d_main_25_01_28,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_28,True,,10,10,1.0,,,1,worry,,13,idle
d_main_25_01_29,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_29,True,,10,S_130,1.0,,,1,worry,,13,idle
d_main_25_01_30,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_30,True,,10,10,1.0,,,1,sad,,13,idle
d_main_25_01_31,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_31,True,,10,10,1.0,,,1,worry,,13,idle
d_main_25_01_32,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_32,True,,S_130,S_130,1.0,,,1,worry,,13,idle
d_main_25_01_33,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_33,True,,S_130,S_130,1.0,,,1,worry,,13,worry
d_main_25_01_34,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_34,True,,10,10,1.0,,,1,worry,,13,worry
d_main_25_01_35,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_35,False,,10,12,2.0,,,1,worry,,13,worry
d_main_25_01_36,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_36,False,,12,12,1.0,,,1,worry,,13,worry
d_main_25_01_37,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_37,True,,12,12,1.0,,,1,worry,,13,idle
d_main_25_01_38,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_38,True,,12,12,1.0,,,1,worry,,13,idle
d_main_25_01_39,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_39,False,,12,12,1.0,,,1,worry,,13,idle
d_main_25_01_40,d_main_25_01,Self,anis,,Locale_MainScenario:d_main_25_01_40,False,,12,12,1.0,none,,1,worry,,13,idle
d_main_25_01_41,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_41,True,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_42,d_main_25_01,Self,anis,,Locale_MainScenario:d_main_25_01_42,False,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_43,d_main_25_01,Self,anis,,Locale_MainScenario:d_main_25_01_43,False,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_44,d_main_25_01,Self,anis,,Locale_MainScenario:d_main_25_01_44,False,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_45,d_main_25_01,Self,anis,,Locale_MainScenario:d_main_25_01_45,False,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_46,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_46,True,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_47,d_main_25_01,Self,anis,,Locale_MainScenario:d_main_25_01_47,False,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_48,d_main_25_01,Self,anis,,Locale_MainScenario:d_main_25_01_48,False,,12,12,1.0,,,1,void,,13,idle
d_main_25_01_49,d_main_25_01,Speech,anis,anis,Locale_MainScenario:d_main_25_01_49,True,,12,12,1.0,,,1,idle,,13,idle
d_main_25_01_50,d_main_25_01,Speech,neon,neon,Locale_MainScenario:d_main_25_01_50,True,,12,12,1.0,,,1,idle,,13,delight
