id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_filter_01,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_main_17_07_16,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_16,True,,5,no,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_17,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_17,True,,5,no,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_18,d_main_17_07,Monologue,hongryeon,,Locale_MainScenario:d_main_17_07_18,False,,5,no,,3,idle,,50,5,1.0,,,1,idle,d_main_17_07_2,,,,,,,,,,,
d_main_17_07_19,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_19,True,,5,idle,,3,idle,,5,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_20,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_20,True,,5,idle,,3,idle,,50,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_21,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_21,True,,5,idle,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_22,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_22,True,,5,idle,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_23,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_23,True,,5,idle,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_24,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_24,True,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_25,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_25,True,,5,no,,3,idle,,500,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_26,d_main_17_07,Self,hongryeon,,Locale_MainScenario:d_main_17_07_26,False,,5,idle,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_27,d_main_17_07,Choice,hongryeon,,Locale_MainScenario:d_main_17_07_27,False,,5,idle,,3,idle,,50,50,1.0,,,1,idle,d_main_17_07_38,,,,,,,,,,,
d_main_17_07_28,d_main_17_07,Choice,hongryeon,,Locale_MainScenario:d_main_17_07_28,False,,5,idle,,3,idle,,50,50,1.0,,,1,idle,d_main_17_07_30,,,,,,,,,,,
d_main_17_07_29,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_29,True,,5,no,,3,idle,,50,50,1.0,,,1,idle,d_main_17_07_38,,,,,,,,,,,
d_main_17_07_30,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_30,True,,5,idle,,3,idle,,50,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_31,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_31,True,,5,idle,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_32,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_32,True,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_33,d_main_17_07,Self,hongryeon,,Locale_MainScenario:d_main_17_07_33,False,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_34,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_34,True,,5,no,,3,idle,,500,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_35,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_35,True,,5,no,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_36,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_36,True,,5,no,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_37,d_main_17_07,Monologue,hongryeon,,Locale_MainScenario:d_main_17_07_37,False,,5,no,,3,idle,,50,50,1.0,,,1,idle,d_main_17_07_26,,,,,,,,,,,
d_main_17_07_38,d_main_17_07,Speech,hongryeon,snowwhite,Locale_MainScenario:d_main_17_07_38,False,,5,no,,3,idle,,L_10,L_10,1.0,,,1,pain,,,,,,,,,,,,
d_main_17_07_39,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_39,True,,5,idle,,3,idle,,50,50,1.0,,,1,pain,,,,,,,,,,,,
d_main_17_07_40,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_40,True,,5,idle,,3,idle,,50,50,1.0,,,1,pain,,,,,,,,,,,,
d_main_17_07_41,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_41,True,,5,idle,,3,idle,,50,50,1.0,,,1,pain,,,,,,,,,,,,
d_main_17_07_42,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_42,True,,5,no,,3,idle,,50,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_43,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_43,True,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_44,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_44,True,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_45,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_45,True,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_46,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_46,True,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_47,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_47,True,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_48,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_48,True,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_49,d_main_17_07,Self,hongryeon,,Locale_MainScenario:d_main_17_07_49,False,,5,no,,3,idle,,500,500,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_50,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_50,True,,5,idle,,3,idle,,500,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_51,d_main_17_07,Self,hongryeon,,Locale_MainScenario:d_main_17_07_51,False,,5,idle,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_52,d_main_17_07,Self,hongryeon,,Locale_MainScenario:d_main_17_07_52,False,,5,idle,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_53,d_main_17_07,Speech,hongryeon,snowwhite,Locale_MainScenario:d_main_17_07_53,True,,5,idle,,3,idle,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_54,d_main_17_07,Speech,hongryeon,snowwhite,Locale_MainScenario:d_main_17_07_54,True,,5,idle,,3,idle,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_55,d_main_17_07,Self,hongryeon,,Locale_MainScenario:d_main_17_07_55,False,,5,idle,,3,idle,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_56,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_56,False,,5,idle,,3,idle,,L_10,L_10,1.0,,,1,pain,,,,,,,,,,,,
d_main_17_07_57,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_57,True,,5,idle,,3,idle,,L_10,50,1.0,,,1,pain,,,,,,,,,,,,
d_main_17_07_58,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_58,True,,5,idle,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_59,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_59,True,,5,idle,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_60,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_60,True,,5,idle,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_61,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_61,True,,5,idle,,3,idle,,50,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_62,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_62,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_63,d_main_17_07,Self,,,Locale_MainScenario:d_main_17_07_63,False,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_64,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_64,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_65,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_65,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_66,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_66,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_67,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_67,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_68,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_68,True,,5,idle,,3,idle,,30,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_69,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_69,True,,5,idle,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_70,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_70,True,,5,idle,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_71,d_main_17_07,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_07_71,True,,5,idle,,3,idle,,50,50,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_72,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_72,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_73,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_73,True,,5,idle,,3,idle,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_74,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_74,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_75,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_75,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,,,,,,,,,,
d_main_17_07_76,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_76,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,rapi,13,idle,,,,,,,,
d_main_17_07_77,d_main_17_07,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_07_77,True,,5,idle,,3,idle,,30,30,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_78,d_main_17_07,Speech,rapi,rapi,Locale_MainScenario:d_main_17_07_78,False,,5,idle,,3,idle,,130,130,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_79,d_main_17_07,Speech,rapi,rapi,Locale_MainScenario:d_main_17_07_79,True,,5,idle,,3,idle,,130,130,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_80,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_80,True,,5,idle,,3,idle,,L_10,L_10,1.0,,,1,pain,,,13,idle,,,,,,,,
d_main_17_07_81,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_81,True,,5,idle,,3,idle,,L_10,L_10,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_82,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_82,True,,5,idle,,3,idle,,L_10,L_10,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_83,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_83,True,,5,idle,,3,idle,,L_10,L_10,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_84,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_84,True,,5,idle,,3,idle,,L_10,L_100,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_85,d_main_17_07,Self,snowwhite,,Locale_MainScenario:d_main_17_07_85,False,,5,idle,,3,idle,,L_100,L_100,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_86,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_86,True,,5,idle,,3,idle,,L_100,L_100,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_87,d_main_17_07,Self,snowwhite,,Locale_MainScenario:d_main_17_07_87,False,,5,idle,,3,idle,,L_100,L_100,1.0,,,1,idle,,,13,idle,,,,,,,,
d_main_17_07_88,d_main_17_07,Speech,shifty,shifty,Locale_MainScenario:d_main_17_07_88,True,,5,idle,,3,idle,,black,black,1.0,,,1,idle,,,13,idle,rapi,hongryeon,rapunzel,snowwhite,,,,
d_main_17_07_89,d_main_17_07,Speech,shifty,shifty,Locale_MainScenario:d_main_17_07_89,True,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_17_07_90,d_main_17_07,Speech,shifty,shifty,Locale_MainScenario:d_main_17_07_90,True,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_17_07_91,d_main_17_07,Speech,ingrid,ingrid,Locale_MainScenario:d_main_17_07_91,True,,,,,,,,black,black,1.0,,,,,,,,,,,,,Grey,,,
d_main_17_07_92,d_main_17_07,Speech,ingrid,ingrid,Locale_MainScenario:d_main_17_07_92,True,marian_event_02,event,idle,,,,EventScene_Main_01_02_bg,black,black,1.0,,,,,,,,,,,,,Grey,,,
d_main_17_07_93,d_main_17_07,Speech,marian,marian,Locale_MainScenario:d_main_17_07_93,True,,event,idle,,,,,marian_event_02_04,marian_event_02_04,1.0,,,,,,,,,,,,,Grey,,,
d_main_17_07_94,d_main_17_07,Speech,marian,marian,Locale_MainScenario:d_main_17_07_94,True,,event,idle,,,,,marian_event_02_04,marian_event_02_04,1.0,,,,,,,,,,,,,Grey,,,
d_main_17_07_95,d_main_17_07,Speech,marian,marian,Locale_MainScenario:d_main_17_07_95,True,,event,idle,,,,,marian_event_02_04,marian_event_02_04,1.0,,,,,,,,,,,,,Grey,,,
d_main_17_07_96,d_main_17_07,Self,,,Locale_MainScenario:d_main_17_07_96,False,,,,,,,RuinIndoor,black,black,1.0,,snowwhite,1,idle,,rapi,13,idle,,marian_event_02,,,,anis,15,pain
d_main_17_07_97,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_97,False,,,,,,,,L_10,L_10,1.0,,,1,idle,,,13,idle,,,,,,,15,pain
d_main_17_07_98,d_main_17_07,Speech,rapi,rapi,Locale_MainScenario:d_main_17_07_98,True,,,,,,,,130,130,1.0,,,1,idle,,,13,idle,,,,,,,15,pain
d_main_17_07_99,d_main_17_07,Speech,anis,anis,Locale_MainScenario:d_main_17_07_99,False,,,,,,,,150,150,1.0,,,1,pain,,,13,idle,,,,,,,15,pain
d_main_17_07_100,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_100,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,13,idle,,,,,,,15,pain
d_main_17_07_101,d_main_17_07,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_07_101,True,,,,,,,,L_10,L_10,1.0,,,1,idle,,,13,idle,,,,,,,15,pain
