id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_observationpost_06_19,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_19,True,,2,2,1.0,,,1,idle,biscuit,,,3,sad
d_ex_observationpost_06_20,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_20,True,,2,XS_30,1.0,,,1,idle,biscuit,,,3,sad
d_ex_observationpost_06_21,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_21,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,sad
d_ex_observationpost_06_22,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_22,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,sad
d_ex_observationpost_06_23,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_23,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,sad
d_ex_observationpost_06_24,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_24,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,sad
d_ex_observationpost_06_25,d_ex_observationpost_06,Self,Self,Locale_SuddenStory:d_ex_observationpost_06_25,False,,XS_30,XS_30,1.0,,,1,idle,,,,3,sad
d_ex_observationpost_06_26,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_26,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,idle
d_ex_observationpost_06_27,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_27,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,idle
d_ex_observationpost_06_28,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_28,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,idle
d_ex_observationpost_06_29,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_29,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,sad
d_ex_observationpost_06_30,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_30,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,sad
d_ex_observationpost_06_31,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_31,True,,XS_30,XS_30,1.0,,,1,idle,biscuit,,,3,sad
d_ex_observationpost_06_32,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_32,True,,XS_30,2,1.0,,,1,idle,anchor,,,3,idle
d_ex_observationpost_06_33,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_33,True,,2,2,1.0,,,1,idle,anchor,,,3,idle
d_ex_observationpost_06_34,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_34,True,,2,2,1.0,,,1,idle,anchor,,,3,idle
d_ex_observationpost_06_35,d_ex_observationpost_06,Monologue,Monologue,Locale_SuddenStory:d_ex_observationpost_06_35,False,,black,black,1.0,,,1,idle,,,,3,idle
d_ex_observationpost_06_36,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_36,True,,2,S_10,1.0,,,1,surprise,anchor,,,3,idle
d_ex_observationpost_06_37,d_ex_observationpost_06,Self,Self,Locale_SuddenStory:d_ex_observationpost_06_37,False,,S_10,S_10,1.0,,,1,surprise,,,,3,idle
d_ex_observationpost_06_38,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_38,True,,S_10,S_10,1.0,,,1,delight,anchor,,,3,idle
d_ex_observationpost_06_39,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_39,True,,S_10,S_10,1.0,,,1,delight,anchor,,,3,idle
d_ex_observationpost_06_40,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_40,True,,S_10,S_10,1.0,,,1,delight,anchor,,,3,idle
d_ex_observationpost_06_41,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_41,True,,S_10,2,1.0,,,1,delight,biscuit,,,3,idle
d_ex_observationpost_06_42,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_42,True,,2,2,1.0,,,1,delight,anchor,,,3,idle
d_ex_observationpost_06_43,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_43,True,,2,2,1.0,,,1,idle,anchor,,,3,idle
d_ex_observationpost_06_44,d_ex_observationpost_06,Monologue,Monologue,Locale_SuddenStory:d_ex_observationpost_06_44,False,,black,black,1.0,,,1,idle,,,,3,idle
d_ex_observationpost_06_45,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_45,False,,2,2,1.0,,,1,idle,anchor,,,3,idle
d_ex_observationpost_06_46,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_46,True,,2,S_10,1.0,,,1,shy,anchor,,,3,idle
d_ex_observationpost_06_47,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_47,True,,S_10,S_10,1.0,,,1,shy,anchor,,,3,idle
d_ex_observationpost_06_48,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_48,True,,S_10,S_10,1.0,,,1,shy,anchor,,,3,idle
d_ex_observationpost_06_49,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_49,True,,S_10,S_10,1.0,,,1,shy,anchor,,,3,idle
d_ex_observationpost_06_50,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_50,True,,S_10,S_10,1.0,,,1,shy,anchor,,,3,idle
d_ex_observationpost_06_51,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_51,True,,S_10,XS_30,1.0,,,1,delight,biscuit,,,3,delight
d_ex_observationpost_06_52,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_52,True,,XS_30,XS_30,1.0,,,1,delight,biscuit,,,3,delight
d_ex_observationpost_06_53,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_53,True,,XS_30,XS_30,1.0,,,1,delight,biscuit,,,3,delight
d_ex_observationpost_06_54,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_54,True,,XS_30,2,1.0,,,1,delight,anchor,,,3,idle
d_ex_observationpost_06_55,d_ex_observationpost_06,Self,Self,Locale_SuddenStory:d_ex_observationpost_06_55,False,,2,2,1.0,,,1,delight,,,,3,idle
d_ex_observationpost_06_56,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_56,True,,2,2,1.0,,,1,sad,anchor,,,3,idle
d_ex_observationpost_06_57,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_57,True,,2,2,1.0,,,1,sad,anchor,,,3,idle
d_ex_observationpost_06_58,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_58,True,,2,2,1.0,,,1,sad,anchor,,,3,idle
d_ex_observationpost_06_59,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_59,True,,2,2,1.0,,,1,sad,anchor,,,3,idle
d_ex_observationpost_06_60,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_60,True,,2,2,1.0,,,1,sad,anchor,,,3,idle
d_ex_observationpost_06_61,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_61,True,,2,XS_30,1.0,,,1,sad,biscuit,,,3,idle
d_ex_observationpost_06_62,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_62,True,,XS_30,XS_30,1.0,,,1,sad,biscuit,,,3,idle
d_ex_observationpost_06_63,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_63,True,,XS_30,XS_30,1.0,,,1,sad,biscuit,,,3,idle
d_ex_observationpost_06_64,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_64,False,,XS_30,S_10,0.5,,,1,surprise,anchor,,,3,idle
d_ex_observationpost_06_65,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_65,True,,S_10,S_10,1.0,,,1,surprise,anchor,,,3,idle
d_ex_observationpost_06_66,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_66,True,,S_10,S_10,1.0,,,1,surprise,anchor,,,3,idle
d_ex_observationpost_06_67,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_67,True,,S_10,2,1.0,,,1,idle,biscuit,,,3,delight
d_ex_observationpost_06_68,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_68,True,,2,2,1.0,,,1,idle,biscuit,,,3,delight
d_ex_observationpost_06_69,d_ex_observationpost_06,Self,Self,Locale_SuddenStory:d_ex_observationpost_06_69,False,,2,2,1.0,,,1,idle,,,,3,delight
d_ex_observationpost_06_70,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_70,True,,2,2,1.0,,,1,idle,biscuit,,,3,idle
d_ex_observationpost_06_71,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_71,True,,2,2,1.0,,,1,idle,biscuit,,,3,idle
d_ex_observationpost_06_72,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_72,True,,2,2,1.0,,,1,idle,biscuit,,,3,idle
d_ex_observationpost_06_73,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_73,True,,2,2,1.0,,,1,idle,biscuit,,,3,idle
d_ex_observationpost_06_74,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_74,True,,2,2,1.0,,,1,idle,anchor,,,3,idle
d_ex_observationpost_06_75,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_75,True,,2,2,1.0,,,1,idle,anchor,,,3,idle
d_ex_observationpost_06_76,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_76,True,,2,2,1.0,,,1,idle,anchor,,,3,idle
d_ex_observationpost_06_77,d_ex_observationpost_06,Speech,anchor,Locale_SuddenStory:d_ex_observationpost_06_77,True,,2,2,1.0,,,1,delight,anchor,,,3,idle
d_ex_observationpost_06_78,d_ex_observationpost_06,Speech,biscuit,Locale_SuddenStory:d_ex_observationpost_06_78,True,,2,2,1.0,,,1,delight,biscuit,,,3,delight
d_ex_observationpost_06_79,d_ex_observationpost_06,Monologue,Monologue,Locale_SuddenStory:d_ex_observationpost_06_79,False,,black,black,1.0,,,1,delight,,,,3,delight
