id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound
d_main_36_07_s_46,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_46,True,,S_10,2,1.3,,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_47,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_47,True,,2,2,1.0,bgm_chapter36_field_deals_a,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_48,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_48,False,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_49,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_49,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_50,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_50,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_51,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_51,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_52,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_52,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_53,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_53,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_54,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_54,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_55,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_55,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_56,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_56,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_57,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_57,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_58,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_58,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_59,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_59,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_60,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_60,True,,2,S_30,1.3,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_61,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_61,True,,S_30,S_30,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_62,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_62,True,,S_30,S_30,1.0,,,1,angry,,13,idle,,,,3,angry,
d_main_36_07_s_63,d_main_36_07_s,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_s_63,True,,L_130,L_130,1.0,,,1,angry,,13,angry,,,,3,think_01,
d_main_36_07_s_64,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_64,False,,2,2,1.0,,,1,angry,,13,angry,,,,3,no,
d_main_36_07_s_65,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_65,True,,2,2,1.0,,,1,angry,,13,angry,,,,3,no,
d_main_36_07_s_66,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_66,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_67,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_67,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_68,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_68,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_69,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_69,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_70,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_70,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_71,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_71,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_72,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_72,True,,2,S_30,1.3,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_73,d_main_36_07_s,Narration,leviathan,,Locale_MainScenario:d_main_36_07_s_73,False,,black,black,1.0,,,1,angry,,13,idle,,,,3,think_01,sfx_scn_anabeam
d_main_36_07_s_74,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_74,False,,S_30,S_30,1.0,,,1,angry,,13,idle,,,,3,pain,
d_main_36_07_s_75,d_main_36_07_s,Monologue,leviathan,,Locale_MainScenario:d_main_36_07_s_75,False,,S_30,S_30,1.0,,,1,angry,,13,idle,,,,3,pain,
d_main_36_07_s_76,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_76,True,,S_30,S_30,1.0,,,1,angry,,13,idle,,,,3,angry,
d_main_36_07_s_77,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_77,True,,S_30,2,1.3,,,1,angry,,13,idle,,,,3,angry,
d_main_36_07_s_78,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_78,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,angry,
d_main_36_07_s_79,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_79,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,no,
d_main_36_07_s_80,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_80,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,no,
d_main_36_07_s_81,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_81,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,no,
d_main_36_07_s_82,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_82,False,,2,2,1.0,,,1,angry,,13,idle,,,,3,angry,
d_main_36_07_s_83,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_83,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,angry,
d_main_36_07_s_84,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_84,False,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_02,
d_main_36_07_s_85,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_85,True,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_02,
d_main_36_07_s_86,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_86,True,,2,S_10,1.5,,,1,pain,,13,idle,,,,3,think_02,
d_main_36_07_s_87,d_main_36_07_s,Speech,cinderella,leviathan,Locale_MainScenario:d_main_36_07_s_87,False,,S_10,S_10,1.0,,,1,pain,,13,idle,,,,3,think_02,
d_main_36_07_s_88,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_88,True,,S_10,S_10,1.0,,,1,pain,,13,idle,,,,3,think_02,
d_main_36_07_s_89,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_89,True,,S_10,S_10,1.0,,,1,pain,,13,idle,,,,3,think_02,
d_main_36_07_s_90,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_90,False,,S_10,S_30,1.3,,,1,pain,,13,idle,,,,3,think_02,
d_main_36_07_s_91,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_91,True,,S_30,S_300,1.3,,,1,pain,,13,idle,,,,3,think_02,
d_main_36_07_s_92,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_92,True,,S_300,S_30,1.3,,,1,pain,,13,idle,,,,3,idle,
d_main_36_07_s_93,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_93,True,,S_30,S_30,1.0,,,1,pain,,13,idle,,,,3,idle,
d_main_36_07_s_94,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_94,True,,S_30,S_30,1.3,,,1,idle,,13,idle,,,,3,special,
d_main_36_07_s_95,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_95,True,,S_30,2,1.3,,,1,idle,,13,idle,,,,3,special,
d_main_36_07_s_96,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_96,False,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_02,
d_main_36_07_s_97,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_97,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_02,
d_main_36_07_s_98,d_main_36_07_s,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_s_98,True,,L_130,L_130,1.0,,,1,idle,,13,idle,,,,3,think_02,
d_main_36_07_s_99,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_99,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_02,
d_main_36_07_s_100,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_100,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_02,
d_main_36_07_s_101,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_101,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_02,
d_main_36_07_s_102,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_102,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_103,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_103,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_104,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_104,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_105,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_105,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_106,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_106,True,,2,2,1.0,,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_107,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_107,False,,2,2,1.0,none,,1,idle,,13,idle,,,,3,think_01,
d_main_36_07_s_108,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_108,False,,2,2,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_109,d_main_36_07_s,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_s_109,False,,2,S_10,1.3,event_bgm_oldtales_beyond,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_110,d_main_36_07_s,Narration,cinderella,,Locale_MainScenario:d_main_36_07_s_110,False,,S_10,S_10,1.0,,,1,angry,,13,idle,,,,3,think_01,sfx_scn_magicbubble
d_main_36_07_s_111,d_main_36_07_s,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_s_111,False,,S_10,S_10,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_112,d_main_36_07_s,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_s_112,False,,S_10,S_10,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_113,d_main_36_07_s,Narration,cinderella,,Locale_MainScenario:d_main_36_07_s_113,False,,S_10,S_10,1.0,,,1,angry,,13,idle,,,,3,think_01,
d_main_36_07_s_114,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_114,False,,S_10,S_100,1.5,,,1,sad,,13,idle,,,,3,think_01,
d_main_36_07_s_115,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_115,True,,S_100,S_100,1.0,,,1,sad,,13,idle,,,,3,think_01,
d_main_36_07_s_116,d_main_36_07_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_s_116,True,,S_100,S_100,1.0,,,1,sad,,13,idle,,,,3,think_01,
d_main_36_07_s_117,d_main_36_07_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_s_117,False,,S_30,S_30,1.0,,,1,sad,,13,idle,,,,3,think_02,
