id,group_id,speech_window,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,highlight,speaker,play_sound,fade,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_30_08_s_11,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_11,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_12,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_12,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_13,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_13,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_14,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_14,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_15,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_15,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,sad,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_16,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_16,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,sad,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_17,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_17,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,sad,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_18,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_18,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,surprise,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_19,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_19,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_20,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_20,True,,1,etc,,12,12,1.0,,,3,idle,,5,sad,,7,worry,,13,surprise,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_21,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_21,True,,1,etc,,12,10,1.0,,,3,idle,,5,sad,,7,worry,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_22,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_22,True,,1,etc,,10,10,1.0,,,3,idle,,5,sad,,7,worry,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_23,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_23,True,,1,etc,,10,10,1.0,,,3,idle,,5,sad,,7,worry,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_24,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_24,True,,1,etc,,10,10,1.0,,,3,idle,,5,sad,,7,worry,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_25,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_25,True,,1,etc,,10,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_26,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_26,False,,1,etc,,XS_130,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,drilley,,,,,,,
d_main_30_08_s_27,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_27,True,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,worry,,17,worry,,19,idle,elegg,elegg,,,,,,
d_main_30_08_s_28,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_28,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,worry,,17,worry,,19,idle,elegg,,,,,,,
d_main_30_08_s_29,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_29,True,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,elegg,elegg,,,,,,
d_main_30_08_s_30,d_main_30_08_s,Monologue,Locale_MainScenario:d_main_30_08_s_30,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,elegg,,,,,,,
d_main_30_08_s_31,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_31,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,elegg,,,,,,,
d_main_30_08_s_32,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_32,True,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,special,,17,worry,,19,idle,elegg,elegg,,,,,,
d_main_30_08_s_33,d_main_30_08_s,Monologue,Locale_MainScenario:d_main_30_08_s_33,False,,1,etc,,S_150,10,2.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,,,,,,,
d_main_30_08_s_34,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_34,False,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,,,,,,,
d_main_30_08_s_35,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_35,False,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,,,,,,,
d_main_30_08_s_36,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_36,False,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,,,,,,,
d_main_30_08_s_37,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_37,True,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_38,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_38,True,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_39,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_39,False,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,,,,,,,
d_main_30_08_s_40,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_40,False,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,,,,,,,
d_main_30_08_s_41,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_41,False,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,,,,,,,
d_main_30_08_s_42,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_42,True,,1,etc,,10,2,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,rapi,rapi,,,,,,
d_main_30_08_s_43,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_43,True,,1,etc,,2,12,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_44,d_main_30_08_s,Narration,Locale_MainScenario:d_main_30_08_s_44,False,,1,etc,,black,black,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,,sfx_scn_drillrotation,,,,,
d_main_30_08_s_45,d_main_30_08_s,Narration,Locale_MainScenario:d_main_30_08_s_45,False,,1,etc,,black,black,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,,sfx_scn_drillcrystal,,,,,
d_main_30_08_s_46,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_46,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_47,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_47,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_48,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_48,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_49,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_49,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_50,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_50,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_51,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_51,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_52,d_main_30_08_s,Narration,Locale_MainScenario:d_main_30_08_s_52,False,,1,etc,,black,black,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,,sfx_scn_drillrotation,,,,,
d_main_30_08_s_53,d_main_30_08_s,Narration,Locale_MainScenario:d_main_30_08_s_53,False,,1,etc,,black,black,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,,sfx_scn_drillcrystal,,,,,
d_main_30_08_s_54,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_54,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_55,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_55,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_56,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_56,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_57,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_57,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_58,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_58,True,,1,etc,,XS_130,12,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_59,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_59,True,,1,etc,,12,12,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_60,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_60,True,,1,etc,,black,black,1.0,,,3,idle,,5,void,,7,idle,,13,sad,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_61,d_main_30_08_s,Narration,Locale_MainScenario:d_main_30_08_s_61,False,,1,etc,,12,12,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,drilley,,,black,,,,
d_main_30_08_s_62,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_62,True,,1,etc,,12,12,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_63,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_63,True,,1,etc,,12,12,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_64,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_64,True,,1,etc,,12,12,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_65,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_65,True,,1,etc,,12,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_66,d_main_30_08_s,Narration,Locale_MainScenario:d_main_30_08_s_66,False,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,,sfx_scn_crystalgrowupsmall,,,,,
d_main_30_08_s_67,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_67,True,,1,etc,,10,10,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,hammering,hammering,,,,,,
d_main_30_08_s_68,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_68,True,,1,etc,,10,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,angry,,15,idle,,17,worry,,19,idle,drilley,drilley,,,,,,
d_main_30_08_s_69,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_69,True,,1,etc,,XS_130,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,angry,,15,idle,,17,worry,,19,idle,elegg,elegg,,,,,,
d_main_30_08_s_70,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_70,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,elegg,,,,,,,
d_main_30_08_s_71,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_71,True,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,elegg,elegg,,,,,,
d_main_30_08_s_72,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_72,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,elegg,,,,,,,
d_main_30_08_s_73,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_73,True,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,shifty,,,shifty,OP_leftup,surprise,
d_main_30_08_s_74,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_74,True,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,shifty,,,,OP_leftup,sad,
d_main_30_08_s_75,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_75,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,,,,,OP_leftup,sad,
d_main_30_08_s_76,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_76,True,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,shifty,,,,OP_leftup,surprise,
d_main_30_08_s_77,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_77,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,,,,,OP_leftup,surprise,
d_main_30_08_s_78,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_78,True,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,shifty,,,,OP_leftup,think,
d_main_30_08_s_79,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_79,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,,,,,OP_leftup,think,
d_main_30_08_s_80,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_80,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,,,,,OP_leftup,think,
d_main_30_08_s_81,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_81,True,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,shifty,,,,OP_leftup,sad,
d_main_30_08_s_82,d_main_30_08_s,Self,Locale_MainScenario:d_main_30_08_s_82,False,,1,etc,,S_150,S_150,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,worry,,19,idle,shifty,,,,,OP_leftup,worry,
d_main_30_08_s_83,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_83,True,,1,etc,,170,170,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,liveryn,liveryn,,,,OP_leftup,worry,
d_main_30_08_s_84,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_84,True,,1,etc,,30,30,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,rapi,rapi,,,,OP_leftup,worry,
d_main_30_08_s_85,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_85,True,,1,etc,,170,170,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,delight,,19,idle,liveryn,liveryn,,,,OP_leftup,worry,
d_main_30_08_s_86,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_86,True,,1,etc,,170,170,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,liveryn,liveryn,,,,OP_leftup,worry,
d_main_30_08_s_87,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_87,True,,1,etc,,170,18,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,fragile,fragile,,,,OP_leftup,worry,
d_main_30_08_s_88,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_88,True,,1,etc,,18,18,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,liveryn,liveryn,,,,OP_leftup,worry,
d_main_30_08_s_89,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_89,True,,1,etc,,18,18,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,shifty,shifty,,,,OP_leftup,worry,
d_main_30_08_s_90,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_90,True,,1,etc,,XS_130,XS_130,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,drilley,drilley,,,,OP_leftup,worry,
d_main_30_08_s_91,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_91,True,,1,etc,,170,170,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,delight,,19,idle,liveryn,liveryn,,,,OP_leftup,worry,shifty
d_main_30_08_s_92,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_92,True,,1,etc,,170,170,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,delight,,19,idle,liveryn,liveryn,,,,,,
d_main_30_08_s_93,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_93,True,,1,etc,,170,18,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,fragile,fragile,,,,,,
d_main_30_08_s_94,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_94,True,,1,etc,,18,18,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,liveryn,liveryn,,,,,,
d_main_30_08_s_95,d_main_30_08_s,Speech,Locale_MainScenario:d_main_30_08_s_95,True,,1,etc,,18,S_190,1.0,,,3,idle,,5,void,,7,idle,,13,surprise,,15,idle,,17,idle,,19,idle,fragile,fragile,,,,,,
