id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,fade,characters/4/hide_char_id,set_camera_shake,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
d_main_20_10_e_11,d_main_20_10_e,Speech,papillon,papillon,Locale_MainScenario:d_main_20_10_e_11,True,,1,idle,,15,angry,,17,idle,,19,angry,,19,19,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_12,d_main_20_10_e,Speech,papillon,papillon,Locale_MainScenario:d_main_20_10_e_12,True,,1,idle,,15,angry,,17,idle,,19,angry,,19,S_190,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_13,d_main_20_10_e,Self,,Self,Locale_MainScenario:d_main_20_10_e_13,False,,1,idle,,15,angry,,17,idle,,19,angry,,S_190,S_190,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_14,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_14,False,,1,idle,,15,idle,,17,idle,,19,idle,,10,1,0.5,,sfx_scn_aim,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_15,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_15,False,,1,idle,,15,idle,,17,idle,,19,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_16,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_16,True,,1,idle,,15,idle,,17,idle,,19,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_17,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_17,True,,1,idle,,15,idle,,17,idle,,19,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_18,d_main_20_10_e,Self,,Self,Locale_MainScenario:d_main_20_10_e_18,False,,1,idle,,15,idle,,17,idle,,19,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_19,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_19,True,,1,shy,,15,idle,,17,idle,,19,idle,,1,10,0.7,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_20,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_20,True,,1,shy,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_21,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_21,True,,1,shy,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_22,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_22,True,,1,shy,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_23,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_23,False,,1,shy,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_24,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_24,False,,1,shy,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_25,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_25,False,,1,shy,,15,idle,,17,idle,,19,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_26,d_main_20_10_e,Speech,harran,harran,Locale_MainScenario:d_main_20_10_e_26,True,,1,shy,,15,idle,,17,idle,,19,idle,WasteLand_04,harran_03,harran_03,1.0,,,nihilister,anis,neon,papillon,harran_event,event,idle,Grey,black,,,,,,,,,,,
d_main_20_10_e_27,d_main_20_10_e,Speech,harran,harran,Locale_MainScenario:d_main_20_10_e_27,True,,,,,,,,,,,,,,harran_03,harran_03,1.0,,,,,,,,event,idle,Grey,,,,,,,,,,,,
d_main_20_10_e_28,d_main_20_10_e,Speech,harran,harran,Locale_MainScenario:d_main_20_10_e_28,True,,,,,,,,,,,,,,harran_03,harran_03,1.0,,,,,,,,event,idle,Grey,,,,,,,,,,,,
d_main_20_10_e_29,d_main_20_10_e,Self,,Self,Locale_MainScenario:d_main_20_10_e_29,False,,,,,,,,,,,,,Volcano_04,black,black,1.0,,,,,,,,event,idle,,,harran_event,,,,,,,,,,
d_main_20_10_e_30,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_30,False,nihilister,1,idle,,,,,,,,,,,10,1,2.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_31,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_31,True,,1,idle,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_32,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_32,True,,1,idle,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_33,d_main_20_10_e,Self,,Self,Locale_MainScenario:d_main_20_10_e_33,False,,1,idle,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_34,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_34,False,,1,shy,,,,,,,,,,,1,10,2.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_35,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_35,True,,1,shy,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_36,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_36,True,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_37,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_37,False,,1,idle,,,,,,,,,,,10,XS_10,2.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_38,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_38,False,,1,idle,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_39,d_main_20_10_e,Speech,unknown,unknown,Locale_MainScenario:d_main_20_10_e_39,True,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_40,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_40,False,,1,surprise,,,,,,,,,,,XS_10,1,0.3,,sfx_scn_guns,,,,,,,,,,,Low_2,,,,,,,,,
d_main_20_10_e_41,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_41,False,,13,surprise,,,,,,,,,,,black,black,1.0,,,nihilister,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_42,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_42,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_43,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_43,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_20_10_e_44,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_44,True,noah,9,idle,isabel,7,idle,harran,5,idle,johan,3,angry,,3,L_30,1.0,,,,,,,nihilister,13,surprise,,,,,anis,17,idle,neon,19,idle,,,
d_main_20_10_e_45,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_45,False,,9,idle,,7,idle,,5,idle,,3,angry,,black,black,1.0,,sfx_scn_aim,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_46,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_46,True,,9,idle,,7,idle,,5,idle,,3,angry,,L_30,L_30,1.0,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_47,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_47,True,,9,idle,,7,idle,,5,idle,,3,angry,,L_30,L_30,1.0,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_48,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_48,False,,9,idle,,7,idle,,5,idle,,3,angry,,130,13,0.3,,sfx_scn_finishshot,,,,,,13,surprise,,,,Low_2,,17,idle,,19,idle,,,
d_main_20_10_e_49,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_49,False,,9,idle,,7,idle,,5,idle,,3,angry,,13,13,1.0,,,,,,,,13,surprise,,,,Low_2,,17,idle,,19,idle,,,
d_main_20_10_e_50,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_50,True,,9,idle,,7,idle,,5,idle,,3,idle,,13,130,2.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_51,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_51,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,130,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_52,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_52,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,130,1.0,,,,,,,,13,angry2,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_53,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_53,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,130,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_54,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_54,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,1300,0.5,,,,,,,,13,shy,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_55,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_55,True,,9,idle,,7,idle,,5,idle,,3,idle,,1300,1300,1.0,,,,,,,,13,shy,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_56,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_56,True,,9,idle,,7,idle,,5,idle,,3,idle,,1300,1300,1.0,,,,,,,,13,shy,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_57,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_57,False,,9,idle,,7,idle,,5,idle,,3,idle,,1300,130,2.0,,,,,,,,13,shy,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_58,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_58,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,130,1.0,,,,,,,,13,smile,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_59,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_59,True,,9,idle,,7,idle,,5,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,13,smile,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_60,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_60,True,,9,idle,,7,idle,,5,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,13,smile,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_61,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_61,False,,9,idle,,7,idle,,5,idle,,3,idle,,130,13,0.3,,sfx_scn_1shot,,,,,,13,surprise,,,,Low_2,,17,idle,,19,idle,,,
d_main_20_10_e_62,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_62,False,,9,idle,,7,idle,,5,idle,,3,idle,,13,13,1.0,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_63,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_63,True,,9,idle,,7,idle,,5,idle,,3,idle,,13,130,2.0,,,,,,,,13,shy,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_64,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_64,False,,9,idle,,7,idle,,5,idle,,3,idle,,130,13,0.3,,sfx_scn_2shot,,,,,,13,shy,,,,Low_2,,17,idle,,19,idle,,,
d_main_20_10_e_65,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_65,True,,9,idle,,7,idle,,5,idle,,3,idle,,13,13,1.0,,,,,,,,13,shy,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_66,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_66,True,,9,idle,,7,idle,,5,idle,,3,idle,,13,13,1.0,,,,,,,,13,shy,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_67,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_67,True,,9,idle,,7,idle,,5,idle,,3,idle,,13,13,1.0,,,,,,,,13,shy,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_68,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_68,True,,9,idle,,7,idle,,5,idle,,3,idle,,13,13,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_69,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_69,True,,9,idle,,7,idle,,5,idle,,3,idle,,13,1300,0.5,,,,,,,,13,angry2,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_70,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_70,False,,9,idle,,7,idle,,5,idle,,3,idle,,1300,1300,1.0,,,,,,,,13,angry2,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_71,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_71,True,,9,idle,,7,idle,,5,idle,,3,idle,,1300,130,2.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_72,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_72,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,130,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_73,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_73,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,13,0.3,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_74,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_74,True,,9,idle,,7,idle,,5,idle,,3,angry,,13,3,0.5,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_75,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_75,True,,9,idle,,7,idle,,5,idle,,3,angry,,3,3,1.0,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_76,d_main_20_10_e,Speech,isabel,isabel,Locale_MainScenario:d_main_20_10_e_76,True,,9,idle,,7,pain,,5,idle,,3,angry,,7,S_70,0.7,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_77,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_77,True,,9,idle,,7,pain,,5,idle,,3,idle,,130,13,1.0,,,,,,,,13,surprise,,,,Low_2,,17,idle,,19,idle,,,
d_main_20_10_e_78,d_main_20_10_e,Speech,noah,noah,Locale_MainScenario:d_main_20_10_e_78,True,,9,"expression_0,idle",,7,pain,,5,idle,,3,idle,,9,XS_90,1.0,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_79,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_79,False,,9,idle,,7,idle,,5,idle,,3,idle,,XS_90,130,1.0,,sfx_scn_lasershot,,,,,,13,surprise,,,,Low_2,,17,idle,,19,idle,,,
d_main_20_10_e_80,d_main_20_10_e,Self,,Self,Locale_MainScenario:d_main_20_10_e_80,False,,9,idle,,7,idle,,5,idle,,3,idle,,3,3,1.0,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_81,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_81,True,,9,idle,,7,idle,,5,idle,,3,idle,,3,3,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_82,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_82,True,,9,idle,,7,idle,,5,idle,,3,idle,,3,3,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_83,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_83,True,,9,idle,,7,idle,,5,idle,,3,idle,,3,3,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_84,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_84,True,,9,idle,,7,idle,,5,idle,,3,think,,3,3,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_85,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_85,True,,9,idle,,7,idle,,5,idle,,3,idle,,3,L_30,2.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_86,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_86,True,,9,idle,,7,idle,,5,idle,,3,delight,,L_30,L_30,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_87,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_87,False,,9,idle,,7,idle,,5,idle,,3,delight,,L_30,L_300,2.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_88,d_main_20_10_e,Self,,Self,Locale_MainScenario:d_main_20_10_e_88,False,,9,idle,,7,idle,,5,idle,,3,delight,,L_300,L_300,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_89,d_main_20_10_e,Speech,anis,anis,Locale_MainScenario:d_main_20_10_e_89,True,,9,idle,,7,idle,,5,idle,,3,idle,,18,18,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_90,d_main_20_10_e,Speech,anis,anis,Locale_MainScenario:d_main_20_10_e_90,True,,9,idle,,7,idle,,5,idle,,3,idle,,18,18,1.0,,,,,,,,13,idle,,,,,,17,delight,,19,idle,,,
d_main_20_10_e_91,d_main_20_10_e,Speech,neon,neon,Locale_MainScenario:d_main_20_10_e_91,True,,9,idle,,7,idle,,5,idle,,3,idle,,18,18,1.0,,,,,,,,13,idle,,,,,,17,delight,,19,delight,,,
d_main_20_10_e_92,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_92,False,,9,idle,,7,idle,,5,idle,,3,idle,,black,black,1.0,,sfx_scn_gunfire,,,,,,13,surprise,,,,,,17,delight,,19,delight,,,
d_main_20_10_e_93,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_93,True,,9,idle,,7,idle,,5,idle,,3,idle,,13,13,1.0,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_94,d_main_20_10_e,Speech,harran,harran,Locale_MainScenario:d_main_20_10_e_94,True,,9,idle,,7,idle,,5,idle,,3,idle,,13,5,1.0,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_95,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_95,False,,9,idle,,7,idle,,5,"expression_0,idle_alt",,3,idle,,5,5,1.0,,sfx_scn_scytheaim,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_96,d_main_20_10_e,Monologue,,Monologue,Locale_MainScenario:d_main_20_10_e_96,False,,9,idle,,7,idle,,5,idle_alt,,3,idle,,5,5,1.0,,,,,,,,13,surprise,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_97,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_97,True,,9,idle,,7,idle,,5,idle_alt,,3,idle,,13,13,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_98,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_98,True,,9,idle,,7,idle,,5,idle_alt,,3,idle,,13,130,2.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_99,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_99,True,,9,idle,,7,idle,,5,idle_alt,,3,idle,,130,130,1.0,,,,,,,,13,angry2,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_100,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_100,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,1300,0.5,,,,,,,,13,angry2,,,,,,17,idle,,19,idle,,,
d_main_20_10_e_101,d_main_20_10_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_10_e_101,True,,9,idle,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,,,,,13,angry2,,,,,,17,idle,,19,idle,dorothy,1,angry_02
d_main_20_10_e_102,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_102,False,,9,idle,,7,idle,,5,idle,,3,surprise,,12,2,0.3,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,1,angry_02
d_main_20_10_e_103,d_main_20_10_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_10_e_103,True,,9,idle,,7,idle,,5,idle,,3,surprise,,2,2,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_104,d_main_20_10_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_10_e_104,True,,9,idle,,7,idle,,5,idle,,3,surprise,,2,2,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_105,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_105,True,,9,idle,,7,idle,,5,idle,,3,angry,,2,2,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_106,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_106,True,,9,idle,,7,idle,,5,idle,,3,angry,,2,2,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_107,d_main_20_10_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_10_e_107,True,,9,idle,,7,idle,,5,idle,,3,angry,,2,12,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_108,d_main_20_10_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_10_e_108,True,,9,idle,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_109,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_109,True,,9,idle,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,,,,,13,angry2,,,,,,17,idle,,19,idle,,1,think_02
