id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,effects/1/play_effect_id,effects/1/set_effect_position,effects/0/play_effect_id,effects/0/set_effect_position,set_filter_01,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/1/stop_effect_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_filter_02,characters/5/hide_char_id,set_camera_shake,fade
d_main_07_06_e_16,d_main_07_06_e,Speech,marian,marian,Locale_MainScenario:d_main_07_06_e_16,True,,,,,10,10,1.0,,,,,,Grey,,,,,,,,,,,,,,,,,,,,1,idle,Blur_High,,,
d_main_07_06_e_17,d_main_07_06_e,Speech,marian,marian,Locale_MainScenario:d_main_07_06_e_17,True,,,,Desert_02,100,100,1.0,,,,,,Grey,,,,,,,,,,,,,,,,,,,,1,delight,Blur_Middle,,,
d_main_07_06_e_18,d_main_07_06_e,Speech,marian,marian,Locale_MainScenario:d_main_07_06_e_18,True,,,,,100,100,1.0,,,,,,Grey,,,,,,,,,,,,,,,,,,,,1,delight,Blur_Middle,,,
d_main_07_06_e_19,d_main_07_06_e,Speech,marian,marian,Locale_MainScenario:d_main_07_06_e_19,True,,,,EventScene_Main_01_02_bg,black2,black2,1.0,,,,,,Grey,,,,,,,,,,,,,,,,,,,marian_event_02,event,idle,Blur_Low,marian,,
d_main_07_06_e_20,d_main_07_06_e,Speech,marian,marian,Locale_MainScenario:d_main_07_06_e_20,True,,,,,marian_event_02_02,marian_event_02_02,1.0,,,,,,Grey,,,,,,,,,,,,,,,,,,,,event,idle,Blur_Low,,,
d_main_07_06_e_21,d_main_07_06_e,Speech,marian,marian,Locale_MainScenario:d_main_07_06_e_21,True,,,,,marian_event_02_02,marian_event_02_02,1.0,,,,,,Grey,,,,,,,,,,,,,,,,,,,,event,idle,,,,
d_main_07_06_e_22,d_main_07_06_e,Self,marian,Self,Locale_MainScenario:d_main_07_06_e_22,True,,,,IceLand_01,black2,black2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,,marian_event_02,,
d_main_07_06_e_23,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_23,False,snowwhite,1,idle,,17,170,2.0,,,,,,,,anis,5,angry,rapi,3,idle,neon,7,idle,modenia,17,angry,,,,,,,,,,,,
d_main_07_06_e_24,d_main_07_06_e,Self,,Self,Locale_MainScenario:d_main_07_06_e_24,True,,1,idle,,170,170,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,angry,,,,,,,,,,,,
d_main_07_06_e_25,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_25,True,,1,idle,,170,170,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,angry,,,,,,,,,,,,
d_main_07_06_e_26,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_26,True,,1,idle,,170,1700,2.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,angry,,,,,,,,,,,,
d_main_07_06_e_27,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_27,False,,1,idle,,1700,170,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_28,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_28,True,,1,idle,,170,17,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_29,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_29,True,,1,idle,,17,17,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_30,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_30,True,,1,idle,,17,17,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,idle,,,,,,,,,,,,
d_main_07_06_e_31,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_31,True,,1,idle,,170,170,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_32,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_32,True,,1,idle,,1700,1700,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_33,d_main_07_06_e,Narration,,Narration,Locale_MainScenario:d_main_07_06_e_33,True,,1,idle,,black,black,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,Low_2_Loop,
d_main_07_06_e_34,d_main_07_06_e,Narration,,Narration,Locale_MainScenario:d_main_07_06_e_34,True,,1,idle,,black,black,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_35,d_main_07_06_e,Narration,,Narration,Locale_MainScenario:d_main_07_06_e_35,True,,1,idle,,17,17,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_36,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_36,True,,1,idle,,17,170,3.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_37,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_37,True,,1,idle,,170,1700,3.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_38,d_main_07_06_e,Narration,,Narration,Locale_MainScenario:d_main_07_06_e_38,True,,1,idle,,1700,1700,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_39,d_main_07_06_e,Narration,,Narration,Locale_MainScenario:d_main_07_06_e_39,True,,1,idle,,1700,1700,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,pain,,,,,,,,,,,,
d_main_07_06_e_40,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_40,True,,1,idle,,1700,17,0.5,,,,,,,,,5,angry,,3,idle,,7,idle,,17,surprise,,,,,,,,,,,,
d_main_07_06_e_41,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_41,True,,1,idle,,17,17,0.5,,,,,,,,,5,angry,,3,idle,,7,idle,,17,surprise,,,,,,,,,,,,
d_main_07_06_e_42,d_main_07_06_e,Self,,Self,Locale_MainScenario:d_main_07_06_e_42,True,,1,idle,,17,17,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,surprise,,,,,,,,,,,,
d_main_07_06_e_43,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_43,False,,1,idle,,17,170,0.2,,,,,,,,,5,angry,,3,idle,,7,idle,,17,surprise,,,,,,,,,,,,
d_main_07_06_e_44,d_main_07_06_e,Speech,modenia,unknown,Locale_MainScenario:d_main_07_06_e_44,True,,1,idle,,170,1700,3.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,sad,,,,,,,,,,,,
d_main_07_06_e_45,d_main_07_06_e,Self,,Self,Locale_MainScenario:d_main_07_06_e_45,False,,1,idle,,1700,1700,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,17,sad,,,,,,,,,,,,
d_main_07_06_e_46,d_main_07_06_e,Narration,,Narration,Locale_MainScenario:d_main_07_06_e_46,True,,1,idle,,black,black,1.0,,,,,,,snowwhite,,5,angry,,3,idle,,7,idle,,17,sad,,anis,rapi,neon,modenia,,,,,,,
d_main_07_06_e_47,d_main_07_06_e,Narration,,Narration,Locale_MainScenario:d_main_07_06_e_47,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,
d_main_07_06_e_48,d_main_07_06_e,Self,,Self,Locale_MainScenario:d_main_07_06_e_48,False,,,,RuinIndoor,black,black,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black
d_main_07_06_e_49,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_49,True,,,,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_e_50,d_main_07_06_e,Self,rapi,Self,Locale_MainScenario:d_main_07_06_e_50,True,snowwhite,1,idle,,30,30,1.0,,,,,,,,anis,5,void,rapi,3,idle,neon,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_51,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_51,True,,1,idle,,30,30,1.0,bgm_belowzero,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_52,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_52,True,,1,idle,,50,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_53,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_53,True,,1,idle,,S_70,S_70,1.0,,,,,,,,,5,void,,3,idle,,7,delight,,,,,,,,,,,,,,,
d_main_07_06_e_54,d_main_07_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_e_54,False,,1,idle,,10,10,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_55,d_main_07_06_e,Self,snowwhite,Self,Locale_MainScenario:d_main_07_06_e_55,True,,1,idle,,10,10,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_56,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_56,False,,1,idle,,10,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_57,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_57,True,,1,idle,,30,300,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_58,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_58,True,,1,idle,,300,300,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_59,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_59,True,,1,idle,,300,300,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_60,d_main_07_06_e,Self,rapi,Self,Locale_MainScenario:d_main_07_06_e_60,True,,1,idle,,300,300,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_61,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_61,True,,1,idle,,300,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_62,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_62,True,,1,idle,,30,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_63,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_63,True,,1,idle,,30,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_64,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_64,True,,1,idle,,50,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_65,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_65,True,,1,idle,,50,S_70,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_66,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_66,True,,1,idle,,S_70,S_70,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_67,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_67,False,,1,idle,,500,500,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_68,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_68,False,,1,idle,,S_700,S_700,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_69,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_69,True,,1,idle,,S_700,10,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_70,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_70,True,,1,idle,,10,10,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_71,d_main_07_06_e,Self,rapi,Self,Locale_MainScenario:d_main_07_06_e_71,True,,1,idle,,10,10,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_72,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_72,True,,1,idle,,10,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_73,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_73,True,,1,idle,,30,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_74,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_74,True,,1,idle,,50,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_75,d_main_07_06_e,Self,anis,Self,Locale_MainScenario:d_main_07_06_e_75,True,,1,idle,,50,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_76,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_76,True,,1,idle,,50,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_77,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_77,True,,1,idle,,30,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_78,d_main_07_06_e,Self,rapi,Self,Locale_MainScenario:d_main_07_06_e_78,True,,1,idle,,30,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_79,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_79,True,,1,idle,,30,300,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_80,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_80,True,,1,idle,,300,300,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_81,d_main_07_06_e,Self,rapi,Self,Locale_MainScenario:d_main_07_06_e_81,False,,1,idle,,300,300,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_82,d_main_07_06_e,Monologue,rapi,,Locale_MainScenario:d_main_07_06_e_82,True,,1,idle,,black,black,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_83,d_main_07_06_e,Monologue,rapi,,Locale_MainScenario:d_main_07_06_e_83,True,,1,idle,,black,black,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_84,d_main_07_06_e,Monologue,rapi,,Locale_MainScenario:d_main_07_06_e_84,True,,1,idle,,black,black,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_85,d_main_07_06_e,Self,rapi,Self,Locale_MainScenario:d_main_07_06_e_85,True,,1,idle,,10,10,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_86,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_86,True,,1,idle,,10,10,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_87,d_main_07_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_e_87,True,,1,idle,,10,100,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_88,d_main_07_06_e,Self,snowwhite,Self,Locale_MainScenario:d_main_07_06_e_88,True,,1,idle,,100,100,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_89,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_89,False,,1,idle,,30,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_90,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_90,False,,1,idle,,50,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_91,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_91,False,,1,idle,,S_70,S_70,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_92,d_main_07_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_e_92,True,,1,idle,,10,100,2.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_93,d_main_07_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_e_93,True,,1,idle,,100,100,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_94,d_main_07_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_e_94,True,,1,idle,,100,100,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_95,d_main_07_06_e,Self,snowwhite,Self,Locale_MainScenario:d_main_07_06_e_95,True,,1,idle,,100,100,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_96,d_main_07_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_e_96,False,,1,idle,,100,100,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_97,d_main_07_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_e_97,True,,1,idle,,100,10,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_98,d_main_07_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_e_98,True,,1,idle,,10,10,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_99,d_main_07_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_06_e_99,True,,1,idle,,10,1,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_100,d_main_07_06_e,Narration,snowwhite,Narration,Locale_MainScenario:d_main_07_06_e_100,True,,1,idle,,black,black,1.0,,,,,,,snowwhite,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,black
d_main_07_06_e_101,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_101,True,,,,,50,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_102,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_102,True,,,,,S_70,S_70,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_103,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_103,True,,,,,50,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_104,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_104,True,,,,,30,30,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_105,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_105,True,,,,,30,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_106,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_106,False,,,,,50,50,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_107,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_107,True,,,,,50,500,2.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_108,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_108,True,,,,,500,500,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_109,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_109,True,,,,,500,S_700,1.0,,,,,,Blur_Low,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_110,d_main_07_06_e,Self,neon,Self,Locale_MainScenario:d_main_07_06_e_110,True,,,,,S_700,S_700,1.0,,,,,,Blur_Low,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_111,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_111,True,,,,,S_700,S_700,1.0,,,,,,Blur_Low,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_112,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_112,True,,,,,S_700,S_700,1.0,,,,,,Blur_Low,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_113,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_113,True,,,,,S_700,300,1.0,,,,,,Blur_Low,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
