id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade
d_main_35_07_38,d_main_35_07,Self,maxwell,Locale_MainScenario:d_main_35_07_38,False,,7,idle,,5,idle,,13,idle,,15,idle_02,,14,14,1.0,,,,,,,
d_main_35_07_39,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_39,True,,7,idle,,5,idle,,13,idle,,15,idle_02,,14,14,1.0,,maxwell,,,,,
d_main_35_07_40,d_main_35_07,Speech,laplace,Locale_MainScenario:d_main_35_07_40,True,,7,idle,,5,idle,,13,idle,,15,idle_02,,14,6,1.0,,laplace,,,,,
d_main_35_07_41,d_main_35_07,Speech,drake,Locale_MainScenario:d_main_35_07_41,True,,7,idle,,5,idle,,13,idle,,15,idle_02,,6,6,1.0,,drake,,,,,
d_main_35_07_42,d_main_35_07,Speech,drake,Locale_MainScenario:d_main_35_07_42,True,,7,idle,,5,idle,,13,idle,,15,idle_02,,6,6,1.0,,drake,,,,,
d_main_35_07_43,d_main_35_07,Speech,laplace,Locale_MainScenario:d_main_35_07_43,True,,7,idle,,5,idle,,13,idle,,15,idle_02,,6,6,1.0,,laplace,,,,,
d_main_35_07_44,d_main_35_07,Speech,drake,Locale_MainScenario:d_main_35_07_44,True,,7,idle,,5,angry,,13,idle,,15,idle_02,,6,6,1.0,,drake,,,,,
d_main_35_07_45,d_main_35_07,Speech,laplace,Locale_MainScenario:d_main_35_07_45,False,,7,shy,,5,angry,,13,idle,,15,idle_02,,6,6,1.0,,laplace,,,,,
d_main_35_07_46,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_46,True,,7,shy,,5,angry,,13,idle,,15,idle,,6,14,1.0,,maxwell,,,,,
d_main_35_07_47,d_main_35_07,Speech,rapi_red,Locale_MainScenario:d_main_35_07_47,False,,7,shy,,5,angry,,13,idle,,15,idle,,14,14,1.0,,rapi_red,,,,,
d_main_35_07_48,d_main_35_07,Self,maxwell,Locale_MainScenario:d_main_35_07_48,False,,7,shy,,5,angry,,13,idle,,15,idle,,14,14,1.0,,,,,,,
d_main_35_07_49,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_49,True,,7,shy,,5,angry,,13,idle,,15,idle,,14,14,1.0,,maxwell,,,,,
d_main_35_07_50,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_50,True,,7,shy,,5,angry,,13,idle,,15,sad,,14,14,1.0,,maxwell,,,,,
d_main_35_07_51,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_51,True,,7,shy,,5,angry,,13,idle,,15,sad,,14,14,1.0,,maxwell,,,,,
d_main_35_07_52,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_52,True,,7,shy,,5,angry,,13,idle,,15,sad,,14,14,1.0,,maxwell,,,,,
d_main_35_07_53,d_main_35_07,Self,maxwell,Locale_MainScenario:d_main_35_07_53,False,,7,shy,,5,angry,,13,idle,,15,sad,,14,14,1.0,,,,,,,
d_main_35_07_54,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_54,True,,7,shy,,5,angry,,13,idle,,15,idle_02,,14,14,1.0,,maxwell,,,,,
d_main_35_07_55,d_main_35_07,Speech,rapi_red,Locale_MainScenario:d_main_35_07_55,True,,7,shy,,5,angry,,13,idle,,15,idle_02,,14,14,1.0,,rapi_red,,,,,
d_main_35_07_56,d_main_35_07,Speech,rapi_red,Locale_MainScenario:d_main_35_07_56,True,,7,shy,,5,angry,,13,idle,,15,idle_02,,14,14,1.0,,rapi_red,,,,,
d_main_35_07_57,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_57,True,,7,shy,,5,angry,,13,idle,,15,sad,,14,150,1.0,,maxwell,,,,,
d_main_35_07_58,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_58,True,,7,shy,,5,angry,,13,idle,,15,idle_02,,150,150,1.0,,maxwell,,,,,
d_main_35_07_59,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_59,True,,7,shy,,5,angry,,13,idle,,15,idle_02,,150,150,1.0,,maxwell,,,,,
d_main_35_07_60,d_main_35_07,Self,maxwell,Locale_MainScenario:d_main_35_07_60,False,,7,shy,,5,angry,,13,idle,,15,idle_02,,150,150,1.0,,,,,,,
d_main_35_07_61,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_61,True,,7,shy,,5,angry,,13,idle,,15,idle,,150,150,1.0,,maxwell,,,,,
d_main_35_07_62,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_62,True,,7,shy,,5,angry,,13,idle,,15,idle,,150,150,1.0,,maxwell,,,,,
d_main_35_07_63,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_63,True,,7,shy,,5,angry,,13,idle,,15,idle,,150,150,1.0,,maxwell,,,,,
d_main_35_07_64,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_64,True,,7,shy,,5,angry,,13,idle,,15,idle,,150,150,1.0,,maxwell,,,,,
d_main_35_07_65,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_65,True,,7,shy,,5,angry,,13,idle,,15,idle,,150,150,1.0,,maxwell,,,,,
d_main_35_07_66,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_66,True,,7,shy,,5,angry,,13,idle,,15,idle,,150,150,1.0,,maxwell,,,,,
d_main_35_07_67,d_main_35_07,Self,maxwell,Locale_MainScenario:d_main_35_07_67,False,,7,shy,,5,angry,,13,idle,,15,idle,,150,150,1.0,,,,,,,
d_main_35_07_68,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_68,False,,7,shy,,5,angry,,13,idle,,15,sad,,150,150,1.0,,maxwell,,,,,
d_main_35_07_69,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_69,True,,7,shy,,5,angry,,13,idle,,15,sad,,150,150,1.0,,maxwell,,,,,
d_main_35_07_70,d_main_35_07,Speech,maxwell,Locale_MainScenario:d_main_35_07_70,True,,7,shy,,5,angry,,13,idle,,15,sad,,150,150,1.0,none,maxwell,laplace,,,,
d_main_35_07_71,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_71,False,grave_p,1,idle,,5,angry,cinderella,13,idle,,15,sad,,12,12,1.0,event_bgm_oldtales_alongwait,cinderella,,drake,rapi_red,maxwell,black
d_main_35_07_72,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_72,True,,1,idle,,,,,13,idle,,,,,12,12,1.0,,grave_p,,,,,
d_main_35_07_73,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_73,False,,1,idle,,,,,13,idle,,,,,12,12,1.0,,cinderella,,,,,
d_main_35_07_74,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_74,True,,1,idle,,,,,13,idle,,,,,12,12,1.0,,grave_p,,,,,
d_main_35_07_75,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_75,True,,1,idle,,,,,13,surprise,,,,,12,12,1.0,,cinderella,,,,,
d_main_35_07_76,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_76,True,,1,idle,,,,,13,surprise,,,,,12,12,1.0,,grave_p,,,,,
d_main_35_07_77,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_77,True,,1,idle,,,,,13,idle,,,,,12,12,1.0,,cinderella,,,,,
d_main_35_07_78,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_78,True,,1,idle,,,,,13,idle,,,,,12,12,1.0,,grave_p,,,,,
d_main_35_07_79,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_79,True,,1,idle,,,,,13,surprise,,,,,12,12,1.0,,cinderella,,,,,
d_main_35_07_80,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_80,True,,1,idle,,,,,13,surprise,,,,,12,12,1.0,,grave_p,,,,,
d_main_35_07_81,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_81,True,,1,idle,,,,,13,surprise,,,,,12,12,1.0,,grave_p,,,,,
d_main_35_07_82,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_82,True,,1,idle,,,,,13,surprise,,,,,12,12,1.0,,grave_p,,,,,
d_main_35_07_83,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_83,True,,1,idle,,,,,13,idle,,,,,12,12,1.0,,cinderella,,,,,
d_main_35_07_84,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_84,True,,1,idle,,,,,13,idle,,,,,12,12,1.0,,cinderella,,,,,
d_main_35_07_85,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_85,True,,1,idle,,,,,13,idle,,,,,12,12,1.0,,grave_p,,,,,
d_main_35_07_86,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_86,False,,1,idle,,,,,13,idle,,,,,12,S_130,1.0,,cinderella,,,,,
d_main_35_07_87,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_87,True,,1,idle,,,,,13,idle,,,,,S_130,S_130,1.0,,cinderella,,,,,
d_main_35_07_88,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_88,True,,1,idle,,,,,13,idle,,,,,S_130,S_130,1.0,,cinderella,,,,,
d_main_35_07_89,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_89,True,,1,idle,,,,,13,idle,,,,,L_10,L_10,1.0,,grave_p,,,,,
d_main_35_07_90,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_90,True,,1,idle,,,,,13,idle,,,,,S_130,S_130,1.0,,cinderella,,,,,
d_main_35_07_91,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_91,True,,1,idle,,,,,13,idle,,,,,S_130,S_130,1.0,,cinderella,,,,,
d_main_35_07_92,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_92,True,,1,idle,,,,,13,idle,,,,,L_10,L_10,1.0,,grave_p,,,,,
d_main_35_07_93,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_93,True,,1,idle,,,,,13,idle,,,,,L_10,L_10,1.0,,grave_p,,,,,
d_main_35_07_94,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_94,True,,1,idle,,,,,13,idle,,,,,S_130,13,1.0,,cinderella,,,,,
d_main_35_07_95,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_95,True,,1,idle,,,,,13,idle,,,,,13,13,1.0,,cinderella,,,,,
d_main_35_07_96,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_96,True,,1,idle,,,,,13,idle,,,,,13,13,1.0,,cinderella,,,,,
d_main_35_07_97,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_97,True,,1,idle,,,,,13,idle,,,,,13,13,1.0,,cinderella,,,,,
d_main_35_07_98,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_98,True,,1,idle,,,,,13,idle,,,,,13,12,1.0,,grave_p,,,,,
d_main_35_07_99,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_99,True,,1,idle,,,,,13,idle,,,,,12,12,1.0,,cinderella,,,,,
d_main_35_07_100,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_100,True,,1,idle,,,,,13,delight,,,,,12,12,1.0,,cinderella,,,,,
d_main_35_07_101,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_101,True,,1,idle,,,,,13,smile,,,,,12,12,1.0,,cinderella,,,,,
d_main_35_07_102,d_main_35_07,Speech,grave_p,Locale_MainScenario:d_main_35_07_102,True,,1,idle,,,,,13,smile,,,,,12,12,1.0,,grave_p,,,,,
d_main_35_07_103,d_main_35_07,Speech,cinderella,Locale_MainScenario:d_main_35_07_103,True,,1,idle,,,,,13,delight,,,,,12,12,1.0,,cinderella,,,,,
