id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_34_06_e_28,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_28,True,,writersspoiler_02,writersspoiler_02,1.0,,,,grave_p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_06_e_29,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_29,True,,writersspoiler_02,writersspoiler_02,1.0,,,,grave_p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_06_e_30,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_30,True,,writersspoiler_02,1,1.5,,,,grave_p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_06_e_31,d_main_34_06_e,Narration,grave_p,Locale_MainScenario:d_main_34_06_e_31,False,,black,black,1.0,sfx_scn_writerspoiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_06_e_32,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_32,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_06_e_33,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_33,False,BlackPuddle,black,black,1.0,,,,,,emma_t,7,idle,,vesti_t,5,idle,,eunhwa_t,3,idle,,grave_p,1,idle,,cinderella,13,surprise,,neon,15,idle,,anis,17,void,,rapi,19,idle,,,,,
d_main_34_06_e_34,d_main_34_06_e,Speech,cinderella,Locale_MainScenario:d_main_34_06_e_34,True,,S_130,S_130,1.0,,,,cinderella,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_35,d_main_34_06_e,Speech,vesti_t,Locale_MainScenario:d_main_34_06_e_35,True,,4,4,1.0,,,,vesti_t,,,7,idle,,,5,delight,,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_36,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_36,False,,4,4,1.0,,,,eunhwa_t,,,7,idle,,,5,delight,,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_37,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_37,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_38,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_38,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_39,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_39,False,,L_10,L_10,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,grave_p,,13,surprise,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_40,d_main_34_06_e,Speech,neon,Locale_MainScenario:d_main_34_06_e_40,True,,S_150,S_150,1.0,,,,neon,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,surprise,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_41,d_main_34_06_e,Speech,cinderella,Locale_MainScenario:d_main_34_06_e_41,True,,S_150,S_130,1.0,,,,cinderella,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_42,d_main_34_06_e,Speech,cinderella,Locale_MainScenario:d_main_34_06_e_42,True,,S_130,S_130,1.0,,,,cinderella,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_43,d_main_34_06_e,Self,cinderella,Locale_MainScenario:d_main_34_06_e_43,False,,S_130,S_130,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_44,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_44,False,,1,L_10,1.0,,,,,black,,7,idle,,,5,idle,,,3,idle,,grave_p,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_45,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_45,False,,L_10,L_10,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_46,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_46,False,,L_10,L_10,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_47,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_47,False,,L_10,L_10,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_48,d_main_34_06_e,Speech,vesti_t,Locale_MainScenario:d_main_34_06_e_48,True,,6,6,1.0,,,,vesti_t,,,7,idle,,,5,shy,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_49,d_main_34_06_e,Speech,emma_t,Locale_MainScenario:d_main_34_06_e_49,True,,6,6,1.0,,,,emma_t,,,7,worry,,,5,shy,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_50,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_50,True,,30,30,1.0,,,,eunhwa_t,,,7,worry,,,5,shy,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_51,d_main_34_06_e,Speech,emma_t,Locale_MainScenario:d_main_34_06_e_51,True,,70,70,1.0,,,,emma_t,,,7,worry,,,5,shy,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_52,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_52,False,,30,30,1.0,,,,eunhwa_t,,,7,worry,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_53,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_53,True,,30,30,1.0,,,,eunhwa_t,,,7,worry,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_54,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_54,True,,12,12,1.0,,,,grave_p,,,7,worry,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_55,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_55,False,,12,12,1.0,,,,,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_56,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_56,True,,12,12,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_57,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_57,True,,12,12,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_58,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_58,True,,12,12,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_59,d_main_34_06_e,Speech,cinderella,Locale_MainScenario:d_main_34_06_e_59,True,,12,S_130,1.0,,,,cinderella,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_60,d_main_34_06_e,Narration,cinderella,Locale_MainScenario:d_main_34_06_e_60,False,,S_130,S_1300,1.0,sfx_scn_tsunamiquakemiddle,,Low_2,,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_61,d_main_34_06_e,Monologue,cinderella,Locale_MainScenario:d_main_34_06_e_61,False,,S_1300,S_1300,1.0,,,,,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_62,d_main_34_06_e,Monologue,cinderella,Locale_MainScenario:d_main_34_06_e_62,False,,S_1300,S_1300,1.0,,,,,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_63,d_main_34_06_e,Speech,neon,Locale_MainScenario:d_main_34_06_e_63,True,,S_1300,16,1.0,,,,neon,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,worry,,,17,void,,,19,idle,,,,,
d_main_34_06_e_64,d_main_34_06_e,Speech,anis,Locale_MainScenario:d_main_34_06_e_64,True,,16,16,1.0,,,,anis,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,worry,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_65,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_65,True,,16,18,1.0,,,,rapi,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,worry,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_66,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_66,True,,18,18,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,worry,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_67,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_67,False,,18,190,1.0,,,,rapi,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,worry,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_68,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_68,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,worry,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_69,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_69,True,,190,190,1.0,,,,rapi,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,worry,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_70,d_main_34_06_e,Narration,rapi,Locale_MainScenario:d_main_34_06_e_70,False,,190,190,1.0,sfx_scn_tsunamiquake,,Low_2,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_71,d_main_34_06_e,Monologue,rapi,Locale_MainScenario:d_main_34_06_e_71,False,,190,190,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_72,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_72,False,,1,L_10,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_73,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_73,False,,L_10,L_10,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_74,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_74,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_75,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_75,False,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_76,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_76,True,,L_10,L_100,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_77,d_main_34_06_e,Speech,cinderella,Locale_MainScenario:d_main_34_06_e_77,True,,L_100,S_1300,1.0,,,,cinderella,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_78,d_main_34_06_e,Speech,cinderella,Locale_MainScenario:d_main_34_06_e_78,True,,S_1300,S_1300,1.0,,,,cinderella,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_79,d_main_34_06_e,Speech,cinderella,Locale_MainScenario:d_main_34_06_e_79,True,,S_1300,S_130,1.0,,,,cinderella,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,"expression_0,angry_02",,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_80,d_main_34_06_e,Narration,cinderella,Locale_MainScenario:d_main_34_06_e_80,False,,black,black,1.0,sfx_scn_anabeam,,Low_2,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,angry_02,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_81,d_main_34_06_e,Monologue,cinderella,Locale_MainScenario:d_main_34_06_e_81,False,,black,black,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,angry_02,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_82,d_main_34_06_e,Monologue,cinderella,Locale_MainScenario:d_main_34_06_e_82,False,,black,black,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,angry_02,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_83,d_main_34_06_e,Monologue,cinderella,Locale_MainScenario:d_main_34_06_e_83,False,,13,13,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,angry,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_84,d_main_34_06_e,Monologue,cinderella,Locale_MainScenario:d_main_34_06_e_84,False,,13,13,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,angry,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_85,d_main_34_06_e,Monologue,cinderella,Locale_MainScenario:d_main_34_06_e_85,False,,black,black,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,angry,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_86,d_main_34_06_e,Monologue,cinderella,Locale_MainScenario:d_main_34_06_e_86,False,,black,black,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,angry,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_87,d_main_34_06_e,Speech,anis,Locale_MainScenario:d_main_34_06_e_87,True,,16,16,1.0,,,,anis,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_88,d_main_34_06_e,Monologue,anis,Locale_MainScenario:d_main_34_06_e_88,False,,16,16,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_89,d_main_34_06_e,Monologue,anis,Locale_MainScenario:d_main_34_06_e_89,False,,16,16,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_90,d_main_34_06_e,Speech,anis,Locale_MainScenario:d_main_34_06_e_90,True,,16,16,1.0,,,,anis,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_91,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_91,False,,16,18,1.0,,,,rapi,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_92,d_main_34_06_e,Narration,grave_p,Locale_MainScenario:d_main_34_06_e_92,False,,L_100,L_10,1.0,sfx_scn_steams,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_93,d_main_34_06_e,Monologue,grave_p,Locale_MainScenario:d_main_34_06_e_93,False,,L_10,L_10,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_94,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_94,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_95,d_main_34_06_e,Speech,cinderella,Locale_MainScenario:d_main_34_06_e_95,True,,L_10,S_130,1.0,,,,cinderella,,,7,idle,,,5,idle,,,3,idle,,,1,pain,,,13,surprise,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_96,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_96,True,,30,30,1.0,,,,eunhwa_t,,,7,idle,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_97,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_97,True,,30,30,1.0,,,,eunhwa_t,,,7,idle,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
