id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_14_01_e_12,d_main_14_01_e,Speech,neon,neon,Locale_MainScenario:d_main_14_01_e_12,False,,31,31,1.0,,,,5,idle,,1,void,,3,idle,,7,idle
d_main_14_01_e_13,d_main_14_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_14_01_e_13,True,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,idle
d_main_14_01_e_14,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_14,True,,75,75,1.0,bgm_story_stormbreakers,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_15,d_main_14_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_14_01_e_15,True,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_16,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_16,True,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_17,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_17,True,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_18,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_18,True,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_19,d_main_14_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_14_01_e_19,True,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_20,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_20,True,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_21,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_21,True,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_22,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_22,True,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_23,d_main_14_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_14_01_e_23,False,,75,75,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_24,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_24,True,,75,7,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_25,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_25,True,,7,70,1.0,,,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_26,d_main_14_01_e,Choice,,,Locale_MainScenario:d_main_14_01_e_26,False,,70,70,1.0,,d_main_14_01_e_28,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_27,d_main_14_01_e,Choice,,,Locale_MainScenario:d_main_14_01_e_27,False,,70,70,1.0,,d_main_14_01_e_28,,5,idle,,1,void,,3,idle,,7,surprise
d_main_14_01_e_28,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_28,True,,70,70,1.0,,,,5,idle,,1,void,,3,idle,,7,idle
d_main_14_01_e_29,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_29,True,,70,700,1.0,,,,5,idle,,1,void,,3,idle,,7,idle
d_main_14_01_e_30,d_main_14_01_e,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_01_e_30,True,,700,700,1.0,,,,5,idle,,1,void,,3,idle,,7,idle
d_main_14_01_e_31,d_main_14_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_14_01_e_31,True,,500,500,1.0,,,,5,idle,,1,void,,3,idle,,7,idle
