id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
d_ex_trainstation_09_61,d_ex_trainstation_09,Speech,crust,crust,Locale_SuddenStory:d_ex_trainstation_09_61,True,,5,idle,,3,idle,,XS_100,XS_100,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_62,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_62,True,,5,idle,,3,idle,,XS_100,S_130,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_63,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_63,True,,5,idle,,3,idle,,S_130,S_130,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_64,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_64,True,,5,idle,,3,idle,,S_50,S_50,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_65,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_65,True,,5,delight,,3,idle,,S_50,S_50,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_66,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_66,True,,5,delight,,3,idle,,S_50,S_50,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_67,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_67,True,,5,delight,,3,idle,,S_50,S_50,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_68,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_68,True,,5,delight,,3,idle,,S_50,3,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_69,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_69,True,,5,delight,,3,idle,,3,3,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_70,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_70,True,,5,delight,,3,idle,,3,3,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_71,d_ex_trainstation_09,Speech,crust,crust,Locale_SuddenStory:d_ex_trainstation_09_71,True,,5,delight,,3,idle,,3,12,1.0,,,,1,surprise,,13,idle,
d_ex_trainstation_09_72,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_72,True,,5,delight,,3,idle,,12,12,1.0,,,,1,surprise,,13,delight,
d_ex_trainstation_09_73,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_73,True,,5,delight,,3,idle,,12,12,1.0,,,,1,surprise,,13,delight,
d_ex_trainstation_09_74,d_ex_trainstation_09,Self,bready,,Locale_SuddenStory:d_ex_trainstation_09_74,False,,5,delight,,3,idle,,12,12,1.0,,,,1,surprise,,13,delight,
d_ex_trainstation_09_76,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_76,True,,5,surprise,,3,idle,AZXIn,4,4,1.0,,,,1,idle,,13,idle,black
d_ex_trainstation_09_77,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_77,True,,5,surprise,,3,idle,,4,4,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_78,d_ex_trainstation_09,Speech,crust,crust,Locale_SuddenStory:d_ex_trainstation_09_78,True,,5,surprise,,3,idle,,4,12,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_79,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_79,True,,5,surprise,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,
d_ex_trainstation_09_80,d_ex_trainstation_09,Monologue,bready,,Locale_SuddenStory:d_ex_trainstation_09_80,False,,5,surprise,,3,idle,,12,12,1.0,,,,1,special,,13,special,
d_ex_trainstation_09_81,d_ex_trainstation_09,Monologue,bready,,Locale_SuddenStory:d_ex_trainstation_09_81,False,,5,surprise,,3,idle,,12,12,1.0,,,,1,special,,13,special,
d_ex_trainstation_09_82,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_82,True,,5,surprise,,3,idle,,12,S_130,1.0,,,,1,special,,13,special,
d_ex_trainstation_09_83,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_83,True,,5,surprise,,3,idle,,S_130,S_130,1.0,,,,1,special,,13,special,
d_ex_trainstation_09_84,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_84,True,,5,surprise,,3,idle,,S_130,S_130,1.0,,,,1,special,,13,delight,
d_ex_trainstation_09_85,d_ex_trainstation_09,Speech,crust,crust,Locale_SuddenStory:d_ex_trainstation_09_85,True,,5,surprise,,3,idle,,S_130,XS_10,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_86,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_86,True,,5,surprise,,3,idle,,XS_10,30,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_87,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_87,True,,5,surprise,,3,idle,,30,30,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_88,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_88,True,,5,surprise,,3,idle,,30,S_50,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_89,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_89,True,,5,idle,,3,idle,,S_50,S_50,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_90,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_90,True,,5,idle,,3,idle,,S_50,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_91,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_91,True,,5,idle,,3,idle,,4,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_92,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_92,True,,5,delight,,3,idle,,4,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_93,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_93,True,,5,delight,,3,delight,,4,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_94,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_94,True,,5,delight,,3,delight,,4,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_95,d_ex_trainstation_09,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_09_95,True,,5,idle,,3,delight,,4,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_96,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_96,True,,5,idle,,3,idle,,4,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_97,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_97,True,,5,idle,,3,surprise,,4,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_98,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_98,True,,5,idle,,3,surprise,,4,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_99,d_ex_trainstation_09,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_09_99,True,,5,idle,,3,delight,,4,4,1.0,,,,1,idle,,13,delight,
d_ex_trainstation_09_100,d_ex_trainstation_09,Speech,crust,crust,Locale_SuddenStory:d_ex_trainstation_09_100,True,,5,idle,,3,delight,,4,12,1.0,,,,1,delight,,13,delight,
d_ex_trainstation_09_101,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_101,True,,5,idle,,3,delight,,12,12,1.0,,,,1,delight,,13,delight,
d_ex_trainstation_09_102,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_102,True,,5,idle,,3,delight,,12,12,1.0,,,,1,delight,,13,delight,
d_ex_trainstation_09_103,d_ex_trainstation_09,Self,bready,,Locale_SuddenStory:d_ex_trainstation_09_103,False,,5,idle,,3,delight,,12,12,1.0,,,,1,delight,,13,delight,
d_ex_trainstation_09_104,d_ex_trainstation_09,Speech,crust,crust,Locale_SuddenStory:d_ex_trainstation_09_104,True,,5,idle,,3,delight,,12,12,1.0,,,,1,delight,,13,delight,
d_ex_trainstation_09_105,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_105,True,,5,idle,,3,delight,,12,12,1.0,,,,1,delight,,13,delight,
d_ex_trainstation_09_106,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_106,True,,5,idle,,3,delight,,12,12,1.0,,,,1,delight,,13,delight,
d_ex_trainstation_09_107,d_ex_trainstation_09,Speech,bready,bready,Locale_SuddenStory:d_ex_trainstation_09_107,True,,5,idle,,3,delight,,12,12,1.0,,,,1,delight,,13,delight,
d_ex_trainstation_09_108,d_ex_trainstation_09,Monologue,,,Locale_SuddenStory:d_ex_trainstation_09_108,False,,5,idle,,3,delight,,black,black,1.0,,,,1,delight,,13,delight,
d_ex_trainstation_09_109,d_ex_trainstation_09,Monologue,,,Locale_SuddenStory:d_ex_trainstation_09_109,False,,5,idle,,3,delight,,black,black,1.0,,,,1,delight,,13,delight,
