id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_main_19_08_e_11,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_11,False,,harran_01,harran_01,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_12,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_12,False,,harran_01,harran_01,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_13,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_13,False,,harran_01,harran_01,1.0,,,sfx_scn_brokenrapture,,,,,,,,,,event,idle,
d_main_19_08_e_14,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_14,True,,harran_01,harran_03,3.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_15,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_15,False,,harran_03,harran_03,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_16,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_16,True,,harran_03,harran_03,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_17,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_17,True,,harran_03,harran_03,2.5,,,,,,,,,,,,,event,idle,
d_main_19_08_e_18,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_18,True,,harran_03,harran_03,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_19,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_19,True,,harran_03,harran_03,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_20,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_20,True,,harran_03,harran_03,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_21,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_21,False,,harran_03,harran_03,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_22,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_22,True,,harran_03,harran_01,3.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_23,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_23,True,,harran_01,harran_01,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_24,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_24,True,,harran_01,harran_01,1.0,,,,,,,,,,,,,event,idle,
d_main_19_08_e_25,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_25,False,WasteLand_04,100,1,0.3,,,sfx_scn_aim,,,,,,,,,,event,idle,harran_event
d_main_19_08_e_26,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_26,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_27,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_27,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_28,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_28,True,,1,1,1.0,,,,,,,,harran,1,idle,,,,,
d_main_19_08_e_29,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_29,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_30,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_30,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_31,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_31,False,,1,1,1.0,,,,,,,,,1,idle,harran,,,,
d_main_19_08_e_32,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_32,False,,1,1,1.0,,,sfx_scn_rapturehowl,Low_2,,,,,,,,,,,
d_main_19_08_e_33,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_33,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_34,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_34,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_35,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_35,False,,500,500,1.0,,black,sfx_scn_raptureaim,,,,,,,,,,,,
d_main_19_08_e_36,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_36,False,,500,500,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_37,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_37,False,,500,500,1.0,,,sfx_scn_rapturebeam,Low_2,,,,,,,,,,,
d_main_19_08_e_38,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_38,False,,500,500,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_39,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_39,False,,500,100,1.0,,,sfx_scn_rapturecry,Low_2,,,,,,,,,,,
d_main_19_08_e_40,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_40,False,,100,100,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_41,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_41,False,,100,1,0.3,,,sfx_scn_rapturelanding,Low_2,,,,,,,,,,,
d_main_19_08_e_42,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_42,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_43,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_43,True,WasteLand_03,1,1,1.0,,,,,,,,harran,1,idle,,,,,
d_main_19_08_e_44,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_44,False,,1,1,1.0,,,sfx_scn_crow2,,,,,,1,idle,,,,,
d_main_19_08_e_45,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_45,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_46,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_46,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_47,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_47,True,,1,10,2.0,,,,,,,,,1,shy,,,,,
d_main_19_08_e_48,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_48,True,,10,10,1.0,,,,,,,,,1,shy,,,,,
d_main_19_08_e_49,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_49,True,,10,10,1.0,,,,,,,,,1,shy,,,,,
d_main_19_08_e_50,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_50,True,,10,10,1.0,,,,,,,,,1,special,,,,,
d_main_19_08_e_51,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_51,False,WasteLand_04,1,1,1.0,,black,,,,,,,1,special,harran,,,,
d_main_19_08_e_52,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_52,False,,1,1,1.0,,,sfx_scn_raptureaim,,,,,,,,,,,,
d_main_19_08_e_53,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_53,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_54,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_54,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_55,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_55,False,,1,15,0.5,,,sfx_scn_rapturefin,Low_2,,,,,,,,,,,
d_main_19_08_e_56,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_56,False,,15,15,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_57,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_57,False,,15,15,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_58,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_58,False,WasteLand_03,black,black,1.0,,,sfx_scn_perfume,,,,,harran,1,idle,,,,,
d_main_19_08_e_59,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_59,True,,10,10,1.0,,,,,,,,,1,surprise,,,,,
d_main_19_08_e_60,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_60,True,,10,10,1.0,,,,,,,,,1,surprise,,,,,
d_main_19_08_e_61,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_61,True,,10,10,2.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_62,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_62,True,,10,10,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_63,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_63,False,,10,10,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_64,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_64,True,,10,1,2.0,,,,,,,,,1,shy,,,,,
d_main_19_08_e_65,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_65,True,,1,1,1.0,,,,,,,,,1,shy,,,,,
d_main_19_08_e_66,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_66,False,WasteLand_04,1,1,1.0,,black,,,,,,,1,shy,harran,,,,
d_main_19_08_e_67,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_67,False,,1,1,1.0,,,rapturecry,,,,,,,,,,,,
d_main_19_08_e_68,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_68,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_69,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_69,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_70,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_70,False,,1,15,2.0,,,rapturecry,,,,,,,,,,,,
d_main_19_08_e_71,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_71,False,,15,15,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_72,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_72,False,,15,15,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_73,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_73,False,,15,15,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_74,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_74,False,,15,15,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_75,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_75,False,,15,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_76,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_76,False,WasteLand_03,10,10,1.0,,,,,,,,harran,1,rage,,,,,
d_main_19_08_e_77,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_77,True,,10,10,1.0,,,,,,,,,1,rage,,,,,
d_main_19_08_e_78,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_78,True,,10,10,1.0,,,,,,,,,1,shy,,,,,
d_main_19_08_e_79,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_79,True,,10,1,2.0,,,,,,,,,1,shy,,,,,
d_main_19_08_e_80,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_80,False,,1,1,1.0,,,sfx_scn_crow2,,,,,,1,shy,,,,,
d_main_19_08_e_81,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_81,False,WasteLand_04,1,1,1.0,none,black,,,,,,,1,shy,harran,,,,
d_main_19_08_e_82,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_82,False,,1,1,1.0,ambient_scn_wind,,,,,,,harran,1,idle,,,,,
d_main_19_08_e_83,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_83,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_84,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_84,False,,1,2,2.0,,,rapturecry,,,,,,1,idle,,,,,
d_main_19_08_e_85,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_85,True,,2,2,1.0,,,,,,,,,1,"expression_0,idle_alt",,,,,
d_main_19_08_e_86,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_86,False,,black,black,1.0,,,c230_ult_hit,,,,,,1,idle_alt,,,,,
d_main_19_08_e_87,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_87,False,,2,2,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_88,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_88,True,,2,1,2.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_89,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_89,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_90,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_90,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_91,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_91,True,,1,10,2.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_92,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_92,False,,10,10,1.0,,,,,,,,,1,"expression_0,idle_alt",,,,,
d_main_19_08_e_93,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_93,True,,10,10,1.0,,,,,,,,,1,idle_alt,,,,,
d_main_19_08_e_94,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_94,False,,10,10,1.0,,,,,,,,,1,idle_alt,,,,,
d_main_19_08_e_95,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_95,True,,10,1,2.0,,,,,,,,,1,rage,,,,,
d_main_19_08_e_96,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_96,False,,1,1,1.0,,,,,,,,,1,rage,,,,,
d_main_19_08_e_97,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_97,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_98,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_98,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_99,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_99,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_100,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_100,False,WasteLand_03,100,100,1.0,none,black,,,Blur_High,Vignetting,,,1,idle,,,,,
d_main_19_08_e_101,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_101,False,,100,100,1.0,,,,,Blur_Middle,Vignetting,,,1,idle,,,,,
d_main_19_08_e_102,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_102,False,,100,100,1.0,,,,,Blur_Middle,Vignetting,,,1,idle,,,,,
d_main_19_08_e_103,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_103,False,,100,100,1.0,,,,,Blur_Low,,,,1,idle,,,,,
d_main_19_08_e_104,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_104,True,,100,10,2.0,ambient_scn_wind,,,,,,,,1,special,,,,,
d_main_19_08_e_105,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_105,True,,10,10,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_106,d_main_19_08_e,Choice,,,Locale_MainScenario:d_main_19_08_e_106,False,,10,10,1.0,,,,,,,d_main_19_08_e_108,,1,idle,,,,,
d_main_19_08_e_107,d_main_19_08_e,Choice,,,Locale_MainScenario:d_main_19_08_e_107,False,,10,10,1.0,,,,,,,d_main_19_08_e_110,,1,idle,,,,,
d_main_19_08_e_108,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_108,True,,10,1,2.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_109,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_109,True,,1,1,1.0,,,,,,,d_main_19_08_e_112,,1,idle,,,,,
d_main_19_08_e_110,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_110,True,,10,10,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_111,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_111,True,,10,1,2.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_112,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_112,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_113,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_113,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_114,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_114,False,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_115,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_115,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_116,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_116,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_117,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_117,True,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_118,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_118,False,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_119,d_main_19_08_e,Speech,harran,harran,Locale_MainScenario:d_main_19_08_e_119,False,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_120,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_120,False,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_121,d_main_19_08_e,Self,,Self,Locale_MainScenario:d_main_19_08_e_121,False,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_main_19_08_e_122,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_122,False,WasteLand_03,1,1,1.0,,black,,,,,,,1,idle,harran,,,,
d_main_19_08_e_123,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_123,False,WasteLand_02_n,black,black,1.0,,,sfx_scn_4rapturestep,Low_2,,,,,,,,,,,
d_main_19_08_e_124,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_124,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_125,d_main_19_08_e,Narration,,Narration,Locale_MainScenario:d_main_19_08_e_125,False,WasteLand_01_n,black,black,1.0,,,sfx_scn_crow1,,,,,,,,,,,,
d_main_19_08_e_126,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_126,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_127,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_127,False,,1,1,1.0,,,,,,,,,,,,,,,
d_main_19_08_e_128,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_128,False,Eden,1900,1900,1.0,bgm_story_eden,black,,,,,,,,,,,,,
d_main_19_08_e_129,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_129,False,,1900,1,2.5,,,,,,,,,,,,,,,
d_main_19_08_e_130,d_main_19_08_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_19_08_e_130,True,,1,1,1.0,,,,,,,,dorothy,1,idle_alt,,,,,
d_main_19_08_e_131,d_main_19_08_e,Monologue,,Monologue,Locale_MainScenario:d_main_19_08_e_131,False,,1,10,2.0,,,,,,,,,1,idle_alt,,,,,
