id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,set_filter_01,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_cafe_02_12,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_12,True,,S_30,S_300,0.5,,,milk,milk,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_13,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_13,True,,S_300,S_300,1.0,,,milk,milk,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_14,d_ex_cafe_02,Self,Locale_SuddenStory:d_ex_cafe_02_14,False,,S_300,S_300,1.0,,,milk,,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_15,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_15,True,,S_10,S_100,0.5,,,sugar,sugar,,,,,,3,good,,1,angry,,13,idle
d_ex_cafe_02_16,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_16,True,,S_100,S_100,1.0,,,sugar,sugar,,,,,,3,good,,1,angry,,13,idle
d_ex_cafe_02_17,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_17,True,,S_100,2,1.0,,,milk,milk,,,,,,3,no,,1,angry,,13,idle
d_ex_cafe_02_18,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_18,True,,2,2,1.0,,,sugar,sugar,,,,,,3,no,,1,angry,,13,idle
d_ex_cafe_02_19,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_19,True,,2,12,1.0,,,frima,frima,,,,,,3,no,,1,angry,,13,idle
d_ex_cafe_02_20,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_20,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,no,,1,idle,,13,idle
d_ex_cafe_02_21,d_ex_cafe_02,Self,Locale_SuddenStory:d_ex_cafe_02_21,False,,S_30,S_30,1.0,,,milk,,,,,,,3,no,,1,idle,,13,idle
d_ex_cafe_02_22,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_22,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_23,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_23,True,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,delight,,13,idle
d_ex_cafe_02_24,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_24,True,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,delight,,13,idle
d_ex_cafe_02_25,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_25,True,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,delight,,13,idle
d_ex_cafe_02_26,d_ex_cafe_02,Narration,Locale_SuddenStory:d_ex_cafe_02_26,False,,S_10,S_100,1.0,,,sugar,,,,,,,3,idle,,1,delight,,13,idle
d_ex_cafe_02_27,d_ex_cafe_02,Narration,Locale_SuddenStory:d_ex_cafe_02_27,False,,black,black,1.0,,,sugar,,,,,,,3,idle,,1,delight,,13,idle
d_ex_cafe_02_28,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_28,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,delight,,1,idle,,13,idle
d_ex_cafe_02_29,d_ex_cafe_02,Monologue,Locale_SuddenStory:d_ex_cafe_02_29,False,,S_30,S_300,0.5,sfx_scn_swallow,,milk,,Low_2,,,,,3,delight,,1,idle,,13,idle
d_ex_cafe_02_30,d_ex_cafe_02,Monologue,Locale_SuddenStory:d_ex_cafe_02_30,False,,S_300,S_300,1.0,,,milk,,Low_2,Blur_Middle,,,,3,delight,,1,idle,,13,idle
d_ex_cafe_02_31,d_ex_cafe_02,Choice,Locale_SuddenStory:d_ex_cafe_02_31,False,,S_300,S_300,1.0,,,milk,,,,d_ex_cafe_02_33,,,3,delight,,1,idle,,13,idle
d_ex_cafe_02_32,d_ex_cafe_02,Choice,Locale_SuddenStory:d_ex_cafe_02_32,False,,S_300,S_300,1.0,,,milk,,,,d_ex_cafe_02_33,,,3,delight,,1,idle,,13,idle
d_ex_cafe_02_33,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_33,True,,S_300,2,2.0,,,milk,milk,,,,,,3,no,,1,idle,,13,idle
d_ex_cafe_02_34,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_34,True,,2,2,1.0,,,sugar,sugar,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_35,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_35,True,,2,2,1.0,,,sugar,sugar,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_36,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_36,True,,2,2,1.0,,,sugar,sugar,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_37,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_37,True,,2,2,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_38,d_ex_cafe_02,Choice,Locale_SuddenStory:d_ex_cafe_02_38,False,,2,2,1.0,,,milk,,,,d_ex_cafe_02_40,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_39,d_ex_cafe_02,Choice,Locale_SuddenStory:d_ex_cafe_02_39,False,,2,2,1.0,,,milk,,,,d_ex_cafe_02_71,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_40,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_40,True,,2,S_30,2.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,idle
d_ex_cafe_02_41,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_41,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,idle
d_ex_cafe_02_42,d_ex_cafe_02,Self,Locale_SuddenStory:d_ex_cafe_02_42,False,,S_30,S_30,1.0,,,milk,,,,,,,3,surprise,,1,idle,,13,idle
d_ex_cafe_02_43,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_43,True,,S_30,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,delight,,13,idle
d_ex_cafe_02_44,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_44,True,,S_10,2,1.0,,,milk,milk,,,,,,3,no,,1,delight,,13,idle
d_ex_cafe_02_45,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_45,True,,2,2,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_46,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_46,True,,130,130,1.0,,,frima,frima,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_47,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_47,True,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,surprise,,13,idle
d_ex_cafe_02_48,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_48,True,,S_10,S_10,2.0,,,sugar,sugar,,,,,,3,idle,,1,surprise,,13,idle
d_ex_cafe_02_49,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_49,True,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_50,d_ex_cafe_02,Narration,Locale_SuddenStory:d_ex_cafe_02_50,False,,5,12,2.0,,none,,,,,,black,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_51,d_ex_cafe_02,Narration,Locale_SuddenStory:d_ex_cafe_02_51,False,,12,12,1.0,,,,,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_52,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_52,True,,12,130,1.0,,,frima,frima,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_53,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_53,True,,130,S_10,1.0,,,sugar,sugar,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_54,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_54,True,,S_10,S_30,1.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_55,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_55,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_56,d_ex_cafe_02,Self,Locale_SuddenStory:d_ex_cafe_02_56,False,,S_30,S_30,1.0,,,milk,,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_57,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_57,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_58,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_58,False,,130,130,1.0,,,frima,frima,,,,,,3,good,,1,idle,,13,think
d_ex_cafe_02_59,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_59,False,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,good,,1,angry,,13,think
d_ex_cafe_02_60,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_60,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,think
d_ex_cafe_02_61,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_61,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,think
d_ex_cafe_02_62,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_62,True,,S_30,S_300,0.5,,,milk,milk,,,,,,3,idle,,1,idle,,13,think
d_ex_cafe_02_63,d_ex_cafe_02,Narration,Locale_SuddenStory:d_ex_cafe_02_63,False,,black,black,1.0,sfx_scn_swallow,,milk,,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_64,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_64,True,,S_300,S_30,1.0,,bgm_story_herecomestrouble,milk,milk,Low_2,,,,,3,surprise,,1,idle,,13,idle
d_ex_cafe_02_65,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_65,True,,S_30,2,1.0,,,milk,milk,,,,,,3,angry,,1,idle,,13,idle
d_ex_cafe_02_66,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_66,True,,2,12,1.0,,,sugar,sugar,,,,,,3,angry,,1,idle,,13,idle
d_ex_cafe_02_67,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_67,True,,12,12,1.0,,,frima,frima,,,,,,3,angry,,1,idle,,13,idle
d_ex_cafe_02_68,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_68,False,,12,3,1.0,,,milk,milk,,,,,,3,no,,1,idle,,13,idle
d_ex_cafe_02_69,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_69,True,,3,S_30,1.0,,,milk,milk,,,,,,3,no,,1,idle,,13,idle
d_ex_cafe_02_70,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_70,True,,S_30,S_30,1.0,,,milk,milk,,,d_ex_cafe_02_110,,,3,angry,,1,idle,,13,idle
d_ex_cafe_02_71,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_71,True,,2,S_30,2.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,idle
d_ex_cafe_02_72,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_72,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,idle
d_ex_cafe_02_73,d_ex_cafe_02,Self,Locale_SuddenStory:d_ex_cafe_02_73,False,,S_30,S_30,1.0,,,milk,,,,,,,3,surprise,,1,idle,,13,idle
d_ex_cafe_02_74,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_74,True,,S_30,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,delight,,13,idle
d_ex_cafe_02_75,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_75,True,,S_10,2,1.0,,,milk,milk,,,,,,3,no,,1,delight,,13,idle
d_ex_cafe_02_76,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_76,True,,2,2,1.0,,,milk,milk,,,,,,3,no,,1,idle,,13,idle
d_ex_cafe_02_77,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_77,True,,130,130,2.0,,,frima,frima,,,,,,3,no,,1,idle,,13,no
d_ex_cafe_02_78,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_78,True,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,surprise,,13,no
d_ex_cafe_02_79,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_79,True,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,angry,,13,no
d_ex_cafe_02_80,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_80,True,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,idle,,1,idle,,13,no
d_ex_cafe_02_81,d_ex_cafe_02,Narration,Locale_SuddenStory:d_ex_cafe_02_81,False,,15,2,2.0,,none,,,,,,black,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_82,d_ex_cafe_02,Narration,Locale_SuddenStory:d_ex_cafe_02_82,False,,2,2,1.0,,,,,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_83,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_83,True,,2,2,1.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_84,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_84,True,,2,2,1.0,,,sugar,sugar,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_85,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_85,True,,2,S_30,1.0,,,milk,milk,,,,,,3,no,,1,idle,,13,no
d_ex_cafe_02_86,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_86,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,no
d_ex_cafe_02_87,d_ex_cafe_02,Self,Locale_SuddenStory:d_ex_cafe_02_87,False,,S_30,S_30,1.0,,,milk,,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_88,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_88,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_89,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_89,False,,130,130,1.0,,,frima,frima,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_90,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_90,False,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_91,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_91,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_92,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_92,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_93,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_93,True,,S_30,S_300,0.5,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_94,d_ex_cafe_02,Narration,Locale_SuddenStory:d_ex_cafe_02_94,False,,black,black,1.0,sfx_scn_swallow,,milk,,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_95,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_95,True,,S_300,S_30,1.0,,bgm_story_herecomestrouble,milk,milk,Low_2,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_96,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_96,True,,130,130,1.0,,,frima,frima,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_97,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_97,True,,130,S_10,1.0,,,sugar,sugar,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_98,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_98,True,,S_10,S_30,0.5,,,milk,milk,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_99,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_99,True,,S_10,S_10,1.0,,,sugar,sugar,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_100,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_100,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_101,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_101,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_102,d_ex_cafe_02,Choice,Locale_SuddenStory:d_ex_cafe_02_102,False,,S_30,S_30,1.0,,,milk,,,,d_ex_cafe_02_104,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_103,d_ex_cafe_02,Choice,Locale_SuddenStory:d_ex_cafe_02_103,False,,S_30,S_30,1.0,,,milk,,,,d_ex_cafe_02_105,,,3,surprise,,1,idle,,13,no
d_ex_cafe_02_104,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_104,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,idle
d_ex_cafe_02_105,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_105,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,surprise,,1,idle,,13,idle
d_ex_cafe_02_106,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_106,False,,S_30,S_300,2.0,,,milk,milk,,,,,,3,no,,1,idle,,13,idle
d_ex_cafe_02_107,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_107,True,,S_300,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_108,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_108,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_109,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_109,True,,S_30,S_30,1.0,,,milk,milk,,,d_ex_cafe_02_110,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_110,d_ex_cafe_02,Self,Locale_SuddenStory:d_ex_cafe_02_110,False,,S_30,S_30,1.0,,,milk,,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_111,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_111,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_112,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_112,True,,S_30,S_30,1.0,,,milk,milk,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_113,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_113,True,,S_30,S_10,2.0,,,sugar,sugar,,,,,,3,idle,,1,idle,,13,idle
d_ex_cafe_02_114,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_114,True,,black,black,1.0,,,milk,milk,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_115,d_ex_cafe_02,Narration,Locale_SuddenStory:d_ex_cafe_02_115,False,,S_30,S_300,0.5,sfx_scn_aim,,milk,,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_116,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_116,True,,S_300,S_300,1.0,,,milk,milk,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_117,d_ex_cafe_02,Speech,Locale_SuddenStory:d_ex_cafe_02_117,True,,S_300,S_300,1.0,,,milk,milk,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_118,d_ex_cafe_02,Self,Locale_SuddenStory:d_ex_cafe_02_118,False,,S_300,S_300,1.0,,,milk,,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_119,d_ex_cafe_02,Monologue,Locale_SuddenStory:d_ex_cafe_02_119,False,,black,black,1.0,,,milk,,,,,,,3,good,,1,idle,,13,idle
d_ex_cafe_02_120,d_ex_cafe_02,Monologue,Locale_SuddenStory:d_ex_cafe_02_120,False,,black,black,1.0,,,milk,,,,,,,3,good,,1,idle,,13,idle
