id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_shopping_06_33,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_33,True,,160,16,1.0,,,,drake,drake,,1,idle,,13,idle,,,,16,no,
d_ex_shopping_06_34,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_34,False,,16,16,1.0,,,,drake,,,1,idle,,13,idle,,,,16,no,
d_ex_shopping_06_35,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_35,True,Elevator,16,15,1.0,,,,drake,drake,diesel,1,idle,brid,13,idle,,,,15,idle,
d_ex_shopping_06_36,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_36,True,,15,15,1.0,,,,drake,drake,,1,idle,,13,idle,,,,15,idle,
d_ex_shopping_06_37,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_37,False,,15,15,1.0,,,,drake,,,1,idle,,13,idle,,,,15,idle,
d_ex_shopping_06_38,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_38,True,,15,150,1.0,,,,drake,drake,,1,idle,,13,idle,,,,15,angry,
d_ex_shopping_06_39,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_39,True,,150,150,1.0,,,,drake,drake,,1,idle,,13,idle,,,,15,angry,
d_ex_shopping_06_40,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_40,True,,150,150,1.0,,,,drake,drake,,1,idle,,13,idle,,,,15,angry,
d_ex_shopping_06_41,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_41,True,,10,10,1.0,,,,diesel,diesel,,1,surprise,,13,idle,,,,15,idle,
d_ex_shopping_06_42,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_42,True,,10,12,1.0,,,,diesel,diesel,,1,worry,,13,idle,,,,15,idle,
d_ex_shopping_06_43,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_43,True,,12,12,1.0,,,,brid,brid,,1,worry,,13,idle,,,,15,idle,
d_ex_shopping_06_44,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_44,False,,12,12,1.0,,,,brid,,,1,worry,,13,idle,,,,15,idle,
d_ex_shopping_06_45,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_45,False,,black,black,1.0,,,,brid,,,1,idle,,13,idle,,,,15,idle,
d_ex_shopping_06_46,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_46,True,,12,12,1.0,,,,diesel,diesel,,1,delight,,13,idle,,,,15,idle,
d_ex_shopping_06_47,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_47,False,,12,12,1.0,,,,,,,13,delight,,15,idle,diesel,brid,,17,idle,drake
d_ex_shopping_06_48,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_48,False,,12,1,1.0,,Low_3_Loop,,,,,,,,,,,,,,,
d_ex_shopping_06_49,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_49,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_ex_shopping_06_50,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_50,False,,1,1,1.0,,none,,,,,,,,,,,,,,,
d_ex_shopping_06_51,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_51,False,,1,6001,1.0,,Low_2,sfx_scn_down,,,,,,,,,,,,,,
d_ex_shopping_06_52,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_52,False,,black,black,1.0,none,,sfx_scn_autodooropen,,,,,,,,,,,,,,
d_ex_shopping_06_53,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_53,True,ShoppingMall,1,12,1.0,event_bgm_givemechocolate,,,soda,soda,soda,12,sad,,,,,,,,,
d_ex_shopping_06_54,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_54,True,,12,12,1.0,,,,soda,soda,,12,sad,,,,,,,,,
d_ex_shopping_06_55,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_55,False,,12,12,1.0,,,,,,,12,sad,,,,,,,,,
d_ex_shopping_06_56,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_56,True,,12,12,1.0,,,,soda,soda,,12,sad,,,,,,,,,
d_ex_shopping_06_57,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_57,True,Elevator,12,1,1.0,,,,soda,soda,,1,serious,,,,,,,,,
d_ex_shopping_06_58,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_58,False,,1,6001,0.7,,Low_2,sfx_scn_heavytrip,soda,,,1,serious,,,,soda,,,,,
d_ex_shopping_06_59,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_59,True,,6001,1,1.0,,,,soda,soda,soda,1,sad,,,,,,,,,
d_ex_shopping_06_60,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_60,False,,1,1,1.0,,,,soda,,,1,sad,,,,,,,,,
d_ex_shopping_06_61,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_61,False,,1,1,1.0,,,,soda,,,1,sad,,,,,,,,,
d_ex_shopping_06_62,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_62,False,,1,1,1.0,,,,soda,,,1,sad,,,,,,,,,
d_ex_shopping_06_63,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_63,False,,1,S_10,1.0,,,,soda,soda,,1,shy,,,,,,,,,
d_ex_shopping_06_64,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_64,True,,S_10,S_10,1.0,,,,soda,soda,,1,shy,,,,,,,,,
d_ex_shopping_06_65,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_65,False,,S_10,S_10,1.0,,,,soda,,,1,shy,,,,,,,,,
d_ex_shopping_06_66,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_66,False,,black,black,1.0,none,,,soda,,,1,shy,,,,soda,,,,,
d_ex_shopping_06_67,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_67,False,,1,1,1.0,,Low_3_Loop,,,,,,,,,,,,,,,
d_ex_shopping_06_68,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_68,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_ex_shopping_06_69,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_69,False,,1,1,1.0,,none,,,,,,,,,,,,,,,
d_ex_shopping_06_70,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_70,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_ex_shopping_06_71,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_71,False,,black,black,1.0,,,sfx_scn_autodooropen,,,,,,,,,,,,,,
d_ex_shopping_06_72,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_72,True,ShoppingMall,1,12,1.0,event_bgm_bunny777,,,blanc,blanc,blanc,12,idle,,,,,,,,,
d_ex_shopping_06_73,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_73,True,,12,12,1.0,,,,blanc,blanc,,12,idle,,,,,,,,,
d_ex_shopping_06_74,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_74,False,,12,12,1.0,,,,blanc,,,12,idle,,,,,,,,,
d_ex_shopping_06_75,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_75,True,,12,12,1.0,,,,blanc,blanc,,12,think,,,,,,,,,
d_ex_shopping_06_76,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_76,True,,12,12,1.0,,,,blanc,blanc,,12,think,,,,,,,,,
d_ex_shopping_06_77,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_77,False,,12,12,1.0,,,,blanc,,,12,think,,,,,,,,,
d_ex_shopping_06_78,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_78,True,,12,12,1.0,,,,blanc,blanc,,12,think,,,,,,,,,
d_ex_shopping_06_79,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_79,False,,12,12,1.0,,,,blanc,,,12,think,,,,,,,,,
d_ex_shopping_06_80,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_80,True,,12,L_120,1.0,,,,blanc,blanc,,12,no,,,,,,,,,
d_ex_shopping_06_81,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_81,True,,L_120,L_120,1.0,,,,blanc,blanc,,12,idle,,,,,,,,,
d_ex_shopping_06_82,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_82,True,,L_120,L_120,1.0,,,,blanc,blanc,,12,idle,,,,,,,,,
d_ex_shopping_06_83,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_83,True,,L_120,L_120,1.0,,,,blanc,blanc,,12,idle,,,,,,,,,
d_ex_shopping_06_84,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_84,False,Elevator,black,black,1.0,,,sfx_scn_autodooropen,blanc,,,1,idle,,,,,,,,,
d_ex_shopping_06_85,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_85,False,,L_10,L_10,1.0,,Low_3_Loop,,blanc,,,1,idle,,,,,,,,,
d_ex_shopping_06_86,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_86,False,,L_10,L_10,1.0,,,,blanc,,,1,idle,,,,,,,,,
d_ex_shopping_06_87,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_87,False,,L_10,L_10,1.0,,,,blanc,,,1,idle,,,,,,,,,
d_ex_shopping_06_88,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_88,True,,L_10,L_10,1.0,,,,blanc,blanc,,1,idle,,,,,,,,,
d_ex_shopping_06_89,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_89,True,,L_10,L_10,1.0,,,,blanc,blanc,,1,delight,,,,,,,,,
d_ex_shopping_06_90,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_90,False,,L_10,L_10,1.0,,,,blanc,,,1,delight,,,,,,,,,
d_ex_shopping_06_91,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_91,True,,L_10,L_10,1.0,,,,blanc,blanc,,1,idle,,,,,,,,,
d_ex_shopping_06_92,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_92,False,,L_10,L_10,1.0,,,,blanc,,,1,idle,,,,,,,,,
d_ex_shopping_06_93,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_93,True,,L_10,L_10,1.0,,,,blanc,blanc,,1,idle,,,,,,,,,
d_ex_shopping_06_94,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_94,True,,L_10,L_10,1.0,,,,blanc,blanc,,1,no,,,,,,,,,
d_ex_shopping_06_95,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_95,True,,L_10,L_10,1.0,,,,blanc,blanc,,1,no,,,,,,,,,
d_ex_shopping_06_96,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_96,True,,L_10,1,1.0,,,,blanc,blanc,,1,idle,,,,,,,,,
d_ex_shopping_06_97,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_97,True,,1,1,1.0,,,,blanc,blanc,,1,idle,,,,,,,,,
d_ex_shopping_06_98,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_98,False,,1,1,1.0,,,,blanc,,,1,idle,,,,,,,,,
d_ex_shopping_06_99,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_99,False,,1,1,1.0,,,,blanc,,,1,idle,,,,,,,,,
d_ex_shopping_06_100,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_100,False,,1,1,1.0,,,,blanc,,,1,idle,,,,,,,,,
d_ex_shopping_06_101,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_101,False,,1,1,1.0,,none,,blanc,,,1,idle,,,,,,,,,
d_ex_shopping_06_102,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_102,True,,1,1,1.0,,,,blanc,blanc,,1,delight,,,,,,,,,
d_ex_shopping_06_103,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_103,True,,1,1,1.0,,,,blanc,blanc,,1,delight,,,,,,,,,
d_ex_shopping_06_104,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_104,True,,1,1,1.0,,,,blanc,blanc,,1,delight,,,,,,,,,
d_ex_shopping_06_105,d_ex_shopping_06,Speech,Locale_SuddenStory:d_ex_shopping_06_105,True,,1,1,1.0,,,,blanc,blanc,,1,idle,,,,,,,,,
d_ex_shopping_06_106,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_106,False,ShoppingMall,1,12,1.0,none,,,blanc,,,12,idle,,,,blanc,,,,,
d_ex_shopping_06_107,d_ex_shopping_06,Narration,Locale_SuddenStory:d_ex_shopping_06_107,False,,12,12,1.0,,,sfx_scn_phonevibration,,,,,,,,,,,,,,
d_ex_shopping_06_108,d_ex_shopping_06,Self,Locale_SuddenStory:d_ex_shopping_06_108,False,,12,12,1.0,,,,,,,,,,,,,,,,,
d_ex_shopping_06_109,d_ex_shopping_06,Monologue,Locale_SuddenStory:d_ex_shopping_06_109,False,,12,12,1.0,,,,,,,,,,,,,,,,,
