id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade
d_ex_court_08_33,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_33,True,,L_10,L_10,1.0,,,9,idle,,1,smile,arcana,,7,idle,,,,,
d_ex_court_08_34,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_34,True,,L_10,L_10,1.0,,,9,idle,,1,smile,arcana,,7,idle,,,,,
d_ex_court_08_35,d_ex_court_08,Self,arcana,Locale_SuddenStory:d_ex_court_08_35,False,,L_10,L_10,1.0,,,9,idle,,1,smile,,,7,idle,,,,,
d_ex_court_08_36,d_ex_court_08,Choice,arcana,Locale_SuddenStory:d_ex_court_08_36,False,,L_10,L_10,1.0,,,9,idle,,1,smile,,,7,idle,d_ex_court_08_38,,,,
d_ex_court_08_37,d_ex_court_08,Choice,arcana,Locale_SuddenStory:d_ex_court_08_37,False,,L_10,L_10,1.0,,,9,idle,,1,smile,,,7,idle,d_ex_court_08_47,,,,
d_ex_court_08_38,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_38,False,,L_10,L_10,1.0,,,9,idle,,1,surprise,arcana,,7,idle,,,,,
d_ex_court_08_39,d_ex_court_08,Monologue,arcana,Locale_SuddenStory:d_ex_court_08_39,False,,L_10,L_10,1.0,,,9,idle,,1,surprise,,,7,idle,,,,,
d_ex_court_08_40,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_40,True,,L_10,L_10,1.0,,,9,idle,,1,surprise,arcana,,7,idle,,,,,
d_ex_court_08_41,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_41,True,,L_10,L_10,1.0,,,9,idle,,1,surprise,arcana,,7,idle,,,,,
d_ex_court_08_42,d_ex_court_08,Self,arcana,Locale_SuddenStory:d_ex_court_08_42,False,,L_10,L_10,1.0,,,9,idle,,1,surprise,,,7,idle,,,,,
d_ex_court_08_43,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_43,True,,L_10,L_10,1.0,,,9,idle,,1,surprise,arcana,,7,idle,,,,,
d_ex_court_08_44,d_ex_court_08,Self,arcana,Locale_SuddenStory:d_ex_court_08_44,False,,L_10,L_10,1.0,,,9,idle,,1,surprise,,,7,idle,,,,,
d_ex_court_08_45,d_ex_court_08,Self,arcana,Locale_SuddenStory:d_ex_court_08_45,False,,L_10,L_10,1.0,,,9,idle,,1,surprise,,,7,idle,,,,,
d_ex_court_08_46,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_46,True,,L_10,L_10,1.0,,,9,idle,,1,surprise,arcana,,7,idle,d_ex_court_08_47,,,,
d_ex_court_08_47,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_47,True,,L_10,L_10,1.0,,,9,idle,,1,delight,arcana,,7,idle,,,,,
d_ex_court_08_48,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_48,True,,L_10,L_10,1.0,,,9,idle,,1,delight,arcana,,7,idle,,,,,
d_ex_court_08_49,d_ex_court_08,Self,arcana,Locale_SuddenStory:d_ex_court_08_49,False,,L_10,L_10,1.0,,,9,idle,,1,delight,,,7,idle,,,,,
d_ex_court_08_50,d_ex_court_08,Monologue,arcana,Locale_SuddenStory:d_ex_court_08_50,False,,black,black,1.0,,,9,idle,,5,idle,,,7,idle,,,,,
d_ex_court_08_51,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_51,True,,6,6,1.0,,,9,idle,,5,idle,arcana,,7,idle,,,,,
d_ex_court_08_52,d_ex_court_08,Speech,privaty_m,Locale_SuddenStory:d_ex_court_08_52,True,,6,6,1.0,,,9,idle,,5,idle,privaty_m,,7,happy,,,,,
d_ex_court_08_53,d_ex_court_08,Speech,privaty_m,Locale_SuddenStory:d_ex_court_08_53,True,,6,6,1.0,,,9,idle,,5,idle,privaty_m,,7,happy,,,,,
d_ex_court_08_54,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_54,True,,6,6,1.0,,,9,idle,,5,delight,arcana,,7,happy,,,,,
d_ex_court_08_55,d_ex_court_08,Speech,privaty_m,Locale_SuddenStory:d_ex_court_08_55,True,,6,6,1.0,,,9,idle,,5,delight,privaty_m,,7,happy,,,,,
d_ex_court_08_56,d_ex_court_08,Speech,privaty_m,Locale_SuddenStory:d_ex_court_08_56,True,,6,6,1.0,,,9,idle,,5,delight,privaty_m,,7,happy,,,,,
d_ex_court_08_57,d_ex_court_08,Speech,yulha,Locale_SuddenStory:d_ex_court_08_57,False,,6,8,1.0,,,9,sad,,5,delight,yulha,,7,happy,,,,,
d_ex_court_08_58,d_ex_court_08,Self,yulha,Locale_SuddenStory:d_ex_court_08_58,False,,8,8,1.0,,,9,sad,,5,delight,,,7,happy,,,,,
d_ex_court_08_59,d_ex_court_08,Monologue,yulha,Locale_SuddenStory:d_ex_court_08_59,False,,8,8,1.0,,,9,sad,,5,delight,,,7,happy,,,,,
d_ex_court_08_60,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_60,True,,8,6,1.0,,,9,sad,,5,idle,arcana,,7,happy,,,,,
d_ex_court_08_61,d_ex_court_08,Speech,privaty_m,Locale_SuddenStory:d_ex_court_08_61,True,,6,6,1.0,none,,9,sad,,5,idle,privaty_m,,7,sad2,,,,,
d_ex_court_08_62,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_62,True,,6,6,1.0,,,9,sad,,5,shy,arcana,,7,sad2,,,,,
d_ex_court_08_63,d_ex_court_08,Speech,privaty_m,Locale_SuddenStory:d_ex_court_08_63,False,,6,6,1.0,bgm_story_herecomestrouble,,9,sad,,5,shy,privaty_m,,7,surprise,,,,,
d_ex_court_08_64,d_ex_court_08,Speech,arcana,Locale_SuddenStory:d_ex_court_08_64,True,,6,6,1.0,,,9,sad,,5,shy,arcana,,7,surprise,,,,,
d_ex_court_08_65,d_ex_court_08,Speech,privaty_m,Locale_SuddenStory:d_ex_court_08_65,False,,70,700,0.5,,,9,sad,,5,shy,privaty_m,,7,surprise,,,,,
d_ex_court_08_66,d_ex_court_08,Speech,yulha,Locale_SuddenStory:d_ex_court_08_66,True,,L_90,L_90,1.0,,,9,sad,,5,shy,yulha,,7,surprise,,,,,
d_ex_court_08_67,d_ex_court_08,Monologue,yulha,Locale_SuddenStory:d_ex_court_08_67,False,,L_90,L_90,1.0,,,9,sad,,5,shy,,,7,surprise,,,,,
d_ex_court_08_68,d_ex_court_08,Speech,yulha,Locale_SuddenStory:d_ex_court_08_68,True,,L_90,L_90,1.0,,,9,sad,,5,shy,yulha,,7,surprise,,,,,
d_ex_court_08_69,d_ex_court_08,Speech,yulha,Locale_SuddenStory:d_ex_court_08_69,True,,L_90,L_90,1.0,,,9,sad,,5,shy,yulha,,7,surprise,,,,,
d_ex_court_08_70,d_ex_court_08,Self,yulha,Locale_SuddenStory:d_ex_court_08_70,False,,L_90,L_90,1.0,,,9,sad,,5,shy,,,7,surprise,,,,,
d_ex_court_08_71,d_ex_court_08,Speech,yulha,Locale_SuddenStory:d_ex_court_08_71,False,,L_90,L_90,1.0,,,9,angry,,5,shy,yulha,,7,surprise,,,,,
d_ex_court_08_72,d_ex_court_08,Self,yulha,Locale_SuddenStory:d_ex_court_08_72,False,,L_90,L_90,1.0,,,9,angry,,5,shy,,,7,surprise,,,,,
d_ex_court_08_73,d_ex_court_08,Monologue,yulha,Locale_SuddenStory:d_ex_court_08_73,False,none,L_90,L_90,1.0,,,9,angry,,5,shy,,,7,surprise,,yulha,arcana,privaty_m,black
d_ex_court_08_74,d_ex_court_08,Monologue,yulha,Locale_SuddenStory:d_ex_court_08_74,False,,L_90,L_90,1.0,,,,,,,,,,,,,,,,
d_ex_court_08_75,d_ex_court_08,Monologue,yulha,Locale_SuddenStory:d_ex_court_08_75,False,,L_90,L_90,1.0,,,,,,,,,,,,,,,,
