id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
d_main_31_02_s_17,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_17,True,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,
d_main_31_02_s_18,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_18,False,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,
d_main_31_02_s_19,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_19,True,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,
d_main_31_02_s_20,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_20,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,
d_main_31_02_s_21,d_main_31_02_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_02_s_21,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,4,4,1.0,,,,
d_main_31_02_s_22,d_main_31_02_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_02_s_22,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,4,4,1.0,,,,
d_main_31_02_s_23,d_main_31_02_s,Speech,emma,emma,Locale_MainScenario:d_main_31_02_s_23,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,4,4,1.0,,,,
d_main_31_02_s_24,d_main_31_02_s,Speech,emma,emma,Locale_MainScenario:d_main_31_02_s_24,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,4,4,1.0,,,,
d_main_31_02_s_25,d_main_31_02_s,Self,emma,,Locale_MainScenario:d_main_31_02_s_25,False,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,4,4,1.0,,,,
d_main_31_02_s_26,d_main_31_02_s,Speech,emma,emma,Locale_MainScenario:d_main_31_02_s_26,True,,5,idle,,3,delight,,1,idle,,13,void,,15,idle,,17,idle,,4,30,1.0,,,,
d_main_31_02_s_27,d_main_31_02_s,Speech,emma,emma,Locale_MainScenario:d_main_31_02_s_27,True,,5,idle,,3,delight,,1,idle,,13,void,,15,idle,,17,idle,,30,30,1.0,,,,
d_main_31_02_s_28,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_28,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,30,10,1.0,,,,
d_main_31_02_s_29,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_29,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_31_02_s_30,d_main_31_02_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_02_s_30,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,angry,,170,170,1.0,,,,
d_main_31_02_s_31,d_main_31_02_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_02_s_31,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,angry,,170,170,1.0,,,,
d_main_31_02_s_32,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_32,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,angry,,10,10,1.0,,,,
d_main_31_02_s_33,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_33,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,angry,,10,10,1.0,,,,
d_main_31_02_s_34,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_34,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,angry,,10,10,1.0,,,,
d_main_31_02_s_35,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_35,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,10,12,1.0,,,,
d_main_31_02_s_36,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_36,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,
d_main_31_02_s_37,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_37,True,,5,idle,,3,idle,,1,idle,,13,shy,,15,idle,,17,idle,,12,130,1.5,,,,
d_main_31_02_s_38,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_38,True,,5,idle,,3,idle,,1,angry,,13,shy,,15,idle,,17,idle,,130,10,1.0,,,,
d_main_31_02_s_39,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_39,True,,5,idle,,3,idle,,1,angry,,13,void,,15,idle,,17,idle,,10,10,1.0,,,,
d_main_31_02_s_40,d_main_31_02_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_02_s_40,True,,5,idle,,3,idle,,1,angry,,13,void,,15,idle,,17,idle,,10,1,1.0,,,,
d_main_31_02_s_41,d_main_31_02_s,Self,rapi,,Locale_MainScenario:d_main_31_02_s_41,False,,5,idle,,3,idle,,1,angry,,13,void,,15,idle,,17,idle,,1,17,1.0,,vesti,emma,eunhwa
d_main_31_02_s_42,d_main_31_02_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_02_s_42,True,,,,,,,,,,,13,void,,15,idle,,17,idle,,17,17,1.0,,,,
d_main_31_02_s_43,d_main_31_02_s,Self,rapi,,Locale_MainScenario:d_main_31_02_s_43,False,,,,,,,,,,,13,void,,15,idle,,17,idle,,17,17,1.0,,,,
d_main_31_02_s_44,d_main_31_02_s,Self,rapi,,Locale_MainScenario:d_main_31_02_s_44,False,,,,,,,,,,,13,void,,15,idle,,17,idle,,17,17,1.0,,,,
d_main_31_02_s_45,d_main_31_02_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_02_s_45,False,,,,,,,,,,,13,void,,15,idle,,17,idle,,17,170,1.0,,,,
d_main_31_02_s_46,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_46,False,,,,,,,,,,,13,void,,15,idle,,17,idle,,130,130,1.0,,,,
d_main_31_02_s_47,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_47,True,,,,,,,,,,,13,angry,,15,idle,,17,idle,,130,14,1.0,,,,
d_main_31_02_s_48,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_48,True,,,,,,,,,,,13,angry,,15,idle,,17,idle,,14,14,1.0,,,,
d_main_31_02_s_49,d_main_31_02_s,Speech,neon,neon,Locale_MainScenario:d_main_31_02_s_49,True,,,,,,,,,,,13,angry,,15,no,,17,idle,,14,14,1.0,,,,
d_main_31_02_s_50,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_50,True,,,,,,,,,,,13,no,,15,no,,17,idle,,14,14,1.0,,,,
d_main_31_02_s_51,d_main_31_02_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_02_s_51,True,,,,,,,,,,,13,no,,15,no,,17,angry,,170,170,1.0,,,,
d_main_31_02_s_52,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_52,True,,,,,,,,,,,13,void,,15,idle,,17,angry,,170,14,1.0,,,,
d_main_31_02_s_53,d_main_31_02_s,Speech,anis,anis,Locale_MainScenario:d_main_31_02_s_53,True,,,,,,,,,,,13,void,,15,idle,,17,angry,,14,14,1.0,,,,
d_main_31_02_s_54,d_main_31_02_s,Speech,neon,neon,Locale_MainScenario:d_main_31_02_s_54,True,,,,,,,,,,,13,void,,15,surprise,,17,angry,,14,14,1.0,,,,
d_main_31_02_s_55,d_main_31_02_s,Speech,rapi,rapi,Locale_MainScenario:d_main_31_02_s_55,False,,,,,,,,,,,13,void,,15,surprise,,17,think,,170,170,1.0,,,,
d_main_31_02_s_56,d_main_31_02_s,Self,rapi,,Locale_MainScenario:d_main_31_02_s_56,False,,,,,,,,,,,13,void,,15,surprise,,17,idle,,170,1700,1.0,,,,
