id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,play_sound,set_camera_shake,jump_target,characters/0/hide_char_id,characters/2/hide_char_id,set_filter_01,set_filter_02
d_main_18_05_23,d_main_18_05,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_05_23,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,OP_leftup,idle,,,,,,,,
d_main_18_05_24,d_main_18_05,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_05_24,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,OP_leftup,idle,,,,,,,,
d_main_18_05_25,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_25,True,,3,idle,,1,idle,,13,sad,,12,130,1.0,,,OP_leftup,idle,,,,,,,,
d_main_18_05_26,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_26,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,OP_leftup,idle,,,,,,,,
d_main_18_05_27,d_main_18_05,Narration,maxwell,,Locale_MainScenario:d_main_18_05_27,False,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,OP_leftup,idle,syuen_op_l,sfx_scn_drone,Low_2,,,,,
d_main_18_05_28,d_main_18_05,Monologue,maxwell,,Locale_MainScenario:d_main_18_05_28,False,,3,idle,,1,idle,,13,idle,,130,13,1.0,,,,,,,,,,,,
d_main_18_05_29,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_29,True,,3,idle,,1,idle,,13,idle,,13,S_10,0.5,,,,,,,,,,,,
d_main_18_05_30,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_30,True,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_31,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_31,True,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_32,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_32,True,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_33,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_33,True,,3,idle,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_34,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_34,True,,3,idle,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_35,d_main_18_05,Monologue,laplace,,Locale_MainScenario:d_main_18_05_35,False,,3,idle,,1,idle,,13,idle,,S_10,S_100,2.0,,,,,,,,,,,,
d_main_18_05_36,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_36,True,,3,idle,,1,idle,,13,idle,,S_100,S_100,1.0,,,,,,,,,,,,
d_main_18_05_37,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_37,True,,3,idle,,1,idle,,13,idle,,S_100,S_100,1.0,,,,,,,,,,,,
d_main_18_05_38,d_main_18_05,Self,laplace,,Locale_MainScenario:d_main_18_05_38,False,,3,idle,,1,idle,,13,idle,,S_100,S_100,1.0,,,,,,,,,,,,
d_main_18_05_39,d_main_18_05,Monologue,laplace,,Locale_MainScenario:d_main_18_05_39,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,
d_main_18_05_40,d_main_18_05,Monologue,laplace,,Locale_MainScenario:d_main_18_05_40,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,
d_main_18_05_41,d_main_18_05,Monologue,laplace,,Locale_MainScenario:d_main_18_05_41,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,
d_main_18_05_42,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_42,True,,3,idle,,1,angry,,13,idle,,S_100,S_10,1.0,,,,,,,,,,,,
d_main_18_05_43,d_main_18_05,Choice,laplace,,Locale_MainScenario:d_main_18_05_43,False,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,,,d_main_18_05_45,,,,
d_main_18_05_44,d_main_18_05,Choice,laplace,,Locale_MainScenario:d_main_18_05_44,False,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,,,d_main_18_05_50,,,,
d_main_18_05_45,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_45,True,,3,idle,,1,delight,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_46,d_main_18_05,Monologue,laplace,,Locale_MainScenario:d_main_18_05_46,False,,3,idle,,1,delight,,13,idle,,S_10,S_100,0.5,,,,,,,Low_2,,,,,
d_main_18_05_47,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_47,True,,3,idle,,1,think,,13,idle,,S_100,S_100,1.0,,,,,,,,,,,,
d_main_18_05_48,d_main_18_05,Monologue,laplace,,Locale_MainScenario:d_main_18_05_48,False,,3,idle,,1,think,,13,idle,,black,black,1.0,,,,,,,,,,,,
d_main_18_05_49,d_main_18_05,Self,laplace,,Locale_MainScenario:d_main_18_05_49,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,,,,,d_main_18_05_55,,,,
d_main_18_05_50,d_main_18_05,Monologue,laplace,,Locale_MainScenario:d_main_18_05_50,False,,3,idle,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_51,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_51,False,,3,idle,,1,idle,,13,idle,,S_10,130,1.0,,,,,,,,,,,,
d_main_18_05_52,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_52,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,,,,,,,,,
d_main_18_05_53,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_53,True,,3,idle,,1,delight,,13,idle,,S_10,S_100,0.5,,,,,,,,,,,,
d_main_18_05_54,d_main_18_05,Monologue,laplace,,Locale_MainScenario:d_main_18_05_54,False,,3,idle,,1,delight,,13,idle,,black,black,1.0,,,,,,,,d_main_18_05_55,,,,
d_main_18_05_55,d_main_18_05,Narration,laplace,,Locale_MainScenario:d_main_18_05_55,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,,,sfx_scn_remotesignal,,,,,,
d_main_18_05_56,d_main_18_05,Narration,laplace,,Locale_MainScenario:d_main_18_05_56,False,,3,angry,,1,idle,,13,angry,,S_100,1,1.0,bgm_story_callingsignal,,,,,sfx_scn_rapturehowl,Low_2,,,,,
d_main_18_05_57,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_57,False,,3,angry,,1,shy,,13,angry,,1,1,1.0,,,,,,,,,,,,
d_main_18_05_58,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_58,True,,3,angry,,1,shy,,13,angry,,1,S_10,1.0,,,,,,,,,,,,
d_main_18_05_59,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_59,True,,3,angry,,1,shy,,13,angry,,S_10,130,1.0,,,,,,,,,,,,
d_main_18_05_60,d_main_18_05,Speech,drake,drake,Locale_MainScenario:d_main_18_05_60,True,,3,angry,,1,shy,,13,angry,,30,30,1.0,,,,,,,,,,,,
d_main_18_05_61,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_61,False,,3,angry,,1,shy,,13,angry,,30,2,1.0,,,,,,,,,,,,
d_main_18_05_62,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_62,True,,3,angry,,1,shy,,13,angry,,2,12,1.0,,,,,,,,,,,,
d_main_18_05_63,d_main_18_05,Self,maxwell,,Locale_MainScenario:d_main_18_05_63,False,,3,angry,,1,shy,,13,angry,,12,12,1.0,,,,,,,,,,,,
d_main_18_05_64,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_64,True,,3,angry,,1,shy,,13,angry,,12,12,1.0,,,,,,,,,,,,
d_main_18_05_65,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_65,True,,3,angry,,1,sad,,13,angry,,12,S_10,1.0,,,,,,,,,,,,
d_main_18_05_66,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_66,True,,3,angry,,1,sad,,13,angry,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_67,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_67,True,,3,angry,,1,sad,,13,angry,,130,130,1.0,,,,,,,,,,,,
d_main_18_05_68,d_main_18_05,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_05_68,True,,3,angry,,1,sad,,13,angry,,130,130,1.0,,syuen_op_l,OP_leftup,angry,,,,,,,,
d_main_18_05_69,d_main_18_05,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_05_69,True,,3,angry,,1,sad,,13,angry,,130,130,1.0,,,OP_leftup,angry,,,,,,,,
d_main_18_05_70,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_70,True,,3,angry,,1,sad,,13,angry,,130,130,1.0,,,OP_leftup,angry,,,,,,,,
d_main_18_05_71,d_main_18_05,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_05_71,True,,3,angry,,1,sad,,13,angry,,130,130,1.0,,,OP_leftup,angry,,,,,,,,
d_main_18_05_72,d_main_18_05,Narration,syuen_op_l,,Locale_MainScenario:d_main_18_05_72,False,,3,angry,,1,sad,,13,angry,,130,130,1.0,,,OP_leftup,angry,syuen_op_l,sfx_scn_earthquake,Low_2,,,,,
d_main_18_05_73,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_73,True,,3,angry,,1,shy,,13,angry,,130,1300,2.0,,,,,,,,,,,,
d_main_18_05_74,d_main_18_05,Speech,drake,drake,Locale_MainScenario:d_main_18_05_74,True,,3,angry,,1,shy,,13,angry,,30,300,0.5,,,,,,,,,,,,
d_main_18_05_75,d_main_18_05,Self,drake,,Locale_MainScenario:d_main_18_05_75,False,,3,angry,,1,shy,,13,angry,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_76,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_76,True,,3,angry,,1,sad,,13,angry,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_77,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_77,True,,3,angry,,1,angry,,13,angry,Desert_03,black,black,1.0,,,,,,,,,drake,maxwell,,
d_main_18_05_78,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_78,True,,,,,1,angry,,,,,S_10,S_10,1.0,,,,,,,,,,,Grey,Vignetting
d_main_18_05_79,d_main_18_05,Speech,shifty,shifty,Locale_MainScenario:d_main_18_05_79,True,,,,,1,angry,,,,,S_10,S_10,1.0,,shifty,OP_leftup,no,,,,,,,Grey,Vignetting
d_main_18_05_80,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_80,True,,,,,1,void,,,,Factory,S_10,S_10,1.0,,,OP_leftup,no,shifty,,,,,,Grey,Vignetting
d_main_18_05_81,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_81,True,drake,3,angry,,1,void,maxwell,13,angry,ArkRuinIndoor,black,black,1.0,,,,,,,,,,,Grey,Vignetting
d_main_18_05_82,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_82,True,,3,angry,,1,pain,,13,angry,,S_10,S_100,0.5,,,,,,,,,,,,
d_main_18_05_83,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_83,True,,3,angry,,1,pain,,13,angry,,130,130,1.0,,,,,,,,,,,,
d_main_18_05_84,d_main_18_05,Narration,maxwell,,Locale_MainScenario:d_main_18_05_84,False,,3,angry,,1,pain,,13,angry,,130,130,1.0,,,,,,,Low_2_Loop,,,,,
d_main_18_05_85,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_85,True,,3,angry,,1,pain,,13,angry,,130,S_10,2.0,,,,,,,,,,,,
d_main_18_05_86,d_main_18_05,Self,laplace,,Locale_MainScenario:d_main_18_05_86,False,,3,angry,,1,pain,,13,angry,,S_10,S_10,1.0,,,,,,,,,,,,
d_main_18_05_87,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_87,True,,3,angry,,1,pain,,13,angry,,S_10,S_100,2.0,,,,,,,,,,,,
d_main_18_05_88,d_main_18_05,Self,laplace,,Locale_MainScenario:d_main_18_05_88,False,,3,angry,,1,pain,,13,angry,,S_100,S_100,1.0,,,,,,,,,,,,
d_main_18_05_89,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_89,True,,3,angry,,1,pain,,13,angry,,S_100,12,0.5,,,,,,,,,,,,
d_main_18_05_90,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_90,True,,3,angry,,1,pain,,13,angry,,12,12,1.0,,,,,,,,,,,,
d_main_18_05_91,d_main_18_05,Speech,laplace,laplace,Locale_MainScenario:d_main_18_05_91,True,,3,angry,,1,pain,,13,angry,,12,12,1.0,,,,,,,,,,,,
d_main_18_05_92,d_main_18_05,Speech,drake,drake,Locale_MainScenario:d_main_18_05_92,True,,3,angry,,1,pain,,13,angry,,12,30,0.5,,,,,,,,,,,,
d_main_18_05_93,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_93,True,,3,angry,,1,pain,,13,angry,,130,130,1.0,,,,,,,,,,,,
d_main_18_05_94,d_main_18_05,Monologue,maxwell,,Locale_MainScenario:d_main_18_05_94,False,,3,angry,,1,pain,,13,angry,,black,black,1.0,,,,,,,,,,,,
d_main_18_05_95,d_main_18_05,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_05_95,True,,3,angry,,1,pain,,13,angry,,black,black,1.0,,,,,,,none,,,,,
