id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_37_05_16,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_16,True,,6,4,1.0,,mast,mast,,7,delight,,5,delight,,3,idle,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_17,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_17,True,,4,4,1.0,,anchor,anchor,,7,delight,,5,delight,,3,delight,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_18,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_18,True,,4,6,1.0,,mast,mast,,7,delight,,5,delight,,3,delight,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_19,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_19,True,,6,6,1.0,,rapi_red,rapi_red,,7,delight,,5,delight,,3,delight,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_20,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_20,True,,6,6,1.0,,rapi_red,rapi_red,,7,delight,,5,delight,,3,delight,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_21,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_21,True,,6,50,0.7,,mast,mast,,7,delight,,5,delight2,,3,delight,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_22,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_22,True,,50,50,1.0,,mast,mast,,7,delight,,5,delight2,,3,delight,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_23,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_23,False,,1,10,1.5,,helm,helm,,7,delight,,5,delight2,,3,delight,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_24,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_24,True,,50,5,1.5,,mast,mast,,7,delight,,5,surprise2,,3,delight,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_25,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_25,True,,10,10,1.0,,helm,helm,,7,delight,,5,surprise2,,3,delight,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_26,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_26,True,,10,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_27,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_27,True,,130,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_28,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_28,True,,130,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle,,15,angry,,17,no
d_main_37_05_29,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_29,False,,130,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,angry,,17,no
d_main_37_05_30,d_main_37_05,Monologue,Locale_MainScenario:d_main_37_05_30,False,,130,13,1.0,,maxwell,,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,angry,,17,no
d_main_37_05_31,d_main_37_05,Monologue,Locale_MainScenario:d_main_37_05_31,False,,black,black,1.0,,maxwell,,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,angry,,17,no
d_main_37_05_32,d_main_37_05,Monologue,Locale_MainScenario:d_main_37_05_32,False,,black,black,1.0,,maxwell,,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,angry,,17,no
d_main_37_05_33,d_main_37_05,Self,Locale_MainScenario:d_main_37_05_33,False,,13,13,1.0,,maxwell,,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,angry,,17,no
d_main_37_05_34,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_34,True,,13,13,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,angry,,17,no
d_main_37_05_35,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_35,True,,13,1,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,no
d_main_37_05_36,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_36,True,,1,1,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,no
d_main_37_05_37,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_37,True,,17,S_170,0.7,,laplace,laplace,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,idle
d_main_37_05_38,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_38,True,,15,150,0.7,,drake,drake,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,idle
d_main_37_05_39,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_39,True,,S_30,S_30,1.0,,anchor,anchor,,7,idle,,5,idle2,,3,sad,,1,idle,,13,idle_02,,15,angry,,17,idle
d_main_37_05_40,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_40,False,,150,150,1.0,,drake,drake,,7,idle,,5,idle2,,3,sad,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_41,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_41,True,,S_30,S_30,1.0,,anchor,anchor,,7,idle,,5,idle2,,3,sad,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_42,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_42,True,,150,15,1.5,,drake,drake,,7,idle,,5,idle2,,3,sad,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_43,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_43,True,,15,12,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_44,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_44,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_45,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_45,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_46,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_46,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_47,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_47,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_48,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_48,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_49,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_49,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_50,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_50,True,,12,12,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_51,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_51,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_52,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_52,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_53,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_53,False,,12,12,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_54,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_54,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_55,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_55,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_56,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_56,True,,12,12,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle
d_main_37_05_57,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_57,True,,12,12,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,idle,,13,sad,,15,no,,17,sad
d_main_37_05_58,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_58,False,,16,16,1.0,,laplace,laplace,,7,idle,,5,idle2,,3,idle,,1,idle,,13,sad,,15,no,,17,sad
d_main_37_05_59,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_59,True,,16,16,1.0,,drake,drake,,7,idle,,5,idle2,,3,idle,,1,idle,,13,sad,,15,no,,17,sad
d_main_37_05_60,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_60,True,,10,10,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,no,,17,sad
d_main_37_05_61,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_61,True,,10,10,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,no,,17,sad
d_main_37_05_62,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_62,True,,10,10,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_63,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_63,True,,4,4,1.0,,mast,mast,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_64,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_64,True,,4,4,1.0,,mast,mast,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_65,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_65,True,,4,4,1.0,,anchor,anchor,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_66,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_66,True,,70,70,1.0,,rapi_red,rapi_red,,7,think,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_67,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_67,True,,70,70,1.0,,rapi_red,rapi_red,,7,think,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_68,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_68,False,,130,130,1.0,,maxwell,maxwell,,7,think,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_69,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_69,True,,130,130,1.0,,maxwell,maxwell,,7,think,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_70,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_70,True,,70,70,1.0,,rapi_red,rapi_red,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_71,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_71,True,,70,70,1.0,,rapi_red,rapi_red,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_72,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_72,True,,70,70,1.0,,rapi_red,rapi_red,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_73,d_main_37_05,Self,Locale_MainScenario:d_main_37_05_73,False,,10,10,1.0,,rapi_red,,,7,idle,,5,idle2,,3,idle,,1,idle,,13,idle_02,,15,no,,17,sad
d_main_37_05_74,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_74,False,,10,10,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,no,,17,sad
d_main_37_05_75,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_75,True,,10,10,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,no,,17,sad
d_main_37_05_76,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_76,True,,10,10,1.0,,helm,helm,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle_02,,15,no,,17,sad
d_main_37_05_77,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_77,False,,13,130,0.7,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,no,,17,sad
d_main_37_05_78,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_78,True,,16,16,1.0,,laplace,laplace,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_79,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_79,True,,16,16,1.0,,drake,drake,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_80,d_main_37_05,Self,Locale_MainScenario:d_main_37_05_80,False,,16,16,1.0,,drake,,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_81,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_81,False,,16,13,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,sad,,15,angry,,17,sad
d_main_37_05_82,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_82,True,,13,13,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_83,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_83,True,,13,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_84,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_84,True,,130,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_85,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_85,True,,130,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_86,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_86,True,,130,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_87,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_87,True,,130,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_88,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_88,True,,130,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_89,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_89,True,,130,130,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,sad
d_main_37_05_90,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_90,True,,S_170,S_170,1.0,,laplace,laplace,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,idle
d_main_37_05_91,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_91,True,,S_170,S_170,1.0,,laplace,laplace,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,angry,,17,idle
d_main_37_05_92,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_92,True,,150,150,1.0,,drake,drake,,7,idle,,5,idle2,,3,idle,,1,no,,13,angry,,15,delight,,17,idle
d_main_37_05_93,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_93,True,,130,1300,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle,,15,delight,,17,idle
d_main_37_05_94,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_94,True,,1300,1300,1.0,,maxwell,maxwell,,7,idle,,5,idle2,,3,idle,,1,no,,13,idle,,15,delight,,17,idle
d_main_37_05_95,d_main_37_05,Speech,Locale_MainScenario:d_main_37_05_95,True,,50,50,1.0,,mast,mast,,7,idle,,5,idle,,3,idle,,1,no,,13,idle,,15,delight,,17,idle
