id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/0/hide_char_id,play_ambient
d_main_34_08_32,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_32,False,,1,alloutattack_02_01,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_33,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_33,False,,alloutattack_02_01,alloutattack_02_01,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_34,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_34,False,,alloutattack_02_01,alloutattack_02_01,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_35,d_main_34_08,Speech,rapi,rapi,Locale_MainScenario:d_main_34_08_35,True,,alloutattack_02_01,alloutattack_02_01,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_36,d_main_34_08,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_08_36,True,,alloutattack_02_01,alloutattack_02_01,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_37,d_main_34_08,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_08_37,True,,alloutattack_02_01,alloutattack_02_01,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_38,d_main_34_08,Speech,rapi,rapi,Locale_MainScenario:d_main_34_08_38,True,,alloutattack_02_01,alloutattack_02_01,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_39,d_main_34_08,Narration,,,Locale_MainScenario:d_main_34_08_39,False,EventScene_Chap_34_04_01,waterfallofmass_02_01,1,1.0,,sfx_scn_heavywaterfall,Low_2_Loop,black,,,,,,,,,,,,,
d_main_34_08_40,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_40,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_41,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_41,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_42,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_42,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_43,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_43,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_44,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_44,True,,1,waterfallofmass_02_02,1.5,,,,,,,,,,,,,,,,,
d_main_34_08_45,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_45,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_46,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_46,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_47,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_47,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_48,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_48,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_49,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_49,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_50,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_50,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_51,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_51,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_52,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_52,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_53,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_53,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_54,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_54,True,,waterfallofmass_02_02,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_55,d_main_34_08,Narration,,,Locale_MainScenario:d_main_34_08_55,False,EventScene_Chap_34_04_02,waterfallofmass_02_02,1,1.5,,sfx_scn_spoilerready,none,,,,,,,,,,,,,,
d_main_34_08_56,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_56,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_57,d_main_34_08,Narration,,,Locale_MainScenario:d_main_34_08_57,False,,1,1,1.0,,sfx_scn_writerspoiler,,,,,,,,,,,,,,,
d_main_34_08_58,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_58,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_59,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_59,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_60,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_60,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_61,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_61,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_62,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_62,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_63,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_63,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_64,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_64,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_65,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_65,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_66,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_66,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_67,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_67,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_68,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_68,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_69,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_69,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_70,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_70,True,,1,waterfallofmass_02_03,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_71,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_71,True,,waterfallofmass_02_03,waterfallofmass_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_72,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_72,True,BlackPuddle,black,black,1.0,,,,,leviathan,5,think_01,,,,,,,,,,
d_main_34_08_73,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_73,False,,S_50,S_50,1.0,,,,,,5,think_01,,,,,,,,,,
d_main_34_08_74,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_74,False,,S_50,S_50,1.0,,,,,,5,think_01,,,,,,,,,,
d_main_34_08_75,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_75,False,,S_50,S_50,1.0,,,,,,5,think_01,,,,,,,,,,
d_main_34_08_76,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_76,False,,S_50,S_500,1.0,,,,,,5,think_01,,,,,,,,,,
d_main_34_08_77,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_77,True,,S_500,S_500,1.0,,,,,,5,surprise,,,,,,,,,,
d_main_34_08_78,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_78,False,,S_500,S_500,1.0,,,,,,5,surprise,,,,,,,,,,
d_main_34_08_79,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_79,False,,S_500,S_500,1.0,,,,,,5,surprise,,,,,,,,,,
d_main_34_08_80,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_80,False,,S_500,S_50,1.0,,,,,,5,surprise,,,,,,,,,,
d_main_34_08_81,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_81,False,,S_50,S_50,1.0,,,,,,5,surprise,,,,,,,,,,
d_main_34_08_82,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_82,True,,S_50,S_50,1.0,,,,,,5,pain,,,,,,,,,,
d_main_34_08_83,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_83,True,,S_50,S_50,1.0,,,,,,5,pain,,,,,,,,,,
d_main_34_08_84,d_main_34_08,Narration,cinderella,,Locale_MainScenario:d_main_34_08_84,False,,S_100,1,1.0,,,,,,5,pain,cinderella,1,idle,,,,,,,
d_main_34_08_85,d_main_34_08,Narration,cinderella,,Locale_MainScenario:d_main_34_08_85,False,,1,1,1.0,,,,,,5,pain,,1,idle,,,,,,,
d_main_34_08_86,d_main_34_08,Narration,cinderella,,Locale_MainScenario:d_main_34_08_86,False,,black,black,1.0,,,,,,5,pain,,1,idle,,,,,,,
d_main_34_08_87,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_87,False,,1,S_10,1.0,,,,,,5,pain,,1,sad,,,,,,,
d_main_34_08_88,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_88,True,,S_10,S_10,1.0,,,,,,5,pain,,1,sad,,,,,,,
d_main_34_08_89,d_main_34_08,Narration,cinderella,,Locale_MainScenario:d_main_34_08_89,False,,S_10,S_10,1.0,,,,,,5,pain,,1,sad,,,,,,,
d_main_34_08_90,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_90,False,,S_10,S_10,1.0,,,,,,5,pain,,1,"expression_0,rage_02",,,,,,,
d_main_34_08_91,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_91,False,,S_10,S_50,0.5,,sfx_scn_anabeam,,,,5,pain,,1,rage_02,,,,,,,
d_main_34_08_92,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_92,False,,S_50,S_500,1.0,,,,,,5,pain,,1,rage_02,,,,,,,
d_main_34_08_93,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_93,False,,S_500,S_500,1.0,,,,,,5,pain,,1,rage_02,,,,,,,
d_main_34_08_94,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_94,True,,S_500,S_500,1.0,,,,,,5,pain,,1,rage_02,,,,,,,
d_main_34_08_95,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_95,True,,S_10,S_10,1.0,,,,,,5,pain,,1,rage_02,,,,,,,
d_main_34_08_96,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_96,True,,S_500,S_500,1.0,,,,,,5,sad_02,,1,rage_02,,,,,,,
d_main_34_08_97,d_main_34_08,Narration,grave_p,,Locale_MainScenario:d_main_34_08_97,False,,L_130,L_130,1.0,,,,black,,5,sad_02,,1,rage_02,grave_p,13,pain,,,,
d_main_34_08_98,d_main_34_08,Narration,grave_p,,Locale_MainScenario:d_main_34_08_98,False,,L_130,L_130,1.0,,,,,,5,sad_02,,1,rage_02,,13,pain,,,,
d_main_34_08_99,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_99,True,,L_130,12,1.0,,,,,,5,sad_02,,1,idle_alt,,13,pain,,,,
d_main_34_08_100,d_main_34_08,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_08_100,True,,12,12,1.0,,,,,,5,sad_02,,1,idle_alt,,13,pain,,,,
d_main_34_08_101,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_101,True,,12,S_10,1.0,,,,,,5,sad_02,,1,idle_alt,,13,pain,,,,
d_main_34_08_102,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_102,True,,S_10,S_10,1.0,,,,,,5,sad_02,,1,rage_02,,13,pain,,,,
d_main_34_08_103,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_103,False,,S_10,S_500,2.0,,,,,,5,pain,,1,rage_02,,13,pain,,,,
d_main_34_08_104,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_104,False,,S_500,S_500,1.0,,,,,,5,pain,,1,rage_02,,13,pain,,,,
d_main_34_08_105,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_105,False,,S_500,S_500,1.0,,,,,,5,pain,,1,rage_02,,13,pain,,,,
d_main_34_08_106,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_106,True,,S_500,S_500,1.0,,,,,,5,pain,,1,rage_02,,13,pain,,,,
d_main_34_08_107,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_107,True,,S_500,S_500,1.0,,,,,,5,pain,,1,rage_02,,13,pain,,,,
d_main_34_08_108,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_108,False,,S_10,S_10,1.0,,,,,,5,pain,,1,idle_alt,,13,pain,,,,
d_main_34_08_109,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_109,False,,S_10,S_10,1.0,,,,,,5,pain,,1,idle_alt,,13,pain,,,,
d_main_34_08_110,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_110,False,,S_10,S_10,1.0,,,,,,5,pain,,1,idle_alt,,13,pain,,,,
d_main_34_08_111,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_111,False,,S_10,S_10,1.0,,,,,,5,pain,,1,idle_alt,,13,pain,,,,
d_main_34_08_112,d_main_34_08,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_08_112,False,,S_10,S_100,1.0,,,,,,5,pain,,1,idle_alt,,13,pain,,,,
d_main_34_08_113,d_main_34_08,Narration,cinderella,,Locale_MainScenario:d_main_34_08_113,False,,S_100,S_100,1.0,,,,,,5,pain,,1,idle_alt,,13,pain,,,,
d_main_34_08_114,d_main_34_08,Narration,cinderella,,Locale_MainScenario:d_main_34_08_114,False,,S_100,S_100,1.0,,,,,,5,pain,,1,idle_alt,,13,pain,,,,
d_main_34_08_115,d_main_34_08,Narration,cinderella,,Locale_MainScenario:d_main_34_08_115,False,,S_100,S_10,1.0,,,,,,5,pain,,1,idle_alt,,13,pain,,,,
d_main_34_08_116,d_main_34_08,Narration,cinderella,,Locale_MainScenario:d_main_34_08_116,False,,black,black,1.0,,sfx_scn_anabeam,,,,5,pain,,1,idle_alt,,13,pain,,,,
d_main_34_08_117,d_main_34_08,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_08_117,True,,10,12,1.0,,,,black,,5,pain,emma_t,1,surprise,eunhwa_t,13,idle,cinderella,grave_p,,
d_main_34_08_118,d_main_34_08,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_08_118,True,,12,12,1.0,,,,,,5,pain,,1,surprise,,13,angry,,,,
d_main_34_08_119,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_119,True,,S_500,S_500,1.0,,,,,,5,pain,,1,surprise,,13,angry,,,,
d_main_34_08_120,d_main_34_08,Narration,leviathan,,Locale_MainScenario:d_main_34_08_120,False,,black,black,0.5,,sfx_scn_anabeam,Low_2,,,5,pain,,1,surprise,,13,angry,,,,
d_main_34_08_121,d_main_34_08,Monologue,leviathan,,Locale_MainScenario:d_main_34_08_121,False,,black,black,1.0,,,,,,5,pain,,1,surprise,,13,angry,,,,
d_main_34_08_122,d_main_34_08,Monologue,leviathan,,Locale_MainScenario:d_main_34_08_122,False,,S_500,S_50,2.0,,sfx_scn_down,,,,5,pain,,1,surprise,,13,angry,,,,
d_main_34_08_123,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_123,True,,S_50,S_50,1.0,,,,,,5,sad_01,,1,surprise,,13,angry,,,,
d_main_34_08_124,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_124,True,,S_50,S_50,1.0,,,,,,5,sad_01,,1,surprise,,13,angry,,,,
d_main_34_08_125,d_main_34_08,Monologue,leviathan,,Locale_MainScenario:d_main_34_08_125,False,,S_50,S_50,1.0,,,,,,5,sad_01,,1,surprise,,13,angry,,,,
d_main_34_08_126,d_main_34_08,Monologue,leviathan,,Locale_MainScenario:d_main_34_08_126,False,,black,black,1.0,none,,,,,5,sad_01,,1,surprise,,13,angry,,,,
d_main_34_08_127,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_127,False,,S_50,S_50,1.0,,,,,,5,sad_02,,1,surprise,,13,angry,,,,
d_main_34_08_128,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_128,True,,S_50,S_50,1.0,,,,,,5,sad_02,rapi,1,surprise,,13,angry,emma_t,,,
d_main_34_08_129,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_129,True,,S_50,S_50,1.0,,,,,,5,pain,,1,idle,,13,angry,,,,
d_main_34_08_130,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_130,True,,S_50,S_50,1.0,,,,,,5,pain,,1,idle,,13,angry,,,,
d_main_34_08_131,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_131,True,,S_50,S_50,1.0,,,,,,5,pain,,1,idle,,13,angry,,,,
d_main_34_08_132,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_132,True,,S_50,S_50,1.0,,,,,,5,pain,,1,idle,,13,angry,,,,
d_main_34_08_133,d_main_34_08,Speech,rapi,rapi,Locale_MainScenario:d_main_34_08_133,True,,10,10,1.0,,,,,,5,pain,,1,idle,,13,angry,,,,
d_main_34_08_134,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_134,True,,S_50,S_500,0.5,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_135,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_135,True,,S_500,S_500,1.0,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_136,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_136,True,,S_500,S_500,1.0,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_137,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_137,True,,S_500,S_500,1.0,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_138,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_138,True,,S_500,S_500,1.0,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_139,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_139,True,,S_500,S_500,1.0,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_140,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_140,True,,S_500,S_500,1.0,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_141,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_141,True,,S_500,S_500,1.0,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_142,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_142,True,,S_500,S_500,1.0,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_143,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_143,True,,black,black,1.0,,,,,,5,sad_01,,1,idle,,13,angry,,,,
d_main_34_08_144,d_main_34_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_08_144,True,EventScene_Chap_34_05_03,black,black,1.0,bgm_story_confront,,,,,5,sad_01,,1,idle,,13,angry,rapi,eunhwa_t,leviathan,
d_main_34_08_145,d_main_34_08,Speech,rapi,rapi,Locale_MainScenario:d_main_34_08_145,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_146,d_main_34_08,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_08_146,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_147,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_147,False,,1,1,1.0,,,,,,,,,,,,,,,,,
