id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_02,set_filter_01,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_main_34_03_61,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_61,True,,2,2,1.0,,,2,think,,,,12,worry,,4,worry,,
d_main_34_03_62,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_62,True,,2,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_63,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_63,False,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_64,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_64,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_65,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_65,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_66,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_66,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_67,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_67,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_68,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_68,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_69,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_69,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_70,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_70,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_71,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_71,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_72,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_72,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_73,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_73,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_74,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_74,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_75,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_75,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_76,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_76,True,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_77,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_77,False,,3,3,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_78,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_78,True,,3,20,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_79,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_79,True,,20,20,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_80,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_80,True,,20,20,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_81,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_81,True,,20,20,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_82,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_82,True,,20,20,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_83,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_83,True,,20,200,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_84,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_84,False,,200,200,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_85,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_85,True,,200,20,1.0,,,2,idle,,,,12,idle,,4,worry,,
d_main_34_03_86,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_86,True,,20,20,1.0,,,2,idle,,,,12,idle,,4,worry,,
d_main_34_03_87,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_87,True,,20,20,1.0,,,2,idle,,,,12,idle,,4,worry,,
d_main_34_03_88,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_88,False,,20,20,1.0,,,2,idle,,,,12,idle,,4,worry,,
d_main_34_03_89,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_89,False,,20,20,1.0,,,2,idle,,,,12,idle,,4,worry,,
d_main_34_03_90,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_90,True,,20,20,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_91,d_main_34_03,Self,anis,,Locale_MainScenario:d_main_34_03_91,False,,20,20,1.0,,,2,think,,,,12,idle,,4,worry,,
d_main_34_03_92,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_92,True,,20,40,1.0,,,2,think,,,,12,idle,,4,void,,
d_main_34_03_93,d_main_34_03,Speech,neon,neon,Locale_MainScenario:d_main_34_03_93,True,,S_120,S_120,1.0,,,2,think,,,,12,idle,,4,void,,
d_main_34_03_94,d_main_34_03,Self,neon,,Locale_MainScenario:d_main_34_03_94,False,,S_120,S_120,1.0,,,2,think,,,,12,idle,,4,void,,
d_main_34_03_95,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_95,True,,40,40,1.0,,,2,think,,,,12,idle,,4,idle,,
d_main_34_03_96,d_main_34_03,Speech,neon,neon,Locale_MainScenario:d_main_34_03_96,True,,S_120,S_120,1.0,,,2,think,,,,12,surprise,,4,idle,,
d_main_34_03_97,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_97,True,,S_120,20,1.0,,,2,idle,,,,12,surprise,,4,idle,,
d_main_34_03_98,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_98,True,,20,20,1.0,,,2,idle,,,,12,surprise,,4,idle,,
d_main_34_03_99,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_99,False,,20,20,1.0,,,2,idle,,,,12,surprise,,4,idle,,
d_main_34_03_100,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_100,False,,20,200,1.0,,,2,worry,,,,12,surprise,,4,idle,,
d_main_34_03_101,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_101,True,,400,400,1.0,,,2,worry,,,,12,surprise,,4,idle,,
d_main_34_03_102,d_main_34_03,Speech,neon,neon,Locale_MainScenario:d_main_34_03_102,True,,S_1200,S_1200,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_103,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_103,False,,S_1200,2,1.5,,,2,think,,,,12,idle,,4,idle,,
d_main_34_03_104,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_104,True,,2,2,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_105,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_105,True,,2,3,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_106,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_106,True,,3,3,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_107,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_107,True,,3,3,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_108,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_108,True,,3,3,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_109,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_109,True,,3,40,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_110,d_main_34_03,Speech,neon,neon,Locale_MainScenario:d_main_34_03_110,True,,S_120,S_120,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_111,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_111,False,,20,20,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_112,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_112,False,,20,20,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_113,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_113,False,,20,20,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_114,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_114,False,,20,20,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_115,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_115,True,,20,20,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_116,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_116,False,,20,20,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_117,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_117,False,,20,20,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_118,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_118,False,,20,20,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_119,d_main_34_03,Self,rapi,,Locale_MainScenario:d_main_34_03_119,False,,20,20,1.0,,,2,worry,,,,12,idle,,4,idle,,
d_main_34_03_120,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_120,False,,20,20,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_121,d_main_34_03,Speech,rapi,rapi,Locale_MainScenario:d_main_34_03_121,True,,20,200,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_122,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_122,True,,200,400,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_123,d_main_34_03,Speech,neon,neon,Locale_MainScenario:d_main_34_03_123,True,,S_1200,S_1200,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_124,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_124,True,,400,40,1.0,,,2,idle,,,,12,idle,,4,no,,
d_main_34_03_125,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_125,False,,40,40,1.0,,,2,idle,,,,12,idle,,4,void,,
d_main_34_03_126,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_126,True,,40,40,1.0,,,2,idle,,,,12,idle,,4,void,,
d_main_34_03_127,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_127,True,,40,40,1.0,,,2,idle,,,,12,idle,,4,void,,
d_main_34_03_128,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_128,True,,40,40,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_129,d_main_34_03,Speech,neon,neon,Locale_MainScenario:d_main_34_03_129,True,,S_120,S_120,1.0,,,2,idle,,,,12,idle,,4,idle,,
d_main_34_03_130,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_130,True,,40,40,1.0,,,2,idle,,,,12,idle,,4,worry,,
d_main_34_03_131,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_131,False,,40,4,1.0,,,2,idle,,,,12,idle,,4,void,,
d_main_34_03_132,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_132,True,,4,4,1.0,,,2,idle,,,,12,idle,,4,void,,
d_main_34_03_133,d_main_34_03,Speech,neon,neon,Locale_MainScenario:d_main_34_03_133,False,,12,12,1.0,,,2,idle,,,,12,idle,,4,void,,
d_main_34_03_134,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_134,True,,4,4,1.0,,,2,idle,,,,12,idle,,4,void,,
d_main_34_03_135,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_135,True,,4,40,1.0,,,2,idle,,,,12,idle,,4,void,,
d_main_34_03_136,d_main_34_03,Speech,anis,anis,Locale_MainScenario:d_main_34_03_136,True,,40,40,1.0,,,2,idle,,,,12,idle,,4,pain,,
