id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id
d_ex_hospital_09_19,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_19,True,,2,idle,,12,shy,,XS_120,20,1.3,,
d_ex_hospital_09_20,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_20,True,,2,idle,,12,shy,,20,20,1.0,,
d_ex_hospital_09_21,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_21,True,,2,idle,,12,shy,,20,20,1.0,,
d_ex_hospital_09_22,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_22,True,,2,idle,,12,shy,,20,1,1.3,,
d_ex_hospital_09_23,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_23,True,,2,idle,,12,shy,,1,1,1.0,,
d_ex_hospital_09_24,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_24,True,,2,idle,,12,shy,,1,1,1.0,,
d_ex_hospital_09_25,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_25,True,,2,sad,,12,shy,,1,1,1.0,,
d_ex_hospital_09_26,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_26,True,,2,sad,,12,shy,,1,1,1.0,,
d_ex_hospital_09_27,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_27,True,,2,sad,,12,shy,,1,1,1.0,,
d_ex_hospital_09_28,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_28,True,,2,sad,,12,shy,,1,1,1.0,,
d_ex_hospital_09_29,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_29,True,,2,sad,,12,shy,,1,1,1.0,,
d_ex_hospital_09_30,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_30,True,,2,sad,,12,shy,,1,1,1.0,,
d_ex_hospital_09_31,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_31,True,,2,sad,,12,shy,,1,1,1.0,,
d_ex_hospital_09_32,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_32,True,,2,sad,,12,shy,,1,1,1.0,,
d_ex_hospital_09_33,d_ex_hospital_09,Self,pepper,,Locale_SuddenStory:d_ex_hospital_09_33,False,,2,sad,,12,shy,,1,1,1.0,,
d_ex_hospital_09_34,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_34,True,,2,sad,,12,shy,,1,XS_120,1.3,,
d_ex_hospital_09_35,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_35,True,,2,sad,,12,shy,,XS_120,XS_120,1.0,,
d_ex_hospital_09_36,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_36,True,,2,sad,,12,shy,,XS_120,XS_120,1.0,,
d_ex_hospital_09_37,d_ex_hospital_09,Self,pepper,,Locale_SuddenStory:d_ex_hospital_09_37,False,,2,sad,,12,shy,,XS_120,XS_120,1.0,,
d_ex_hospital_09_38,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_38,True,,2,idle,,12,shy,,20,20,1.0,,
d_ex_hospital_09_39,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_39,True,,2,idle,,12,shy,,20,20,1.0,,
d_ex_hospital_09_40,d_ex_hospital_09,Self,flora,,Locale_SuddenStory:d_ex_hospital_09_40,False,,2,idle,,12,shy,,20,20,1.0,,
d_ex_hospital_09_41,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_41,True,,2,idle,,12,surprise,,20,1,1.3,,
d_ex_hospital_09_42,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_42,True,,2,idle,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_43,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_43,True,,2,delight,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_44,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_44,True,,2,delight,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_45,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_45,True,,2,delight,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_46,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_46,True,,2,delight,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_47,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_47,True,,2,delight,,12,surprise,,1,20,1.3,,
d_ex_hospital_09_48,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_48,True,,2,delight,,12,surprise,,20,20,1.0,,
d_ex_hospital_09_49,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_49,True,,2,delight,,12,surprise,,20,20,1.0,,
d_ex_hospital_09_50,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_50,True,,2,delight,,12,surprise,,20,20,1.0,,
d_ex_hospital_09_51,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_51,True,,2,delight,,12,idle,,20,XS_120,1.3,,
d_ex_hospital_09_52,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_52,True,,2,delight,,12,idle,,XS_120,XS_120,1.0,,
d_ex_hospital_09_53,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_53,True,,2,delight,,12,idle,,XS_120,XS_120,1.0,,
d_ex_hospital_09_54,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_54,True,,2,delight,,12,idle,,XS_120,XS_120,1.0,,
d_ex_hospital_09_55,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_55,True,,2,delight,,12,idle,,XS_120,1,1.3,,
d_ex_hospital_09_56,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_56,True,,2,delight,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_57,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_57,True,,2,delight,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_58,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_58,True,,2,delight,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_59,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_59,True,,2,delight,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_60,d_ex_hospital_09,Monologue,flora,,Locale_SuddenStory:d_ex_hospital_09_60,False,,2,delight,,12,surprise,,1,1,1.0,,
d_ex_hospital_09_61,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_61,True,,2,idle,,12,surprise,,1,20,1.3,,
d_ex_hospital_09_62,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_62,True,,2,idle,,12,surprise,,20,20,1.0,,
d_ex_hospital_09_63,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_63,True,,2,idle,,12,surprise,,20,20,1.0,,
d_ex_hospital_09_64,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_64,True,,2,idle,,12,surprise,,20,20,1.0,,
d_ex_hospital_09_65,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_65,True,,2,idle,,12,surprise,,20,XS_120,1.3,,
d_ex_hospital_09_66,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_66,True,,2,idle,,12,shy,,XS_120,XS_120,1.0,,
d_ex_hospital_09_67,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_67,True,,2,idle,,12,shy,,XS_120,XS_120,1.0,,
d_ex_hospital_09_68,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_68,True,,2,idle,,12,shy,,XS_120,1,1.3,,
d_ex_hospital_09_69,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_69,True,,2,idle,,12,shy,,1,1,1.0,,
d_ex_hospital_09_70,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_70,True,,2,idle,,12,shy,,1,1,1.0,,
d_ex_hospital_09_71,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_71,True,,2,idle,,12,shy,,1,1,1.0,,
d_ex_hospital_09_72,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_72,True,,2,idle,,12,idle,,1,1,1.0,,
d_ex_hospital_09_73,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_73,True,,2,idle,,12,idle,,1,1,1.0,,
d_ex_hospital_09_74,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_74,True,,2,idle,,12,idle,,1,XS_120,1.3,,
d_ex_hospital_09_75,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_75,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,
d_ex_hospital_09_76,d_ex_hospital_09,Speech,pepper,pepper,Locale_SuddenStory:d_ex_hospital_09_76,True,,2,idle,,12,good,,XS_120,XS_120,1.0,,
d_ex_hospital_09_77,d_ex_hospital_09,Monologue,pepper,,Locale_SuddenStory:d_ex_hospital_09_77,False,,2,idle,,12,good,,XS_120,XS_120,1.0,,pepper
d_ex_hospital_09_78,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_78,True,,2,delight,,,,,XS_120,20,1.3,,
d_ex_hospital_09_79,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_79,True,,2,delight,,,,,20,20,1.0,,
d_ex_hospital_09_80,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_80,True,,2,delight,,,,,20,20,1.0,,
d_ex_hospital_09_81,d_ex_hospital_09,Self,flora,,Locale_SuddenStory:d_ex_hospital_09_81,False,,2,delight,,,,,20,20,1.0,none,
d_ex_hospital_09_82,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_82,True,,2,delight,,,,,20,20,1.0,,
d_ex_hospital_09_83,d_ex_hospital_09,Speech,flora,flora,Locale_SuddenStory:d_ex_hospital_09_83,True,,2,delight,,,,,20,200,1.3,,
d_ex_hospital_09_84,d_ex_hospital_09,Self,flora,,Locale_SuddenStory:d_ex_hospital_09_84,False,,2,delight,,,,,200,200,1.0,,
d_ex_hospital_09_85,d_ex_hospital_09,Monologue,flora,,Locale_SuddenStory:d_ex_hospital_09_85,False,,2,delight,,,,,200,200,1.0,,
d_ex_hospital_09_86,d_ex_hospital_09,Self,flora,,Locale_SuddenStory:d_ex_hospital_09_86,False,,2,delight,,,,,200,200,1.0,,
