id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id
d_ex_armory_07_46,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_46,True,,4,4,1.0,,,kilo,,3,idle,,5,angry,,,,,,
d_ex_armory_07_47,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_47,True,,4,4,1.0,,,eunhwa,,3,idle,,5,idle,,,,,,
d_ex_armory_07_48,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_48,True,,4,4,1.0,,,kilo,,3,idle,,5,idle,,,,,,
d_ex_armory_07_49,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_49,True,,4,50,1.0,,,eunhwa,,3,idle,,5,angry,,,,,,
d_ex_armory_07_50,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_50,True,,50,50,1.0,,,eunhwa,,3,idle,,5,angry,,,,,,
d_ex_armory_07_51,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_51,True,,50,50,1.0,,,eunhwa,,3,idle,,5,angry,,,,,,
d_ex_armory_07_52,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_52,True,,50,50,1.0,,,eunhwa,,3,idle,,5,angry,,,,,,
d_ex_armory_07_53,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_53,True,,S_30,S_30,1.0,,,kilo,,3,idle,,5,angry,,,,,,
d_ex_armory_07_54,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_54,True,,S_30,S_30,1.0,,,kilo,,3,smile,,5,idle,,,,,,
d_ex_armory_07_55,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_55,True,,S_30,S_30,1.0,,,kilo,,3,smile,,5,idle,,,,,,
d_ex_armory_07_56,d_ex_armory_07,Monologue,kilo,Locale_SuddenStory:d_ex_armory_07_56,False,,S_30,3,0.5,,,,,3,smile,,5,idle,kilo,,,,,
d_ex_armory_07_57,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_57,False,,50,50,1.0,,,eunhwa,,,,,5,idle,,,,,,
d_ex_armory_07_58,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_58,True,,50,50,1.0,,,eunhwa,,,,,5,idle,,,,,,
d_ex_armory_07_59,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_59,True,,50,50,1.0,,,eunhwa,,,,,5,idle,,,,,,
d_ex_armory_07_60,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_60,True,,50,50,1.0,,,eunhwa,,,,,5,idle,,,,,,
d_ex_armory_07_61,d_ex_armory_07,Self,eunhwa,Locale_SuddenStory:d_ex_armory_07_61,False,,50,50,1.0,,,,,,,,5,idle,,,,,,
d_ex_armory_07_62,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_62,True,,50,50,1.0,,,eunhwa,,,,,5,idle,,,,,,
d_ex_armory_07_63,d_ex_armory_07,Narration,eunhwa,Locale_SuddenStory:d_ex_armory_07_63,False,,17,170,1.0,sfx_scn_2rapturestep,none,,,,,,5,idle,,Low_2,,,,
d_ex_armory_07_64,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_64,True,,50,50,1.0,,,eunhwa,,,,,5,idle,,,,,,
d_ex_armory_07_66,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_66,True,,1,1,1.0,,,kilo,,,,,5,idle,,,talos,1,idle,
d_ex_armory_07_67,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_67,False,,1,1,1.0,,bgm_story_leisuretime,eunhwa,,,,,5,idle,,,,1,idle,
d_ex_armory_07_68,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_68,True,,1,1,1.0,,,kilo,,,,,5,idle,,,,1,idle,
d_ex_armory_07_69,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_69,True,,1,1,1.0,,,kilo,,,,,5,idle,,,,1,idle,
d_ex_armory_07_70,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_70,True,,50,50,1.0,,,eunhwa,,,,,5,angry,,,,1,idle,
d_ex_armory_07_71,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_71,True,,50,50,1.0,,,eunhwa,,,,,5,idle,,,,1,idle,
d_ex_armory_07_72,d_ex_armory_07,Speech,talos,Locale_SuddenStory:d_ex_armory_07_72,True,,1,1,1.0,,,talos,,,,,5,idle,,,,1,idle,
d_ex_armory_07_73,d_ex_armory_07,Speech,talos,Locale_SuddenStory:d_ex_armory_07_73,True,,1,1,1.0,,,talos,,,,,5,idle,,,,1,idle,
d_ex_armory_07_74,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_74,True,,50,50,1.0,,,eunhwa,,,,,5,surprise,,,,1,idle,
d_ex_armory_07_75,d_ex_armory_07,Self,eunhwa,Locale_SuddenStory:d_ex_armory_07_75,False,,50,50,1.0,,,,,,,,5,surprise,,,,1,idle,
d_ex_armory_07_76,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_76,False,,50,50,1.0,,,eunhwa,,,,,5,angry,,,,1,idle,
d_ex_armory_07_77,d_ex_armory_07,Speech,talos,Locale_SuddenStory:d_ex_armory_07_77,True,,1,1,1.0,,,talos,,,,,5,angry,,,,1,idle,
d_ex_armory_07_78,d_ex_armory_07,Speech,talos,Locale_SuddenStory:d_ex_armory_07_78,True,,1,1,1.0,,,talos,,,,,5,idle,,,,1,idle,
d_ex_armory_07_79,d_ex_armory_07,Speech,talos,Locale_SuddenStory:d_ex_armory_07_79,True,,1,1,1.0,,,talos,,,,,5,idle,,,,1,idle,
d_ex_armory_07_80,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_80,True,,1,1,1.0,,,kilo,,,,,5,idle,,,,1,idle,
d_ex_armory_07_81,d_ex_armory_07,Speech,talos,Locale_SuddenStory:d_ex_armory_07_81,True,,1,1,1.0,,,talos,,,,,5,idle,,,,1,idle,
d_ex_armory_07_82,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_82,True,,1,1,1.0,,,kilo,,,,,5,idle,,,,1,idle,
d_ex_armory_07_83,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_83,True,,1,1,1.0,,,kilo,,,,,5,idle,,,,1,idle,
d_ex_armory_07_84,d_ex_armory_07,Narration,Narration,Locale_SuddenStory:d_ex_armory_07_84,False,,black,black,1.0,sfx_scn_mechhatchopen,,,,,,,5,idle,,,,1,idle,
d_ex_armory_07_85,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_85,True,,4,4,1.0,,,kilo,kilo,3,idle,,5,idle,,,,1,idle,
d_ex_armory_07_86,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_86,True,,4,4,1.0,,,kilo,,3,idle,,5,idle,,,,1,idle,
d_ex_armory_07_87,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_87,True,,4,4,1.0,,,kilo,,3,idle,,5,idle,,,,1,idle,
d_ex_armory_07_88,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_88,False,,4,4,1.0,,,eunhwa,,3,idle,,5,angry,,,,1,idle,
d_ex_armory_07_89,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_89,True,,4,4,1.0,,,kilo,,3,idle,,5,angry,,,,1,idle,
d_ex_armory_07_90,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_90,True,,4,4,1.0,,,kilo,,3,idle,,5,angry,,,,1,idle,
d_ex_armory_07_91,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_91,True,,4,4,1.0,,,eunhwa,,3,idle,,5,angry,,,,1,idle,
d_ex_armory_07_92,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_92,True,,4,4,1.0,,,eunhwa,,3,idle,,5,angry,,,,1,idle,
d_ex_armory_07_93,d_ex_armory_07,Self,eunhwa,Locale_SuddenStory:d_ex_armory_07_93,False,,4,4,1.0,,,,,3,idle,,5,angry,,,,1,idle,
d_ex_armory_07_94,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_94,True,,4,4,1.0,,,eunhwa,,3,idle,,5,angry,,,,1,idle,
d_ex_armory_07_95,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_95,True,,4,4,1.0,,,eunhwa,,3,idle,,5,idle,,,,1,idle,
d_ex_armory_07_96,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_96,True,,4,4,1.0,,,kilo,,3,smile,,5,idle,,,,1,idle,
d_ex_armory_07_97,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_97,True,,4,4,1.0,,,kilo,,3,smile,,5,idle,,,,1,idle,
d_ex_armory_07_98,d_ex_armory_07,Speech,eunhwa,Locale_SuddenStory:d_ex_armory_07_98,True,,4,4,1.0,,,eunhwa,,3,smile,,5,idle,,,,1,idle,
d_ex_armory_07_99,d_ex_armory_07,Speech,kilo,Locale_SuddenStory:d_ex_armory_07_99,True,,4,4,1.0,,,kilo,,3,delight,,5,idle,,,,1,idle,
d_ex_armory_07_100,d_ex_armory_07,Monologue,Monologue,Locale_SuddenStory:d_ex_armory_07_100,False,,black,black,1.0,,,,,3,delight,,5,idle,kilo,,,1,idle,eunhwa
d_ex_armory_07_101,d_ex_armory_07,Monologue,Monologue,Locale_SuddenStory:d_ex_armory_07_101,False,,black,black,1.0,,,,,,,,,,,,,1,idle,
d_ex_armory_07_102,d_ex_armory_07,Monologue,Monologue,Locale_SuddenStory:d_ex_armory_07_102,False,,black,black,1.0,,,,,,,,,,,,,1,idle,
