id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_trainstation_06_12,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_12,True,,S_10,S_10,1.0,,,,3,idle2,,,1,pain,
d_ex_trainstation_06_13,d_ex_trainstation_06,Self,,,Locale_SuddenStory:d_ex_trainstation_06_13,False,,S_10,S_10,1.0,,,,3,idle2,,,1,pain,
d_ex_trainstation_06_14,d_ex_trainstation_06,Self,,,Locale_SuddenStory:d_ex_trainstation_06_14,False,,S_10,S_10,1.0,,d_ex_trainstation_06_19,,3,idle2,,,1,pain,
d_ex_trainstation_06_15,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_15,True,,S_10,S_10,1.0,,,,3,idle2,,,1,angry,
d_ex_trainstation_06_16,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_16,True,,S_10,S_10,1.0,,,,3,idle2,,,1,angry,
d_ex_trainstation_06_17,d_ex_trainstation_06,Self,,,Locale_SuddenStory:d_ex_trainstation_06_17,False,,S_10,S_10,1.0,,,,3,idle2,,,1,angry,
d_ex_trainstation_06_18,d_ex_trainstation_06,Self,,,Locale_SuddenStory:d_ex_trainstation_06_18,False,,S_10,S_10,1.0,,d_ex_trainstation_06_19,,3,idle2,,,1,angry,
d_ex_trainstation_06_19,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_19,True,,S_10,S_10,1.0,,,,3,idle2,,,1,surprise,
d_ex_trainstation_06_20,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_20,False,,S_10,S_10,1.0,,,,3,idle2,,,1,surprise,
d_ex_trainstation_06_21,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_21,True,,S_10,S_10,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_22,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_22,True,,S_10,S_10,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_23,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_23,True,,S_10,S_10,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_24,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_24,False,,S_10,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_25,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_25,True,,2,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_26,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_26,True,,2,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_27,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_27,True,,2,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_28,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_28,True,,2,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_29,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_29,True,,2,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_30,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_30,True,,2,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_31,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_31,True,,2,2,1.0,,,,3,angry,,,1,idle,
d_ex_trainstation_06_32,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_32,True,,2,2,1.0,,,,3,angry,,,1,idle,
d_ex_trainstation_06_33,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_33,True,,2,2,1.0,,,,3,angry,,,1,idle,
d_ex_trainstation_06_34,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_34,True,,2,2,1.0,,,,3,angry,,,1,idle,
d_ex_trainstation_06_35,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_35,True,,2,2,1.0,,,,3,angry,,,1,idle,
d_ex_trainstation_06_36,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_36,True,,2,15,1.0,,,,3,angry,,,1,idle,
d_ex_trainstation_06_37,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_37,True,,15,15,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_38,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_38,True,,15,S_10,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_39,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_39,True,,S_10,S_10,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_40,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_40,True,,S_10,S_10,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_41,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_41,True,,S_10,S_10,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_42,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_42,True,,S_10,S_10,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_43,d_ex_trainstation_06,Choice,,,Locale_SuddenStory:d_ex_trainstation_06_43,False,,S_10,S_10,1.0,,d_ex_trainstation_06_45,,3,idle2,,,1,delight,
d_ex_trainstation_06_44,d_ex_trainstation_06,Choice,,,Locale_SuddenStory:d_ex_trainstation_06_44,False,,S_10,S_10,1.0,,d_ex_trainstation_06_47,,3,idle2,,,1,delight,
d_ex_trainstation_06_45,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_45,True,,S_10,1,1.0,,,,3,idle2,,,1,angry,
d_ex_trainstation_06_46,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_46,True,,1,1,1.0,,d_ex_trainstation_06_50,,3,idle2,,,1,idle,
d_ex_trainstation_06_47,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_47,True,,S_10,2,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_48,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_48,True,,2,2,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_49,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_49,True,,2,1,1.0,,d_ex_trainstation_06_50,,3,idle2,,,1,idle,
d_ex_trainstation_06_50,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_50,True,,1,1,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_51,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_51,True,,1,1,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_52,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_52,True,,1,1,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_53,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_53,True,,1,1,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_54,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_54,False,,30,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_55,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_55,True,,1,1,1.0,,,,3,shy,,,1,surprise,
d_ex_trainstation_06_56,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_56,True,,1,1,1.0,,,,3,shy,,,1,surprise,
d_ex_trainstation_06_57,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_57,False,,1,2,1.0,,,,3,shy,,,1,surprise,
d_ex_trainstation_06_58,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_58,True,,2,2,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_59,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_59,True,,2,2,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_60,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_60,True,,2,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_61,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_61,True,,30,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_62,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_62,True,,30,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_63,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_63,True,,30,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_64,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_64,True,,30,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_65,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_65,True,,30,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_66,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_66,True,,30,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_67,d_ex_trainstation_06,Self,,,Locale_SuddenStory:d_ex_trainstation_06_67,False,,30,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_68,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_68,True,,30,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_69,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_69,True,,2,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_70,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_70,False,,2,2,1.0,,,,3,idle2,,,1,surprise,
d_ex_trainstation_06_71,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_71,True,,2,2,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_72,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_72,True,,2,2,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_73,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_73,True,,2,2,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_74,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_74,True,,2,2,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_75,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_75,True,,2,2,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_76,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_76,True,,2,2,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_77,d_ex_trainstation_06,Choice,,,Locale_SuddenStory:d_ex_trainstation_06_77,False,,2,2,1.0,,d_ex_trainstation_06_79,,3,idle2,,,1,delight,
d_ex_trainstation_06_78,d_ex_trainstation_06,Choice,,,Locale_SuddenStory:d_ex_trainstation_06_78,False,,2,2,1.0,,d_ex_trainstation_06_80,,3,idle2,,,1,delight,
d_ex_trainstation_06_79,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_79,True,,2,2,1.0,,d_ex_trainstation_06_81,,3,idle2,,,1,delight,
d_ex_trainstation_06_80,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_80,True,,2,2,1.0,,d_ex_trainstation_06_81,,3,idle2,,,1,delight,
d_ex_trainstation_06_81,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_81,True,,2,S_10,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_82,d_ex_trainstation_06,Narration,,,Locale_SuddenStory:d_ex_trainstation_06_82,False,,S_10,S_10,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_83,d_ex_trainstation_06,Monologue,,,Locale_SuddenStory:d_ex_trainstation_06_83,False,,S_10,30,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_84,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_84,True,,30,30,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_85,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_85,True,,30,2,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_86,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_86,True,,2,2,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_87,d_ex_trainstation_06,Self,,,Locale_SuddenStory:d_ex_trainstation_06_87,False,,2,2,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_88,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_88,True,,2,2,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_89,d_ex_trainstation_06,Narration,,,Locale_SuddenStory:d_ex_trainstation_06_89,False,,2,2,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_90,d_ex_trainstation_06,Monologue,,,Locale_SuddenStory:d_ex_trainstation_06_90,False,,2,S_10,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_91,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_91,False,,S_10,S_10,1.0,,,,3,shy,,,1,shy,
d_ex_trainstation_06_92,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_92,True,,S_10,S_10,1.0,,,,3,shy,,,1,surprise,
d_ex_trainstation_06_93,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_93,True,,S_10,2,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_94,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_94,True,,2,2,1.0,,,,3,shy,,,1,idle,
d_ex_trainstation_06_95,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_95,True,,2,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_96,d_ex_trainstation_06,Speech,mast,mast,Locale_SuddenStory:d_ex_trainstation_06_96,True,,2,2,1.0,,,,3,idle2,,,1,idle,
d_ex_trainstation_06_97,d_ex_trainstation_06,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_06_97,True,,2,2,1.0,,,,3,idle2,,,1,delight,
d_ex_trainstation_06_98,d_ex_trainstation_06,Monologue,,,Locale_SuddenStory:d_ex_trainstation_06_98,False,,2,2,1.0,,,,3,idle2,mast,,1,delight,soline
d_ex_trainstation_06_99,d_ex_trainstation_06,Monologue,,,Locale_SuddenStory:d_ex_trainstation_06_99,False,,2,2,1.0,,,,,,,,,,
d_ex_trainstation_06_100,d_ex_trainstation_06,Monologue,,,Locale_SuddenStory:d_ex_trainstation_06_100,False,,2,2,1.0,,,,,,,,,,
