id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id,play_sound,characters/6/hide_char_id,characters/7/hide_char_id,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id
d_main_30_09_s_19,d_main_30_09_s,Speech,hammering,hammering,Locale_MainScenario:d_main_30_09_s_19,True,,5,idle,,9,void,,7,idle,,1,etc,,13,sad,,3,idle,,17,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_20,d_main_30_09_s,Speech,hammering,hammering,Locale_MainScenario:d_main_30_09_s_20,True,,5,idle,,9,void,,7,idle,,1,etc,,13,sad,,3,idle,,17,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_21,d_main_30_09_s,Speech,hammering,hammering,Locale_MainScenario:d_main_30_09_s_21,True,,5,idle,,9,void,,7,idle,,1,etc,,13,sad,,3,idle,,17,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_22,d_main_30_09_s,Speech,drilley,drilley,Locale_MainScenario:d_main_30_09_s_22,True,,5,idle,,9,void,,7,idle,,1,etc,,13,sad,,3,idle,,17,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_23,d_main_30_09_s,Speech,drilley,drilley,Locale_MainScenario:d_main_30_09_s_23,True,,5,idle,,9,void,,7,idle,,1,etc,,13,sad,,3,idle,,17,idle,,15,idle,,12,XS_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_24,d_main_30_09_s,Speech,drilley,drilley,Locale_MainScenario:d_main_30_09_s_24,True,,5,idle,,9,void,,7,idle,,1,etc,,13,sad,,3,idle,,17,idle,,15,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_25,d_main_30_09_s,Self,drilley,,Locale_MainScenario:d_main_30_09_s_25,False,,5,idle,,9,void,,7,idle,,1,etc,,13,sad,,3,idle,,17,idle,,15,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_26,d_main_30_09_s,Speech,anis,anis,Locale_MainScenario:d_main_30_09_s_26,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,idle,,90,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_27,d_main_30_09_s,Speech,anis,anis,Locale_MainScenario:d_main_30_09_s_27,True,,5,idle,,9,worry,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,idle,,90,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_28,d_main_30_09_s,Speech,neon,neon,Locale_MainScenario:d_main_30_09_s_28,True,,5,idle,,9,worry,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,idle,,90,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_29,d_main_30_09_s,Speech,anis,anis,Locale_MainScenario:d_main_30_09_s_29,True,,5,idle,,9,sad,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,idle,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_30,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_30,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,smile,,15,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_31,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_31,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,smile,,15,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_32,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_32,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_33,d_main_30_09_s,Speech,hammering,hammering,Locale_MainScenario:d_main_30_09_s_33,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_34,d_main_30_09_s,Monologue,hammering,,Locale_MainScenario:d_main_30_09_s_34,False,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,idle,,10,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_35,d_main_30_09_s,Monologue,hammering,,Locale_MainScenario:d_main_30_09_s_35,False,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,idle,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_36,d_main_30_09_s,Self,hammering,,Locale_MainScenario:d_main_30_09_s_36,False,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,idle,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_37,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_37,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,think,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_38,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_38,False,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,idle,,15,think,,black,black,1.0,none,,,,,sfx_scn_rustle,,,,,,,,,,,,,
d_main_30_09_s_39,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_39,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,surprise,,15,think,,170,S_150,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_40,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_40,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,surprise,,15,think,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_41,d_main_30_09_s,Narration,fragile,,Locale_MainScenario:d_main_30_09_s_41,False,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,surprise,,15,think,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_42,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_42,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,surprise,,15,think,,S_150,16,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_43,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_43,False,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,surprise,,15,think,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_44,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_44,False,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,idle,,17,surprise,,15,think,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_45,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_45,False,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,special,,15,think,,16,16,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_46,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_46,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,special,,15,think,,16,S_150,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_47,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_47,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,special,,15,think,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_48,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_48,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,special,,15,think,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_49,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_49,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,special,,15,think,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_50,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_50,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,special,,15,think,,S_150,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_51,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_51,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,special,,15,think,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_52,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_52,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,special,,15,think,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_53,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_53,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,special,,15,think,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_54,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_54,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,worry,,15,think,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_55,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_55,True,,5,idle,,9,void,,7,idle,,1,etc,,13,idle,,3,surprise,,17,worry,,15,think,,170,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_56,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_56,False,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,worry,,15,think,,17,19,1.0,bgm_emergency,,,,,,liveryn,,,,,,,,,,,,
d_main_30_09_s_57,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_57,False,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,,,,15,think,,black,black,1.0,,,,,,sfx_scn_3shot,,,,,,,,,,,,,
d_main_30_09_s_58,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_58,True,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,,,,15,think,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_59,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_59,False,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,liveryn,19,surprise,,17,think,,black,black,1.0,,,,,,sfx_scn_down,,fragile,,,,,,,,,,,
d_main_30_09_s_60,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_60,False,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,surprise,,,,,19,190,1.0,,,,,,,,,Low_2,,,,,,,,,,
d_main_30_09_s_61,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_61,True,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,surprise,,,,,190,190,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_62,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_62,True,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,surprise,,,,,190,190,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_63,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_63,True,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,special,,,,,190,1900,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_64,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_64,False,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,special,fragile,17,think,,1900,18,2.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_65,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_65,False,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,special,,17,think,,black,black,1.0,,,,,,sfx_scn_bigglassbreak,,,,,,,,,,,,,
d_main_30_09_s_66,d_main_30_09_s,Narration,liveryn,,Locale_MainScenario:d_main_30_09_s_66,False,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,special,,17,think,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_67,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_67,True,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,special,,17,think,,18,S_170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_68,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_68,True,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,special,,17,think,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_69,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_69,True,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,special,,17,think,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_70,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_70,True,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,special,,17,think,,S_170,190,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_71,d_main_30_09_s,Speech,hammering,hammering,Locale_MainScenario:d_main_30_09_s_71,True,,5,angry,,9,angry,,7,idle,,1,etc,,13,idle,,3,surprise,,19,special,,17,think,EventScene_Chap_30_03_01,black,black,1.0,,,,,,,liveryn,fragile,,rapi,anis,neon,hammering,drilley,elegg,,,,
d_main_30_09_s_72,d_main_30_09_s,Speech,hammering,hammering,Locale_MainScenario:d_main_30_09_s_72,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_73,d_main_30_09_s,Narration,hammering,,Locale_MainScenario:d_main_30_09_s_73,False,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,sfx_scn_crystalgrowuplarge,,,Low_2,,,,,,,,,,
d_main_30_09_s_74,d_main_30_09_s,Narration,hammering,,Locale_MainScenario:d_main_30_09_s_74,False,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_75,d_main_30_09_s,Speech,shifty,shifty,Locale_MainScenario:d_main_30_09_s_75,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_76,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_76,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_77,d_main_30_09_s,Speech,drilley,drilley,Locale_MainScenario:d_main_30_09_s_77,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_78,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_78,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_79,d_main_30_09_s,Self,elegg,,Locale_MainScenario:d_main_30_09_s_79,False,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_80,d_main_30_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_09_s_80,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_81,d_main_30_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_09_s_81,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_82,d_main_30_09_s,Narration,rapi,,Locale_MainScenario:d_main_30_09_s_82,False,rapi,5,angry,anis,9,angry,neon,7,idle,,,,drilley,13,sad,elegg,3,surprise,liveryn,19,special,fragile,17,think,,black,black,1.0,,,,,,sfx_scn_hitbonebreak,,,,,,,,,,,,,
d_main_30_09_s_83,d_main_30_09_s,Narration,rapi,,Locale_MainScenario:d_main_30_09_s_83,False,,5,angry,,9,angry,,7,idle,,,,,13,sad,,3,surprise,,19,special,,17,think,HarmonyCube,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_84,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_84,True,,5,angry,,9,angry,,7,idle,,,,,13,sad,,3,surprise,,19,special,,17,think,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_85,d_main_30_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_09_s_85,True,,5,angry,,9,angry,,7,idle,,,,,13,sad,,3,surprise,,19,special,,17,think,,S_30,50,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_86,d_main_30_09_s,Speech,drilley,drilley,Locale_MainScenario:d_main_30_09_s_86,True,,5,angry,,9,angry,,7,idle,,,,,13,sad,,3,surprise,,19,special,,17,think,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_87,d_main_30_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_09_s_87,True,,5,angry,,9,angry,,7,idle,,,,,13,sad,,3,surprise,,19,special,,17,think,,50,50,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_88,d_main_30_09_s,Speech,drilley,drilley,Locale_MainScenario:d_main_30_09_s_88,True,,5,angry,,9,angry,,7,idle,,,,,13,sad,,3,surprise,,19,special,,17,think,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_89,d_main_30_09_s,Speech,drilley,drilley,Locale_MainScenario:d_main_30_09_s_89,True,,5,angry,,9,angry,,7,idle,,,,,13,angry,,3,surprise,,19,special,,17,think,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_90,d_main_30_09_s,Speech,anis,anis,Locale_MainScenario:d_main_30_09_s_90,True,,5,angry,,9,angry,,7,idle,,,,,13,angry,,3,surprise,,19,special,,17,think,,90,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_91,d_main_30_09_s,Speech,drilley,drilley,Locale_MainScenario:d_main_30_09_s_91,True,,5,angry,,9,angry,,7,idle,,,,,13,angry,,3,surprise,,19,special,,17,think,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_92,d_main_30_09_s,Speech,neon,neon,Locale_MainScenario:d_main_30_09_s_92,True,,5,angry,,9,angry,,7,idle,,,,,13,angry,,3,surprise,,19,special,,17,think,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_93,d_main_30_09_s,Narration,neon,,Locale_MainScenario:d_main_30_09_s_93,False,,5,angry,,9,angry,,7,idle,,,,,13,angry,,3,surprise,,19,special,,17,think,EventScene_Chap_30_03_02,black,black,1.0,,,,,,sfx_scn_crystalgrowuplarge2,liveryn,fragile,,rapi,anis,neon,,drilley,elegg,,,,
d_main_30_09_s_94,d_main_30_09_s,Narration,neon,,Locale_MainScenario:d_main_30_09_s_94,False,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_95,d_main_30_09_s,Narration,neon,,Locale_MainScenario:d_main_30_09_s_95,False,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_96,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_96,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
