id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_33_05_s_22,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_22,True,,1315,1315,1.0,,,anis,anis,,1,idle,,,13,worry,,,15,no,,cinderella,3,idle,,,,,,,
d_main_33_05_s_23,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_23,True,,S_30,S_30,1.0,,,cinderella,cinderella,,1,idle,,,13,worry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_24,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_24,True,,S_30,S_30,1.0,,,cinderella,cinderella,,1,idle,,,13,worry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_25,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_25,False,,S_30,S_30,1.0,sfx_scn_heavyjump,,cinderella,,,1,idle,,,13,worry,,,15,idle,,,3,idle,cinderella,,,,,,
d_main_33_05_s_26,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_26,True,,130,130,1.0,,,anis,anis,,1,idle,,,13,void,,,15,idle,,,,,,,,,,,
d_main_33_05_s_27,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_27,True,,130,1315,1.0,,,neon,neon,,1,idle,,,13,void,,,15,idle,,,,,,,,,,,
d_main_33_05_s_28,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_28,True,,1315,1315,1.0,,,anis,anis,,1,idle,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_29,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_29,True,,1315,1315,1.0,,,neon,neon,,1,idle,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_30,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_30,True,,1315,1315,1.0,,,anis,anis,,1,idle,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_31,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_31,True,,1315,1315,1.0,,,neon,neon,,1,idle,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_32,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_32,False,,1315,1315,1.0,,,anis,anis,,1,idle,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_33,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_33,True,,1315,1315,1.0,,,anis,anis,,1,idle,,,13,sad,,,15,idle,,,,,,,,,,,
d_main_33_05_s_34,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_34,True,,1315,130,1.0,,,anis,anis,,1,idle,,,13,sad,,,15,idle,,,,,,,,,,,
d_main_33_05_s_35,d_main_33_05_s,Self,Locale_MainScenario:d_main_33_05_s_35,False,,130,130,1.0,,,anis,,,1,idle,,,13,sad,,,15,idle,,,,,,,,,,,
d_main_33_05_s_36,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_36,True,,130,1300,1.0,,,anis,anis,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,
d_main_33_05_s_37,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_37,True,,1300,1300,1.0,,,anis,anis,,1,idle,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_38,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_38,False,,1300,100,1.0,,,rapi,rapi,,1,think,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_39,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_39,True,,100,10,1.0,,,rapi,rapi,,1,think,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_40,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_40,True,,S_150,S_150,1.0,,,neon,neon,,1,think,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_41,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_41,True,,S_150,130,1.0,,,anis,anis,,1,think,,,13,void,,,15,idle,,,,,,,,,,,
d_main_33_05_s_42,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_42,True,,130,10,1.0,,,rapi,rapi,,1,think,,,13,void,,,15,idle,,,,,,,,,,,
d_main_33_05_s_43,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_43,True,,10,113,1.0,,,anis,anis,,1,idle,,,13,void,,,15,idle,,,,,,,,,,,
d_main_33_05_s_44,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_44,True,,113,113,1.0,,,rapi,rapi,,1,idle,,,13,void,,,15,idle,,,,,,,,,,,
d_main_33_05_s_45,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_45,True,,113,1315,1.5,,,neon,neon,,1,idle,,,13,void,,,15,idle,,,,,,,,,,,
d_main_33_05_s_46,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_46,True,,1315,1315,1.0,,,anis,anis,,1,think,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_47,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_47,True,,1315,1315,1.0,,,anis,anis,,1,think,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_48,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_48,False,,1315,113,1.5,,,rapi,rapi,,1,think,,,13,worry,,,15,idle,,,,,,,,,,,
d_main_33_05_s_49,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_49,False,,113,3,1.5,sfx_scn_nikkelanding,,cinderella,,,1,idle,,,13,worry,,,15,idle,,cinderella,3,idle,,,,,,,
d_main_33_05_s_50,d_main_33_05_s,Self,Locale_MainScenario:d_main_33_05_s_50,False,,3,3,1.0,,,cinderella,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_51,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_51,True,,3,S_30,1.0,,,cinderella,cinderella,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_52,d_main_33_05_s,Self,Locale_MainScenario:d_main_33_05_s_52,False,,S_30,S_30,1.0,,,cinderella,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_53,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_53,True,,S_30,S_30,1.0,,,cinderella,cinderella,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_54,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_54,True,,S_30,S_30,1.0,,,cinderella,cinderella,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_55,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_55,True,,S_30,S_30,1.0,,,cinderella,cinderella,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_56,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_56,True,,S_30,S_300,1.0,,,cinderella,cinderella,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_57,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_57,True,,S_1500,S_1500,1.0,,,neon,neon,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_58,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_58,True,,S_300,S_300,1.0,,,cinderella,cinderella,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_59,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_59,True,,1300,1300,1.0,,,anis,anis,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_60,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_60,True,,1300,130,1.0,,,anis,anis,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_61,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_61,True,,S_30,S_30,1.0,,,cinderella,cinderella,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_62,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_62,True,,130,130,1.0,,,anis,anis,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_63,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_63,True,,130,10,1.0,,,rapi,rapi,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_64,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_64,True,,10,31,1.0,,,rapi,rapi,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_65,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_65,True,,31,31,1.0,,,rapi,rapi,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_66,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_66,True,,31,31,1.0,,,rapi,rapi,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_67,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_67,True,,31,31,1.0,,,cinderella,cinderella,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_68,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_68,True,,31,31,1.0,,none,rapi,rapi,,1,idle,,,13,angry,,,15,idle,,,3,idle,,,,,,,
d_main_33_05_s_69,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_69,False,EventScene_Chap_33_01_01,black,black,1.0,,bgm_story_empathize,rapi,,,1,idle,rapi,,13,angry,anis,,15,idle,neon,,5,idle,cinderella,,,,,,
d_main_33_05_s_70,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_70,False,,Chap_33_01_01_2,Chap_33_01_01_1,2.0,,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_71,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_71,False,,Chap_33_01_01_1,Chap_33_01_01_1,1.0,,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_72,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_72,True,,Chap_33_01_01_1,Chap_33_01_01_1,1.0,,,anis,anis,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_73,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_73,True,,Chap_33_01_01_1,Chap_33_01_01_1,1.0,,,neon,neon,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_74,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_74,True,,Chap_33_01_01_1,Chap_33_01_01_1,1.0,,,anis,anis,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_75,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_75,True,,Chap_33_01_01_1,Chap_33_01_01_1,1.0,,,neon,neon,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_76,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_76,True,,Chap_33_01_01_1,Chap_33_01_01_1,1.0,,,rapi,rapi,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_77,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_77,True,,Chap_33_01_01_1,Chap_33_01_01_1,1.0,,,rapi,rapi,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_78,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_78,True,,Chap_33_01_01_1,Chap_33_01_01_3,2.0,,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_79,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_79,True,,Chap_33_01_01_3,Chap_33_01_01_3,1.0,,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_80,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_80,True,,Chap_33_01_01_3,Chap_33_01_01_1,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_81,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_81,True,,Chap_33_01_01_1,Chap_33_01_01_1,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_82,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_82,False,EventScene_Chap_33_01_03,black,black,1.0,sfx_scn_lazerfire2,,cinderella,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_83,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_83,False,,Chap_33_01_01_1,Chap_33_01_01_3,2.0,,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_84,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_84,False,,Chap_33_01_01_3,Chap_33_01_01_3,1.0,,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_85,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_85,False,,Chap_33_01_01_3,Chap_33_01_01_3,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_86,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_86,False,EventScene_Chap_33_01_02,black,black,1.0,sfx_scn_darkwaterrustle,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_87,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_87,False,,Chap_33_01_02_2,Chap_33_01_02_1,2.0,,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_88,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_88,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,anis,anis,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_89,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_89,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,neon,neon,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_90,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_90,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,rapi,rapi,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_91,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_91,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,rapi,rapi,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_92,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_92,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_93,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_93,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_94,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_94,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_95,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_95,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_96,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_96,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_97,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_97,True,,Chap_33_01_02_1,Chap_33_01_02_1,1.0,,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_98,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_98,True,,Chap_33_01_02_1,Chap_33_01_02_2,1.0,,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_99,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_99,False,EventScene_Chap_33_01_03,black,black,1.0,sfx_scn_darkwatergrow,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_100,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_100,False,,Chap_33_01_01_1,Chap_33_01_01_3,1.0,,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_101,d_main_33_05_s,Self,Locale_MainScenario:d_main_33_05_s_101,False,,black,black,1.0,,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_102,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_102,False,,black,black,1.0,sfx_scn_darkwatergrowhuge,,leviathan,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_05_s_103,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_103,False,,black,black,1.0,,,leviathan,,rapi,1,idle,,anis,13,angry,,neon,15,no,,cinderella,5,angry,,behemoth,7,idle,,,
d_main_33_05_s_104,d_main_33_05_s,Narration,Locale_MainScenario:d_main_33_05_s_104,False,CrystalCity,black,black,1.0,sfx_scn_crystalgrowuplarge2,,leviathan,,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_105,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_105,False,,black,black,1.0,,,leviathan,,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_106,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_106,True,,700,70,0.5,,,behemoth,behemoth,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_107,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_107,True,,70,70,1.0,,,behemoth,behemoth,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_108,d_main_33_05_s,Self,Locale_MainScenario:d_main_33_05_s_108,False,,70,70,1.0,,,behemoth,,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_109,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_109,True,,70,75,1.0,,,cinderella,cinderella,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_110,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_110,True,,75,75,1.0,,,behemoth,behemoth,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_111,d_main_33_05_s,Narration,Locale_MainScenario:d_main_33_05_s_111,False,,black,black,1.0,sfx_scn_steeldodge,,behemoth,,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_112,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_112,False,,black,black,1.0,,,behemoth,,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_113,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_113,False,,75,75,1.0,,,cinderella,cinderella,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_114,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_114,True,,75,75,1.0,,,behemoth,behemoth,,1,idle,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_115,d_main_33_05_s,Self,Locale_MainScenario:d_main_33_05_s_115,False,,75,1,1.0,,,rapi,,,1,angry,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_116,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_116,True,,1,10,0.7,,,rapi,rapi,,1,angry,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_117,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_117,True,,10,130,1.0,,,anis,anis,,1,angry,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_118,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_118,True,,130,S_150,1.0,,,neon,neon,,1,angry,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_119,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_119,False,,black,black,1.0,sfx_scn_fireblindly,,neon,,,1,angry,,,13,angry,,,15,no,,,5,angry,,,7,idle,,,
d_main_33_05_s_120,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_120,False,,black,black,1.0,,,behemoth,,,1,angry,,,13,angry,,,15,idle,,,5,angry,,,7,idle,,,
d_main_33_05_s_121,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_121,True,,130,130,1.0,,,anis,anis,,1,angry,,,13,angry,,,15,idle,,,5,angry,,,7,idle,,,
d_main_33_05_s_122,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_122,True,,S_150,S_150,1.0,,,neon,neon,,1,angry,,,13,angry,,,15,idle,,,5,angry,,,7,idle,,,
d_main_33_05_s_123,d_main_33_05_s,Speech,Locale_MainScenario:d_main_33_05_s_123,True,,10,100,1.0,,,rapi,rapi,,1,angry,,,13,angry,,,15,idle,,,5,angry,,,7,idle,,,
d_main_33_05_s_124,d_main_33_05_s,Monologue,Locale_MainScenario:d_main_33_05_s_124,False,,black,black,1.0,,,rapi,,,1,angry,,,13,angry,,,15,idle,,,5,angry,,,7,idle,,,
d_main_33_05_s_125,d_main_33_05_s,Narration,Locale_MainScenario:d_main_33_05_s_125,False,,black,black,1.0,sfx_scn_hugecrystalexp,,rapi,,,1,angry,,,13,angry,,,15,idle,,,5,angry,,,7,idle,,,
