id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_trainstation_02_18,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_18,True,,1,angry,,13,idle,,1300,1300,1.0,,,,,,,
d_ex_trainstation_02_19,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_19,True,,1,angry,,13,idle,,1300,1300,1.0,,,,,,,
d_ex_trainstation_02_20,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_20,True,,1,angry,,13,idle,,1300,1300,1.0,,d_ex_trainstation_02_25,,,,,
d_ex_trainstation_02_21,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_21,True,,1,angry,,13,idle,,1300,1300,1.0,,,,,,,
d_ex_trainstation_02_22,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_22,True,,1,angry,,13,idle,,1300,1300,1.0,,,,,,,
d_ex_trainstation_02_23,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_23,True,,1,angry,,13,idle,,1300,1300,1.0,,,,,,,
d_ex_trainstation_02_24,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_24,True,,1,angry,,13,idle,,1300,1300,1.0,,d_ex_trainstation_02_25,,,,,
d_ex_trainstation_02_25,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_25,True,,1,angry,,13,idle,,1300,1300,1.0,,,,,,,
d_ex_trainstation_02_26,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_26,True,,1,angry,,13,idle,,1300,113,1.0,,,,,,,
d_ex_trainstation_02_27,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_27,True,,1,angry,,13,delight,,113,113,1.0,,,,,,,
d_ex_trainstation_02_28,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_28,True,,1,angry,,13,surprise,,113,113,1.0,,,,,,,
d_ex_trainstation_02_29,d_ex_trainstation_02,Speech,diesel,diesel,Locale_SuddenStory:d_ex_trainstation_02_29,True,,1,angry,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_30,d_ex_trainstation_02,Monologue,,,Locale_SuddenStory:d_ex_trainstation_02_30,False,,1,angry,,17,idle,,113,113,1.0,,,diesel,,,,
d_ex_trainstation_02_31,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_31,True,,1,angry,,,,,113,1,1.0,,,,,,,
d_ex_trainstation_02_32,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_32,True,,1,angry,,,,,1,1,1.0,,,,,,,
d_ex_trainstation_02_33,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_33,True,,1,angry,,,,,1,1,1.0,,,,,,,
d_ex_trainstation_02_34,d_ex_trainstation_02,Monologue,,,Locale_SuddenStory:d_ex_trainstation_02_34,False,,1,angry,,,,,1,1,1.0,,,,,,,
d_ex_trainstation_02_35,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_35,True,,1,angry,,,,,1,S_10,1.0,,,,,,,
d_ex_trainstation_02_36,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_36,True,,1,angry,,,,,S_10,S_10,1.0,,,,,,,
d_ex_trainstation_02_37,d_ex_trainstation_02,Narration,,,Locale_SuddenStory:d_ex_trainstation_02_37,False,,1,angry,,,,,black,black,1.0,none,,,,,,
d_ex_trainstation_02_38,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_38,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,,
d_ex_trainstation_02_39,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_39,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,,
d_ex_trainstation_02_40,d_ex_trainstation_02,Choice,,,Locale_SuddenStory:d_ex_trainstation_02_40,False,,1,idle,,,,,S_10,S_10,1.0,,d_ex_trainstation_02_42,,,,,
d_ex_trainstation_02_41,d_ex_trainstation_02,Choice,,,Locale_SuddenStory:d_ex_trainstation_02_41,False,,1,idle,,,,,S_10,S_10,1.0,,d_ex_trainstation_02_43,,,,,
d_ex_trainstation_02_42,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_42,True,,1,angry,,,,,S_10,S_10,1.0,,d_ex_trainstation_02_44,,,,,
d_ex_trainstation_02_43,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_43,True,,1,idle,,,,,S_10,S_10,1.0,,d_ex_trainstation_02_44,,,,,
d_ex_trainstation_02_44,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_44,True,,1,idle,novel,13,idle,,S_10,1315,1.0,bgm_story_heynewbie,,,exia,15,idle,
d_ex_trainstation_02_45,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_45,True,,1,idle,,13,idle,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_46,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_46,True,,1,idle,,13,idle,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_47,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_47,True,,1,idle,,13,idle,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_48,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_48,True,,1,idle,,13,idle,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_49,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_49,False,,1,idle,,13,idle,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_50,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_50,True,,1,idle,,13,delight,,1315,S_130,1.0,,,,,15,idle,
d_ex_trainstation_02_51,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_51,True,,1,idle,,13,delight,,S_130,S_130,1.0,,,,,15,idle,
d_ex_trainstation_02_52,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_52,True,,1,idle,,13,idle,,S_130,S_150,1.0,,,,,15,idle,
d_ex_trainstation_02_53,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_53,True,,1,idle,,13,idle,,S_150,S_150,1.0,,,,,15,idle,
d_ex_trainstation_02_54,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_54,True,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,15,idle,
d_ex_trainstation_02_55,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_55,True,,1,idle,,13,idle,,S_150,S_150,1.0,,,,,15,idle,
d_ex_trainstation_02_56,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_56,False,,1,idle,,13,idle,,S_150,S_150,1.0,,,,,15,idle,
d_ex_trainstation_02_57,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_57,True,,1,idle,,13,idle,,S_150,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_58,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_58,True,,1,idle,,13,delight,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_59,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_59,True,,1,idle,,13,delight,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_60,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_60,True,,1,idle,,13,delight,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_61,d_ex_trainstation_02,Monologue,,,Locale_SuddenStory:d_ex_trainstation_02_61,False,,1,idle,,13,delight,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_62,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_62,False,,1,idle,,13,delight,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_63,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_63,True,,1,idle,,13,think,,1315,S_130,1.0,,,,,15,idle,
d_ex_trainstation_02_64,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_64,True,,1,idle,,13,think,,S_130,S_130,1.0,,,,,15,idle,
d_ex_trainstation_02_65,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_65,False,,1,idle,,13,think,,S_130,S_130,1.0,,,,,15,idle,
d_ex_trainstation_02_66,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_66,True,,1,idle,,13,think,,S_100,S_100,1.0,,,,,15,idle,
d_ex_trainstation_02_67,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_67,True,,1,idle,,13,think,,S_100,S_1500,1.0,,,,,15,idle,
d_ex_trainstation_02_68,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_68,True,,1,idle,,13,think,,S_100,S_100,1.0,,,,,15,idle,
d_ex_trainstation_02_69,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_69,True,,1,idle,,13,think,,S_1500,S_1500,1.0,,,,,15,idle,
d_ex_trainstation_02_70,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_70,True,,1,idle,,13,think,,S_1500,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_71,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_71,True,,1,idle,,13,think,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_72,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_72,False,,1,idle,,13,think,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_73,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_73,True,,1,idle,,13,think,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_74,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_74,True,,1,idle,,13,think,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_75,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_75,True,,1,idle,,13,think,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_76,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_76,True,,1,idle,,13,think,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_77,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_77,False,,1,idle,,13,think,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_78,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_78,True,,1,angry,,13,think,,1315,113,1.0,,,,,15,idle,
d_ex_trainstation_02_79,d_ex_trainstation_02,Speech,novel,novel,Locale_SuddenStory:d_ex_trainstation_02_79,True,,1,angry,,13,delight,,113,113,1.0,,,,,15,idle,
d_ex_trainstation_02_80,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_80,True,,1,angry,,13,delight,,113,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_81,d_ex_trainstation_02,Speech,exia,exia,Locale_SuddenStory:d_ex_trainstation_02_81,True,,1,angry,,13,delight,,1315,1315,1.0,,,,,15,idle,
d_ex_trainstation_02_82,d_ex_trainstation_02,Monologue,,,Locale_SuddenStory:d_ex_trainstation_02_82,False,,1,angry,,13,delight,,1315,1315,1.0,,,novel,,15,idle,exia
d_ex_trainstation_02_83,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_83,True,,1,angry,,,,,1315,S_10,1.0,,,,,,,
d_ex_trainstation_02_84,d_ex_trainstation_02,Choice,,,Locale_SuddenStory:d_ex_trainstation_02_84,False,,1,angry,,,,,S_10,S_10,1.0,,d_ex_trainstation_02_86,,,,,
d_ex_trainstation_02_85,d_ex_trainstation_02,Choice,,,Locale_SuddenStory:d_ex_trainstation_02_85,False,,1,angry,,,,,S_10,S_10,1.0,,d_ex_trainstation_02_88,,,,,
d_ex_trainstation_02_86,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_86,True,,1,angry,,,,,S_10,S_10,1.0,,,,,,,
d_ex_trainstation_02_87,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_87,True,,1,angry,,,,,S_10,S_10,1.0,,d_ex_trainstation_02_91,,,,,
d_ex_trainstation_02_88,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_88,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,,
d_ex_trainstation_02_89,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_89,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,,
d_ex_trainstation_02_90,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_90,True,,1,idle,,15,,,S_10,S_10,1.0,,d_ex_trainstation_02_91,,,,,
d_ex_trainstation_02_91,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_91,True,,1,idle,brid,13,idle,,S_10,L_130,1.0,none,,,,,,
d_ex_trainstation_02_92,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_92,True,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,
d_ex_trainstation_02_93,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_93,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_94,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_94,True,,1,idle,,13,idle,,L_130,113,1.0,,,,,,,
d_ex_trainstation_02_95,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_95,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_96,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_96,False,,1,idle,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_97,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_97,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_98,d_ex_trainstation_02,Monologue,,,Locale_SuddenStory:d_ex_trainstation_02_98,False,,1,idle,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_99,d_ex_trainstation_02,Monologue,,,Locale_SuddenStory:d_ex_trainstation_02_99,False,,1,idle,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_100,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_100,True,,1,idle,,13,surprise,,113,113,1.0,,,,,,,
d_ex_trainstation_02_101,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_101,False,,1,idle,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_102,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_102,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_103,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_103,True,,1,idle,,13,idle,,113,113,1.0,bgm_story_herecomestrouble,,,,,,
d_ex_trainstation_02_104,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_104,True,,1,angry,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_105,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_105,False,,1,angry,,13,idle,,113,113,1.0,,,,,,,
d_ex_trainstation_02_106,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_106,True,,1,angry,,13,idle,,113,L_130,1.0,,,,,,,
d_ex_trainstation_02_107,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_107,True,,1,angry,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_108,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_108,False,,1,angry,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_109,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_109,True,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,,
d_ex_trainstation_02_110,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_110,True,,1,angry,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_111,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_111,True,,1,angry,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_112,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_112,True,,1,angry,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_113,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_113,True,,1,angry,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_114,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_114,False,,1,angry,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_115,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_115,True,,1,angry,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_116,d_ex_trainstation_02,Speech,brid,brid,Locale_SuddenStory:d_ex_trainstation_02_116,True,,1,angry,,13,idle,,L_130,L_130,1.0,,,,,,,
d_ex_trainstation_02_117,d_ex_trainstation_02,Monologue,,,Locale_SuddenStory:d_ex_trainstation_02_117,False,,1,angry,,13,idle,,L_130,L_130,1.0,,,brid,,,,
d_ex_trainstation_02_118,d_ex_trainstation_02,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_02_118,True,,1,surprise,,,,,L_130,S_10,1.0,,,,,,,
d_ex_trainstation_02_119,d_ex_trainstation_02,Self,,,Locale_SuddenStory:d_ex_trainstation_02_119,False,,1,surprise,,,,,S_10,S_10,1.0,,,,,,,
d_ex_trainstation_02_120,d_ex_trainstation_02,Monologue,,,Locale_SuddenStory:d_ex_trainstation_02_120,False,,1,surprise,,,,,S_10,S_100,1.0,,,,,,,
