id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_22_04_s_23,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_23,True,,L_30,L_30,1.0,,noir,noir,,1,think,,3,surprise,,13,idle
d_main_22_04_s_24,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_24,True,,L_30,L_30,1.0,,noir,noir,,1,think,,3,surprise,,13,idle
d_main_22_04_s_25,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_25,True,,L_30,L_30,1.0,,noir,noir,,1,think,,3,surprise,,13,idle
d_main_22_04_s_26,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_26,True,,L_30,L_10,1.0,,blanc,blanc,,1,think,,3,surprise,,13,idle
d_main_22_04_s_27,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_27,True,,L_10,113,2.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_28,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_28,True,,113,113,1.0,,blanc,blanc,,1,think,,3,surprise,,13,idle
d_main_22_04_s_29,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_29,True,,113,13,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_30,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_30,True,,13,13,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_31,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_31,True,,13,13,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_32,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_32,True,,13,130,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_33,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_33,True,,L_10,L_10,1.0,,blanc,blanc,,1,think,,3,surprise,,13,idle
d_main_22_04_s_34,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_34,True,,130,130,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,good
d_main_22_04_s_35,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_35,True,,130,130,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_36,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_36,True,,L_30,L_30,1.0,,noir,noir,,1,think,,3,surprise,,13,idle
d_main_22_04_s_37,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_37,True,,130,130,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_38,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_38,True,,L_30,L_30,1.0,,noir,noir,,1,think,,3,surprise,,13,idle
d_main_22_04_s_39,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_39,False,,L_30,L_10,1.0,,blanc,blanc,,1,think,,3,surprise,,13,idle
d_main_22_04_s_40,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_40,True,,L_10,L_10,1.0,,blanc,blanc,,1,think,,3,surprise,,13,idle
d_main_22_04_s_41,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_41,True,,L_10,113,2.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_42,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_42,True,,113,113,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,good
d_main_22_04_s_43,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_43,True,,113,113,1.0,,blanc,blanc,,1,think,,3,surprise,,13,idle
d_main_22_04_s_44,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_44,True,,113,113,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_45,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_45,True,,113,113,1.0,,blanc,blanc,,1,think,,3,surprise,,13,idle
d_main_22_04_s_46,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_46,True,,113,113,1.0,,blanc,blanc,,1,think,,3,surprise,,13,idle
d_main_22_04_s_47,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_47,True,,113,113,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_48,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_48,True,,113,113,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_49,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_49,True,,113,113,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_50,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_50,True,,113,113,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_51,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_51,True,,113,113,1.0,,blanc,blanc,,1,think,,3,surprise,,13,idle
d_main_22_04_s_52,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_52,True,,113,113,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_53,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_53,False,,31,31,1.0,,blanc,blanc_noir,,1,think,,3,surprise,,13,idle
d_main_22_04_s_55,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_55,True,,130,130,1.0,,rosanna,rosanna,,1,think,,3,surprise,,13,idle
d_main_22_04_s_56,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_56,False,,31,31,1.0,,blanc,blanc_noir,,1,no,,3,idle,,13,idle
d_main_22_04_s_58,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_58,True,,130,130,1.0,,rosanna,rosanna,,1,no,,3,idle,,13,idle
d_main_22_04_s_59,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_59,True,,130,130,1.0,,rosanna,rosanna,,1,no,,3,idle,,13,idle
d_main_22_04_s_60,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_60,True,,130,31,2.0,,blanc,blanc,,1,no,,3,idle,,13,idle
d_main_22_04_s_61,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_61,True,,31,31,1.0,,noir,noir,,1,no,,3,idle,,13,idle
d_main_22_04_s_62,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_62,True,,31,31,1.0,,blanc,blanc,,1,no,,3,idle,,13,idle
d_main_22_04_s_63,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_63,True,,31,31,1.0,,noir,noir,,1,no,,3,idle,,13,idle
d_main_22_04_s_64,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_64,False,,31,31,1.0,,blanc,blanc_noir,,1,no,,3,idle,,13,idle
d_main_22_04_s_66,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_66,True,,1300,1300,1.0,,rosanna,rosanna,,1,no,,3,idle,,13,idle
d_main_22_04_s_67,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_67,False,,31,31,1.0,,blanc,blanc_noir,,1,no,,3,idle,,13,idle
d_main_22_04_s_69,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_69,True,,31,13,2.0,,rosanna,rosanna,,1,no,,3,idle,,13,good
d_main_22_04_s_70,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_70,True,,13,13,1.0,,rosanna,rosanna,,1,no,,3,idle,,13,idle
d_main_22_04_s_71,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_71,True,,13,13,1.0,,rosanna,rosanna,,1,no,,3,idle,,13,idle
d_main_22_04_s_72,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_72,False,,31,31,1.0,,blanc,blanc_noir,,1,no,,3,idle,,13,idle
d_main_22_04_s_74,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_74,True,,31,13,2.0,,rosanna,rosanna,,1,no,,3,idle,,13,idle
d_main_22_04_s_75,d_main_22_04_s,Speech,Locale_MainScenario:d_main_22_04_s_75,True,,13,130,1.0,,rosanna,rosanna,,1,no,,3,idle,,13,idle
