id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker
d_main_34_af_02_18,d_main_34_af_02,Speech,vesti_t,Locale_MainScenario:d_main_34_af_02_18,True,,7,idle,,5,delight,,3,idle,,1,special,,13,void,,15,idle,,XS_500,XS_500,1.0,,vesti_t
d_main_34_af_02_19,d_main_34_af_02,Speech,vesti_t,Locale_MainScenario:d_main_34_af_02_19,True,,7,idle,,5,shy,,3,idle,,1,special,,13,void,,15,idle,,XS_500,XS_500,1.0,,vesti_t
d_main_34_af_02_20,d_main_34_af_02,Speech,vesti_t,Locale_MainScenario:d_main_34_af_02_20,True,,7,idle,,5,shy,,3,idle,,1,special,,13,void,,15,idle,,XS_500,XS_500,1.0,,vesti_t
d_main_34_af_02_21,d_main_34_af_02,Speech,rapi_red,Locale_MainScenario:d_main_34_af_02_21,True,,7,idle,,5,shy,,3,idle,,1,special,,13,void,,15,idle,,10,10,1.0,,rapi_red
d_main_34_af_02_22,d_main_34_af_02,Speech,vesti_t,Locale_MainScenario:d_main_34_af_02_22,True,,7,idle,,5,delight,,3,idle,,1,special,,13,void,,15,idle,,XS_500,XS_50,1.0,,vesti_t
d_main_34_af_02_23,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_23,True,,7,idle,,5,delight,,3,idle,,1,idle,,13,void,,15,idle,,XS_50,70,1.0,,emma_t
d_main_34_af_02_24,d_main_34_af_02,Speech,rapi_red,Locale_MainScenario:d_main_34_af_02_24,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,10,10,1.0,,rapi_red
d_main_34_af_02_25,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_25,True,,7,delight,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_26,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_26,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_27,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_27,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_28,d_main_34_af_02,Self,emma_t,Locale_MainScenario:d_main_34_af_02_28,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,
d_main_34_af_02_29,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_29,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_30,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_30,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_31,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_31,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_32,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_32,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_33,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_33,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_34,d_main_34_af_02,Self,emma_t,Locale_MainScenario:d_main_34_af_02_34,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,
d_main_34_af_02_35,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_35,True,,7,special,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_36,d_main_34_af_02,Self,emma_t,Locale_MainScenario:d_main_34_af_02_36,False,,7,special,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,
d_main_34_af_02_37,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_37,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_38,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_38,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,emma_t
d_main_34_af_02_39,d_main_34_af_02,Speech,neon,Locale_MainScenario:d_main_34_af_02_39,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,surprise,,S_150,S_150,1.0,,neon
d_main_34_af_02_40,d_main_34_af_02,Speech,emma_t,Locale_MainScenario:d_main_34_af_02_40,True,,7,delight,,5,idle,,3,idle,,1,idle,,13,void,,15,surprise,,70,70,1.0,,emma_t
d_main_34_af_02_41,d_main_34_af_02,Self,emma_t,Locale_MainScenario:d_main_34_af_02_41,False,,7,delight,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,70,70,1.0,,
d_main_34_af_02_42,d_main_34_af_02,Speech,rapi_red,Locale_MainScenario:d_main_34_af_02_42,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,worry,,15,idle,,10,10,1.0,,rapi_red
d_main_34_af_02_43,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_43,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,worry,,15,idle,,10,130,2.0,,anis
d_main_34_af_02_44,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_44,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis
d_main_34_af_02_45,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_45,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis
d_main_34_af_02_46,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_46,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis
d_main_34_af_02_47,d_main_34_af_02,Self,anis,Locale_MainScenario:d_main_34_af_02_47,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,
d_main_34_af_02_48,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_48,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis
d_main_34_af_02_49,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_49,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis
d_main_34_af_02_50,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_50,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis
d_main_34_af_02_51,d_main_34_af_02,Speech,neon,Locale_MainScenario:d_main_34_af_02_51,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,surprise,,130,14,1.0,,neon
d_main_34_af_02_52,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_52,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,15,surprise,,14,14,1.0,,anis
d_main_34_af_02_53,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_53,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,worry,,15,idle,,14,130,1.0,,anis
d_main_34_af_02_54,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_54,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis
d_main_34_af_02_55,d_main_34_af_02,Self,anis,Locale_MainScenario:d_main_34_af_02_55,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,
d_main_34_af_02_56,d_main_34_af_02,Self,anis,Locale_MainScenario:d_main_34_af_02_56,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,
d_main_34_af_02_57,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_57,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,anis
d_main_34_af_02_58,d_main_34_af_02,Monologue,anis,Locale_MainScenario:d_main_34_af_02_58,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,12,2.0,,
d_main_34_af_02_59,d_main_34_af_02,Monologue,anis,Locale_MainScenario:d_main_34_af_02_59,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,12,12,1.0,,
d_main_34_af_02_60,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_60,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,12,12,1.0,,anis
d_main_34_af_02_61,d_main_34_af_02,Speech,anis,Locale_MainScenario:d_main_34_af_02_61,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,12,12,2.0,,anis
