id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_14_07_15,d_main_14_07,Speech,anis,anis,Locale_MainScenario:d_main_14_07_15,True,,130,130,1.0,,,,,,1,idle,,,8,surprise,,,13,void,,,15,idle,,,,,,,,,,,
d_main_14_07_16,d_main_14_07,Speech,anis,anis,Locale_MainScenario:d_main_14_07_16,True,,130,130,1.0,,,,,,1,idle,,,8,surprise,,,13,void,,,15,idle,,,,,,,,,,,
d_main_14_07_17,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_17,True,,80,80,1.0,,,,,,1,idle,,,8,surprise,,,13,void,,,15,idle,,,,,,,,,,,
d_main_14_07_18,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_18,True,,10,10,1.0,,,,,,1,idle,,,8,surprise,,,13,void,,,15,idle,,,,,,,,,,,
d_main_14_07_19,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_19,True,,80,80,1.0,,,,,,1,idle,,,8,surprise,,,13,void,,,15,idle,,,,,,,,,,,
d_main_14_07_20,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_20,True,,10,10,1.0,,,,,,1,idle,,,8,surprise,,,13,void,,,15,idle,,,,,,,,,,,
d_main_14_07_21,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_21,True,,80,80,1.0,,,,,,1,idle,,,8,surprise,,,13,void,,,15,idle,,,,,,,,,,,
d_main_14_07_22,d_main_14_07,Narration,,,Locale_MainScenario:d_main_14_07_22,False,,black,black,1.0,none,sfx_scn_aim,,,,1,idle,,,8,surprise,,,13,void,,,15,idle,,,,,,,,,,,
d_main_14_07_23,d_main_14_07,Monologue,,,Locale_MainScenario:d_main_14_07_23,False,none,black,black,1.0,bgm_story_crawlinganxiety,,,,,1,idle,rapi,,8,surprise,marian_p,,13,idle,anis,,15,idle,neon,,,,,,,siegeperilous_event,event,idle,
d_main_14_07_24,d_main_14_07,Monologue,,,Locale_MainScenario:d_main_14_07_24,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_25,d_main_14_07,Speech,d,d,Locale_MainScenario:d_main_14_07_25,True,,siegeperilous_d,siegeperilous_d,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_26,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_26,True,,siegeperilous_d,siegeperilous_d,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_27,d_main_14_07,Choice,,,Locale_MainScenario:d_main_14_07_27,False,,siegeperilous_d,siegeperilous_d,1.0,,,d_main_14_07_29,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_28,d_main_14_07,Choice,,,Locale_MainScenario:d_main_14_07_28,False,,siegeperilous_d,siegeperilous_d,1.0,,,d_main_14_07_30,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_29,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_29,True,,siegeperilous_d,siegeperilous_d,1.0,,,d_main_14_07_31,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_30,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_30,True,,siegeperilous_d,siegeperilous_d,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_31,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_31,True,,siegeperilous_d,siegeperilous_all,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_32,d_main_14_07,Speech,anis,anis,Locale_MainScenario:d_main_14_07_32,True,,siegeperilous_all,siegeperilous_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_33,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_33,True,,siegeperilous_all,siegeperilous_k,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_34,d_main_14_07,Speech,neon,neon,Locale_MainScenario:d_main_14_07_34,True,,siegeperilous_k,siegeperilous_k,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_35,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_35,True,,siegeperilous_k,siegeperilous_k,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_36,d_main_14_07,Speech,neon,neon,Locale_MainScenario:d_main_14_07_36,True,,siegeperilous_k,siegeperilous_k,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_37,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_37,True,,siegeperilous_k,siegeperilous_k,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_38,d_main_14_07,Speech,neon,neon,Locale_MainScenario:d_main_14_07_38,True,,siegeperilous_k,siegeperilous_k,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_39,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_39,True,,siegeperilous_k,siegeperilous_all,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_40,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_40,True,,siegeperilous_all,siegeperilous_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_41,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_41,True,,siegeperilous_all,siegeperilous_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_42,d_main_14_07,Speech,neon,neon,Locale_MainScenario:d_main_14_07_42,False,,siegeperilous_all,siegeperilous_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_43,d_main_14_07,Speech,neon,neon,Locale_MainScenario:d_main_14_07_43,True,,siegeperilous_all,siegeperilous_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_44,d_main_14_07,Speech,d,d,Locale_MainScenario:d_main_14_07_44,True,,siegeperilous_all,siegeperilous_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_45,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_45,True,,siegeperilous_all,siegeperilous_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,idle,
d_main_14_07_46,d_main_14_07,Narration,,,Locale_MainScenario:d_main_14_07_46,False,ArkRuinIndoor,8,80,0.7,,,,,rapi,1,idle,,marian_p,8,idle,,anis,13,angry,,neon,15,idle,,d,5,idle,k,3,good,,event,idle,siegeperilous_event
d_main_14_07_47,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_47,True,,80,S_30,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,good,,,,
d_main_14_07_48,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_48,True,,S_30,31,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,good,,,,
d_main_14_07_49,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_49,True,,31,31,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,good,,,,
d_main_14_07_50,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_50,True,,31,31,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,good,,,,
d_main_14_07_51,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_51,True,,31,31,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,good,,,,
d_main_14_07_52,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_52,True,,31,31,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,good,,,,
d_main_14_07_53,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_53,True,,31,31,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_54,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_54,True,,31,31,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_55,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_55,True,,31,31,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_56,d_main_14_07,Speech,d,d,Locale_MainScenario:d_main_14_07_56,True,,31,53,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,angry,,3,idle,,,,
d_main_14_07_57,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_57,True,,53,53,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,angry,,3,idle,,,,
d_main_14_07_58,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_58,True,,53,53,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,angry,,3,good,,,,
d_main_14_07_59,d_main_14_07,Self,,,Locale_MainScenario:d_main_14_07_59,False,,53,53,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,angry,,3,good,,,,
d_main_14_07_60,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_60,True,,53,53,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,good,,,,
d_main_14_07_61,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_61,True,,53,53,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,idle,,3,good,,,,
d_main_14_07_62,d_main_14_07,Speech,d,d,Locale_MainScenario:d_main_14_07_62,True,,53,53,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,angry,,3,good,,,,
d_main_14_07_63,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_63,True,,53,53,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,angry,,3,good,,,,
d_main_14_07_64,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_64,True,,53,53,1.0,,,,,,1,idle,,,8,idle,,,13,angry,,,15,idle,,,5,angry,,3,idle,,,,
d_main_14_07_65,d_main_14_07,Speech,anis,anis,Locale_MainScenario:d_main_14_07_65,True,,130,130,1.0,,,,,,1,idle,,,8,idle,,,13,sad,,,15,idle,,,5,angry,,3,idle,,,,
d_main_14_07_66,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_66,False,,10,10,1.0,,,,,,1,idle,,,8,idle,,,13,sad,,,15,idle,,,5,angry,,3,idle,,,,
d_main_14_07_67,d_main_14_07,Speech,neon,neon,Locale_MainScenario:d_main_14_07_67,True,,S_150,S_150,1.0,,,,,,1,idle,,,7,idle,,,13,sad,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_68,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_68,True,,7,7,1.0,,,,,,1,idle,,,7,angry,,,13,sad,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_69,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_69,True,,7,7,1.0,,,,,,1,idle,,,7,angry,,,13,sad,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_70,d_main_14_07,Choice,,,Locale_MainScenario:d_main_14_07_70,False,,7,7,1.0,,,d_main_14_07_72,,,1,idle,,,7,angry,,,13,sad,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_71,d_main_14_07,Choice,,,Locale_MainScenario:d_main_14_07_71,False,,7,7,1.0,,,d_main_14_07_73,,,1,idle,,,7,angry,,,13,sad,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_72,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_72,True,,7,7,1.0,,,d_main_14_07_75,,,1,idle,,,7,angry,,,13,sad,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_73,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_73,True,,7,7,1.0,,,,,,1,idle,,,7,angry,,,13,sad,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_74,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_74,True,,7,7,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_75,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_75,True,,7,7,1.0,,,,,,1,idle,,,7,idle,,,13,idle,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_76,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_76,True,,7,7,1.0,,,,,,1,idle,,,7,idle,,,13,idle,,,15,worry,,,5,idle,,3,idle,,,,
d_main_14_07_77,d_main_14_07,Self,,,Locale_MainScenario:d_main_14_07_77,False,,7,7,1.0,,,,,,1,idle,,,7,idle,,,13,idle,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_78,d_main_14_07,Narration,,,Locale_MainScenario:d_main_14_07_78,False,,7,70,1.0,,sfx_scn_press,,,,1,idle,,,7,idle,,,13,idle,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_79,d_main_14_07,Narration,,,Locale_MainScenario:d_main_14_07_79,False,,70,70,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_80,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_80,True,,S_30,S_30,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_81,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_81,True,,70,70,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_82,d_main_14_07,Narration,,,Locale_MainScenario:d_main_14_07_82,False,,70,700,1.0,,sfx_scn_press,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_83,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_83,True,,700,53,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,surprise,,3,surprise,,,,
d_main_14_07_84,d_main_14_07,Speech,d,d,Locale_MainScenario:d_main_14_07_84,True,,53,53,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,surprise,,3,surprise,,,,
d_main_14_07_85,d_main_14_07,Monologue,,,Locale_MainScenario:d_main_14_07_85,False,,53,53,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,surprise,,3,surprise,,,,
d_main_14_07_86,d_main_14_07,Monologue,,,Locale_MainScenario:d_main_14_07_86,False,,53,53,1.0,,,,Low_2,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,surprise,,3,surprise,,,,
d_main_14_07_87,d_main_14_07,Monologue,,,Locale_MainScenario:d_main_14_07_87,False,,black,black,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,surprise,,3,surprise,,,,
d_main_14_07_88,d_main_14_07,Monologue,,,Locale_MainScenario:d_main_14_07_88,False,,black,black,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,surprise,,3,surprise,,,,
d_main_14_07_89,d_main_14_07,Monologue,,,Locale_MainScenario:d_main_14_07_89,False,,black,black,1.0,,,,,,1,idle,,,7,angry,,,13,idle,,,15,idle,,,5,surprise,,3,surprise,,,,
d_main_14_07_90,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_90,False,,10,10,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_91,d_main_14_07,Speech,anis,anis,Locale_MainScenario:d_main_14_07_91,True,,130,130,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,idle,,,,
d_main_14_07_92,d_main_14_07,Speech,neon,neon,Locale_MainScenario:d_main_14_07_92,True,,S_150,S_150,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,surprise,,,5,idle,,3,idle,,,,
d_main_14_07_93,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_93,True,,S_150,53,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,surprise,,,5,surprise,,3,surprise,,,,
d_main_14_07_94,d_main_14_07,Speech,d,d,Locale_MainScenario:d_main_14_07_94,False,,53,53,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,surprise,,,5,surprise,,3,surprise,,,,
d_main_14_07_95,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_95,True,,53,53,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,surprise,,,5,idle,,3,angry,,,,
d_main_14_07_96,d_main_14_07,Narration,,,Locale_MainScenario:d_main_14_07_96,False,,53,7,1.0,,sfx_scn_press,,,,1,idle,,,7,angry,,,13,void,,,15,surprise,,,5,idle,,3,angry,,,,
d_main_14_07_97,d_main_14_07,Narration,,,Locale_MainScenario:d_main_14_07_97,False,,7,7,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,surprise,,,5,idle,,3,angry,,,,
d_main_14_07_98,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_98,True,,7,7,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,surprise,,,5,idle,,3,angry,,,,
d_main_14_07_99,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_99,True,,7,70,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,surprise,,,5,idle,,3,angry,,,,
d_main_14_07_100,d_main_14_07,Narration,,,Locale_MainScenario:d_main_14_07_100,False,,70,70,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,angry,,,,
d_main_14_07_101,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_101,False,,70,70,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,angry,,,,
d_main_14_07_102,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_102,True,,S_30,S_30,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,delight,,,,
d_main_14_07_103,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_103,True,,S_30,S_30,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,delight,,,,
d_main_14_07_104,d_main_14_07,Narration,,,Locale_MainScenario:d_main_14_07_104,False,,S_30,70,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,delight,,,,
d_main_14_07_105,d_main_14_07,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_07_105,False,,70,70,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,delight,,,,
d_main_14_07_106,d_main_14_07,Monologue,,,Locale_MainScenario:d_main_14_07_106,False,,black,black,1.0,none,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,delight,,,,
d_main_14_07_107,d_main_14_07,Speech,k,k,Locale_MainScenario:d_main_14_07_107,False,,S_30,S_30,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,surprise,,,,
d_main_14_07_108,d_main_14_07,Speech,d,d,Locale_MainScenario:d_main_14_07_108,False,,50,50,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,surprise,,,,
d_main_14_07_109,d_main_14_07,Speech,anis,anis,Locale_MainScenario:d_main_14_07_109,True,,113,113,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,surprise,,,,
d_main_14_07_110,d_main_14_07,Speech,rapi,rapi,Locale_MainScenario:d_main_14_07_110,True,,113,113,1.0,,,,,,1,idle,,,7,angry,,,13,void,,,15,idle,,,5,idle,,3,surprise,,,,
