id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_03_03_18,d_main_03_03,Speech,neon,neon,Locale_MainScenario:d_main_03_03_18,True,,1,idle,,3,void,,13,no,,17,idle,,19,idle,,130,1300,1.0,
d_main_03_03_19,d_main_03_03,Speech,anis,anis,Locale_MainScenario:d_main_03_03_19,True,,1,idle,,3,idle,,13,no,,17,idle,,19,idle,,30,300,1.0,
d_main_03_03_20,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_20,True,,1,think,,3,idle,,13,idle,,17,idle,,19,idle,,10,100,1.0,
d_main_03_03_21,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_21,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,17,17,1.0,
d_main_03_03_22,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_22,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,17,170,1.0,
d_main_03_03_23,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_23,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,10,10,1.0,
d_main_03_03_24,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_24,False,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,17,170,2.0,
d_main_03_03_25,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_25,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,170,1700,1.0,
d_main_03_03_26,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_26,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,1700,1700,1.0,
d_main_03_03_27,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_27,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,10,10,1.0,
d_main_03_03_28,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_28,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,170,170,1.0,
d_main_03_03_29,d_main_03_03,Speech,anis,anis,Locale_MainScenario:d_main_03_03_29,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,30,30,1.0,
d_main_03_03_30,d_main_03_03,Speech,anis,anis,Locale_MainScenario:d_main_03_03_30,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,30,30,1.0,
d_main_03_03_31,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_31,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,30,30,1.0,
d_main_03_03_32,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_32,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,30,10,1.0,
d_main_03_03_33,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_33,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,10,10,1.0,
d_main_03_03_34,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_34,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,10,100,2.0,
d_main_03_03_35,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_35,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,170,1700,2.0,
d_main_03_03_36,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_36,False,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,1,1,1.0,
d_main_03_03_37,d_main_03_03,Speech,anis,anis,Locale_MainScenario:d_main_03_03_37,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,1,3,1.0,
d_main_03_03_38,d_main_03_03,Speech,neon,neon,Locale_MainScenario:d_main_03_03_38,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,3,12,1.0,
d_main_03_03_39,d_main_03_03,Speech,anis,anis,Locale_MainScenario:d_main_03_03_39,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,12,12,1.0,
d_main_03_03_40,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_40,False,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,12,1,1.0,
d_main_03_03_41,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_41,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,1,100,2.0,
d_main_03_03_42,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_42,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,100,100,1.0,
d_main_03_03_43,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_43,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,100,100,1.0,
d_main_03_03_44,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_44,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,100,100,1.0,
d_main_03_03_45,d_main_03_03,Self,rapi,Self,Locale_MainScenario:d_main_03_03_45,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,100,100,1.0,
d_main_03_03_46,d_main_03_03,Speech,rapi,rapi,Locale_MainScenario:d_main_03_03_46,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,100,10,2.0,
d_main_03_03_47,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_47,False,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,17,170,2.0,
d_main_03_03_48,d_main_03_03,Speech,mihara,mihara,Locale_MainScenario:d_main_03_03_48,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,170,1700,2.0,
