id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_police_07_12,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_12,True,,S_30,53,1.0,,,timi,timi,,,1,idle,,5,think,,3,surprise
d_ex_police_07_13,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_13,False,,53,53,1.0,,,quiry,quiry,,,1,idle,,5,think,,3,idle
d_ex_police_07_14,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_14,True,,53,53,1.0,,,quiry,quiry,,,1,idle,,5,think,,3,idle
d_ex_police_07_15,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_15,True,,53,53,1.0,,,timi,timi,,,1,idle,,5,think,,3,idle
d_ex_police_07_16,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_16,True,,53,53,1.0,,,quiry,quiry,,,1,idle,,5,think,,3,surprise
d_ex_police_07_17,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_17,True,,53,S_30,1.0,,,quiry,quiry,,,1,idle,,5,think,,3,surprise
d_ex_police_07_18,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_18,True,,S_30,S_30,1.0,,,quiry,quiry,,,1,idle,,5,think,,3,surprise
d_ex_police_07_19,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_19,True,,S_30,S_300,1.0,,,quiry,quiry,,,1,idle,,5,think,,3,surprise
d_ex_police_07_20,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_20,True,,S_300,S_300,1.0,,,quiry,quiry,,,1,idle,,5,think,,3,surprise
d_ex_police_07_21,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_21,True,,S_300,S_300,1.0,,,quiry,quiry,,,1,idle,,5,think,,3,angry
d_ex_police_07_22,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_22,True,,S_300,S_30,1.0,,,quiry,quiry,,,1,idle,,5,think,,3,angry
d_ex_police_07_23,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_23,False,,S_30,53,1.0,,,,,,,1,idle,,5,think,,3,angry
d_ex_police_07_24,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_24,True,,53,53,1.0,,,timi,timi,,,1,idle,,5,surprise,,3,angry
d_ex_police_07_25,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_25,True,,53,31,1.0,,none,leona_no,leona_no,,,1,idle,,5,surprise,,3,idle
d_ex_police_07_26,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_26,False,,31,31,1.0,,,,,,,1,idle,,5,surprise,,3,idle
d_ex_police_07_27,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_27,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,surprise,,3,idle
d_ex_police_07_28,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_28,True,,31,31,1.0,,bgm_story_girlstalk,leona_no,leona_no,,,1,idle,,5,surprise,,3,idle
d_ex_police_07_29,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_29,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,surprise,,3,idle
d_ex_police_07_30,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_30,True,,31,31,1.0,,,leona_no,leona_no,,,1,idle,,5,sad,,3,idle
d_ex_police_07_31,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_31,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,sad,,3,surprise
d_ex_police_07_32,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_32,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,sad,,3,surprise
d_ex_police_07_33,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_33,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,sad,,3,surprise
d_ex_police_07_34,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_34,True,,31,31,1.0,,,leona_no,leona_no,,,1,idle,,5,sad,,3,surprise
d_ex_police_07_35,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_35,False,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,sad,,3,sad
d_ex_police_07_36,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_36,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,sad,,3,sad
d_ex_police_07_37,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_37,True,,31,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,sad,,3,sad
d_ex_police_07_38,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_38,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,sad
d_ex_police_07_39,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_39,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,sad
d_ex_police_07_40,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_40,True,,Leo_10,31,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_41,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_41,False,,31,31,1.0,,,,,,,1,idle,,5,idle,,3,idle
d_ex_police_07_42,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_42,True,,31,31,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_43,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_43,False,,31,53,1.0,,,,,,,1,idle,,5,idle,,3,idle
d_ex_police_07_44,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_44,True,,53,53,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_45,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_45,True,,53,53,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_46,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_46,False,,53,53,1.0,,,,,,,1,idle,,5,idle,,3,idle
d_ex_police_07_47,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_47,True,,53,53,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_48,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_48,True,,53,53,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_49,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_49,True,,53,53,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,delight
d_ex_police_07_50,d_ex_police_07,Narration,Locale_SuddenStory:d_ex_police_07_50,False,,53,53,1.0,,,,,,,1,idle,,5,idle,,3,delight
d_ex_police_07_51,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_51,True,,53,53,1.0,,,timi,timi,,,1,idle,,5,delight,,3,delight
d_ex_police_07_52,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_52,False,,53,53,1.0,,,,,,,1,idle,,5,delight,,3,delight
d_ex_police_07_53,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_53,True,,53,S_30,1.0,,,quiry,quiry,,,1,idle,,5,delight,,3,idle
d_ex_police_07_54,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_54,True,,S_30,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,delight,,3,idle
d_ex_police_07_55,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_55,True,,XS_50,XS_50,1.0,,,timi,timi,,,1,idle,,5,shy,,3,idle
d_ex_police_07_56,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_56,False,,XS_50,XS_50,1.0,,,,,,,1,idle,,5,shy,,3,idle
d_ex_police_07_57,d_ex_police_07,Self,Locale_SuddenStory:d_ex_police_07_57,False,,XS_50,XS_50,1.0,,,,,,,1,idle,,5,shy,,3,idle
d_ex_police_07_58,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_58,False,,XS_50,XS_500,1.0,,,,,,,1,idle,,5,shy,,3,idle
d_ex_police_07_59,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_59,False,,XS_500,XS_500,1.0,,,,,,,1,idle,,5,shy,,3,idle
d_ex_police_07_60,d_ex_police_07,Choice,Locale_SuddenStory:d_ex_police_07_60,False,,XS_500,XS_500,1.0,,,,,d_ex_police_07_62,,1,idle,,5,shy,,3,idle
d_ex_police_07_61,d_ex_police_07,Choice,Locale_SuddenStory:d_ex_police_07_61,False,,XS_500,XS_500,1.0,,,,,d_ex_police_07_64,,1,idle,,5,shy,,3,idle
d_ex_police_07_62,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_62,True,,XS_500,XS_50,1.0,,,timi,timi,,,1,idle,,5,delight,,3,idle
d_ex_police_07_63,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_63,False,,XS_50,XS_50,1.0,,,,,d_ex_police_07_66,,1,idle,,5,delight,,3,idle
d_ex_police_07_64,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_64,True,,XS_500,XS_50,1.0,,,timi,timi,,,1,idle,,5,surprise,,3,idle
d_ex_police_07_65,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_65,False,,XS_50,XS_50,1.0,,,,,d_ex_police_07_66,,1,idle,,5,surprise,,3,idle
d_ex_police_07_66,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_66,True,,S_30,S_30,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_67,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_67,True,,S_30,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_68,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_68,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_69,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_69,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_70,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_70,True,,Leo_10,31,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_71,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_71,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_72,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_72,True,,31,31,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_73,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_73,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,sad
d_ex_police_07_74,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_74,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,sad
d_ex_police_07_75,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_75,True,,31,31,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,sad
d_ex_police_07_76,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_76,False,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,sad
d_ex_police_07_77,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_77,False,,31,31,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,sad
d_ex_police_07_78,d_ex_police_07,Self,Locale_SuddenStory:d_ex_police_07_78,False,,31,31,1.0,,,,,,,1,idle,,5,idle,,3,sad
d_ex_police_07_79,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_79,True,,31,31,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,sad
d_ex_police_07_80,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_80,True,,31,31,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,sad
d_ex_police_07_81,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_81,True,,31,S_30,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,sad
d_ex_police_07_82,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_82,False,,S_30,S_30,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,sad
d_ex_police_07_83,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_83,True,,S_30,S_30,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_84,d_ex_police_07,Self,Locale_SuddenStory:d_ex_police_07_84,False,,S_30,S_30,1.0,,,,,,,1,idle,,5,idle,,3,idle
d_ex_police_07_85,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_85,True,,S_30,S_30,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_86,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_86,True,,S_30,S_30,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_87,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_87,True,,S_30,Leo_10,1.0,,,leona_no,leona_no,,,1,delight,,5,idle,,3,idle
d_ex_police_07_88,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_88,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,1,delight,,5,idle,,3,idle
d_ex_police_07_89,d_ex_police_07,Self,Locale_SuddenStory:d_ex_police_07_89,False,,Leo_10,Leo_10,1.0,,,,,,,1,delight,,5,idle,,3,idle
d_ex_police_07_90,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_90,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_91,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_91,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_92,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_92,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_93,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_93,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_94,d_ex_police_07,Self,Locale_SuddenStory:d_ex_police_07_94,False,,Leo_10,Leo_10,1.0,,,,,,,1,idle,,5,idle,,3,idle
d_ex_police_07_95,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_95,True,,Leo_10,S_30,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_96,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_96,True,,S_30,S_30,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,idle
d_ex_police_07_97,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_97,True,,S_30,31,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_98,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_98,True,,31,31,1.0,,,leona_no,leona_no,,,1,idle,,5,idle,,3,idle
d_ex_police_07_99,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_99,True,,31,53,1.0,,,timi,timi,,,1,idle,,5,idle,,3,idle
d_ex_police_07_100,d_ex_police_07,Speech,Locale_SuddenStory:d_ex_police_07_100,True,,53,53,1.0,,,quiry,quiry,,,1,idle,,5,idle,,3,delight
d_ex_police_07_101,d_ex_police_07,Self,Locale_SuddenStory:d_ex_police_07_101,False,,53,53,1.0,,,,,,,1,idle,,5,idle,,3,delight
d_ex_police_07_102,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_102,False,,black,black,1.0,,,,,,,1,idle,,5,idle,,3,delight
d_ex_police_07_103,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_103,False,,black,black,1.0,,,,,,,1,idle,,5,idle,,3,delight
d_ex_police_07_104,d_ex_police_07,Monologue,Locale_SuddenStory:d_ex_police_07_104,False,,black,black,1.0,,,,,,,1,idle,,5,idle,,3,delight
