id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,set_filter_01,fade,play_sound
d_main_29_05_s_33,d_main_29_05_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_05_s_33,True,,7,idle,,5,idle,,3,void,,1,idle,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_34,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_34,True,,7,idle,,5,idle,,3,void,,1,delight,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_35,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_35,True,,7,idle,,5,idle,,3,void,,1,delight,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_36,d_main_29_05_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_05_s_36,False,,7,idle,,5,idle,,3,void,,1,delight,,13,angry,,15,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_37,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_37,True,,7,idle,,5,idle,,3,void,,1,idle,,13,angry,,15,idle,,12,S_10,1.0,none,,,,,,,,,,,,,
d_main_29_05_s_38,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_38,True,,7,idle,,5,idle,liveryn,3,special,,1,special,hammering,13,angry,,15,idle,Drain,S_10,S_10,1.0,bgm_spot_destroyedserenity_a,Low_2,,,,,rapi,neon,anis,drilley,fragile,Vignetting,black,
d_main_29_05_s_39,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_39,True,,,,,,,,3,special,,1,special,,13,angry,,,,,30,30,1.0,,Low_2,,,,,,,,,,Vignetting,,
d_main_29_05_s_40,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_40,True,,,,,,,,3,special,,1,special,,13,angry,,,,,130,130,1.0,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_41,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_41,True,,,,,,,,3,special,,1,special,,13,angry,,,,,30,30,1.0,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_42,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_42,True,,,,,,,,3,special,,1,special,,13,angry,,,,,30,2,0.7,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_43,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_43,True,,,,,,,,3,pain,,1,special,,13,angry,,,,,2,2,1.0,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_44,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_44,True,,,,,,,,3,pain,,1,special,,13,angry,,,,,2,2,1.0,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_45,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_45,True,,,,,,,,3,pain,,1,special,,13,angry,,,,,130,130,1.0,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_46,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_46,True,,,,,,,,3,pain,,1,special,,13,angry,,,,,130,S_10,1.0,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_47,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_47,True,,,,,,,,3,special,,1,special,,13,angry,,,,,S_10,30,1.0,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_48,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_48,True,,,,,,,,3,special,,1,special,,13,angry,,,,,30,S_10,1.0,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_49,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_49,True,,,,,,,,3,special,,1,special,,13,angry,,,,,S_10,130,1.0,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_50,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_50,True,,,,,,,,3,special,,1,special,,13,angry,,,,,130,S_100,0.7,,,,,,,,,,,,Vignetting,,
d_main_29_05_s_51,d_main_29_05_s,Narration,,,Locale_MainScenario:d_main_29_05_s_51,False,,,,,,,,3,pain,,1,special,,13,angry,,,,,black,black,1.0,none,,,,,,,,,,,Vignetting,,sfx_scn_down
d_main_29_05_s_52,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_52,True,,,,,,,,3,pain,,1,pain,,13,smile,,,,Crystalchunk,S_10,1,1.0,,,,,,,,,,,,,black,
d_main_29_05_s_53,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_53,True,,,,,,,,3,pain,,1,pain,,13,smile,,,,,1,1,1.0,,,,,,,,,,,,,,
d_main_29_05_s_54,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_54,True,,,,,,,,3,pain,,1,pain,,13,smile,,,,,1,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_55,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_55,True,,,,,,,,3,pain,,1,pain,,13,smile,,,,,2,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_56,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_56,True,,,,,,,,3,pain,,1,surprise,,13,smile,,,,,12,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_57,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_57,True,,,,,,,,3,pain,,1,surprise,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_58,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_58,True,,,,,,,,3,pain,,1,pain,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_59,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_59,True,,,,,,,,3,pain,,1,pain,,13,worry,,,,,12,12,1.0,bgm_destroyingcalamity_a,,,,,,,,,,,,,
d_main_29_05_s_60,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_60,True,,,,,,,,3,pain,,1,idle,,13,worry,,,,,12,1,1.0,,,,,,,,,,,,,,
d_main_29_05_s_61,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_61,True,,,,,,,,3,pain,,1,idle,,13,worry,,,,,1,1,1.0,,,,,,,,,,,,,,
d_main_29_05_s_62,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_62,True,,,,,,,,3,idle,,1,idle,,13,worry,,,,,1,30,1.0,,,,,,,,,,,,,,
d_main_29_05_s_63,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_63,True,,,,,,,,3,idle,,1,idle,,13,pain,,,,,130,130,1.0,,,,,,,,,,,,,,
d_main_29_05_s_64,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_64,True,,,,,,,,3,surprise,,1,idle,,13,pain,,,,,30,3,1.0,,,,,,,,,,,,,,
d_main_29_05_s_65,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_65,False,,,,,,,,3,surprise,,1,idle,,13,pain,,,,,3,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_66,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_66,True,,,,,,,,3,surprise,,1,idle,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_67,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_67,True,,,,,,,,3,surprise,,1,idle,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_68,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_68,True,,,,,,,,3,surprise,,1,idle,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_69,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_69,True,,,,,,,,3,worry,,1,idle,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_70,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_70,True,,,,,,,,3,worry,,1,idle,,13,pain,,,,,2,S_10,1.0,,,,,,,,,,,,,,
d_main_29_05_s_71,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_71,True,,,,,,,,3,worry,,1,delight,,13,pain,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_main_29_05_s_72,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_72,True,,,,,,,,3,worry,,1,delight,,13,pain,,,,,S_10,1,1.0,,,,,,,,,,,,,,
d_main_29_05_s_73,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_73,True,,,,,,,,3,smile,,1,delight,,13,pain,,,,,1,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_74,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_74,True,,,,,,,,3,smile,,1,delight,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_75,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_75,True,,,,,,,,3,worry,,1,delight,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_76,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_76,True,,,,,,,,3,worry,,1,delight,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_77,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_77,True,,,,,,,,3,worry,,1,delight,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_78,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_78,True,,,,,,,,3,worry,,1,idle,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_79,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_79,True,,,,,,,,3,worry,,1,idle,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_80,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_80,True,,,,,,,,3,worry,,1,delight,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_81,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_81,True,,,,,,,,3,worry,,1,delight,,13,pain,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_82,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_82,True,,,,,,,,3,worry,,1,delight,,13,worry,,,,,2,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_83,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_83,True,,,,,,,,3,worry,,1,delight,,13,worry,,,,,12,12,1.0,,,,,,,,,,,,,,
d_main_29_05_s_84,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_84,True,,,,,,,,3,worry,,1,delight,,13,worry,,,,,30,30,1.0,,,,,,,,,,,,,,
d_main_29_05_s_85,d_main_29_05_s,Narration,liveryn,,Locale_MainScenario:d_main_29_05_s_85,False,,,,,,,,3,worry,,1,idle,,13,worry,,,,,black,black,1.0,,,,,,,,,,,,,,
d_main_29_05_s_86,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_86,True,,,,,,,,3,worry,,1,idle,,13,worry,,,,,S_10,1,1.0,,,,,,,,,,,,,,
d_main_29_05_s_87,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_87,True,,,,,,,,3,surprise,,1,idle,,13,worry,,,,,1,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_88,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_88,True,,,,,,,,3,surprise,,1,idle,,13,worry,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_89,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_89,True,,,,,,,,3,surprise,,1,idle,,13,worry,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_90,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_90,True,,,,,,,,3,surprise,,1,idle,,13,worry,,,,,2,2,1.0,,,,,,,,,,,,,,
d_main_29_05_s_91,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_91,False,,,,,,,,3,surprise,,1,idle,,13,worry,,,,,2,3,1.0,,,,,,,,,,,,,,
d_main_29_05_s_92,d_main_29_05_s,Narration,liveryn,,Locale_MainScenario:d_main_29_05_s_92,False,,,,,,,,3,surprise,,1,idle,,13,worry,,,,,3,5,1.0,bgm_emergency,Low_2,,,,,,,,,,,,sfx_scn_2rapturestep
d_main_29_05_s_93,d_main_29_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_s_93,True,,,,,,,,3,special,,1,idle,,13,worry,,,,,5,30,1.0,,,,,,,,,,,,,,
d_main_29_05_s_94,d_main_29_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_s_94,True,,,,,,,,3,special,,1,idle,,13,pain,,,,,130,130,1.0,,,,,,,,,,,,,,
d_main_29_05_s_95,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_95,True,,,,,,,,3,special,,1,idle,,13,pain,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,
d_main_29_05_s_96,d_main_29_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_s_96,True,,,,,,,,3,special,,1,idle,,13,pain,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,
