id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,play_sound,set_camera_shake,fade
d_main_28_08_s_40,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_40,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,15,angry,,18,idle,,150,150,1.0,,,hammering,,,,,,,,,,,,,,,
d_main_28_08_s_41,d_main_28_08_s,Narration,Locale_MainScenario:d_main_28_08_s_41,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,16,angry,,18,idle,,150,1700,1.0,,,hammering,,,,,,,,,,,,,sfx_scn_parryhard,,
d_main_28_08_s_42,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_42,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,16,angry,,18,idle,,1700,170,0.6,,,hammering,,,,,,,,,,,,,,Low_2,
d_main_28_08_s_43,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_43,True,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,16,surprise,,18,idle,,170,170,1.0,,,hammering,hammering,,,,,,,,,,,,,,
d_main_28_08_s_44,d_main_28_08_s,Narration,Locale_MainScenario:d_main_28_08_s_44,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,15,surprise,,18,idle,,170,15,1.0,,,hammering,,,,,,,hammering,,,,,,sfx_scn_crystallwallhit,Low_2,
d_main_28_08_s_45,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_45,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,,,,18,idle,,15,15,1.0,,,hammering,,,,,,,,,,,,,,,
d_main_28_08_s_46,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_46,True,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,,,,18,idle,,15,S_130,0.6,,,elegg,elegg,,,,,,,,,,,,,,
d_main_28_08_s_47,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_47,True,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,,,,18,idle,,L_1800,L_1800,1.0,,,unknown_grave,unknown_grave,,,,,,,,,,,,,,
d_main_28_08_s_48,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_48,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,,,,18,idle,,L_1800,L_1800,1.0,,,,,,,,,,,,,,,,sfx_scn_hitwall,,
d_main_28_08_s_49,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_49,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,,,,18,idle,,L_1800,18,0.6,,,,,,,,,,,,,,,,,,
d_main_28_08_s_50,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_50,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,,,,18,idle,,18,18,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_51,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_51,True,,7,idle,,5,idle,,3,angry,,1,surprise,,13,pain,,,,,18,idle,,30,30,1.0,,,anis,anis,,,,,,,,,,,,,,
d_main_28_08_s_52,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_52,True,,7,idle,,5,idle,,3,angry,,1,surprise,,13,pain,,,,,18,idle,,18,18,1.0,,,unknown_grave,unknown_grave,,,,,,,,,,,,,,
d_main_28_08_s_53,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_53,True,,7,idle,,5,idle,,3,angry,,1,surprise,,13,pain,,,,,18,idle,,13,13,1.0,,,elegg,elegg,,,,,,,,,,,,,,
d_main_28_08_s_54,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_54,True,,7,idle,,5,idle,,3,angry,,1,surprise,,13,pain,,,,,18,idle,,L_180,L_1800,0.6,,,unknown_grave,unknown_grave,,,,,,,,,,,,,,
d_main_28_08_s_55,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_55,True,,7,idle,,5,idle,,3,angry,,1,idle,,13,pain,,,,,18,idle,,100,100,1.0,,,liveryn,liveryn,,,,,,,,,,,,,,
d_main_28_08_s_56,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_56,True,,7,idle,,5,idle,,3,angry,,1,surprise,,13,idle,,,,,18,idle,,L_1800,L_1800,1.0,,,unknown_grave,unknown_grave,,,,,,,,,,,,,,
d_main_28_08_s_57,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_57,True,,7,idle,,5,idle,,3,angry,,1,surprise,,13,idle,,,,,18,idle,,L_1800,18,0.6,,,unknown_grave,unknown_grave,,,anis,liveryn,elegg,,,,,,,,,
d_main_28_08_s_58,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_58,False,,7,idle,,5,idle,,,,,,,,,,,,,,18,idle,EventScene_Chap_28_02,black,black,1.0,,,,,rapi,neon,,,,,unknown_grave,,,,,,,
d_main_28_08_s_59,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_59,False,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_02,d_main_28_08_s_02,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_60,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_60,False,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_02,d_main_28_08_s_02,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_61,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_61,False,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_02,d_main_28_08_s_03,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_62,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_62,True,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_03,d_main_28_08_s_03,1.0,,,anis,anis,,,,,,,,,,,,,,
d_main_28_08_s_63,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_63,True,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_03,d_main_28_08_s_03,1.0,,,rapi,rapi,,,,,,,,,,,,,,
d_main_28_08_s_64,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_64,True,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_03,d_main_28_08_s_03,1.0,,,neon,neon,,,,,,,,,,,,,,
d_main_28_08_s_65,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_65,True,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_03,d_main_28_08_s_04,0.6,,,unknown_grave,unknown_grave,,,,,,,,,,,,,,
d_main_28_08_s_66,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_66,True,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_04,d_main_28_08_s_04,1.0,,,rapi,rapi,,,,,,,,,,,,,,
d_main_28_08_s_67,d_main_28_08_s,Narration,Locale_MainScenario:d_main_28_08_s_67,False,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_04,d_main_28_08_s_01,0.6,,,,,,,,,,,,,,,,sfx_scn_energyballfire,Low_1,
d_main_28_08_s_68,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_68,False,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_01,d_main_28_08_s_01,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_69,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_69,False,,,,,,,,,,,,,,,,,,,,,,,d_main_28_08_s_01,d_main_28_08_s_01,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_70,d_main_28_08_s,Narration,Locale_MainScenario:d_main_28_08_s_70,False,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,sfx_scn_energyballexplosion,,white
d_main_28_08_s_71,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_71,False,rapi,7,idle,neon,5,idle,anis,3,idle,liveryn,1,surprise,elegg,13,idle,,,,,,,SealRoom,black,black,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_72,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_72,True,,7,idle,,5,surprise,,3,angry,,1,surprise,,13,idle,,,,unknown_grave,18,idle,,4,4,1.0,,,neon,neon,,,,,,,,,,,,,,
d_main_28_08_s_73,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_73,True,,7,idle,,5,surprise,,3,angry,,1,surprise,,13,idle,,,,,18,idle,,4,4,1.0,,,anis,anis,,,,,,,,,,,,,,
d_main_28_08_s_74,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_74,True,,7,angry,,5,surprise,,3,angry,,1,surprise,,13,idle,,,,,18,idle,,4,70,1.0,,,rapi,rapi,,,,,,,,,,,,,,
d_main_28_08_s_75,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_75,False,,7,angry,,5,idle,,3,idle,,1,surprise,,13,idle,,,,,18,idle,,L_180,L_180,1.0,,,unknown_grave,unknown_grave,,,,,,,,,,,,,,
d_main_28_08_s_76,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_76,True,,7,angry,,5,idle,,3,idle,,1,surprise,,13,idle,,,,,18,idle,,70,700,1.0,,,rapi,rapi,,,,,,,,,,,,,,
d_main_28_08_s_77,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_77,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,,,,18,idle,,10,10,1.0,,,liveryn,liveryn,,,,,,,,,,,,,,
d_main_28_08_s_78,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_78,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,,,,18,idle,,18,18,1.0,,,unknown_grave,unknown_grave,,,,,,,,,,,,,,
d_main_28_08_s_79,d_main_28_08_s,Narration,Locale_MainScenario:d_main_28_08_s_79,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,,,,18,idle,,18,L_1800,0.6,,,,,,,,,,,,,,,,sfx_scn_energyballfire,Low_2,
d_main_28_08_s_80,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_80,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,,,,18,idle,,L_1800,L_1800,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_81,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_81,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,,,,18,idle,,18,12,1.0,,,,,,,,,,,,,,,,,,white
d_main_28_08_s_82,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_82,True,,7,idle,,5,idle,,3,idle,,1,surprise,,13,surprise,,,,,18,idle,,12,12,1.0,,,liveryn,liveryn,,,,,,,,,,,,,,
d_main_28_08_s_83,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_83,True,,7,idle,,5,idle,,3,idle,,1,surprise,,13,surprise,,,,,18,idle,,12,12,1.0,,,elegg,elegg,,,,,,,,,,,,,,
d_main_28_08_s_84,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_84,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,surprise,,,,,18,idle,,12,100,0.6,,,elegg,,,,,,,,,,,,,sfx_scn_bodypushhard,,
d_main_28_08_s_85,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_85,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,surprise,,,,,18,idle,,100,1,1.0,,,elegg,,,,,,,,,,,,,sfx_scn_energyballexplosion,Low_2,
d_main_28_08_s_86,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_86,True,,7,idle,,5,idle,,3,idle,,1,special,,13,surprise,,,,,18,idle,,1,12,1.0,,,liveryn,liveryn,,,,,,,,,,,,,,
d_main_28_08_s_87,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_87,True,,7,idle,,5,idle,,3,idle,,1,special,,13,pain,,,,,18,idle,,12,12,0.6,,,elegg,elegg,,,,,,,,,,,,,,
d_main_28_08_s_88,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_88,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,pain,,,,,18,idle,,12,12,1.0,,,liveryn,liveryn,,,,,,,,,,,,,,
d_main_28_08_s_89,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_89,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,pain,,,,,18,idle,,12,12,1.0,,,elegg,elegg,,,,,,,,,,,,,,
d_main_28_08_s_90,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_90,False,,7,idle,,5,idle,,3,idle,,1,surprise,,13,pain,,,,,18,idle,,12,12,1.0,,,liveryn,liveryn,,,,,,,,,,,,,,
d_main_28_08_s_91,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_91,True,,7,idle,,5,idle,,3,angry,,1,surprise,,13,idle,,,,,18,idle,,7,7,1.0,,,rapi,rapi,,,,,,,,,,,,,,
d_main_28_08_s_92,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_92,True,,7,idle,,5,idle,,3,angry,,1,worry,,13,idle,,,,,18,idle,,7,4,1.0,,,anis,anis,,,,,,,,,,,,,,
d_main_28_08_s_93,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_93,True,,7,no,,5,idle,,3,angry,,1,worry,,13,idle,,,,,18,idle,,4,4,1.0,,,neon,neon,,,,,,,,,,,,,,
d_main_28_08_s_94,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_94,True,,7,no,,5,idle,,3,angry,,1,worry,,13,pain,,,,,18,idle,,4,4,1.0,,,shifty,shifty,,,,,,,,shifty,OP_leftup,angry,,,,
d_main_28_08_s_95,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_95,True,,7,no,,5,idle,,3,angry,,1,worry,,13,pain,,,,,18,idle,,4,4,1.0,,,shifty,shifty,,,,,,,,,OP_leftup,angry,,,,
d_main_28_08_s_96,d_main_28_08_s,Self,Locale_MainScenario:d_main_28_08_s_96,False,,7,no,,5,idle,,3,angry,,1,worry,,13,pain,,,,,18,idle,,4,4,1.0,,,neon,,,,,,,,,,OP_leftup,angry,shifty,,,
d_main_28_08_s_97,d_main_28_08_s,Self,Locale_MainScenario:d_main_28_08_s_97,False,,7,no,,5,idle,,3,angry,,1,worry,,13,pain,,,,,18,idle,,4,4,1.0,,,neon,,,,,,,,,,,,,,,
d_main_28_08_s_98,d_main_28_08_s,Self,Locale_MainScenario:d_main_28_08_s_98,False,,7,no,,5,idle,,3,angry,,1,worry,,13,pain,,,,,18,idle,,4,2,1.0,,,neon,,,,,,,,,,,,,,,
d_main_28_08_s_99,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_99,True,,7,idle,,5,idle,,3,angry,,1,worry,,13,pain,,,,,18,idle,,2,2,1.0,,,liveryn,liveryn,,,,,,,,,,,,,,
d_main_28_08_s_100,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_100,True,,7,idle,,5,idle,,3,angry,,1,worry,,13,pain,,,,,18,idle,,L_180,L_1800,1.0,,,unknown_grave,unknown_grave,,,,,,,,,,,,,,
d_main_28_08_s_101,d_main_28_08_s,Narration,Locale_MainScenario:d_main_28_08_s_101,False,,7,idle,,5,idle,,3,angry,,1,worry,,13,pain,,,,,18,idle,White,4,4,1.0,,,,,rapi,neon,anis,liveryn,elegg,,unknown_grave,,,,,sfx_scn_energyballfire,,
d_main_28_08_s_102,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_102,False,,,,,,,,,,,,,,,,,,,,,,White,4,4,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_103,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_103,False,rapi,7,idle,neon,5,idle,anis,3,angry,liveryn,1,worry,elegg,13,pain,hammering,15,smile,unknown_grave,18,idle,SealRoom,16,16,1.0,,,,,,,,,,,,,,,,,,white
d_main_28_08_s_104,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_104,True,,7,idle,,5,idle,,3,angry,,1,worry,,13,pain,,15,smile,,18,idle,,16,16,1.0,,,hammering,hammering,,,,,,,,,,,,,,
