id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_main_21_04_s_16,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_16,False,,1,idle,,L_10,L_10,1.0,,johan,,,
d_main_21_04_s_17,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_17,False,,1,idle,,L_10,L_10,1.0,,johan,,,
d_main_21_04_s_18,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_18,True,,1,idle,,L_10,1,1.0,,johan,,,
d_main_21_04_s_19,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_19,True,,1,idle,,1,1,1.0,,johan,,,
d_main_21_04_s_20,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_20,False,,1,idle,,1,1,1.0,,johan,,,
d_main_21_04_s_21,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_21,True,,1,idle,,1,1,1.0,,johan,,,
d_main_21_04_s_22,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_22,True,,1,idle,,1,1,1.0,,johan,,,
d_main_21_04_s_23,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_23,False,,1,idle,,1,1,1.0,,johan,,,
d_main_21_04_s_24,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_24,True,,1,idle,,1,L_10,1.0,,johan,,,
d_main_21_04_s_25,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_25,True,,1,idle,,L_10,L_10,1.0,,cecil_op_l,cecil_op_l,OP_leftup,delight
d_main_21_04_s_26,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_26,False,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,delight
d_main_21_04_s_27,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_27,True,,1,idle,,L_10,L_10,1.0,,cecil_op_l,,OP_leftup,delight
d_main_21_04_s_28,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_28,True,,1,idle,,L_10,L_10,1.0,,cecil_op_l,,OP_leftup,delight
d_main_21_04_s_29,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_29,False,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,delight
d_main_21_04_s_30,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_30,True,,1,idle,,L_10,L_10,1.0,,cecil_op_l,,OP_leftup,delight
d_main_21_04_s_31,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_31,True,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,delight
d_main_21_04_s_32,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_32,True,,1,idle,,L_10,L_10,1.0,,cecil_op_l,,OP_leftup,idle
d_main_21_04_s_33,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_33,True,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_34,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_34,True,,1,idle,,L_10,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_35,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_35,True,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_36,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_36,False,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_37,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_37,False,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_38,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_38,False,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_39,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_39,True,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_40,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_40,True,,1,idle,,1,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_41,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_41,False,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_42,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_42,True,,1,idle,,L_10,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_43,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_43,True,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_44,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_44,True,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_45,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_45,False,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_46,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_46,True,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_47,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_47,True,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_48,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_48,True,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_49,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_49,True,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_50,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_50,True,,1,idle,,1,1,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_51,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_51,True,,1,idle,,1,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_52,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_52,True,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_53,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_53,True,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_54,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_54,False,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_55,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_55,True,,1,angry,,L_10,L_100,1.0,,johan,,OP_leftup,surprise
d_main_21_04_s_56,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_56,True,,1,angry,,L_100,L_100,1.0,,cecil_op_l,,OP_leftup,surprise
d_main_21_04_s_57,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_57,False,,1,angry,,L_100,L_100,1.0,,cecil_op_l,,OP_leftup,surprise
d_main_21_04_s_58,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_58,True,,1,angry,,L_100,L_100,1.0,,johan,,OP_leftup,angry
d_main_21_04_s_59,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_59,True,,1,idle,,L_100,L_100,1.0,,johan,,OP_leftup,angry
d_main_21_04_s_60,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_60,True,,1,idle,,L_100,L_100,1.0,,johan,,OP_leftup,angry
d_main_21_04_s_61,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_61,False,,1,idle,,L_100,L_100,1.0,,johan,,OP_leftup,angry
d_main_21_04_s_62,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_62,True,,1,idle,,L_100,L_100,1.0,,cecil_op_l,,OP_leftup,angry
d_main_21_04_s_63,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_63,True,,1,idle,,L_100,L_100,1.0,,johan,,OP_leftup,angry
d_main_21_04_s_64,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_64,True,,1,idle,,L_100,L_100,1.0,,cecil_op_l,,OP_leftup,angry
d_main_21_04_s_65,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_65,True,,1,idle,,L_100,L_100,1.0,,johan,,OP_leftup,angry
d_main_21_04_s_66,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_66,True,,1,idle,,L_100,L_100,1.0,,cecil_op_l,,OP_leftup,angry
d_main_21_04_s_67,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_67,True,,1,idle,,L_100,L_100,1.0,,johan,,OP_leftup,angry
d_main_21_04_s_68,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_68,True,,1,idle,,L_100,L_100,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_69,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_69,True,,1,idle,,L_100,L_100,1.0,,cecil_op_l,,OP_leftup,idle
d_main_21_04_s_70,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_70,True,,1,idle,,L_100,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_71,d_main_21_04_s,Speech,cecil_op_l,Locale_MainScenario:d_main_21_04_s_71,True,,1,idle,,L_10,L_10,1.0,,cecil_op_l,,OP_leftup,idle
d_main_21_04_s_72,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_72,True,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_73,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_73,True,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_74,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_74,True,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_75,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_75,True,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_76,d_main_21_04_s,Self,Self,Locale_MainScenario:d_main_21_04_s_76,False,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
d_main_21_04_s_77,d_main_21_04_s,Speech,johan,Locale_MainScenario:d_main_21_04_s_77,True,,1,idle,,L_10,L_10,1.0,,johan,,OP_leftup,idle
