id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade
d_ex_gym_07_21,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_21,True,,12,12,1.0,,alice_b,alice_b,,1,delight,,3,idle,,,,13,delight,
d_ex_gym_07_22,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_22,True,,12,12,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_23,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_23,False,,12,12,1.0,,leona_no,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_24,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_24,False,,12,12,1.0,,leona_no,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_25,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_25,True,,12,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_26,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_26,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_27,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_27,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_28,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_28,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_29,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_29,False,,Leo_130,Leo_130,1.0,,leona_no,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_30,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_30,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_31,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_31,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_32,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_32,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_33,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_33,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_34,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_34,False,,Leo_130,Leo_130,1.0,,leona_no,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_35,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_35,True,,Leo_130,12,1.0,,alice_b,alice_b,,1,idle,,3,idle,,,,13,idle,
d_ex_gym_07_36,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_36,True,,12,12,1.0,,alice_b,alice_b,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_37,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_37,False,,12,12,1.0,,alice_b,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_38,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_38,True,,12,2,1.0,,alice_b,alice_b,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_39,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_39,False,,2,2,1.0,,alice_b,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_40,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_40,True,,2,2,1.0,,timi,timi,,1,delight,,3,idle,sfx_scn_lionask,,,13,idle,
d_ex_gym_07_41,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_41,True,,2,2,1.0,,timi,timi,,1,delight,,3,think,sfx_scn_liongrowl,,,13,idle,
d_ex_gym_07_42,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_42,True,,black,black,1.0,,timi,timi,,1,delight,,14,sad,sfx_scn_whine,,,13,idle,
d_ex_gym_07_43,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_43,True,,12,12,1.0,,leona_no,,,1,delight,,14,sad,,,,13,idle,
d_ex_gym_07_44,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_44,True,,12,12,1.0,,alice_b,alice_b,,1,worry,,14,sad,,,,13,idle,
d_ex_gym_07_45,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_45,True,,12,12,1.0,,leona_no,leona_no,,1,worry,,14,sad,,,,13,idle,
d_ex_gym_07_46,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_46,True,,12,12,1.0,,leona_no,leona_no,,1,worry,,14,sad,,,,13,idle,
d_ex_gym_07_47,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_47,True,,12,XS_140,1.0,,timi,timi,,1,worry,,14,sad,sfx_scn_whine,,,13,idle,
d_ex_gym_07_48,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_48,True,,XS_140,12,1.0,,leona_no,leona_no,,1,worry,,14,sad,,,,13,idle,
d_ex_gym_07_49,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_49,True,,12,12,1.0,,leona_no,leona_no,,1,worry,,14,sad,,,,13,idle,
d_ex_gym_07_50,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_50,False,,12,12,1.0,,leona_no,,,1,worry,,14,sad,,,,13,idle,
d_ex_gym_07_51,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_51,True,,12,12,1.0,,alice_b,alice_b,,1,sad,,14,sad,,,,13,idle,
d_ex_gym_07_52,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_52,True,,12,12,1.0,,alice_b,alice_b,,1,sad,,14,sad,,,,13,idle,
d_ex_gym_07_53,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_53,True,,12,12,1.0,,leona_no,leona_no,,1,sad,,14,sad,,,,13,idle,
d_ex_gym_07_54,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_54,True,,12,12,1.0,,leona_no,leona_no,,1,sad,,14,sad,,,,13,idle,
d_ex_gym_07_55,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_55,True,,12,12,1.0,,leona_no,leona_no,,1,sad,,14,sad,,,,13,idle,
d_ex_gym_07_56,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_56,True,,12,XS_10,1.0,,alice_b,alice_b,,1,delight,,14,sad,,,,13,idle,
d_ex_gym_07_57,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_57,True,,XS_10,XS_10,1.0,,alice_b,alice_b,,1,delight,,14,sad,,,,13,idle,
d_ex_gym_07_58,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_58,True,,black,black,1.0,,timi,timi,,1,delight,,3,surprise,sfx_scn_lionask,,,13,idle,
d_ex_gym_07_59,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_59,True,,2,2,1.0,,alice_b,alice_b,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_60,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_60,True,,2,2,1.0,,alice_b,alice_b,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_61,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_61,False,,2,2,1.0,,alice_b,,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_62,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_62,True,,2,2,1.0,,timi,timi,,1,delight,,3,surprise,sfx_scn_lionroar,,,13,idle,
d_ex_gym_07_63,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_63,True,,2,2,1.0,,alice_b,alice_b,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_64,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_64,True,,2,2,1.0,,timi,timi,,1,delight,,3,surprise,sfx_scn_lionroar,Low_2,,13,idle,
d_ex_gym_07_65,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_65,False,,2,2,1.0,,timi,,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_66,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_66,False,,2,2,1.0,,timi,,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_67,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_67,True,,2,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_68,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_68,False,,Leo_130,Leo_130,1.0,,leona_no,,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_69,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_69,False,,Leo_130,Leo_130,1.0,,leona_no,,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_70,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_70,False,,black,black,1.0,,,,,1,delight,,3,surprise,,,,13,idle,
d_ex_gym_07_71,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_71,True,,2,2,1.0,,alice_b,alice_b,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_72,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_72,True,,2,2,1.0,,alice_b,alice_b,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_73,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_73,True,,2,2,1.0,,alice_b,alice_b,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_74,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_74,False,,2,2,1.0,,alice_b,,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_75,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_75,False,,2,2,1.0,,alice_b,,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_76,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_76,False,,2,2,1.0,,alice_b,,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_77,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_77,True,,2,XS_30,1.0,,timi,timi,,1,delight,,3,delight,sfx_scn_lionroar,Low_2,,13,idle,
d_ex_gym_07_78,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_78,False,,XS_30,XS_30,1.0,,timi,,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_79,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_79,False,,XS_30,XS_30,1.0,,timi,,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_80,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_80,True,,XS_30,12,1.0,,leona_no,leona_no,,1,delight,,3,delight,,,,13,delight,
d_ex_gym_07_81,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_81,False,,12,12,1.0,,leona_no,,,1,delight,,3,delight,,,,13,delight,
d_ex_gym_07_82,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_82,True,,12,2,1.0,,alice_b,alice_b,,1,delight,,3,delight,,,,13,delight,
d_ex_gym_07_83,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_83,False,,2,2,1.0,,alice_b,,,1,delight,,3,delight,,,,13,delight,
d_ex_gym_07_84,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_84,False,,2,2,1.0,,alice_b,,,1,delight,,3,delight,,,,13,delight,
d_ex_gym_07_85,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_85,False,,2,2,1.0,,alice_b,,,1,delight,,3,delight,,,,13,delight,
d_ex_gym_07_86,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_86,True,,2,2,1.0,,alice_b,alice_b,,1,delight,,3,delight,,,,13,delight,
d_ex_gym_07_87,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_87,True,,2,2,1.0,,timi,timi,,1,delight,,3,delight,sfx_scn_lionroar,,,13,delight,
d_ex_gym_07_88,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_88,False,,2,2,1.0,,timi,,,1,delight,,3,delight,,,,13,delight,
d_ex_gym_07_89,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_89,True,,2,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_90,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_90,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_91,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_91,False,,Leo_130,Leo_130,1.0,,leona_no,,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_92,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_92,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_93,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_93,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_94,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_94,False,,Leo_130,Leo_130,1.0,,leona_no,,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_95,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_95,True,,Leo_130,Leo_1300,1.0,,leona_no,leona_no,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_96,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_96,True,,Leo_1300,Leo_1300,1.0,,leona_no,leona_no,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_97,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_97,False,,black,black,1.0,,leona_no,,,1,delight,,3,delight,,,,13,idle,
d_ex_gym_07_98,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_98,False,,Leo_130,Leo_130,1.0,bgm_story_inwonderland,leona_no,leona_no,,1,delight,,3,delight,,,,13,idle,black
d_ex_gym_07_99,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_99,False,,Leo_130,Leo_130,1.0,,leona_no,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_100,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_100,True,,Leo_130,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_101,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_101,False,,Leo_130,2,1.0,,alice_b,alice_b,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_102,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_102,False,,2,2,1.0,,timi,timi,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_103,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_103,False,,2,2,1.0,,alice_b,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_104,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_104,False,,2,2,1.0,,alice_b,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_105,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_105,False,,2,Leo_130,1.0,,leona_no,leona_no,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_106,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_106,False,,Leo_130,Leo_130,1.0,,leona_no,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_107,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_107,True,,Leo_130,12,1.0,,alice_b,alice_b,,1,idle,,3,idle,,,,13,idle,
d_ex_gym_07_108,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_108,False,,12,12,1.0,,alice_b,,,1,idle,,3,idle,,,,13,idle,
d_ex_gym_07_109,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_109,True,,12,12,1.0,,alice_b,alice_b,,1,idle,,3,idle,,,,13,idle,
d_ex_gym_07_110,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_110,True,,12,12,1.0,,alice_b,alice_b,,1,idle,,3,idle,,,,13,idle,
d_ex_gym_07_111,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_111,True,,12,12,1.0,,leona_no,leona_no,,1,idle,,3,idle,,,,13,idle,
d_ex_gym_07_112,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_112,True,,12,12,1.0,,leona_no,leona_no,,1,idle,,3,idle,,,,13,idle,
d_ex_gym_07_113,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_113,True,,12,12,1.0,,leona_no,leona_no,,1,idle,,3,idle,,,,13,idle,
d_ex_gym_07_114,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_114,True,,12,12,1.0,,alice_b,alice_b,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_115,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_115,True,,12,12,1.0,,alice_b,alice_b,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_116,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_116,True,,12,12,1.0,,alice_b,alice_b,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_117,d_ex_gym_07,Self,Locale_SuddenStory:d_ex_gym_07_117,False,,12,12,1.0,,alice_b,,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_118,d_ex_gym_07,Speech,Locale_SuddenStory:d_ex_gym_07_118,True,,12,12,1.0,,alice_b,alice_b,,1,delight,,3,idle,,,,13,idle,
d_ex_gym_07_119,d_ex_gym_07,Monologue,Locale_SuddenStory:d_ex_gym_07_119,False,,black,black,1.0,,,,,1,delight,,3,idle,,,,13,idle,
