id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id
d_main_38_06_77,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_77,True,,12,12,1.0,,anis,anis,,3,idle,,1,void,,13,shy,
d_main_38_06_78,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_78,True,,12,2,1.0,,prika,prika,prika,3,idle,,1,void,,13,shy,neon
d_main_38_06_79,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_79,True,,2,2,1.0,,prika,prika,,3,idle,,1,void,,13,shy,
d_main_38_06_80,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_80,True,,13,13,1.0,,mint,mint,,3,idle,,1,void,,13,idle,
d_main_38_06_81,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_81,True,,3,3,1.0,,prika,prika,,3,idle,,1,void,,13,idle,
d_main_38_06_82,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_82,True,,3,2,1.0,,anis,anis,,3,idle,,1,worry,,13,idle,
d_main_38_06_83,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_83,True,,2,2,1.0,,anis,anis,,3,idle,,1,worry,,13,idle,
d_main_38_06_84,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_84,True,,2,2,1.0,,prika,prika,,3,think,,1,worry,,13,idle,
d_main_38_06_85,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_85,True,,2,2,1.0,,prika,prika,,3,idle,,1,worry,,13,idle,
d_main_38_06_86,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_86,True,,2,10,1.5,,anis,anis,,3,idle,,1,worry,,13,idle,
d_main_38_06_87,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_87,False,,10,10,1.0,,anis,anis,,3,idle,,1,worry,,13,idle,
d_main_38_06_88,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_88,True,,10,10,1.0,,anis,anis,,3,idle,,1,worry,,13,idle,
d_main_38_06_89,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_89,True,,10,10,1.0,,anis,anis,,3,idle,,1,worry,,13,idle,
d_main_38_06_90,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_90,False,,10,L_30,1.0,,prika,prika,,3,idle,,1,worry,,13,idle,
d_main_38_06_91,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_91,True,,L_30,L_30,1.0,,prika,prika,,3,idle,,1,worry,,13,idle,
d_main_38_06_92,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_92,True,,L_30,L_30,1.0,,prika,prika,,3,idle,,1,worry,,13,idle,
d_main_38_06_93,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_93,True,,10,100,1.5,,anis,anis,,3,idle,,1,worry,,13,idle,
d_main_38_06_94,d_main_38_06,Speech,Locale_MainScenario:d_main_38_06_94,True,,L_30,3,1.0,,prika,prika,,3,idle,,1,worry,,13,idle,
