id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_goddessofvictory_08_17,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_17,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,idle,
d_ex_goddessofvictory_08_18,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_18,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,idle,
d_ex_goddessofvictory_08_19,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_19,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,idle,
d_ex_goddessofvictory_08_20,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_20,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_21,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_21,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_22,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_22,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_23,d_ex_goddessofvictory_08,Self,Locale_SuddenStory:d_ex_goddessofvictory_08_23,False,,12,12,1.0,,,,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_24,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_24,False,,12,1,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_25,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_25,True,,1,1,1.0,,cocoa,cocoa,,,,,,1,delight,,,13,idle,
d_ex_goddessofvictory_08_26,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_26,True,,1,XS_10,0.6,,cocoa,cocoa,,,,,,1,delight,,,13,idle,
d_ex_goddessofvictory_08_27,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_27,False,,130,130,1.0,,privaty_m,privaty_m,,,,,,1,delight,,,13,sad,
d_ex_goddessofvictory_08_28,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_28,True,,XS_10,XS_100,1.0,,cocoa,cocoa,,,,,,1,delight,,,13,sad,
d_ex_goddessofvictory_08_29,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_29,True,,130,1300,0.6,,privaty_m,privaty_m,,,,,,1,delight,,,13,idle,
d_ex_goddessofvictory_08_30,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_30,False,,1300,12,1.0,,privaty_m,,sfx_scn_tablettouchs,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_31,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_31,False,,12,12,1.0,,privaty_m,,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_32,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_32,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_33,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_33,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_34,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_34,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_35,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_35,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_36,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_36,False,,12,130,1.0,,cocoa,,,Low_2,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_37,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_37,False,,130,130,1.0,,cocoa,,sfx_scn_1skippingstones,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_38,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_38,True,,130,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_39,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_39,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_40,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_40,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_41,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_41,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,delight,
d_ex_goddessofvictory_08_42,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_42,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,delight,
d_ex_goddessofvictory_08_43,d_ex_goddessofvictory_08,Self,Locale_SuddenStory:d_ex_goddessofvictory_08_43,False,,12,12,1.0,,cocoa,,,,,,,1,serious,,,13,delight,
d_ex_goddessofvictory_08_44,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_44,False,,12,12,1.0,,cocoa,,,,,,,1,serious,,,13,delight,
d_ex_goddessofvictory_08_45,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_45,True,,130,130,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,sad,
d_ex_goddessofvictory_08_46,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_46,True,,130,1300,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,sad,
d_ex_goddessofvictory_08_47,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_47,True,,1300,1300,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,sad,
d_ex_goddessofvictory_08_48,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_48,True,,1300,1300,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,idle,
d_ex_goddessofvictory_08_49,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_49,True,,1300,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_50,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_50,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_51,d_ex_goddessofvictory_08,Self,Locale_SuddenStory:d_ex_goddessofvictory_08_51,False,,12,12,1.0,,cocoa,,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_52,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_52,False,,12,12,1.0,,cocoa,,sfx_scn_tablettouchs,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_53,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_53,False,,12,12,1.0,,cocoa,,,,,,,1,idle,,,13,idle,
d_ex_goddessofvictory_08_54,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_54,True,,12,XS_10,1.0,,cocoa,cocoa,,,,,,1,delight,,,13,idle,
d_ex_goddessofvictory_08_55,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_55,True,,XS_10,XS_100,0.6,,cocoa,cocoa,,,,,,1,delight,,,13,idle,
d_ex_goddessofvictory_08_56,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_56,True,,130,1300,0.6,,privaty_m,privaty_m,,,,,,1,delight,,,13,no,
d_ex_goddessofvictory_08_57,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_57,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_58,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_58,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_59,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_59,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,idle,,,13,sad,
d_ex_goddessofvictory_08_60,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_60,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,idle,,,13,sad2,
d_ex_goddessofvictory_08_61,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_61,True,,XS_100,XS_100,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,sad2,
d_ex_goddessofvictory_08_62,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_62,True,,XS_100,XS_100,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,sad2,
d_ex_goddessofvictory_08_63,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_63,False,,XS_100,12,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,sad,
d_ex_goddessofvictory_08_64,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_64,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_65,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_65,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_66,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_66,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_67,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_67,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_68,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_68,False,,12,12,1.0,,privaty_m,,,,,,,1,idle,cocoa,,13,no,privaty_m
d_ex_goddessofvictory_08_69,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_69,False,,12,12,1.0,,privaty_m,,sfx_scn_1skippingstones,,Grey,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_70,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_70,False,,12,12,1.0,,privaty_m,,,,,black,cocoa,1,idle,,privaty_m,13,no,
d_ex_goddessofvictory_08_71,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_71,False,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,idle,,,13,sad,
d_ex_goddessofvictory_08_72,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_72,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,sad,
d_ex_goddessofvictory_08_73,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_73,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,sad,
d_ex_goddessofvictory_08_74,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_74,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,sad,
d_ex_goddessofvictory_08_75,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_75,False,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,idle,,,13,sad,
d_ex_goddessofvictory_08_76,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_76,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_77,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_77,False,,12,130,1.0,,privaty_m,,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_78,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_78,False,,130,130,1.0,,privaty_m,,sfx_scn_tablettouchs,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_79,d_ex_goddessofvictory_08,Self,Locale_SuddenStory:d_ex_goddessofvictory_08_79,False,,130,130,1.0,,privaty_m,,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_80,d_ex_goddessofvictory_08,Self,Locale_SuddenStory:d_ex_goddessofvictory_08_80,False,,130,130,1.0,,privaty_m,,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_81,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_81,True,,130,12,1.0,,cocoa,cocoa,,,,,,1,idle,,,13,no,
d_ex_goddessofvictory_08_82,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_82,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_83,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_83,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_84,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_84,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_85,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_85,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,no,
d_ex_goddessofvictory_08_86,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_86,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,idle,
d_ex_goddessofvictory_08_87,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_87,False,,12,12,1.0,,privaty_m,,,,,,,1,serious,,,13,idle,
d_ex_goddessofvictory_08_88,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_88,False,,12,12,1.0,,privaty_m,,sfx_scn_1skippingstones,,,,,1,serious,,,13,idle,
d_ex_goddessofvictory_08_89,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_89,True,,12,13,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,idle,
d_ex_goddessofvictory_08_90,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_90,True,,13,13,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,shy,
d_ex_goddessofvictory_08_91,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_91,True,,XS_10,XS_10,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,shy,
d_ex_goddessofvictory_08_92,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_92,True,,XS_10,XS_10,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,shy,
d_ex_goddessofvictory_08_93,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_93,True,,XS_10,XS_100,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,shy,
d_ex_goddessofvictory_08_94,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_94,True,,XS_100,XS_100,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,shy,
d_ex_goddessofvictory_08_95,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_95,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,serious,,,13,sad2,
d_ex_goddessofvictory_08_96,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_96,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,sad2,
d_ex_goddessofvictory_08_97,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_97,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,serious,,,13,sad2,
d_ex_goddessofvictory_08_98,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_98,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,delight,,,13,sad2,
d_ex_goddessofvictory_08_99,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_99,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,delight,,,13,surprise,
d_ex_goddessofvictory_08_100,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_100,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,delight,,,13,surprise,
d_ex_goddessofvictory_08_101,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_101,False,,12,13,1.0,,cocoa,,,,,,,1,delight,,,13,surprise,
d_ex_goddessofvictory_08_102,d_ex_goddessofvictory_08,Self,Locale_SuddenStory:d_ex_goddessofvictory_08_102,False,,13,13,1.0,,cocoa,,,,,,,1,delight,,,13,surprise,
d_ex_goddessofvictory_08_103,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_103,True,,13,13,1.0,,privaty_m,privaty_m,,,,,,1,delight,,,13,shy2,
d_ex_goddessofvictory_08_104,d_ex_goddessofvictory_08,Self,Locale_SuddenStory:d_ex_goddessofvictory_08_104,False,,13,13,1.0,,privaty_m,,,,,,,1,delight,,,13,shy2,
d_ex_goddessofvictory_08_105,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_105,True,,13,12,1.0,,cocoa,cocoa,,,,,,1,delight,,,13,shy2,
d_ex_goddessofvictory_08_106,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_106,True,,12,12,1.0,,cocoa,cocoa,,,,,,1,delight,,,13,shy2,
d_ex_goddessofvictory_08_107,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_107,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,delight,,,13,shy,
d_ex_goddessofvictory_08_108,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_108,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,delight,,,13,idle,
d_ex_goddessofvictory_08_109,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_109,True,,12,12,1.0,,privaty_m,privaty_m,,,,,,1,delight,,,13,delight,
d_ex_goddessofvictory_08_110,d_ex_goddessofvictory_08,Self,Locale_SuddenStory:d_ex_goddessofvictory_08_110,False,,12,12,1.0,,privaty_m,,,,,,,1,delight,,,13,delight,
d_ex_goddessofvictory_08_111,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_111,True,,12,130,1.0,,privaty_m,privaty_m,,,,,,1,delight,,,13,delight,
d_ex_goddessofvictory_08_112,d_ex_goddessofvictory_08,Speech,Locale_SuddenStory:d_ex_goddessofvictory_08_112,True,,130,130,1.0,,privaty_m,privaty_m,,,,,,1,delight,,,13,shy2,
d_ex_goddessofvictory_08_113,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_113,False,,130,12,1.0,,privaty_m,,,,,,,1,idle,,,13,shy2,
d_ex_goddessofvictory_08_114,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_114,False,,12,12,1.0,,privaty_m,,,,,,,1,idle,,,13,shy2,
d_ex_goddessofvictory_08_115,d_ex_goddessofvictory_08,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_08_115,False,,12,12,1.0,,privaty_m,,,,,,,1,idle,,,13,shy2,
