id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id
d_main_25_07_s_11,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_11,True,,3,think,,1,idle,,13,delight,,S_130,10,1.0,,
d_main_25_07_s_12,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_12,True,,3,think,,1,idle,,13,idle,,10,2,1.0,,
d_main_25_07_s_13,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_13,True,,3,think,,1,idle,,13,idle,,2,2,1.0,,
d_main_25_07_s_14,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_14,True,,3,think,,1,idle,,13,idle,,2,2,1.0,,
d_main_25_07_s_15,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_15,True,,3,think,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_16,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_16,True,,3,think,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_17,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_17,True,,3,think,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_18,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_18,True,,3,think,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_19,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_19,True,,3,think,,1,idle,,13,idle,,2,2,1.0,,
d_main_25_07_s_20,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_20,True,,3,think,,1,idle,,13,idle,,2,12,2.0,,
d_main_25_07_s_21,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_21,True,,3,think,,1,idle,,13,idle,,12,12,1.0,,
d_main_25_07_s_22,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_22,True,,3,think,,1,idle,,13,idle,,12,12,1.0,,
d_main_25_07_s_23,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_23,True,,3,think,,1,idle,,13,idle,,12,12,1.0,,
d_main_25_07_s_24,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_24,True,,3,think,,1,idle,,13,idle,,30,30,1.0,,
d_main_25_07_s_25,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_25,True,,3,think,,1,void,,13,idle,,10,10,1.0,,
d_main_25_07_s_26,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_26,True,,3,think,,1,void,,13,idle,,30,30,1.0,,
d_main_25_07_s_27,d_main_25_07_s,Narration,,,Locale_MainScenario:d_main_25_07_s_27,False,,3,think,,1,void,,13,idle,,S_130,S_1300,1.0,,
d_main_25_07_s_28,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_28,True,,3,think,,1,idle,,13,idle,,S_1300,S_1300,1.0,,
d_main_25_07_s_29,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_29,True,,3,think,,1,idle,,13,idle,,S_1300,S_1300,1.0,,
d_main_25_07_s_30,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_30,True,,3,think,,1,idle,,13,surprise,,S_1300,S_130,1.0,,
d_main_25_07_s_31,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_31,True,,3,think,,1,idle,,13,delight,,S_130,S_130,1.0,,
d_main_25_07_s_32,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_32,True,,3,think,,1,idle,,13,idle,,30,30,1.0,,
d_main_25_07_s_33,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_33,True,,3,think,,1,void,,13,idle,,30,2,1.0,,
d_main_25_07_s_34,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_34,True,,3,think,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_35,d_main_25_07_s,Self,dorothy,,Locale_MainScenario:d_main_25_07_s_35,False,,3,think,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_36,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_36,True,,3,angry,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_37,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_37,True,,3,angry,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_38,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_38,False,,3,think,,1,void,,13,idle,,2,30,1.0,,
d_main_25_07_s_39,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_39,True,,3,think,,1,void,,13,idle,,30,10,1.0,,
d_main_25_07_s_40,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_40,True,,3,think,,1,void,,13,surprise,,10,12,1.0,,
d_main_25_07_s_41,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_41,True,,3,think,,1,idle,,13,idle,,12,12,1.0,,
d_main_25_07_s_42,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_42,True,,3,think,,1,idle,,13,idle,,12,12,1.0,,
d_main_25_07_s_43,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_43,True,,3,think,,1,idle,,13,idle,,12,12,1.0,,
d_main_25_07_s_44,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_44,True,,3,think,,1,idle,,13,idle,,12,12,1.0,,
d_main_25_07_s_45,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_45,True,,3,think,,1,worry,,13,idle,,12,12,1.0,,
d_main_25_07_s_46,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_46,True,,3,think,,1,idle,,13,idle,,12,10,1.0,,
d_main_25_07_s_47,d_main_25_07_s,Self,anis,,Locale_MainScenario:d_main_25_07_s_47,False,,3,think,,1,idle,,13,idle,,10,10,1.0,,
d_main_25_07_s_48,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_48,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,
d_main_25_07_s_49,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_49,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,
d_main_25_07_s_50,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_50,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,
d_main_25_07_s_51,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_51,False,,3,think,,1,no,,13,idle,,10,12,1.0,,
d_main_25_07_s_52,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_52,True,,3,think,,1,no,,13,idle,,12,12,1.0,,
d_main_25_07_s_53,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_53,True,,3,think,,1,angry,,13,idle,,12,12,1.0,,
d_main_25_07_s_54,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_54,True,,3,think,,1,angry,,13,idle,,12,12,1.0,,
d_main_25_07_s_55,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_55,True,,3,think,,1,angry,,13,idle,,12,12,1.0,,
d_main_25_07_s_56,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_56,True,,3,think,,1,angry,,13,surprise,,12,12,1.0,,
d_main_25_07_s_57,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_57,True,,3,think,,1,delight,,13,surprise,,12,12,1.0,,
d_main_25_07_s_58,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_58,False,,3,think,,1,void,,13,idle,,12,10,1.0,,
d_main_25_07_s_59,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_59,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,
d_main_25_07_s_60,d_main_25_07_s,Self,anis,,Locale_MainScenario:d_main_25_07_s_60,False,,3,think,,1,idle,,13,idle,,10,10,1.0,,
d_main_25_07_s_61,d_main_25_07_s,Self,anis,,Locale_MainScenario:d_main_25_07_s_61,False,,3,think,,1,idle,,13,idle,,10,30,1.0,,
d_main_25_07_s_62,d_main_25_07_s,Monologue,anis,,Locale_MainScenario:d_main_25_07_s_62,False,,3,think,,1,idle,,13,idle,,30,30,1.0,,
d_main_25_07_s_63,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_63,False,,3,think,,1,idle,,13,idle,,30,30,1.0,,
d_main_25_07_s_64,d_main_25_07_s,Self,dorothy,,Locale_MainScenario:d_main_25_07_s_64,False,,3,think,,1,idle,,13,idle,,30,30,1.0,,
d_main_25_07_s_65,d_main_25_07_s,Self,dorothy,,Locale_MainScenario:d_main_25_07_s_65,False,,3,think,,1,idle,,13,idle,,30,30,1.0,,
d_main_25_07_s_66,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_66,False,,3,think,,1,idle,,13,idle,,30,30,1.0,,
d_main_25_07_s_67,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_67,True,,3,think,,1,idle,,13,surprise,,30,30,1.0,,
d_main_25_07_s_68,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_68,True,,3,think,,1,idle,,13,idle,,30,300,2.0,,
d_main_25_07_s_69,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_69,False,,3,think,,1,idle,,13,idle,,300,300,1.0,,
d_main_25_07_s_70,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_70,True,,3,think,,1,idle,,13,idle,,300,300,1.0,,
d_main_25_07_s_71,d_main_25_07_s,Narration,dorothy,,Locale_MainScenario:d_main_25_07_s_71,False,,3,think,,1,idle,,13,idle,,300,300,1.0,,
d_main_25_07_s_72,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_72,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,
d_main_25_07_s_73,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_73,False,,3,think,,1,idle,,13,idle,,300,300,1.0,,
d_main_25_07_s_74,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_74,True,,3,think,,1,idle,,13,idle,,300,300,1.0,,
d_main_25_07_s_75,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_75,True,,3,think,,1,idle,,13,idle,,300,300,1.0,,
d_main_25_07_s_76,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_76,False,,3,surprise,,1,idle,,13,idle,,300,30,1.0,,
d_main_25_07_s_77,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_77,True,,3,surprise,,1,idle,,13,surprise,,12,12,1.0,,
d_main_25_07_s_78,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_78,True,,3,think,,1,void,,13,surprise,,12,12,1.0,,
d_main_25_07_s_79,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_79,False,,3,think,,1,void,,13,idle,,12,2,1.0,,
d_main_25_07_s_80,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_80,True,,3,think,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_81,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_81,True,,3,think,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_82,d_main_25_07_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_07_s_82,True,,3,think,,1,void,,13,idle,,2,2,1.0,,
d_main_25_07_s_83,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_83,True,,3,think,,1,sad,,13,idle,,2,2,1.0,,
d_main_25_07_s_84,d_main_25_07_s,Narration,anis,,Locale_MainScenario:d_main_25_07_s_84,False,,3,think,,1,sad,,13,idle,,2,12,2.0,,dorothy
d_main_25_07_s_85,d_main_25_07_s,Speech,neon,neon,Locale_MainScenario:d_main_25_07_s_85,True,,,,,1,void,,13,idle,,12,12,1.0,,
d_main_25_07_s_86,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_86,True,,,,,1,void,,13,idle,,12,12,1.0,,
d_main_25_07_s_87,d_main_25_07_s,Self,anis,,Locale_MainScenario:d_main_25_07_s_87,False,,,,,1,void,,13,idle,,12,12,1.0,,
d_main_25_07_s_88,d_main_25_07_s,Speech,anis,anis,Locale_MainScenario:d_main_25_07_s_88,True,,,,,1,angry,,13,idle,,12,10,1.0,,
