id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_29_08_e_11,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_11,True,,5,void,,3,idle,,1,idle,,13,idle,,15,delight,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_12,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_12,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,4,1.0,,,,,
d_main_29_08_e_13,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_13,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_14,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_14,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_15,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_15,False,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_16,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_16,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_17,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_17,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_18,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_18,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_19,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_19,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_20,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_20,False,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_21,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_21,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_22,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_22,False,,5,void,,3,shy,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_23,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_23,True,,5,void,,3,shy,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_24,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_24,True,,5,void,,3,shy,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_25,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_25,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_26,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_26,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_27,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_27,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_28,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_28,True,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_29,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_29,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_30,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_30,True,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_31,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_31,False,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,4,XS_30,1.0,,,,,
d_main_29_08_e_32,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_32,True,,5,delight,,3,surprise,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_33,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_33,True,,5,delight,,3,surprise,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_34,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_34,True,,5,delight,,3,surprise,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_35,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_35,True,,5,delight,,3,surprise,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_36,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_36,True,,5,delight,,3,surprise,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_37,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_37,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,
d_main_29_08_e_38,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_38,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_39,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_39,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_40,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_40,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_41,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_41,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_42,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_42,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_43,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_43,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_44,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_44,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_45,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_45,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_46,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_46,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,4,1.0,,,,,
d_main_29_08_e_47,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_47,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_48,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_48,False,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_49,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_49,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_50,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_50,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_51,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_51,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_52,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_52,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_53,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_53,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_54,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_54,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_55,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_55,True,,5,void,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_56,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_56,True,,5,void,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_57,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_57,True,,5,void,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_58,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_58,False,,5,void,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_59,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_59,True,,5,void,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_60,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_60,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_61,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_61,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,4,50,1.0,,,,,
d_main_29_08_e_62,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_62,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,
d_main_29_08_e_63,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_63,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,
d_main_29_08_e_64,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_64,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,
d_main_29_08_e_65,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_65,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,50,XS_30,1.0,,,,,
d_main_29_08_e_66,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_66,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_67,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_67,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_68,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_68,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_69,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_69,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_70,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_70,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_71,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_71,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_72,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_72,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_73,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_73,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_74,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_74,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_75,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_75,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,
d_main_29_08_e_76,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_76,False,,5,pain,,3,idle,,1,idle,,13,idle,,15,idle,,XS_30,50,1.0,,,,,
d_main_29_08_e_77,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_77,True,,5,pain,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,
d_main_29_08_e_78,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_78,True,,5,void,,3,smile,,1,idle,,13,idle,,15,idle,,50,3,1.0,,,,,
d_main_29_08_e_79,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_79,True,,5,void,,3,smile,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,
d_main_29_08_e_80,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_80,True,,5,void,,3,smile,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,
d_main_29_08_e_81,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_81,True,,5,void,,3,smile,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,
d_main_29_08_e_82,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_82,True,,5,void,,3,smile,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,
d_main_29_08_e_83,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_83,True,,5,idle,,3,smile,,1,idle,,13,idle,,15,idle,,3,4,1.0,,,,,
d_main_29_08_e_84,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_84,True,,5,idle,,3,smile,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_85,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_85,True,,5,idle,,3,smile,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_86,d_main_29_08_e,Speech,anis,anis,Locale_MainScenario:d_main_29_08_e_86,True,,5,void,,3,smile,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_29_08_e_87,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_87,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,4,2,1.0,,,,,
d_main_29_08_e_88,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_88,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_89,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_89,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_90,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_90,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_91,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_91,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_92,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_92,True,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_93,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_93,True,,5,void,,3,idle,,1,no,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_94,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_94,True,,5,void,,3,idle,,1,no,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_95,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_95,True,,5,void,,3,idle,,1,no,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_96,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_96,True,,5,void,,3,idle,,1,no,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_97,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_97,True,,5,void,,3,idle,,1,shy,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_98,d_main_29_08_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_08_e_98,True,,5,void,,3,surprise,,1,shy,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_29_08_e_99,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_99,False,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,2,S_10,1.0,,,,,
d_main_29_08_e_100,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_100,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,
d_main_29_08_e_101,d_main_29_08_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_08_e_101,True,,5,void,,3,surprise,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,
