id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,play_sound,set_camera_shake,characters/2/hide_char_id,characters/3/hide_char_id
d_main_23_07_e_25,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_25,True,,70,70,1.0,,sakura,sakura,,7,angry,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_26,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_26,True,,70,70,1.0,,sakura,sakura,,7,angry,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_27,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_27,True,,70,70,1.0,,sakura,sakura,,7,angry,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_28,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_28,True,,70,70,1.0,,sakura,sakura,,7,angry,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_29,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_29,False,,50,50,1.0,,outerrimman,outerrimman,,7,angry,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_30,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_30,True,,70,70,1.0,,sakura,sakura,,7,idle,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_31,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_31,True,,70,70,1.0,,sakura,sakura,,7,idle,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_32,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_32,True,,70,70,1.0,,sakura,sakura,,7,idle,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_33,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_33,True,,70,70,1.0,,sakura,sakura,,7,idle,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_34,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_34,True,,70,70,1.0,,sakura,sakura,,7,idle,,5,idle,,,,,,,,,,,,,
d_main_23_07_e_35,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_35,True,DestroyedStreet,16,16,1.0,,rosanna,rosanna,,7,idle,,5,idle,sakura,outerrimman,rosanna,15,idle,consigliere,17,idle,black,,,,
d_main_23_07_e_36,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_36,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_37,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_37,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_38,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_38,False,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_39,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_39,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_40,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_40,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_41,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_41,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_42,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_42,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_43,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_43,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_44,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_44,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_45,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_45,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_46,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_46,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_47,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_47,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_48,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_48,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_49,d_main_23_07_e,Narration,Locale_MainScenario:d_main_23_07_e_49,False,,black,black,1.0,none,,,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_50,d_main_23_07_e,Narration,Locale_MainScenario:d_main_23_07_e_50,False,,3,3,1.0,bgm_emergency,,,,,,,,,,,,15,idle,,17,idle,,sfx_scn_gunfire,Low_2,,
d_main_23_07_e_51,d_main_23_07_e,Narration,Locale_MainScenario:d_main_23_07_e_51,False,,3,3,1.0,,,,,,,,,,,,,15,idle,,17,idle,,sfx_scn_explosions,Low_1,,
d_main_23_07_e_52,d_main_23_07_e,Narration,Locale_MainScenario:d_main_23_07_e_52,False,,3,3,1.0,,,,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_53,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_53,True,,3,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_54,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_54,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_55,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_55,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_56,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_56,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_57,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_57,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,delight,,17,idle,,,,,
d_main_23_07_e_58,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_58,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,delight,,17,idle,,,,,
d_main_23_07_e_59,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_59,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,delight,,17,idle,,,,,
d_main_23_07_e_60,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_60,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_61,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_61,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_62,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_62,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_63,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_63,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_64,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_64,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_65,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_65,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_66,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_66,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_67,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_67,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_68,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_68,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_69,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_69,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_70,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_70,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,idle,,17,idle,,,,,
d_main_23_07_e_71,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_71,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,angry,,17,idle,,,,,
d_main_23_07_e_72,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_72,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,angry,,17,idle,,,,,
d_main_23_07_e_73,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_73,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,angry,,17,idle,,,,,
d_main_23_07_e_74,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_74,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,angry,,17,idle,,,,,
d_main_23_07_e_75,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_75,True,,16,16,1.0,,consigliere,consigliere,,,,,,,,,,15,angry,,17,idle,,,,,
d_main_23_07_e_76,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_76,True,,16,16,1.0,,rosanna,rosanna,,,,,,,,,,15,angry,,17,idle,,,,,
d_main_23_07_e_77,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_77,True,,16,150,1.0,,rosanna,rosanna,,,,,,,,,,15,angry,,17,idle,,,,,
d_main_23_07_e_78,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_78,True,,170,170,1.0,,consigliere,consigliere,,,,,,,,,,15,angry,,17,idle,,,,,
d_main_23_07_e_79,d_main_23_07_e,Narration,Locale_MainScenario:d_main_23_07_e_79,False,OuterrimWall,1,1,1.0,none,,,,,,,,,,,,15,angry,,17,idle,black,,,rosanna,consigliere
d_main_23_07_e_80,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_80,True,,1,1,1.0,bgm_story_facetoface,moran,moran,moran,1,think,jin_op_l,OP_leftup,idle,,,,,,,,,,,,,
d_main_23_07_e_81,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_81,True,,1,1,1.0,,moran,moran,,1,think,,OP_leftup,idle,,,,,,,,,,,,,
d_main_23_07_e_82,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_82,True,,1,1,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,,,,,,,,,,,,
d_main_23_07_e_83,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_83,True,,1,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,,,,,,,,,,,,
d_main_23_07_e_84,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_84,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,,,,,,,,,,,,
d_main_23_07_e_85,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_85,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,,,,,,,,,,,,
d_main_23_07_e_86,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_86,True,,10,10,1.0,,jin_op_l,jin_op_l,,1,think,,OP_leftup,idle,,,,,,,,,,,,,
d_main_23_07_e_87,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_87,True,,10,10,1.0,,moran,moran,,1,think,,OP_leftup,idle,,,,,,,,,,,,,
d_main_23_07_e_88,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_88,True,,10,16,1.0,,doban,doban,,1,think,,OP_leftup,idle,,jin_op_l,doban,16,idle,,,,,,,,
d_main_23_07_e_89,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_89,True,,16,16,1.0,,doban,doban,,1,think,,,,,,,16,idle,,,,,,,,
d_main_23_07_e_90,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_90,True,,16,16,1.0,,doban,doban,,1,think,,,,,,,16,idle,,,,,,,,
d_main_23_07_e_91,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_91,True,,16,16,1.0,,doban,doban,,1,think,,,,,,,16,angry,,,,,,,,
d_main_23_07_e_92,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_92,True,,16,XL_160,0.7,,doban,doban,,1,think,,,,,,,16,angry,,,,,,Low_2,,
d_main_23_07_e_93,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_93,True,,XL_160,XL_160,1.0,,doban,doban,,1,think,,,,,,,16,angry,,,,,,,,
d_main_23_07_e_94,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_94,True,,XL_160,XL_160,1.0,,doban,doban,,1,think,,,,,,,16,angry,,,,,,,,
d_main_23_07_e_95,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_95,True,,XL_160,XL_160,1.0,,doban,doban,,1,think,,,,,,,16,angry,,,,,,,,
d_main_23_07_e_96,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_96,True,,XL_160,XL_160,1.0,,doban,doban,,1,think,,,,,,,16,angry,,,,,,,,
d_main_23_07_e_97,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_97,True,,XL_160,XL_160,1.0,,moran,moran,,1,think,,,,,,,16,angry,,,,,,,,
d_main_23_07_e_98,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_98,True,,XL_160,16,1.0,,doban,doban,,1,think,,,,moran,,,16,idle,,,,,,,,
d_main_23_07_e_99,d_main_23_07_e,Narration,Locale_MainScenario:d_main_23_07_e_99,False,EventScene_Chap_23_01,black,black,1.0,,,,,,,,,,,,,16,idle,,,,,,,doban,
d_main_23_07_e_100,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_100,True,,moranwall_01,moranwall_01,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_101,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_101,True,,moranwall_01,moranwall_01,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_102,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_102,True,,moranwall_01,moranwall_01,1.0,,doban,doban,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_103,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_103,True,,moranwall_01,moranwall_01,1.0,,doban,doban,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_104,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_104,True,,moranwall_01,moranwall_02,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_105,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_105,True,,moranwall_02,moranwall_02,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_106,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_106,True,,moranwall_02,moranwall_02,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_107,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_107,True,,moranwall_02,moranwall_02,1.0,,doban,doban,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_108,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_108,True,,moranwall_02,moranwall_02,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_109,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_109,True,,moranwall_02,moranwall_02,1.0,,doban,doban,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_110,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_110,True,,moranwall_02,moranwall_02,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_111,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_111,True,,moranwall_02,moranwall_02,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_112,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_112,True,,moranwall_02,moranwall_03,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_113,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_113,True,,moranwall_03,moranwall_03,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
d_main_23_07_e_114,d_main_23_07_e,Speech,Locale_MainScenario:d_main_23_07_e_114,True,,moranwall_03,moranwall_03,1.0,,moran,moran,,,,,,,,,,,,,,,,,,,
