id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_maidcafe_07_45,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_45,False,,120,120,1.0,,,marciana,,,14,idle,,12,delight,
d_ex_maidcafe_07_46,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_46,True,,120,120,1.0,,,marciana,,,14,idle,,12,delight,
d_ex_maidcafe_07_47,d_ex_maidcafe_07,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_07_47,False,,120,120,1.0,,,,,,14,idle,,12,delight,
d_ex_maidcafe_07_48,d_ex_maidcafe_07,Self,Self,Locale_SuddenStory:d_ex_maidcafe_07_48,False,,120,120,1.0,,,,,,14,idle,,12,delight,
d_ex_maidcafe_07_49,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_49,True,,120,120,1.0,,,tia,,,14,idle,,12,delight,
d_ex_maidcafe_07_50,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_50,False,,120,1200,0.5,,none,marciana,,,14,idle,,12,shy,
d_ex_maidcafe_07_51,d_ex_maidcafe_07,Narration,Narration,Locale_SuddenStory:d_ex_maidcafe_07_51,False,,1200,1200,1.0,sfx_scn_putdown,,,,,14,idle,,12,shy,
d_ex_maidcafe_07_52,d_ex_maidcafe_07,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_07_52,False,,1200,1200,1.0,,,,,,14,idle,,12,shy,
d_ex_maidcafe_07_53,d_ex_maidcafe_07,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_07_53,False,,1200,1200,1.0,,,,,,14,idle,,12,shy,
d_ex_maidcafe_07_54,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_54,True,,1200,13,1.0,,bgm_story_whosdumber,tia,,,14,idle,,12,shy,
d_ex_maidcafe_07_55,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_55,True,,13,13,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_56,d_ex_maidcafe_07,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_07_56,False,,13,13,1.0,,,,,,14,idle,,12,panic,
d_ex_maidcafe_07_57,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_57,True,,13,13,1.0,,,tia,,,14,idle,,12,panic,
d_ex_maidcafe_07_58,d_ex_maidcafe_07,Choice,,Locale_SuddenStory:d_ex_maidcafe_07_58,False,,13,13,1.0,,,,d_ex_maidcafe_07_60,,14,idle,,12,panic,
d_ex_maidcafe_07_59,d_ex_maidcafe_07,Choice,,Locale_SuddenStory:d_ex_maidcafe_07_59,False,,13,13,1.0,,,,d_ex_maidcafe_07_60,,14,idle,,12,panic,
d_ex_maidcafe_07_60,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_60,True,,13,13,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_61,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_61,True,,13,13,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_62,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_62,True,,13,13,1.0,,,tia,,,14,idle,,12,panic,
d_ex_maidcafe_07_63,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_63,True,,13,13,1.0,,,tia,,,14,idle,,12,panic,
d_ex_maidcafe_07_64,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_64,False,,13,120,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_65,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_65,True,,120,120,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_66,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_66,True,,120,120,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_67,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_67,True,,120,1200,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_68,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_68,True,,1200,1200,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_69,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_69,True,,1200,1200,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_70,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_70,True,,1200,1200,1.0,,,marciana,,,14,idle,,12,panic,
d_ex_maidcafe_07_71,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_71,True,,140,140,1.0,,,tia,,,14,idle,,12,panic,
d_ex_maidcafe_07_72,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_72,True,,140,140,1.0,,,tia,,,14,idle,,12,panic,
d_ex_maidcafe_07_73,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_73,True,,140,140,1.0,,,tia,,,14,idle,,12,panic,
d_ex_maidcafe_07_74,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_74,True,,140,13,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_75,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_75,True,,13,13,1.0,,,tia,,,14,idle,,12,idle,
d_ex_maidcafe_07_76,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_76,False,,13,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_77,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_77,True,,120,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_78,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_78,True,,120,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_79,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_79,True,,120,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_80,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_80,True,,120,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_81,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_81,False,,120,120,1.0,,none,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_82,d_ex_maidcafe_07,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_07_82,False,,120,120,1.0,,,,,,14,idle,,12,idle,
d_ex_maidcafe_07_83,d_ex_maidcafe_07,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_07_83,False,,120,120,1.0,,,,,,14,idle,,12,idle,
d_ex_maidcafe_07_84,d_ex_maidcafe_07,Self,Self,Locale_SuddenStory:d_ex_maidcafe_07_84,False,,120,120,1.0,,bgm_story_girlstalk,,,,14,idle,,12,idle,
d_ex_maidcafe_07_85,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_85,True,,120,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_86,d_ex_maidcafe_07,Self,Self,Locale_SuddenStory:d_ex_maidcafe_07_86,False,,120,120,1.0,,,,,,14,idle,,12,idle,
d_ex_maidcafe_07_87,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_87,True,,120,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_88,d_ex_maidcafe_07,Self,Self,Locale_SuddenStory:d_ex_maidcafe_07_88,False,,120,120,1.0,,,,,,14,idle,,12,idle,
d_ex_maidcafe_07_89,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_89,False,,120,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_90,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_90,True,,120,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_91,d_ex_maidcafe_07,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_07_91,True,,120,120,1.0,,,marciana,,,14,idle,,12,idle,
d_ex_maidcafe_07_92,d_ex_maidcafe_07,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_07_92,False,,black,black,1.0,,,,,,14,idle,,12,idle,marciana
d_ex_maidcafe_07_93,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_93,True,,140,140,1.0,,,tia,,,14,delight,,,,
d_ex_maidcafe_07_94,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_94,True,,140,140,1.0,,,tia,,,14,delight,,,,
d_ex_maidcafe_07_95,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_95,True,,140,140,1.0,,,tia,,,14,delight,,,,
d_ex_maidcafe_07_96,d_ex_maidcafe_07,Self,Self,Locale_SuddenStory:d_ex_maidcafe_07_96,False,,140,140,1.0,,,,,,14,delight,,,,
d_ex_maidcafe_07_97,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_97,True,,140,140,1.0,,,tia,,,14,delight,,,,
d_ex_maidcafe_07_98,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_98,True,,140,140,1.0,,,tia,,,14,delight,,,,
d_ex_maidcafe_07_99,d_ex_maidcafe_07,Speech,tia,Locale_SuddenStory:d_ex_maidcafe_07_99,True,,140,140,1.0,,,tia,,,14,delight,,,,
d_ex_maidcafe_07_100,d_ex_maidcafe_07,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_07_100,False,,black,black,1.0,,,,,,14,delight,,,,
d_ex_maidcafe_07_101,d_ex_maidcafe_07,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_07_101,False,,black,black,1.0,,,,,,14,delight,,,,
