id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/hide_char_id
d_main_27_03_s_40,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_40,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,300,300,1.0,,
d_main_27_03_s_41,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_41,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,300,300,1.0,,
d_main_27_03_s_42,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_42,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,300,300,1.0,,
d_main_27_03_s_43,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_43,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,300,300,1.0,,
d_main_27_03_s_44,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_44,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,300,30,1.0,,
d_main_27_03_s_45,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_45,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_46,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_46,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_47,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_47,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_48,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_48,True,,1,worry,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,10,10,1.0,,
d_main_27_03_s_49,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_49,True,,1,worry,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_50,d_main_27_03_s,Speech,neon,neon,Locale_MainScenario:d_main_27_03_s_50,True,,1,worry,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,S_130,S_130,1.0,,
d_main_27_03_s_51,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_51,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_52,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_52,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_53,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_53,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_54,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_54,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_55,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_55,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,
d_main_27_03_s_56,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_56,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle,,,,,30,53,1.0,,
d_main_27_03_s_57,d_main_27_03_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_03_s_57,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle,,,,,53,53,1.0,,
d_main_27_03_s_58,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_58,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,sad,,7,idle,,,,,53,53,1.0,,
d_main_27_03_s_59,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_59,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,sad,,7,idle,,,,,53,50,1.0,,
d_main_27_03_s_60,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_60,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,50,50,1.0,,
d_main_27_03_s_61,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_61,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,50,50,1.0,,
d_main_27_03_s_62,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_62,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,50,50,1.0,,
d_main_27_03_s_63,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_63,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,50,50,1.0,,
d_main_27_03_s_64,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_64,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,50,50,1.0,,
d_main_27_03_s_65,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_65,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,delight,,,,,50,75,1.0,,
d_main_27_03_s_66,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_66,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,surprise,,7,delight,,,,,75,75,1.0,,
d_main_27_03_s_67,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_67,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,surprise,,7,delight,,,,,75,75,1.0,,
d_main_27_03_s_68,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_68,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,surprise,,7,idle,,,,,75,75,1.0,,
d_main_27_03_s_69,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_69,True,,1,void,,13,idle,,15,idle,,3,idle,,5,surprise,,7,idle,,,,,75,75,1.0,,
d_main_27_03_s_70,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_70,True,,1,void,,13,idle,,15,idle,,3,idle,,5,surprise,,7,idle,,,,,10,10,1.0,,
d_main_27_03_s_71,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_71,True,,1,void,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,50,50,1.0,,
d_main_27_03_s_72,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_72,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,sad,,7,idle,,,,,50,50,1.0,,
d_main_27_03_s_73,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_73,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,sad,,7,idle,,,,,50,75,1.0,,
d_main_27_03_s_74,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_74,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,75,75,1.0,,
d_main_27_03_s_75,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_75,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,75,75,1.0,,
d_main_27_03_s_76,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_76,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,worry,,,,,75,75,1.0,,
d_main_27_03_s_77,d_main_27_03_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_03_s_77,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,worry,,7,worry,,,,,75,75,1.0,,
d_main_27_03_s_78,d_main_27_03_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_03_s_78,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,worry,,7,worry,,,,,75,75,1.0,,
d_main_27_03_s_79,d_main_27_03_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_03_s_79,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,worry,,7,worry,,,,,15,150,1.0,,
d_main_27_03_s_80,d_main_27_03_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_03_s_80,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,worry,,7,worry,,,,,150,150,1.0,,
d_main_27_03_s_81,d_main_27_03_s,Speech,shifty,shifty,Locale_MainScenario:d_main_27_03_s_81,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,worry,shifty,OP_leftup,angry,,150,150,1.0,,
d_main_27_03_s_82,d_main_27_03_s,Speech,shifty,shifty,Locale_MainScenario:d_main_27_03_s_82,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,angry,,150,150,1.0,,
d_main_27_03_s_83,d_main_27_03_s,Speech,neon,neon,Locale_MainScenario:d_main_27_03_s_83,True,,1,idle,,13,delight,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,angry,,150,S_130,1.0,,shifty
d_main_27_03_s_84,d_main_27_03_s,Speech,anis,anis,Locale_MainScenario:d_main_27_03_s_84,True,,1,idle,,13,delight,,15,idle,,3,idle,,5,idle,,7,idle,,,,,S_130,10,1.0,,
d_main_27_03_s_85,d_main_27_03_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_03_s_85,True,,1,idle,,13,delight,,15,idle,,3,idle,,5,idle,,7,idle,,,,,150,150,1.0,,
d_main_27_03_s_86,d_main_27_03_s,Self,,,Locale_MainScenario:d_main_27_03_s_86,False,,1,idle,,13,delight,,15,idle,,3,idle,,5,idle,,7,idle,,,,,150,150,1.0,,
d_main_27_03_s_87,d_main_27_03_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_03_s_87,True,,1,idle,,13,delight,,15,idle,,3,idle,,5,idle,,7,idle,,,,,150,1500,1.0,,
