id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_01,characters/0/hide_char_id,play_sound
d_ex_goddessofvictory_01_12,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_12,True,,1,1,1.0,,,snowwhite,unknown,,1,special,Blur_Middle,,
d_ex_goddessofvictory_01_13,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_13,True,,1,1,1.0,,,snowwhite,unknown,,1,special,Blur_Middle,,
d_ex_goddessofvictory_01_14,d_ex_goddessofvictory_01,Self,Locale_SuddenStory:d_ex_goddessofvictory_01_14,False,,1,1,1.0,,,snowwhite,Self,,1,special,Blur_Low,,
d_ex_goddessofvictory_01_15,d_ex_goddessofvictory_01,Narration,Locale_SuddenStory:d_ex_goddessofvictory_01_15,True,none,black,black,1.0,,,snowwhite,Narration,,,,,snowwhite,
d_ex_goddessofvictory_01_16,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_16,True,Park,L_10,L_10,1.0,,,snowwhite,snowwhite,snowwhite,1,idle,,,
d_ex_goddessofvictory_01_17,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_17,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_18,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_18,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_19,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_19,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_20,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_20,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_21,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_21,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_22,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_22,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_23,d_ex_goddessofvictory_01,Narration,Locale_SuddenStory:d_ex_goddessofvictory_01_23,False,,black,black,1.0,,,Narration,Narration,,1,idle,,,
d_ex_goddessofvictory_01_24,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_24,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_25,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_25,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_26,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_26,False,,L_10,L_10,1.0,,d_ex_goddessofvictory_01_28,snowwhite,,,1,idle,,,
d_ex_goddessofvictory_01_27,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_27,False,,L_10,L_10,1.0,,d_ex_goddessofvictory_01_28,snowwhite,,,1,idle,,,
d_ex_goddessofvictory_01_28,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_28,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,pain,,,
d_ex_goddessofvictory_01_29,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_29,True,,L_10,L_100,0.4,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_30,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_30,True,,L_100,L_100,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_31,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_31,True,,L_100,L_100,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_32,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_32,True,,L_100,L_100,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_33,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_33,False,,L_100,L_100,1.0,,d_ex_goddessofvictory_01_35,snowwhite,,,1,idle,,,
d_ex_goddessofvictory_01_34,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_34,False,,L_100,L_100,1.0,,d_ex_goddessofvictory_01_37,snowwhite,,,1,idle,,,
d_ex_goddessofvictory_01_35,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_35,True,,L_100,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_36,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_36,True,,L_10,L_10,1.0,,d_ex_goddessofvictory_01_39,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_37,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_37,True,,L_100,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_38,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_38,True,,L_10,L_10,1.0,,d_ex_goddessofvictory_01_39,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_39,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_39,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,delight,,,
d_ex_goddessofvictory_01_40,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_40,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,delight,,,
d_ex_goddessofvictory_01_41,d_ex_goddessofvictory_01,Narration,Locale_SuddenStory:d_ex_goddessofvictory_01_41,False,Park_n,black,black,1.0,,,snowwhite,Narration,,1,delight,,,
d_ex_goddessofvictory_01_42,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_42,True,,1,L_10,1.0,,,snowwhite,snowwhite,,1,delight,,,
d_ex_goddessofvictory_01_43,d_ex_goddessofvictory_01,Self,Locale_SuddenStory:d_ex_goddessofvictory_01_43,False,,L_10,L_10,1.0,,,snowwhite,Self,,1,delight,,,
d_ex_goddessofvictory_01_44,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_44,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_45,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_45,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_46,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_46,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_47,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_47,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_48,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_48,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_49,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_49,False,,L_10,L_10,1.0,,d_ex_goddessofvictory_01_51,snowwhite,,,1,idle,,,
d_ex_goddessofvictory_01_50,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_50,False,,L_10,L_10,1.0,,d_ex_goddessofvictory_01_52,snowwhite,,,1,idle,,,
d_ex_goddessofvictory_01_51,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_51,True,,L_10,L_10,1.0,,d_ex_goddessofvictory_01_53,snowwhite,snowwhite,,1,delight,,,
d_ex_goddessofvictory_01_52,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_52,True,,L_10,L_10,1.0,,d_ex_goddessofvictory_01_53,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_53,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_53,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_54,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_54,False,,L_10,1,1.0,,,snowwhite,,,1,idle,,,
d_ex_goddessofvictory_01_55,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_55,False,,1,1,1.0,,,snowwhite,,,1,idle,,,
d_ex_goddessofvictory_01_56,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_56,False,,1,1,1.0,,d_ex_goddessofvictory_01_58,snowwhite,,,1,pain,,,
d_ex_goddessofvictory_01_57,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_57,False,,1,1,1.0,,d_ex_goddessofvictory_01_61,snowwhite,,,1,pain,,,
d_ex_goddessofvictory_01_58,d_ex_goddessofvictory_01,Narration,Locale_SuddenStory:d_ex_goddessofvictory_01_58,False,,1,1,1.0,,,snowwhite,Narration,,1,pain,,,
d_ex_goddessofvictory_01_59,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_59,False,,1,1,1.0,,,snowwhite,,,1,pain,,,
d_ex_goddessofvictory_01_60,d_ex_goddessofvictory_01,Self,Locale_SuddenStory:d_ex_goddessofvictory_01_60,False,,1,1,1.0,,d_ex_goddessofvictory_01_61,snowwhite,Self,,1,pain,,,
d_ex_goddessofvictory_01_61,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_61,False,,1,3,1.0,none,,snowwhite,,,1,pain,,,
d_ex_goddessofvictory_01_62,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_62,False,,3,300,1.0,,,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_63,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_63,False,,300,300,1.0,,,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_64,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_64,False,,300,300,1.0,bgm_story_trauma,,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_65,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_65,False,,300,300,1.0,,,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_66,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_66,False,,300,300,1.0,,,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_67,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_67,False,,300,300,1.0,,d_ex_goddessofvictory_01_69,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_68,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_68,False,,300,300,1.0,,d_ex_goddessofvictory_01_73,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_69,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_69,False,,300,L_10,2.0,,,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_70,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_70,False,,L_10,L_10,1.0,,,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_71,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_71,False,,L_10,300,2.0,,,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_72,d_ex_goddessofvictory_01,Self,Locale_SuddenStory:d_ex_goddessofvictory_01_72,False,,300,300,1.0,,,snowwhite,Self,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_73,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_73,False,none,black,black,1.0,,,snowwhite,,,1,pain,Vignetting,,
d_ex_goddessofvictory_01_74,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_74,False,,black,black,1.0,,,snowwhite,,,1,pain,,,
d_ex_goddessofvictory_01_75,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_75,False,,black,black,1.0,,,snowwhite,,,1,pain,,,
d_ex_goddessofvictory_01_76,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_76,False,,black,black,1.0,,,snowwhite,,,1,pain,,,
d_ex_goddessofvictory_01_77,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_77,False,,black,black,1.0,,,snowwhite,,,1,pain,,,
d_ex_goddessofvictory_01_78,d_ex_goddessofvictory_01,Narration,Locale_SuddenStory:d_ex_goddessofvictory_01_78,False,,black,black,1.0,none,,snowwhite,Narration,,1,pain,,,sfx_scn_raindrop
d_ex_goddessofvictory_01_79,d_ex_goddessofvictory_01,Narration,Locale_SuddenStory:d_ex_goddessofvictory_01_79,False,,black,black,1.0,,,snowwhite,Narration,,1,pain,,,sfx_scn_raindrops
d_ex_goddessofvictory_01_80,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_80,False,,black,black,1.0,bgm_story_crawlinganxiety,,snowwhite,,,1,pain,,snowwhite,
d_ex_goddessofvictory_01_81,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_81,False,,black,black,1.0,,d_ex_goddessofvictory_01_83,snowwhite,,,,,,,
d_ex_goddessofvictory_01_82,d_ex_goddessofvictory_01,Choice,Locale_SuddenStory:d_ex_goddessofvictory_01_82,False,,black,black,1.0,,d_ex_goddessofvictory_01_83,snowwhite,,,,,,,
d_ex_goddessofvictory_01_83,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_83,False,Park_n,1,1,1.0,,,snowwhite,,snowwhite,1,pain,Red,,
d_ex_goddessofvictory_01_84,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_84,False,,1,1,1.0,,,snowwhite,,,1,pain,Red,,
d_ex_goddessofvictory_01_85,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_85,False,,1,1,1.0,,,snowwhite,,,1,pain,Red,,
d_ex_goddessofvictory_01_86,d_ex_goddessofvictory_01,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_01_86,False,,1,1,1.0,,,snowwhite,,,1,pain,Red,,
d_ex_goddessofvictory_01_87,d_ex_goddessofvictory_01,Self,Locale_SuddenStory:d_ex_goddessofvictory_01_87,False,,black,black,1.0,,,snowwhite,Self,,1,pain,,,
d_ex_goddessofvictory_01_88,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_88,True,,1,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_89,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_89,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_90,d_ex_goddessofvictory_01,Self,Locale_SuddenStory:d_ex_goddessofvictory_01_90,False,,L_10,L_10,1.0,,,snowwhite,Self,,1,idle,,,
d_ex_goddessofvictory_01_91,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_91,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_92,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_92,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_93,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_93,True,,L_10,L_10,1.0,none,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_94,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_94,True,,L_10,L_10,1.0,,,snowwhite,snowwhite,,1,idle,,,
d_ex_goddessofvictory_01_95,d_ex_goddessofvictory_01,Self,Locale_SuddenStory:d_ex_goddessofvictory_01_95,False,,L_10,L_10,1.0,,,snowwhite,Self,,1,idle,,,
d_ex_goddessofvictory_01_96,d_ex_goddessofvictory_01,Speech,Locale_SuddenStory:d_ex_goddessofvictory_01_96,True,,L_10,L_100,1.0,,,snowwhite,snowwhite,,1,delight,,,
d_ex_goddessofvictory_01_97,d_ex_goddessofvictory_01,Self,Locale_SuddenStory:d_ex_goddessofvictory_01_97,False,,L_100,L_100,1.0,,,snowwhite,Self,,1,delight,,,
