id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/hide_char_id
d_main_33_01_13,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_13,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,OP_rightup,think,,,,,
d_main_33_01_14,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_14,True,,S_10,S_100,1.0,,shifty_r,shifty_r,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,OP_rightup,think,,,,,
d_main_33_01_15,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_15,True,,S_100,S_100,1.0,,shifty_r,shifty_r,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,OP_rightup,think,,,,,
d_main_33_01_16,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_16,False,,S_100,S_100,1.0,,shifty_r,,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,OP_rightup,think,,,,,
d_main_33_01_17,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_17,True,,S_100,S_10,1.0,,shifty_r,shifty_r,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,OP_rightup,think,,,,,
d_main_33_01_18,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_18,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,OP_rightup,think,,,,,
d_main_33_01_19,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_19,False,,S_10,S_10,1.0,,shifty_r,,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,OP_rightup,think,,,,,
d_main_33_01_20,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_20,True,,S_10,113,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,OP_rightup,think,shifty_r,,,,
d_main_33_01_21,d_main_33_01,Narration,Locale_MainScenario:d_main_33_01_21,False,,113,113,1.0,,anis,,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_22,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_22,True,,113,113,1.0,,cinderella,cinderella,,,,1,surprise,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_23,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_23,True,,113,113,1.0,,anis,anis,,,,1,surprise,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_24,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_24,True,,113,113,1.0,,cinderella,cinderella,,,,1,smile,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_25,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_25,True,,113,113,1.0,,anis,anis,,,,1,smile,,,3,idle,,13,sad,,,15,idle,,,,,,,,,
d_main_33_01_26,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_26,True,,113,S_10,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,sad,,,15,idle,,,,,,,,,
d_main_33_01_27,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_27,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,sad,,,15,idle,,,,,,,,,
d_main_33_01_28,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_28,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,sad,,,15,idle,,,,,,,,,
d_main_33_01_29,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_29,True,,S_10,S_100,1.0,,cinderella,cinderella,,,,1,delight,,,3,idle,,13,sad,,,15,idle,,,,,,,,,
d_main_33_01_30,d_main_33_01,Monologue,Locale_MainScenario:d_main_33_01_30,False,,S_100,S_100,1.0,,cinderella,,,,,1,smile,,,3,idle,,13,sad,,,15,idle,,,,,,,,,
d_main_33_01_31,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_31,False,,1300,1300,1.0,,anis,anis,,,,1,smile,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_32,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_32,False,,300,300,1.0,,rapi,rapi,,,,1,smile,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_33,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_33,True,,S_100,S_10,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_34,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_34,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_35,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_35,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_36,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_36,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_37,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_37,True,,S_10,1,0.7,,cinderella,cinderella,,,,1,angry,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_38,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_38,True,,1,1,1.0,,cinderella,cinderella,,,,1,angry,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_39,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_39,True,,1,1,1.0,,cinderella,cinderella,,,,1,angry,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_40,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_40,True,,1,113,1.0,,anis,anis,,,,1,angry,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_41,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_41,True,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_42,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_42,True,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_43,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_43,True,,S_150,S_150,1.0,,neon,neon,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_44,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_44,True,,S_150,S_150,1.0,,neon,neon,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_45,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_45,True,,S_150,S_150,1.0,,neon,neon,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_46,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_46,True,,S_150,130,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_47,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_47,True,,130,130,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_48,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_48,True,,130,130,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_49,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_49,True,,130,113,1.0,,cinderella,cinderella,,,,1,angry,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_50,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_50,True,,113,113,1.0,,anis,anis,,,,1,angry,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_51,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_51,True,,113,113,1.0,,cinderella,cinderella,,,,1,delight,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_52,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_52,True,,113,113,1.0,,anis,anis,,,,1,delight,,,3,idle,,13,no,,,15,idle,,,,,,,,,
d_main_33_01_53,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_53,True,,113,31,1.5,,rapi,rapi,,,,1,idle,,,3,idle,,13,no,,,15,idle,,,,,,,,,
d_main_33_01_54,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_54,True,,31,31,1.0,,rapi,rapi,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_55,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_55,True,,31,31,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_56,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_56,True,,31,31,1.0,,rapi,rapi,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_57,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_57,True,,1300,1300,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_58,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_58,False,,300,30,1.0,,rapi,,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_59,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_59,False,,30,30,1.0,,rapi,,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_60,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_60,False,,30,30,1.0,,rapi,,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_61,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_61,True,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_62,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_62,True,,S_150,S_150,1.0,,neon,neon,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_63,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_63,True,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,think,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_64,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_64,True,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,think,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_65,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_65,True,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,think,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_66,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_66,False,,S_150,S_150,1.0,,neon,neon,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_67,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_67,False,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_68,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_68,True,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_69,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_69,True,,130,130,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_70,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_70,True,,130,130,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_71,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_71,True,,130,130,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_72,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_72,True,,130,S_10,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_73,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_73,False,,S_10,1,1.0,,cinderella,cinderella,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_74,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_74,True,,1,1,1.0,,cinderella,cinderella,,,,1,surprise,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_75,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_75,True,,1,113,1.0,,anis,anis,,,,1,surprise,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
d_main_33_01_76,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_76,True,,113,113,1.0,,cinderella,cinderella,,,,1,delight,,,3,idle,,13,worry,,,15,idle,,,,,,idle,,,
d_main_33_01_77,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_77,False,,113,113,1.0,,anis,anis,,,,1,delight,,,3,idle,,13,worry,,,15,idle,,,,,,idle,,,
d_main_33_01_78,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_78,False,,113,113,1.0,,rapi,,,,,1,delight,,,3,idle,,13,worry,,,15,idle,,,,,,idle,,,
d_main_33_01_79,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_79,True,,113,3,1.5,,rapi,rapi,,,,1,delight,,,3,idle,,13,worry,,,15,idle,,,,,,idle,,,
d_main_33_01_80,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_80,True,,3,5,0.7,,shifty_c,shifty_c,,,,1,delight,,,3,idle,,13,worry,,,15,idle,,shifty_c,OP_center,worry,,idle,,,
d_main_33_01_81,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_81,False,,5,5,1.0,,shifty_c,,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,worry,,idle,,,
d_main_33_01_82,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_82,True,,5,50,1.0,,shifty_c,shifty_c,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,worry,,,,,
d_main_33_01_83,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_83,True,,50,50,1.0,,shifty_c,shifty_c,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,worry,,,,,
d_main_33_01_84,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_84,True,,50,50,1.0,,shifty_c,shifty_c,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,worry,,,,,
d_main_33_01_85,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_85,True,,50,50,1.0,,shifty_c,shifty_c,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,sad,,,,,
d_main_33_01_86,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_86,True,,50,50,1.0,,shifty_c,shifty_c,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,sad,,,,,
d_main_33_01_87,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_87,True,,50,50,1.0,,shifty_c,shifty_c,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,sad,,,,,
d_main_33_01_88,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_88,False,,50,50,1.0,none,shifty_c,,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,sad,,,,,
d_main_33_01_89,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_89,True,,50,50,1.0,,shifty_c,shifty_c,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,sad,,,,,
d_main_33_01_90,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_90,False,,50,50,1.0,,shifty_c,,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,sad,,,,,
d_main_33_01_91,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_91,True,,50,50,1.0,,shifty_c,shifty_c,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_center,idle,,,,,
d_main_33_01_92,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_92,True,,S_150,S_150,1.0,,neon,neon,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,OP_center,idle,shifty_c,,,,
d_main_33_01_93,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_93,True,,130,130,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_94,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_94,False,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,idle,,13,void,,,15,idle,,,,,,,,,
d_main_33_01_95,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_95,True,,L_500,L_50,1.0,bgm_chapter33_field_blackwave,grave_no,grave_no,Grey,black,,1,idle,cinderella,,3,idle,,13,void,anis,,15,idle,neon,grave_no,5,idle,,,,,
d_main_33_01_96,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_96,True,,L_50,L_50,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_97,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_97,True,,L_50,53,1.0,,rapi,rapi,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_98,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_98,True,,53,53,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_99,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_99,True,,53,53,1.0,,rapi,rapi,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_100,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_100,True,,53,53,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_101,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_101,True,,53,53,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_102,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_102,True,,53,L_50,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_103,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_103,True,,L_50,L_50,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_104,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_104,True,,L_50,L_50,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_105,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_105,True,,L_50,53,1.0,,rapi,rapi,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_106,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_106,True,,53,53,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_107,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_107,True,,53,53,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_108,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_108,True,,53,53,1.0,,rapi,rapi,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_109,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_109,True,,53,53,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_110,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_110,True,,53,53,1.0,,grave_no,grave_no,Grey,,,,,,,3,idle,,,,,,,,,,5,idle,,,,,
d_main_33_01_111,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_111,True,,53,53,1.0,,rapi,rapi,Grey,,,,,,,3,think,,,,,,,,,,5,idle,,,,,
d_main_33_01_112,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_112,True,,53,53,1.0,,grave_no,grave_no,Grey,,,,,,,3,think,,,,,,,,,,5,idle,,,,,
d_main_33_01_113,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_113,True,,53,53,1.0,,grave_no,grave_no,Grey,,,,,,,3,think,,,,,,,,,,5,idle,,,,,
d_main_33_01_114,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_114,True,,53,53,1.0,,rapi,rapi,Grey,,,,,,,3,worry,,,,,,,,,,5,idle,,,,,
d_main_33_01_115,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_115,True,,30,30,1.0,,rapi,rapi,,black,cinderella,1,idle,,,3,idle,anis,13,idle,,neon,15,idle,,,5,idle,grave_no,,,,
d_main_33_01_116,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_116,True,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_117,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_117,True,,30,30,1.0,,rapi,rapi,,,,1,idle,,,3,think,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_118,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_118,False,,30,30,1.0,,,,,,,1,idle,,,3,think,,13,idle,,,15,idle,,,,,,,,,
d_main_33_01_119,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_119,True,,30,30,1.0,,shifty_r,shifty_r,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,shifty_r,OP_rightup,idle,,idle,mana_op,OP_leftup,
d_main_33_01_120,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_120,True,,30,30,1.0,,shifty_r,shifty_r,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_rightup,idle,,idle,,OP_leftup,
d_main_33_01_121,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_121,True,,30,30,1.0,,shifty_r,shifty_r,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_rightup,idle,,idle,,OP_leftup,
d_main_33_01_122,d_main_33_01,Self,Locale_MainScenario:d_main_33_01_122,False,,30,30,1.0,,,,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_rightup,idle,,idle,,OP_leftup,
d_main_33_01_123,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_123,True,,30,30,1.0,,mana_op,mana_op,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_rightup,idle,,idle,,OP_leftup,
d_main_33_01_124,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_124,True,,30,30,1.0,,mana_op,mana_op,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_rightup,idle,,idle,,OP_leftup,
d_main_33_01_125,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_125,True,,30,30,1.0,,mana_op,mana_op,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_rightup,idle,,idle,,OP_leftup,
d_main_33_01_126,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_126,True,,30,30,1.0,,mana_op,mana_op,,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,OP_rightup,idle,,idle,,OP_leftup,
d_main_33_01_127,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_127,True,,130,130,1.0,,anis,anis,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,OP_rightup,idle,shifty_r,idle,,OP_leftup,mana_op
d_main_33_01_128,d_main_33_01,Speech,Locale_MainScenario:d_main_33_01_128,True,,130,1315,1.0,,neon,neon,,,,1,idle,,,3,idle,,13,worry,,,15,idle,,,,,,,,,
