id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade
d_main_39_af_06_23,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_23,True,,1,worry,,13,no,,113,113,1.0,,,
d_main_39_af_06_24,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_24,True,,1,worry,,13,no,,113,113,1.0,,,
d_main_39_af_06_25,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_25,True,,1,worry,,13,no,,113,113,1.0,,,
d_main_39_af_06_26,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_26,True,,1,worry,,13,no,,113,113,1.0,,,
d_main_39_af_06_27,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_27,False,,1,worry,,13,no,,113,113,1.0,,,
d_main_39_af_06_28,d_main_39_af_06,Narration,anis,,Locale_MainScenario:d_main_39_af_06_28,False,,1,worry,,13,no,,113,1,1.0,,sfx_scn_rustle_2,
d_main_39_af_06_29,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_29,True,,1,void,,13,no,,1,1,1.0,,,
d_main_39_af_06_30,d_main_39_af_06,Narration,anis,,Locale_MainScenario:d_main_39_af_06_30,False,,1,void,,13,no,,1,10,1.0,,sfx_scn_rustle,
d_main_39_af_06_31,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_31,True,,1,void,,13,no,,10,10,1.0,,,
d_main_39_af_06_32,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_32,True,,1,void,,13,no,,10,L_130,1.0,,,
d_main_39_af_06_33,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_33,True,,1,void,,13,no,,L_130,113,1.0,,,
d_main_39_af_06_34,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_34,True,,1,void,,13,no,,113,113,1.0,,,
d_main_39_af_06_35,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_35,True,,1,void,,13,no,,113,113,1.0,,,
d_main_39_af_06_36,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_36,True,,1,void,,13,no,,113,113,1.0,,,
d_main_39_af_06_37,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_37,True,,1,void,,13,no,,113,113,1.0,,,
d_main_39_af_06_38,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_38,True,,1,void,,13,no,,113,113,1.0,,,
d_main_39_af_06_39,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_39,True,,1,worry,,13,no,,113,113,1.0,,,
d_main_39_af_06_40,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_40,True,,1,worry,,13,no,,113,113,1.0,,,
d_main_39_af_06_41,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_41,True,,1,worry,,13,idle,,113,113,1.0,,,
d_main_39_af_06_42,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_42,True,,1,worry,,13,idle,,113,113,1.0,,,
d_main_39_af_06_43,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_43,True,,1,worry,,13,idle,,113,113,1.0,,,
d_main_39_af_06_44,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_44,False,,1,worry,,13,idle,,113,113,1.0,,,
d_main_39_af_06_45,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_45,True,,1,worry,,13,idle,,113,113,1.0,,,
d_main_39_af_06_46,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_46,True,,1,pain,,13,idle,,113,113,1.0,,,
d_main_39_af_06_47,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_47,True,,1,pain,,13,idle,,113,113,1.0,,,
d_main_39_af_06_48,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_48,True,,1,pain,,13,idle,,113,113,1.0,,,
d_main_39_af_06_49,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_49,True,,1,pain,,13,idle,,113,113,1.0,,,
d_main_39_af_06_50,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_50,True,,1,pain,,13,idle,,113,113,1.0,,,
d_main_39_af_06_51,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_51,False,,1,pain,,13,idle,,black,black,1.0,,,
d_main_39_af_06_52,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_52,False,,1,angry,,13,idle,,10,100,1.0,,,
d_main_39_af_06_53,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_53,False,,1,angry,,13,idle,,100,100,1.0,,,
d_main_39_af_06_54,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_54,True,,1,angry,,13,idle,,100,100,1.0,,,
d_main_39_af_06_55,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_55,False,,1,angry,,13,idle,,100,100,1.0,,,
d_main_39_af_06_56,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_56,True,,1,angry,,13,idle,,100,10,1.0,,,
d_main_39_af_06_57,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_57,False,,1,angry,,13,idle,,10,10,1.0,,,
d_main_39_af_06_58,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_58,True,,1,angry,,13,idle,,10,10,1.0,,,
d_main_39_af_06_59,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_59,False,,1,angry,,13,idle,,10,10,1.0,,,
d_main_39_af_06_60,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_60,True,,1,angry,,13,worry,,10,L_130,1.0,,,
d_main_39_af_06_61,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_61,True,,1,angry,,13,worry,,L_130,L_130,1.0,,,
d_main_39_af_06_62,d_main_39_af_06,Speech,avistar,femalenurse,Locale_MainScenario:d_main_39_af_06_62,False,,1,angry,,13,worry,,L_130,L_130,1.0,,,
d_main_39_af_06_63,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_63,True,,1,worry,,13,worry,,L_130,10,1.0,,,
d_main_39_af_06_64,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_64,True,,1,worry,,13,worry,,10,10,1.0,,,
d_main_39_af_06_65,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_65,False,,1,worry,,13,worry,,10,10,1.0,,,
d_main_39_af_06_66,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_66,True,,1,worry,,13,worry,,10,100,1.0,,,
d_main_39_af_06_67,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_67,True,,1,worry,,13,angry,,L_1300,L_1300,1.0,,,
d_main_39_af_06_68,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_68,False,,1,angry,,13,angry,,100,100,1.0,,,
d_main_39_af_06_69,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_69,True,,1,angry,,13,angry,,L_1300,L_130,1.0,,,
d_main_39_af_06_70,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_70,True,,1,angry,,13,angry,,L_130,L_130,1.0,,,
d_main_39_af_06_71,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_71,False,,1,worry,,13,angry,,L_130,10,1.0,,,
d_main_39_af_06_72,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_72,True,,1,worry,,13,angry,,10,10,1.0,,,
d_main_39_af_06_73,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_73,True,,1,sad,,13,angry,,10,10,1.0,,,
d_main_39_af_06_74,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_74,False,,1,sad,,13,angry,,10,10,1.0,,,
d_main_39_af_06_75,d_main_39_af_06,Narration,anis,,Locale_MainScenario:d_main_39_af_06_75,False,,1,sad,,13,angry,,10,10,1.0,,sfx_scn_handtouch,
d_main_39_af_06_76,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_76,False,,1,sad,,13,angry,,10,10,1.0,,,
d_main_39_af_06_77,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_77,False,,1,sad,,13,angry,,10,10,1.0,,,
d_main_39_af_06_78,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_78,False,,1,sad,,13,angry,,10,10,1.0,,,
d_main_39_af_06_79,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_79,False,,1,sad,,13,angry,,10,10,1.0,,,
d_main_39_af_06_80,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_80,True,,1,worry,,13,angry,,10,10,1.0,,,
d_main_39_af_06_81,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_81,False,,1,worry,,13,idle,,10,10,1.0,,,
d_main_39_af_06_82,d_main_39_af_06,Speech,anis,femalenurse,Locale_MainScenario:d_main_39_af_06_82,False,,1,worry,,13,idle,,10,10,1.0,,,
d_main_39_af_06_83,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_83,True,,1,worry,,13,idle,,10,10,1.0,,,
d_main_39_af_06_84,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_84,True,,1,worry,,13,idle,City_d,10,10,1.0,,,black
d_main_39_af_06_85,d_main_39_af_06,Narration,anis,,Locale_MainScenario:d_main_39_af_06_85,False,,1,worry,,13,idle,,black,black,1.0,,,
d_main_39_af_06_86,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_86,True,,1,worry,,13,worry,,L_1300,L_1300,1.0,,,
d_main_39_af_06_87,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_87,True,,1,worry,,13,worry,,L_1300,L_130,1.0,,,
d_main_39_af_06_88,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_88,True,,1,worry,,13,worry,,L_130,113,1.0,,,
d_main_39_af_06_89,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_89,True,,1,worry,,13,worry,,113,113,1.0,,,
d_main_39_af_06_90,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_90,True,,1,worry,,13,worry,,113,113,1.0,,,
d_main_39_af_06_91,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_91,True,,1,worry,,13,worry,,113,113,1.0,,,
d_main_39_af_06_92,d_main_39_af_06,Narration,anis,,Locale_MainScenario:d_main_39_af_06_92,False,,1,worry,,13,worry,,black,black,1.0,,,
d_main_39_af_06_93,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_93,False,,1,worry,,13,worry,,10,100,0.5,,,
d_main_39_af_06_94,d_main_39_af_06,Narration,anis,,Locale_MainScenario:d_main_39_af_06_94,False,,1,worry,,13,worry,,100,100,1.0,,,
d_main_39_af_06_95,d_main_39_af_06,Narration,anis,,Locale_MainScenario:d_main_39_af_06_95,False,,1,worry,,13,worry,,100,100,1.0,,,
d_main_39_af_06_96,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_96,False,,1,sad,,13,worry,,100,100,1.0,,,
d_main_39_af_06_97,d_main_39_af_06,Speech,anis,avistar,Locale_MainScenario:d_main_39_af_06_97,False,,1,sad,,13,worry,,100,100,1.0,,,
d_main_39_af_06_98,d_main_39_af_06,Narration,anis,,Locale_MainScenario:d_main_39_af_06_98,False,,1,sad,,13,worry,,black,black,1.0,,,
d_main_39_af_06_99,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_99,True,,1,worry,,13,worry,,10,10,1.0,,,
d_main_39_af_06_100,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_100,True,,1,worry,,13,worry,,10,10,1.0,,,
d_main_39_af_06_101,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_101,True,,1,worry,,13,worry,,10,113,1.0,,,
d_main_39_af_06_102,d_main_39_af_06,Narration,avistar,,Locale_MainScenario:d_main_39_af_06_102,False,,1,worry,,13,worry,,113,113,1.0,,sfx_scn_phonevibration,
d_main_39_af_06_103,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_103,False,,1,worry,,13,worry,,113,113,1.0,,,
d_main_39_af_06_104,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_104,True,,1,worry,,13,worry,,113,113,1.0,,,
d_main_39_af_06_105,d_main_39_af_06,Speech,anis,anis,Locale_MainScenario:d_main_39_af_06_105,True,,1,worry,,13,worry,,113,113,1.0,,,
d_main_39_af_06_106,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_106,True,,1,worry,,13,worry,,113,113,1.0,,,
d_main_39_af_06_107,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_107,False,,1,worry,,13,worry,,113,113,1.0,,,
d_main_39_af_06_108,d_main_39_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_39_af_06_108,True,,1,worry,,13,worry,,black,black,1.0,,,
