id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_24_11_11,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_11,True,,1,1,1.0,,burningum,,2,delight,,12,idle,,,,
d_main_24_11_12,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_12,True,,1,1,1.0,,dorothy,,2,delight,,12,idle,,,,
d_main_24_11_13,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_13,False,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_14,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_14,False,,1,1,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_15,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_15,True,,1,20,1.0,,burningum,,2,idle,,12,think,,,,
d_main_24_11_16,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_16,True,,20,20,1.0,,burningum,,2,idle,,12,think,,,,
d_main_24_11_17,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_17,True,,120,120,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_18,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_18,True,,120,120,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_19,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_19,True,,120,120,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_20,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_20,True,,120,20,0.7,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_21,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_21,True,,20,20,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_22,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_22,True,,20,20,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_23,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_23,True,,20,1,0.7,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_24,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_24,True,,1,1,1.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_25,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_25,True,,1,1,1.0,,dorothy,,2,surprise,,12,smile,,,,
d_main_24_11_26,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_26,True,,1,1,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_27,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_27,True,,1,1,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_28,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_28,True,,1,120,2.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_29,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_29,True,,120,120,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_30,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_30,False,,20,20,1.0,,burningum,,2,surprise,,12,think,,,,
d_main_24_11_31,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_31,True,,20,20,1.0,,burningum,,2,idle,,12,think,,,,
d_main_24_11_32,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_32,True,,20,20,1.0,,burningum,,2,idle,,12,think,,,,
d_main_24_11_33,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_33,True,,20,20,1.0,,burningum,,2,idle,,12,think,,,,
d_main_24_11_34,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_34,True,,20,120,2.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_35,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_35,True,,120,120,1.0,,dorothy,,2,idle,,12,angry,,,,
d_main_24_11_36,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_36,True,,120,120,1.0,,dorothy,,2,idle,,12,angry,,,,
d_main_24_11_37,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_37,True,,120,1,1.0,,burningum,,2,idle,,12,angry,,,,
d_main_24_11_38,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_38,True,,1,1,1.0,,dorothy,,2,idle,,12,smile,,,,
d_main_24_11_39,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_39,True,,1,1,1.0,,burningum,,2,surprise,,12,smile,,,,
d_main_24_11_40,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_40,True,,1,1,1.0,,dorothy,,2,surprise,,12,think,,,,
d_main_24_11_41,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_41,True,,1,1,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_42,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_42,True,,1,1,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_43,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_43,True,,1,1,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_44,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_44,True,,1,1,1.0,,burningum,,2,surprise,,12,think,,,,
d_main_24_11_45,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_45,True,,1,20,2.0,,burningum,,2,think,,12,think,,,,
d_main_24_11_46,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_46,True,,20,20,1.0,,dorothy,,2,think,,12,think,,,,
d_main_24_11_47,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_47,True,,20,20,1.0,,burningum,,2,idle,,12,think,,,,
d_main_24_11_48,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_48,True,,20,20,1.0,,burningum,,2,idle,,12,think,,,,
d_main_24_11_49,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_49,True,,20,20,1.0,,burningum,,2,idle,,12,think,,,,
d_main_24_11_50,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_50,True,,20,20,1.0,,burningum,,2,idle,,12,think,,,,
d_main_24_11_51,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_51,True,,120,120,1.0,,dorothy,,2,idle,,12,smile,,,,
d_main_24_11_52,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_52,True,,120,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_53,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_53,True,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_54,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_54,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_55,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_55,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_56,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_56,True,,1,1,1.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_57,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_57,True,,1,1,1.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_58,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_58,True,,1,1,1.0,,dorothy,,2,surprise,,12,think,,,,
d_main_24_11_59,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_59,True,,1,1,1.0,,burningum,,2,surprise,,12,think,,,,
d_main_24_11_60,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_60,True,,1,1,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_61,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_61,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_62,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_62,False,,1,1,1.0,,burningum,,2,think,,12,idle,,,,
d_main_24_11_63,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_63,True,,1,1,1.0,,dorothy,,2,think,,12,idle,,,,
d_main_24_11_64,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_64,True,,1,1,1.0,,dorothy,,2,think,,12,idle,,,,
d_main_24_11_65,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_65,True,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_66,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_66,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_67,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_67,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_68,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_68,True,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_69,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_69,True,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_70,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_70,True,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_71,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_71,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_72,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_72,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_73,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_73,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_74,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_74,False,,1,1,1.0,,burningum,,2,think,,12,idle,,,,
d_main_24_11_75,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_75,True,,1,1,1.0,,dorothy,,2,think,,12,smile,,,,
d_main_24_11_76,d_main_24_11,Narration,Narration,Locale_MainScenario:d_main_24_11_76,False,,black,black,1.0,,,,2,idle,,12,smile,,,,
d_main_24_11_77,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_77,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_78,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_78,True,,1,1,1.0,,burningum,,2,think,,12,idle,,,,
d_main_24_11_79,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_79,True,,1,1,1.0,,dorothy,,2,think,,12,idle,,,,
d_main_24_11_80,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_80,True,,1,20,1.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_81,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_81,True,,120,120,1.0,,dorothy,,2,surprise,,12,idle,,,,
d_main_24_11_82,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_82,True,,120,120,1.0,,dorothy,,2,surprise,,12,idle,,,,
d_main_24_11_83,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_83,True,,120,20,0.5,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_84,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_84,True,,20,120,1.0,,dorothy,,2,surprise,,12,idle,,,,
d_main_24_11_85,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_85,True,,120,120,1.0,,dorothy,,2,surprise,,12,idle,,,,
d_main_24_11_86,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_86,True,,120,120,1.0,,dorothy,,2,surprise,,12,idle,,,,
d_main_24_11_87,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_87,False,,120,20,2.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_88,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_88,True,,20,20,1.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_89,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_89,True,,20,20,1.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_90,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_90,True,,20,20,1.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_91,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_91,True,,20,1,1.0,,dorothy,,2,surprise,,12,idle,,,,
d_main_24_11_92,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_92,True,,1,1,1.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_93,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_93,True,,1,1,1.0,,dorothy,,2,surprise,,12,idle,,,,
d_main_24_11_94,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_94,True,,1,1,1.0,,dorothy,,2,surprise,,12,idle,,,,
d_main_24_11_95,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_95,True,,1,1,1.0,,burningum,,2,surprise,,12,idle,,,,
d_main_24_11_96,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_96,True,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_97,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_97,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_98,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_98,True,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_99,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_99,False,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_100,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_100,True,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_101,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_101,True,,1,1,1.0,,burningum,,2,think,,12,idle,,,,
d_main_24_11_102,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_102,False,,1,120,2.0,,dorothy,,2,think,,12,think,,,,
d_main_24_11_103,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_103,True,,120,120,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_104,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_104,True,,120,120,1.0,,dorothy,,2,idle,,12,think,,,,
d_main_24_11_105,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_105,True,,120,120,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_106,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_106,True,,120,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_107,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_107,True,,1,1,1.0,,burningum,,2,idle,,12,idle,,,,
d_main_24_11_108,d_main_24_11,Speech,dorothy,Locale_MainScenario:d_main_24_11_108,True,,1,1,1.0,,dorothy,,2,idle,,12,idle,,,,
d_main_24_11_109,d_main_24_11,Narration,Narration,Locale_MainScenario:d_main_24_11_109,False,,1,1,1.0,none,,,2,idle,,12,idle,dorothy,,,
d_main_24_11_110,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_110,False,,1,2,1.0,,burningum,,2,idle,,,,,,,
d_main_24_11_111,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_111,True,,2,2,1.0,,burningum,,2,idle,,,,,,,
d_main_24_11_112,d_main_24_11,Speech,poli_op,Locale_MainScenario:d_main_24_11_112,True,,2,2,1.0,,poli_op,,2,idle,,,,,poli_op,OP_leftup,idle
d_main_24_11_113,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_113,True,,2,2,1.0,,burningum,,2,idle,,,,,,OP_leftup,idle
d_main_24_11_114,d_main_24_11,Speech,poli_op,Locale_MainScenario:d_main_24_11_114,True,,2,2,1.0,,poli_op,,2,idle,,,,,,OP_leftup,idle
d_main_24_11_115,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_115,True,,2,2,1.0,,burningum,,2,idle,,,,,,OP_leftup,idle
d_main_24_11_116,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_116,True,,2,20,2.0,,burningum,,2,think,,,,,,OP_leftup,idle
d_main_24_11_117,d_main_24_11,Speech,burningum,Locale_MainScenario:d_main_24_11_117,True,,20,20,1.0,,burningum,,2,think,,,,,,OP_leftup,idle
d_main_24_11_118,d_main_24_11,Speech,poli_op,Locale_MainScenario:d_main_24_11_118,False,,20,20,1.0,,poli_op,,2,idle,,,,,,OP_leftup,idle
d_main_24_11_119,d_main_24_11,Speech,poli_op,Locale_MainScenario:d_main_24_11_119,True,,20,20,1.0,,poli_op,,2,idle,,,,,,OP_leftup,idle
