id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake
d_main_34_07_e_21,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_21,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_22,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_22,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_23,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_23,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_24,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_24,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_25,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_25,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_26,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_26,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_27,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_27,True,,3,shy,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_28,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_28,True,,3,shy,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_29,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_29,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_30,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_30,True,,3,idle,,1,angry,,13,idle,,2,S_10,1.0,,,,,,
d_main_34_07_e_31,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_31,True,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,
d_main_34_07_e_32,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_32,True,,3,think_01,,1,angry,,13,idle,,S_10,S_30,1.0,,,,,,
d_main_34_07_e_33,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_33,False,,3,think_01,,1,angry,,13,idle,,S_30,S_30,1.0,,,,,,
d_main_34_07_e_34,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_34,True,,3,angry,,1,angry,,13,idle,,S_30,S_30,1.0,,,,,,
d_main_34_07_e_35,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_35,True,,3,angry,,1,idle,,13,idle,,S_30,S_10,1.0,,,,,,
d_main_34_07_e_36,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_36,True,,3,angry,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,
d_main_34_07_e_37,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_37,True,,3,angry,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,
d_main_34_07_e_38,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_38,True,,3,angry,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,
d_main_34_07_e_39,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_39,True,,3,no,,1,idle,,13,idle,,S_10,2,1.0,,,,,,
d_main_34_07_e_40,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_40,True,,3,no,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_41,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_41,True,,3,no,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_42,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_42,True,,3,no,,1,idle,,13,idle,,2,2,1.0,,,,,,
d_main_34_07_e_43,d_main_34_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_07_e_43,True,,3,no,,1,idle,,13,surprise,,2,12,1.0,,,,,,
d_main_34_07_e_44,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_44,False,,3,think_01,,1,idle,,13,idle,,S_30,S_300,1.0,,,,,,
d_main_34_07_e_45,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_45,True,,3,idle,,1,idle,,13,idle,,S_300,S_300,1.0,,,,,,
d_main_34_07_e_46,d_main_34_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_07_e_46,False,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,,,,,
d_main_34_07_e_47,d_main_34_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_07_e_47,False,,3,idle,,1,idle,,13,surprise,,black,black,1.0,,leviathan,cinderella,grave_p,,
d_main_34_07_e_48,d_main_34_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_07_e_48,True,,,,,,,,,,,black,black,1.0,none,,,,,
d_main_34_07_e_49,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_49,True,,,,,,,,,,EventScene_Chap_34_04_01,black,black,1.0,,,,,,
d_main_34_07_e_50,d_main_34_07_e,Narration,cinderella,,Locale_MainScenario:d_main_34_07_e_50,False,,,,,,,,,,,waterfallofmass_01_01,waterfallofmass_01_01,1.0,bgm_disaster,,,,sfx_scn_heavywaterfall,Low_2_Loop
d_main_34_07_e_51,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_51,False,,,,,,,,,,,waterfallofmass_01_01,waterfallofmass_01_01,1.0,,,,,,
d_main_34_07_e_52,d_main_34_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_07_e_52,True,,,,,,,,,,,waterfallofmass_01_01,waterfallofmass_01_02,1.0,,,,,,
d_main_34_07_e_53,d_main_34_07_e,Narration,grave_p,,Locale_MainScenario:d_main_34_07_e_53,False,,,,,,,,,,,waterfallofmass_01_02,1,1.0,,,,,,
d_main_34_07_e_54,d_main_34_07_e,Narration,grave_p,,Locale_MainScenario:d_main_34_07_e_54,False,,,,,,,,,,,1,1,1.0,,,,,,
d_main_34_07_e_55,d_main_34_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_07_e_55,True,,,,,,,,,,,1,1,1.0,,,,,,
d_main_34_07_e_56,d_main_34_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_07_e_56,True,,,,,,,,,,,1,1,1.0,,,,,,
d_main_34_07_e_57,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_57,True,,,,,,,,,,,1,waterfallofmass_01_03,1.0,,,,,,
d_main_34_07_e_58,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_58,False,,,,,,,,,,,waterfallofmass_01_03,waterfallofmass_01_03,1.0,,,,,,
d_main_34_07_e_59,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_59,True,,,,,,,,,,,waterfallofmass_01_03,waterfallofmass_01_03,1.0,,,,,,
d_main_34_07_e_60,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_60,True,,,,,,,,,,,waterfallofmass_01_03,waterfallofmass_01_03,1.0,,,,,,
d_main_34_07_e_61,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_61,True,,,,,,,,,,,waterfallofmass_01_03,waterfallofmass_01_03,1.0,,,,,,
d_main_34_07_e_62,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_62,True,,,,,,,,,,,waterfallofmass_01_03,waterfallofmass_01_03,1.0,,,,,,
d_main_34_07_e_63,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_63,True,,,,,,,,,,,waterfallofmass_01_03,waterfallofmass_01_03,1.0,,,,,,
d_main_34_07_e_64,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_64,True,,,,,,,,,,,waterfallofmass_01_03,waterfallofmass_01_03,1.0,,,,,,
d_main_34_07_e_65,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_65,True,,,,,,,,,,,waterfallofmass_01_03,waterfallofmass_01_03,1.0,,,,,,
d_main_34_07_e_66,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_66,True,,,,,,,,,,,waterfallofmass_01_03,1,1.0,,,,,,
d_main_34_07_e_67,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_67,True,,,,,,,,,,,1,1,1.0,,,,,,
d_main_34_07_e_68,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_68,True,,,,,,,,,,,1,1,1.0,,,,,,
d_main_34_07_e_69,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_69,True,,,,,,,,,,,1,1,1.0,,,,,,
d_main_34_07_e_70,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_70,True,,,,,,,,,,,1,1,1.0,,,,,,
d_main_34_07_e_71,d_main_34_07_e,Narration,,,Locale_MainScenario:d_main_34_07_e_71,False,leviathan,3,shy,,,,,,,BlackPuddle,black,black,1.0,,,,,sfx_scn_phonecamera2,none
d_main_34_07_e_72,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_72,True,,3,shy,,,,,,,,S_30,S_30,1.0,,,,,,
d_main_34_07_e_73,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_73,True,,3,shy,,,,,,,,S_30,S_30,1.0,,,,,,
d_main_34_07_e_74,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_74,True,,3,shy,,,,,,,,S_30,S_30,1.0,,,,,,
d_main_34_07_e_75,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_75,True,,3,shy,,,,,,,,S_30,S_30,1.0,,,,,,
d_main_34_07_e_76,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_76,True,,3,shy,,,,,,,,S_30,S_30,1.0,,,,,,
d_main_34_07_e_77,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_77,True,,3,shy,,,,,,,,S_30,S_30,1.0,,,,,,
d_main_34_07_e_78,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_78,True,,3,shy,,,,,,,,S_30,S_30,1.0,,,,,,
d_main_34_07_e_79,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_79,True,,3,idle,,,,,,,,S_30,S_300,1.0,,,,,,
d_main_34_07_e_80,d_main_34_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_07_e_80,True,,3,idle,,,,,,,,S_300,S_300,1.0,,,,,,
