id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade,set_filter_01,set_filter_02,play_movie
d_main_18_12_e_11,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_11,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,sad,,S_1500,S_150,1.0,,,,,,,,,,,,,
d_main_18_12_e_12,d_main_18_12_e,Self,laplace,,Locale_MainScenario:d_main_18_12_e_12,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,sad,,S_150,S_150,1.0,,,,,,,,,,,,,
d_main_18_12_e_13,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_13,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,sad,,10,10,1.0,,,,,,,,,,,,,
d_main_18_12_e_14,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_14,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,sad,,10,12,1.0,,,,,,,,,,,,,
d_main_18_12_e_15,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_15,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,no,,15,sad,,12,12,1.0,,,,,,,,,,,,,
d_main_18_12_e_16,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_16,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,sad,,12,12,1.0,none,,,,,,,,,,,,
d_main_18_12_e_17,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_17,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,sad,,12,130,1.0,,,,,,,,,,,,,
d_main_18_12_e_18,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_18,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,sad,,130,130,1.0,,,,,,,,,,,,,
d_main_18_12_e_19,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_19,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,no,,15,sad,,130,10,1.0,,,,,,,,,,,,,
d_main_18_12_e_20,d_main_18_12_e,Narration,maxwell,,Locale_MainScenario:d_main_18_12_e_20,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,no,,15,sad,,black,black,1.0,bgm_story_callingsignal,sfx_scn_4rapturestep,Low_2,,,,,,,,,,
d_main_18_12_e_21,d_main_18_12_e,Speech,anis,anis,Locale_MainScenario:d_main_18_12_e_21,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,no,,15,sad,,50,50,1.0,,,,,,,,,,,,,
d_main_18_12_e_22,d_main_18_12_e,Speech,rapi,rapi,Locale_MainScenario:d_main_18_12_e_22,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,no,,15,sad,,50,30,1.0,,,,,,,,,,,,,
d_main_18_12_e_23,d_main_18_12_e,Speech,syuen,syuen,Locale_MainScenario:d_main_18_12_e_23,True,,7,idle,,5,angry,,3,angry,syuen,1,angry,rian,13,idle,,15,sad,Office,S_30,S_10,2.0,,,,neon,anis,rapi,maxwell,drake,laplace,black,,,
d_main_18_12_e_24,d_main_18_12_e,Speech,rian,rian,Locale_MainScenario:d_main_18_12_e_24,True,,,,,,,,,,,1,angry,,13,idle,,,,,S_10,12,1.0,,,,,,,,,,,,,
d_main_18_12_e_25,d_main_18_12_e,Speech,syuen,syuen,Locale_MainScenario:d_main_18_12_e_25,True,,,,,,,,,,,1,think,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,
d_main_18_12_e_26,d_main_18_12_e,Speech,syuen,syuen,Locale_MainScenario:d_main_18_12_e_26,True,,,,,,,,,,,1,think,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,
d_main_18_12_e_27,d_main_18_12_e,Speech,syuen,syuen,Locale_MainScenario:d_main_18_12_e_27,False,,,,,,,,,,,1,think,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,
d_main_18_12_e_28,d_main_18_12_e,Speech,rian,rian,Locale_MainScenario:d_main_18_12_e_28,True,,,,,,,,,,,1,think,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,
d_main_18_12_e_29,d_main_18_12_e,Speech,syuen,syuen,Locale_MainScenario:d_main_18_12_e_29,True,,,,,,,,,,,1,think,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,
d_main_18_12_e_30,d_main_18_12_e,Narration,syuen,,Locale_MainScenario:d_main_18_12_e_30,False,,,,,,,,,,,1,think,,13,idle,,,,,12,12,1.0,,sfx_scn_emergencysignal,,,,,,,,,,,
d_main_18_12_e_31,d_main_18_12_e,Speech,rian,rian,Locale_MainScenario:d_main_18_12_e_31,True,,,,,,,,,,,1,think,,13,special,,,,,12,130,1.0,,,,,,,,,,,,,
d_main_18_12_e_32,d_main_18_12_e,Speech,rian,rian,Locale_MainScenario:d_main_18_12_e_32,True,,,,,,,,,,,1,think,,13,idle,,,,,130,130,1.0,,,,,,,,,,,,,
d_main_18_12_e_33,d_main_18_12_e,Speech,syuen,syuen,Locale_MainScenario:d_main_18_12_e_33,True,,,,,,,,,,,1,angry,,13,idle,,,,,130,S_10,1.0,,,,,,,,,,,,,
d_main_18_12_e_34,d_main_18_12_e,Speech,syuen,syuen,Locale_MainScenario:d_main_18_12_e_34,True,,,,,,,,,,,1,angry,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,,,
d_main_18_12_e_35,d_main_18_12_e,Speech,rian,rian,Locale_MainScenario:d_main_18_12_e_35,False,,,,,,,,,,,1,angry,,13,idle,,,,,130,1300,1.0,,,,,,,,,,,,,
d_main_18_12_e_36,d_main_18_12_e,Speech,syuen,syuen,Locale_MainScenario:d_main_18_12_e_36,True,,,,,,,,,,,1,angry,,13,idle,,,,,S_10,S_100,0.5,,,,,,,,,,,,,
d_main_18_12_e_37,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_37,True,neon,7,idle,anis,5,angry,rapi,3,angry,maxwell,1,angry,drake,13,idle,laplace,15,pain,GreatHole,black,black,1.0,,,,,,,syuen,rian,,black,,,
d_main_18_12_e_38,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_38,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,15,pain,,10,100,0.5,,,,,,,,,,,,,
d_main_18_12_e_39,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_39,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,15,pain,,S_150,S_150,1.0,,,,,,,,,,,,,
d_main_18_12_e_40,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_40,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,15,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_41,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_41,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,S_150,S_170,0.5,,,,,,,,,,,,,
d_main_18_12_e_42,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_42,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,S_170,S_1700,1.0,,sfx_scn_fireblindly,Low_2,,,,,,,,,,
d_main_18_12_e_43,d_main_18_12_e,Monologue,laplace,,Locale_MainScenario:d_main_18_12_e_43,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_44,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_44,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,100,10,0.5,,,,,,,,,,,,,
d_main_18_12_e_45,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_45,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,10,130,0.5,,,,,,,,,,,,,
d_main_18_12_e_46,d_main_18_12_e,Narration,drake,,Locale_MainScenario:d_main_18_12_e_46,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,sfx_scn_rapturehowl,,,,,,,,,,,
d_main_18_12_e_47,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_47,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,130,130,1.0,,,,,,,,,,,,,
d_main_18_12_e_48,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_48,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,130,1300,0.5,,,,,,,,,,,,,
d_main_18_12_e_49,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_49,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,1300,S_1700,0.5,,,,,,,,,,,,,
d_main_18_12_e_50,d_main_18_12_e,Self,laplace,,Locale_MainScenario:d_main_18_12_e_50,False,,7,surprise,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,S_1700,S_170,0.5,,,,,,,,,,,,,
d_main_18_12_e_51,d_main_18_12_e,Monologue,laplace,,Locale_MainScenario:d_main_18_12_e_51,False,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_52,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_52,False,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,sfx_scn_explosions,,,,,,,,,,,
d_main_18_12_e_53,d_main_18_12_e,Speech,rapi,rapi,Locale_MainScenario:d_main_18_12_e_53,True,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_54,d_main_18_12_e,Narration,rapi,,Locale_MainScenario:d_main_18_12_e_54,False,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,S_170,170_ground,1.0,,,,,,,,,,,Vignetting,Blur_High,
d_main_18_12_e_55,d_main_18_12_e,Self,rapi,,Locale_MainScenario:d_main_18_12_e_55,False,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,170_ground,170_ground,1.0,,,,,,,,,,,Vignetting,Blur_High,
d_main_18_12_e_56,d_main_18_12_e,Monologue,rapi,,Locale_MainScenario:d_main_18_12_e_56,False,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_57,d_main_18_12_e,Monologue,rapi,,Locale_MainScenario:d_main_18_12_e_57,False,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_58,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_58,True,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_59,d_main_18_12_e,Monologue,laplace,,Locale_MainScenario:d_main_18_12_e_59,False,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_60,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_60,True,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,170_ground,S_170,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_61,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_61,True,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_170,S_170,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_62,d_main_18_12_e,Self,laplace,,Locale_MainScenario:d_main_18_12_e_62,False,,7,worry,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_170,S_170,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_63,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_63,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_170,S_170,0.5,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_64,d_main_18_12_e,Self,laplace,,Locale_MainScenario:d_main_18_12_e_64,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_170,S_170,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_65,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_65,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_170,S_170,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_66,d_main_18_12_e,Self,laplace,,Locale_MainScenario:d_main_18_12_e_66,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_170,S_170,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_67,d_main_18_12_e,Monologue,laplace,,Locale_MainScenario:d_main_18_12_e_67,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_170,S_1700,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_68,d_main_18_12_e,Self,laplace,,Locale_MainScenario:d_main_18_12_e_68,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,black,black,1.0,,,,,,,,,,,Vignetting,Blur_Low,
d_main_18_12_e_69,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_69,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_1700,S_1700,1.0,,,,,,,,,,,,,
d_main_18_12_e_70,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_70,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_1700,S_1700,1.0,,,,,,,,,,,,,
d_main_18_12_e_71,d_main_18_12_e,Monologue,laplace,,Locale_MainScenario:d_main_18_12_e_71,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_1700,S_170,1.0,,,,,,,,,,,,,
d_main_18_12_e_72,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_72,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_170,S_170,1.0,,,,,,,,,,,,,
d_main_18_12_e_73,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_73,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,S_170,S_170,1.0,,sfx_scn_5rapturestep,Low_2_Loop,,,,,,,,,,
d_main_18_12_e_74,d_main_18_12_e,Speech,rapi,rapi,Locale_MainScenario:d_main_18_12_e_74,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,30,30,1.0,,,,,,,,,,,,,
d_main_18_12_e_75,d_main_18_12_e,Speech,anis,anis,Locale_MainScenario:d_main_18_12_e_75,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,30,50,1.0,,,,,,,,,,,,,
d_main_18_12_e_76,d_main_18_12_e,Speech,neon,neon,Locale_MainScenario:d_main_18_12_e_76,True,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,50,S_70,1.0,,,,,,,,,,,,,
d_main_18_12_e_77,d_main_18_12_e,Narration,neon,,Locale_MainScenario:d_main_18_12_e_77,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,shy,,black,black,1.0,,sfx_scn_distantexplosion,,,,,,,,,,,
d_main_18_12_e_78,d_main_18_12_e,Monologue,neon,,Locale_MainScenario:d_main_18_12_e_78,False,,7,idle,,5,angry,,3,angry,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,neon,anis,rapi,,,,,,,
d_main_18_12_e_79,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_79,True,,,,,,,,,,,1,angry,,13,angry,,17,pain,,S_170,S_170,1.0,,,,,,,,,,,,,
d_main_18_12_e_80,d_main_18_12_e,Monologue,laplace,,Locale_MainScenario:d_main_18_12_e_80,False,,,,,,,,,,,1,angry,,13,angry,,17,pain,,S_170,S_170,1.0,,,,,,,,,,,,,
d_main_18_12_e_81,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_81,True,,,,,,,,,,,1,angry,,13,angry,,17,pain,,10,10,1.0,,,,,,,,,,,,,
d_main_18_12_e_82,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_82,True,,,,,,,,,,,1,angry,,13,angry,,17,pain,,10,10,1.0,,,,,,,,,,,,,
d_main_18_12_e_83,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_83,True,,,,,,,,,,,1,angry,,13,angry,,17,pain,,10,130,1.0,,,,,,,,,,,,,
d_main_18_12_e_84,d_main_18_12_e,Monologue,drake,,Locale_MainScenario:d_main_18_12_e_84,False,,,,,,,,,,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_85,d_main_18_12_e,Monologue,drake,,Locale_MainScenario:d_main_18_12_e_85,False,,,,,,,,,,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_86,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_86,True,,,,,,,,,,,1,angry,,13,angry,,17,pain,,S_170,S_1700,1.0,,,,,,,,,,,,,
d_main_18_12_e_87,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_87,False,,,,,,,,,,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_88,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_88,False,,,,,,,,,,,1,angry,,13,angry,,17,pain,,S_1700,S_1700,1.0,,,,,,,,,,,,,
d_main_18_12_e_89,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_89,False,,,,,,,,,,,1,angry,,13,angry,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_90,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_90,False,,,,,,,,,,,1,angry,,13,angry,,17,pain,,S_1700,S_1700,1.0,,,,,,,,,,,,,
d_main_18_12_e_91,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_91,True,,,,,,,,,,,1,angry,,13,angry,,17,pain,,S_1700,S_1700,1.0,,,,,,,,,,,,,
d_main_18_12_e_92,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_92,True,,,,,,,,,,,1,angry,,13,angry,,17,pain,,10,100,0.5,,,,,,,,,,,,,
d_main_18_12_e_93,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_93,True,,,,,,,,,,,1,idle,,13,angry,,17,pain,WasteLand_02,black,black,1.0,,,none,,,,,drake,laplace,,Grey,Vignetting,
d_main_18_12_e_94,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_94,True,,,,,,,,,,,1,idle,,,,,,,,100,10,1.0,,,,,,,,,,,Grey,Vignetting,
d_main_18_12_e_95,d_main_18_12_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_12_e_95,True,,,,,,,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,Grey,Vignetting,
d_main_18_12_e_96,d_main_18_12_e,Narration,maxwell,,Locale_MainScenario:d_main_18_12_e_96,False,,,,,,,,,,,1,idle,drake,13,angry,laplace,17,pain,GreatHole,black,black,1.0,,,Low_2_Loop,,,,maxwell,,,,Grey,Vignetting,
d_main_18_12_e_97,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_97,True,,,,,,,,,,,,,,13,angry,,17,pain,,130,1300,0.5,,,,,,,,,,,,,
d_main_18_12_e_98,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_98,True,,,,,,,,,,,,,,13,idle,,17,pain,WasteLand_02,black,black,1.0,,,none,,,,,,laplace,,Grey,Vignetting,
d_main_18_12_e_99,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_99,True,,,,,,,,,,,,,,13,idle,,,,,1300,130,1.0,,,,,,,,,,,Grey,Vignetting,
d_main_18_12_e_100,d_main_18_12_e,Speech,drake,drake,Locale_MainScenario:d_main_18_12_e_100,True,,,,,,,,,,,,,,13,angry,,,,,130,130,1.0,,,,,,,,,,,Grey,Vignetting,
d_main_18_12_e_101,d_main_18_12_e,Narration,drake,,Locale_MainScenario:d_main_18_12_e_101,False,,,,,,,,,,,,,,13,angry,laplace,17,pain,GreatHole,black,black,1.0,,,Low_2_Loop,,,,,drake,,,Grey,Vignetting,
d_main_18_12_e_102,d_main_18_12_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_12_e_102,True,,,,,,,,,,,,,,,,,17,pain,,S_1700,17,2.0,,,,,,,,,,,,,
d_main_18_12_e_103,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_103,False,,,,,,,,,,,,,,,,,17,pain,,17,17,1.0,,,,,,,,,,,,,
d_main_18_12_e_104,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_104,False,,,,,,,,,,,,,,,,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_105,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_105,False,,,,,,,,,,,,,,,,,17,pain,,17,17,1.0,,,,,,,,,,,,,
d_main_18_12_e_106,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_106,False,,,,,,,,,,,,,,,,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_107,d_main_18_12_e,Narration,laplace,,Locale_MainScenario:d_main_18_12_e_107,False,,,,,,,,,,,,,,,,,17,pain,,black,black,1.0,,,,,,,,,,,,,
d_main_18_12_e_end,d_main_18_12_e,,,,Locale_SubScenario:none,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,ch18_end
