id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_main_21_04_e_21,d_main_21_04_e,Self,Self,Self,Locale_MainScenario:d_main_21_04_e_21,False,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_22,d_main_21_04_e,Speech,cecil_op_c,cecil_op_c,Locale_MainScenario:d_main_21_04_e_22,True,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_23,d_main_21_04_e,Speech,cecil_op_c,cecil_op_c,Locale_MainScenario:d_main_21_04_e_23,True,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_24,d_main_21_04_e,Self,Self,Self,Locale_MainScenario:d_main_21_04_e_24,False,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_25,d_main_21_04_e,Speech,cecil_op_c,cecil_op_c,Locale_MainScenario:d_main_21_04_e_25,True,,1,1,1.0,,,,OP_center,delight,
d_main_21_04_e_26,d_main_21_04_e,Speech,cecil_op_c,cecil_op_c,Locale_MainScenario:d_main_21_04_e_26,True,,1,1,1.0,,,,OP_center,delight,
d_main_21_04_e_27,d_main_21_04_e,Self,Self,Self,Locale_MainScenario:d_main_21_04_e_27,False,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_28,d_main_21_04_e,Speech,cecil_op_c,cecil_op_c,Locale_MainScenario:d_main_21_04_e_28,True,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_29,d_main_21_04_e,Speech,cecil_op_c,cecil_op_c,Locale_MainScenario:d_main_21_04_e_29,True,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_30,d_main_21_04_e,Self,Self,Self,Locale_MainScenario:d_main_21_04_e_30,False,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_31,d_main_21_04_e,Speech,cecil_op_c,cecil_op_c,Locale_MainScenario:d_main_21_04_e_31,True,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_32,d_main_21_04_e,Speech,cecil_op_c,cecil_op_c,Locale_MainScenario:d_main_21_04_e_32,True,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_33,d_main_21_04_e,Self,Self,Self,Locale_MainScenario:d_main_21_04_e_33,False,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_34,d_main_21_04_e,Speech,cecil_op_c,cecil_op_c,Locale_MainScenario:d_main_21_04_e_34,True,,1,1,1.0,,,,OP_center,idle,
d_main_21_04_e_35,d_main_21_04_e,Narration,Narration,Narration,Locale_MainScenario:d_main_21_04_e_35,False,,1,1,1.0,,sfx_scn_over,,OP_center,idle,cecil_op_c
d_main_21_04_e_36,d_main_21_04_e,Monologue,Monologue,Monologue,Locale_MainScenario:d_main_21_04_e_36,False,,1,1,1.0,,,,,,
