id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,characters/0/hide_char_id
d_ex_wingofvictory_05_17,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_17,True,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_18,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_18,True,,1,idle,,30,30,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_19,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_19,True,,1,delight,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_20,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_20,True,,1,delight,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_21,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_21,True,,1,delight,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_22,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_22,True,,1,delight,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_23,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_23,False,,1,idle,,XS_10,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_24,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_24,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_25,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_25,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_26,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_26,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_27,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_27,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_28,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_28,True,,1,angry,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_29,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_29,True,,1,angry,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_30,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_30,True,,1,angry,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_31,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_31,False,,1,angry,,31,3,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_32,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_32,True,,1,idle,,3,30,2.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_33,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_33,True,,1,idle,,30,30,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_34,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_34,True,,1,idle,,30,30,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_35,d_ex_wingofvictory_05,Choice,Choice,,Locale_SuddenStory:d_ex_wingofvictory_05_35,False,,1,idle,,30,30,1.0,,d_ex_wingofvictory_05_37,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_36,d_ex_wingofvictory_05,Choice,Choice,,Locale_SuddenStory:d_ex_wingofvictory_05_36,False,,1,idle,,30,30,1.0,,d_ex_wingofvictory_05_39,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_37,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_37,True,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_38,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_38,True,,1,idle,,XS_10,XS_10,1.0,,d_ex_wingofvictory_05_42,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_39,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_39,False,,1,idle,,30,30,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_40,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_40,True,,1,idle,,30,30,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_41,d_ex_wingofvictory_05,Self,Self,Self,Locale_SuddenStory:d_ex_wingofvictory_05_41,False,,1,idle,,30,30,1.0,,d_ex_wingofvictory_05_42,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_42,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_42,True,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_43,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_43,True,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_44,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_44,True,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_45,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_45,False,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_46,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_46,True,,1,angry,,XS_10,XS_100,0.5,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_47,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_47,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_48,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_48,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_49,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_49,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_50,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_50,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_51,d_ex_wingofvictory_05,Choice,Choice,,Locale_SuddenStory:d_ex_wingofvictory_05_51,False,,1,angry,,XS_100,XS_100,1.0,,d_ex_wingofvictory_05_56,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_52,d_ex_wingofvictory_05,Choice,Choice,,Locale_SuddenStory:d_ex_wingofvictory_05_52,False,,1,angry,,XS_100,XS_100,1.0,,d_ex_wingofvictory_05_53,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_53,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_53,True,,1,angry,,30,30,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_54,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_54,True,,1,angry,,30,30,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_55,d_ex_wingofvictory_05,Self,Self,Self,Locale_SuddenStory:d_ex_wingofvictory_05_55,False,,1,angry,,30,30,1.0,,d_ex_wingofvictory_05_56,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_56,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_56,True,,1,angry,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_57,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_57,True,,1,angry,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_58,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_58,True,,1,angry,,XS_10,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_59,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_59,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_60,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_60,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_61,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_61,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_62,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_62,False,,1,idle,,30,30,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_63,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_63,True,,1,idle,,30,30,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_64,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_64,True,,1,idle,,30,300,0.5,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_65,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_65,True,,1,idle,,300,300,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_66,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_66,True,,1,idle,,300,300,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_67,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_67,True,,1,idle,,300,300,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_68,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_68,True,,1,delight,,300,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_69,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_69,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_70,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_70,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_71,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_71,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_72,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_72,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_73,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_73,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_74,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_74,False,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_75,d_ex_wingofvictory_05,Monologue,Monologue,Monologue,Locale_SuddenStory:d_ex_wingofvictory_05_75,False,,1,idle,,31,53,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_76,d_ex_wingofvictory_05,Speech,gangs,gangs,Locale_SuddenStory:d_ex_wingofvictory_05_76,True,,1,idle,,53,53,1.0,,,,3,idle,memberofseimeikai,5,idle,satou,6,idle,genzou,7,idle,,,,,
d_ex_wingofvictory_05_77,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_77,True,,1,idle,,53,53,1.0,,,,3,idle,,5,idle,,6,idle,,7,idle,,,,,
d_ex_wingofvictory_05_78,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_78,True,,1,idle,,53,53,1.0,,,,3,idle,,5,idle,,6,idle,,7,idle,,,,,
d_ex_wingofvictory_05_79,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_79,True,,1,idle,,53,53,1.0,,,,3,idle,,5,idle,,6,idle,,7,idle,,,,,
d_ex_wingofvictory_05_80,d_ex_wingofvictory_05,Speech,gangs,gangs,Locale_SuddenStory:d_ex_wingofvictory_05_80,True,,1,idle,,53,6,0.2,,,,3,idle,,5,idle,,6,idle,,7,idle,,,,,
d_ex_wingofvictory_05_81,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_81,True,,1,angry,,6,31,1.0,none,,,3,idle,,5,idle,,6,idle,,7,idle,memberofseimeikai,satou,genzou,,
d_ex_wingofvictory_05_82,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_82,True,,1,angry,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_83,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_83,True,,1,angry,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_84,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_84,False,,1,idle,,31,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_85,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_85,True,,1,delight,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_86,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_86,True,,1,delight,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_87,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_87,True,,1,delight,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_88,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_88,True,,1,delight,,XS_10,XS_100,0.5,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_89,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_89,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_90,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_90,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_91,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_91,False,,1,angry,,XS_100,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_92,d_ex_wingofvictory_05,Monologue,Monologue,Monologue,Locale_SuddenStory:d_ex_wingofvictory_05_92,False,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,sfx_scn_radiocall,
d_ex_wingofvictory_05_93,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_93,True,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_94,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_94,True,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_95,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_95,True,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_96,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_96,True,,1,idle,,XS_10,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_97,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_97,True,,1,idle,,XS_10,XS_100,0.5,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_98,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_98,True,,1,idle,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_99,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_99,True,,1,angry,,XS_100,XS_100,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_100,d_ex_wingofvictory_05,Narration,Narration,Narration,Locale_SuddenStory:d_ex_wingofvictory_05_100,False,,1,angry,,XS_100,31,1.0,,,,3,idle,,,,,,,,,,,,,sfx_scn_phoneout,
d_ex_wingofvictory_05_101,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_101,False,,1,angry,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_102,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_102,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_103,d_ex_wingofvictory_05,Speech,sakura,sakura,Locale_SuddenStory:d_ex_wingofvictory_05_103,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_104,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_104,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_105,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_105,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_106,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_106,True,,1,idle,,31,31,1.0,bgm_story_darklord,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_107,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_107,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_108,d_ex_wingofvictory_05,Choice,Choice,,Locale_SuddenStory:d_ex_wingofvictory_05_108,False,,1,idle,,31,31,1.0,,d_ex_wingofvictory_05_110,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_109,d_ex_wingofvictory_05,Choice,Choice,,Locale_SuddenStory:d_ex_wingofvictory_05_109,False,,1,idle,,31,31,1.0,,d_ex_wingofvictory_05_114,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_110,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_110,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_111,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_111,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_112,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_112,True,,1,idle,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_113,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_113,True,,1,idle,,31,31,1.0,,d_ex_wingofvictory_05_118,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_114,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_114,True,,1,angry,,31,31,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_115,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_115,True,,1,angry,,31,1,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_116,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_116,True,,1,angry,,1,XS_10,1.0,,,,3,idle,,,,,,,,,,,,,,
d_ex_wingofvictory_05_117,d_ex_wingofvictory_05,Speech,guillotine,guillotine,Locale_SuddenStory:d_ex_wingofvictory_05_117,True,,1,angry,,XS_10,XS_100,1.0,,d_ex_wingofvictory_05_118,,3,idle,,,,,,,,,,,,,,
