id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade
d_main_40_09_40,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_40,True,,1,idle,,113,113,1.0,,liberalio,liberalio,,13,rage,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_41,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_41,True,,1,idle,,113,113,1.0,,liberalio,liberalio,,13,rage,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_42,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_42,True,,1,idle,,113,31,1.5,,rapi_red,rapi_red,,13,rage,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_43,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_43,True,,1,idle,,31,31,1.0,,liberalio,liberalio,,13,rage,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_44,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_44,True,,1,idle,,31,31,1.0,,liberalio,liberalio,,13,rage,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_45,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_45,False,,1,idle,,31,113,1.0,,maxwell_p,maxwell_p,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_46,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_46,True,,1,idle,,113,113,1.0,,maxwell_p,maxwell_p,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_47,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_47,True,,1,idle,,113,113,1.0,,liberalio,liberalio,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_48,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_48,True,,1,idle,,113,113,1.0,,liberalio,liberalio,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_49,d_main_40_09,Self,Locale_MainScenario:d_main_40_09_49,False,,1,idle,,113,113,1.0,,liberalio,,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_50,d_main_40_09,Self,Locale_MainScenario:d_main_40_09_50,False,,1,idle,,113,113,1.0,,liberalio,,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_51,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_51,True,,1,idle,,S_150,S_1500,0.7,,laplace_p,laplace_p,,13,worry,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_52,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_52,True,,1,idle,,S_1500,L_1700,1.0,,drake_p,drake_p,,13,worry,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_53,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_53,True,,1,idle,,L_1300,L_1300,1.0,,maxwell_p,maxwell_p,,13,rage,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_54,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_54,False,,1,idle,,L_1300,S_100,1.0,,liberalio,liberalio,,13,rage,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_55,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_55,True,,1,idle,,S_100,S_100,1.0,,liberalio,liberalio,,13,rage,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_56,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_56,True,,1,idle,,S_100,S_10,1.0,,liberalio,liberalio,,13,rage,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_57,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_57,True,,1,idle,,S_10,31,1.0,,rapi_red,rapi_red,,13,rage,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_58,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_58,True,,1,idle,,31,31,1.0,,rapi_red,rapi_red,,13,rage,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_59,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_59,True,,1,idle,,31,31,1.0,,rapi_red,rapi_red,,13,rage,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_60,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_60,True,,1,idle,,31,31,1.0,,rapi_red,rapi_red,,13,rage,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_61,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_61,True,,1,idle,,31,113,1.0,,maxwell_p,maxwell_p,,13,worry,,3,idle,,15,angry_02,,17,angry,,,,,,,,,,,,
d_main_40_09_62,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_62,True,,1,idle,,113,113,1.0,,liberalio,liberalio,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_63,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_63,True,,1,idle,,113,113,1.0,,liberalio,liberalio,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_64,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_64,False,,1,idle,,113,1,1.0,,liberalio,liberalio,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_65,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_65,True,,1,idle,,1,S_10,1.0,,liberalio,liberalio,,13,worry,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,
d_main_40_09_66,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_66,True,,1,idle,WhaleyBack,113,113,1.0,,ziz,ziz,,13,worry,,3,idle,,15,idle,,17,idle,liberalio,maxwell_p,rapi_red,laplace_p,drake_p,leviathan,1,think_02,ziz,13,sad,black
d_main_40_09_67,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_67,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_68,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_68,False,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_69,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_69,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_70,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_70,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_71,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_71,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_72,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_72,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_73,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_73,False,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_74,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_74,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_75,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_75,True,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_76,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_76,False,,,,,113,13,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_77,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_77,True,,,,,13,S_130,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_78,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_78,True,,,,,S_130,S_130,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_79,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_79,True,,,,,S_130,S_130,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_80,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_80,True,,,,,S_130,S_130,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_81,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_81,False,,,,,S_130,S_10,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_82,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_82,False,,,,,S_10,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,sad,
d_main_40_09_83,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_83,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,think,
d_main_40_09_84,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_84,True,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,think,
d_main_40_09_85,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_85,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,think,
d_main_40_09_86,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_86,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,think,
d_main_40_09_87,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_87,False,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,think,
d_main_40_09_88,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_88,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,idle,
d_main_40_09_89,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_89,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,idle,
d_main_40_09_90,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_90,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,idle,
d_main_40_09_91,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_91,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,idle,
d_main_40_09_92,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_92,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,idle,
d_main_40_09_93,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_93,True,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,idle,
d_main_40_09_94,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_94,True,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,idle,
d_main_40_09_95,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_95,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,idle,
d_main_40_09_96,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_96,False,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,idle,
d_main_40_09_97,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_97,True,,,,,S_1300,S_1300,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,no,
d_main_40_09_98,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_98,True,,,,,S_1300,S_130,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,no,
d_main_40_09_99,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_99,True,,,,,S_130,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,angry,,13,no,
d_main_40_09_100,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_100,True,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,angry,,13,no,
d_main_40_09_101,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_101,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,angry,,13,no,
d_main_40_09_102,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_102,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,angry,,13,no,
d_main_40_09_103,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_103,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,angry,,13,no,
d_main_40_09_104,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_104,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,angry,,13,no,
d_main_40_09_105,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_105,False,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,no,
d_main_40_09_106,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_106,True,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,no,
d_main_40_09_107,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_107,True,,,,,113,113,1.0,,ziz,ziz,,,,,,,,,,,,,,,,,,,1,think_02,,13,no,
d_main_40_09_108,d_main_40_09,Speech,Locale_MainScenario:d_main_40_09_108,False,,,,,113,113,1.0,,leviathan,leviathan,,,,,,,,,,,,,,,,,,,1,think_02,,13,no,
