id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id
d_ex_mysteryclub_06_12,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_12,True,,1,1,1.0,,,elegg,elegg,,1,think,,,,,,,
d_ex_mysteryclub_06_13,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_13,True,,1,1,1.0,,,elegg,elegg,,1,think,,,,,,,
d_ex_mysteryclub_06_14,d_ex_mysteryclub_06,Self,Locale_SuddenStory:d_ex_mysteryclub_06_14,False,,1,1,1.0,,,elegg,,,1,think,,,,,,,
d_ex_mysteryclub_06_15,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_15,True,,1,1,1.0,,,elegg,elegg,,1,idle,,,,,,,
d_ex_mysteryclub_06_16,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_16,True,,1,1,1.0,,,elegg,elegg,,1,idle,,,,,,,
d_ex_mysteryclub_06_17,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_17,True,,1,1,1.0,,,elegg,elegg,,1,idle,,,,,,,
d_ex_mysteryclub_06_18,d_ex_mysteryclub_06,Self,Locale_SuddenStory:d_ex_mysteryclub_06_18,False,,1,1,1.0,,,elegg,,,1,idle,,,,,,,
d_ex_mysteryclub_06_19,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_19,True,,1,1,1.0,,,elegg,elegg,,1,worry,,,,,,,
d_ex_mysteryclub_06_20,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_20,True,,1,1,1.0,,,elegg,elegg,,1,worry,,,,,,,
d_ex_mysteryclub_06_21,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_21,True,,1,S_100,1.0,,,elegg,elegg,,1,worry,,,,,,,
d_ex_mysteryclub_06_22,d_ex_mysteryclub_06,Self,Locale_SuddenStory:d_ex_mysteryclub_06_22,False,,black,black,1.0,,,elegg,,,1,worry,,,,,,,
d_ex_mysteryclub_06_23,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_23,True,,black,black,1.0,,,elegg,elegg,,1,pain,Vignetting,,,,,,
d_ex_mysteryclub_06_24,d_ex_mysteryclub_06,Narration,Locale_SuddenStory:d_ex_mysteryclub_06_24,False,,S_10,S_10,1.0,sfx_scn_metalpartsassemble,,elegg,,,1,pain,Vignetting,,,,,,
d_ex_mysteryclub_06_25,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_25,True,,S_10,S_10,1.0,,,elegg,elegg,,1,idle,Vignetting,,,,,,
d_ex_mysteryclub_06_26,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_26,True,,S_10,S_10,1.0,,,elegg,elegg,,1,delight,Vignetting,,,,,,
d_ex_mysteryclub_06_27,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_27,True,,S_10,S_100,0.6,,,elegg,elegg,,1,delight,Vignetting,,,,,,
d_ex_mysteryclub_06_28,d_ex_mysteryclub_06,Narration,Locale_SuddenStory:d_ex_mysteryclub_06_28,False,,black,black,1.0,sfx_scn_boxopen,,elegg,,,1,idle,Vignetting,,,,,,
d_ex_mysteryclub_06_29,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_29,True,,12,12,1.0,,,elegg,elegg,,1,surprise,,soda,15,shy,,,
d_ex_mysteryclub_06_30,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_30,True,,12,12,1.0,,,soda,soda,,1,surprise,,,13,shy,Low_2,,
d_ex_mysteryclub_06_31,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_31,True,,12,12,1.0,,,soda,soda,,1,surprise,,,13,sad,,,
d_ex_mysteryclub_06_32,d_ex_mysteryclub_06,Self,Locale_SuddenStory:d_ex_mysteryclub_06_32,False,,12,12,1.0,,,soda,,,1,idle,,,13,sad,,,
d_ex_mysteryclub_06_33,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_33,True,,12,13,1.0,,,soda,soda,,1,idle,,,13,sad,,,
d_ex_mysteryclub_06_34,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_34,True,,13,S_130,1.0,,,soda,soda,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_35,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_35,True,,S_130,S_130,1.0,,,soda,soda,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_36,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_36,True,,S_130,S_130,1.0,,,soda,soda,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_37,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_37,True,,S_130,12,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_38,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_38,True,,12,12,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_39,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_39,True,,12,12,1.0,,,soda,soda,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_40,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_40,True,,12,12,1.0,,,soda,soda,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_41,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_41,True,,12,12,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_42,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_42,True,,12,12,1.0,,,soda,soda,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_43,d_ex_mysteryclub_06,Self,Locale_SuddenStory:d_ex_mysteryclub_06_43,False,,12,12,1.0,,,soda,,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_44,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_44,True,,12,12,1.0,,,soda,soda,,1,idle,,,13,sad,,,
d_ex_mysteryclub_06_45,d_ex_mysteryclub_06,Self,Locale_SuddenStory:d_ex_mysteryclub_06_45,False,,12,12,1.0,,,soda,,,1,idle,,,13,sad,,,
d_ex_mysteryclub_06_46,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_46,True,,12,S_100,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_47,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_47,True,,S_100,S_100,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_48,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_48,True,,S_100,S_100,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_49,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_49,True,,S_1300,S_1300,1.0,,,soda,soda,,1,idle,,,13,sad,,,
d_ex_mysteryclub_06_50,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_50,True,,S_1300,12,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_51,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_51,True,,12,12,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_52,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_52,True,,12,12,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_53,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_53,True,,12,1,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_54,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_54,True,,1,1,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_55,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_55,True,,1,1,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_56,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_56,True,,1,12,1.0,,,elegg,elegg,,1,special,,,13,idle,,,
d_ex_mysteryclub_06_57,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_57,True,,12,12,1.0,,,soda,soda,,1,special,,,13,idle,,,
d_ex_mysteryclub_06_58,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_58,True,,12,12,1.0,,,elegg,elegg,,1,special,,,13,idle,,,
d_ex_mysteryclub_06_59,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_59,True,,12,12,1.0,,,elegg,elegg,,1,special,,,13,idle,,,
d_ex_mysteryclub_06_60,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_60,True,,12,12,1.0,,,elegg,elegg,,1,special,,,13,idle,,,
d_ex_mysteryclub_06_61,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_61,True,,12,S_10,1.0,,,elegg,elegg,,1,special,,,13,idle,,,
d_ex_mysteryclub_06_62,d_ex_mysteryclub_06,Monologue,Locale_SuddenStory:d_ex_mysteryclub_06_62,False,,S_10,S_100,1.0,,,elegg,,,1,special,,,13,idle,,,
d_ex_mysteryclub_06_63,d_ex_mysteryclub_06,Self,Locale_SuddenStory:d_ex_mysteryclub_06_63,False,,S_100,S_100,1.0,,,elegg,,,1,special,,,13,idle,,,
d_ex_mysteryclub_06_64,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_64,True,,S_100,S_10,1.0,,,elegg,elegg,,1,pain,,,13,idle,,,
d_ex_mysteryclub_06_65,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_65,True,,S_10,S_10,1.0,,,elegg,elegg,,1,pain,,,13,idle,,,
d_ex_mysteryclub_06_66,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_66,True,,S_10,S_10,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_67,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_67,True,,S_10,1,1.0,,,elegg,elegg,,1,delight,,,13,idle,,,
d_ex_mysteryclub_06_68,d_ex_mysteryclub_06,Self,Locale_SuddenStory:d_ex_mysteryclub_06_68,False,,1,1,1.0,,,elegg,,,1,delight,,,13,idle,,,
d_ex_mysteryclub_06_69,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_69,True,,1,1,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_70,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_70,True,,1,1,1.0,,,elegg,elegg,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_71,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_71,True,,1,12,1.0,,,soda,soda,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_72,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_72,True,,12,12,1.0,,none,soda,soda,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_73,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_73,True,,12,12,1.0,,,soda,soda,,1,idle,,,13,sad,,,
d_ex_mysteryclub_06_74,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_74,True,,12,12,1.0,,bgm_story_weare,elegg,elegg,,1,think,,,13,sad,,,
d_ex_mysteryclub_06_75,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_75,True,,12,12,1.0,,,elegg,elegg,,1,think,,,13,sad,,,
d_ex_mysteryclub_06_76,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_76,True,,12,12,1.0,,,elegg,elegg,,1,think,,,13,sad,,,
d_ex_mysteryclub_06_77,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_77,True,,12,12,1.0,,,soda,soda,,1,think,,,13,sad,,,
d_ex_mysteryclub_06_78,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_78,True,,12,12,1.0,,,soda,soda,,1,think,,,13,think,,,
d_ex_mysteryclub_06_79,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_79,True,,12,12,1.0,,,elegg,elegg,,1,idle,,,13,think,,,
d_ex_mysteryclub_06_80,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_80,True,,12,12,1.0,,,elegg,elegg,,1,idle,,,13,think,,,
d_ex_mysteryclub_06_81,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_81,True,,12,12,1.0,,,elegg,elegg,,1,idle,,,13,think,,,
d_ex_mysteryclub_06_82,d_ex_mysteryclub_06,Speech,Locale_SuddenStory:d_ex_mysteryclub_06_82,True,,12,12,1.0,,,soda,soda,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_83,d_ex_mysteryclub_06,Self,Locale_SuddenStory:d_ex_mysteryclub_06_83,False,,12,12,1.0,,,,,,1,idle,,,13,idle,,,
d_ex_mysteryclub_06_84,d_ex_mysteryclub_06,Monologue,Locale_SuddenStory:d_ex_mysteryclub_06_84,False,,12,12,1.0,,,,,,3,idle,,,1,idle,,elegg,soda
d_ex_mysteryclub_06_85,d_ex_mysteryclub_06,Monologue,Locale_SuddenStory:d_ex_mysteryclub_06_85,False,,12,12,1.0,,,,,,3,idle,,,1,idle,,,
d_ex_mysteryclub_06_86,d_ex_mysteryclub_06,Monologue,Locale_SuddenStory:d_ex_mysteryclub_06_86,False,,12,120,1.0,,,,,,3,idle,,,1,idle,,,
