id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,set_camera_shake,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_redash_06_2_35,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_35,False,,3,special,,3,3,1.0,,rapunzel_o,,,,,,
d_ex_redash_06_2_36,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_36,True,,3,special,,3,L_30,1.0,,rapunzel_o,,,,,,
d_ex_redash_06_2_37,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_37,True,,3,pain_02,,L_30,L_30,1.0,,rapunzel_o,,,,,,
d_ex_redash_06_2_38,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_38,True,,3,pain_02,,L_30,L_30,1.0,,rapunzel_o,,,,,,
d_ex_redash_06_2_39,d_ex_redash_06_2,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_2_39,True,,3,pain_02,,L_30,L_30,1.0,,snowwhite_o,,,,snowwhite_o,5,shy
d_ex_redash_06_2_40,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_40,False,,3,surprise,,L_30,3,0.7,none,rapunzel_o,,,,,5,shy
d_ex_redash_06_2_41,d_ex_redash_06_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_06_2_41,False,,3,surprise,,17,170,0.3,,,sfx_scn_phonetrample,,,,5,shy
d_ex_redash_06_2_42,d_ex_redash_06_2,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_06_2_42,False,,3,surprise,,black,black,1.0,,,,,,,5,shy
d_ex_redash_06_2_43,d_ex_redash_06_2,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_2_43,False,,3,surprise,,5,S_50,0.5,bgm_story_herecomestrouble,snowwhite_o,,,,,5,shy
d_ex_redash_06_2_44,d_ex_redash_06_2,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_2_44,True,,3,surprise,,S_50,S_50,1.0,,snowwhite_o,,,,,5,surprise
d_ex_redash_06_2_45,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_45,True,,3,surprise,,S_50,4,1.0,,rapunzel_o,,,,,5,surprise
d_ex_redash_06_2_46,d_ex_redash_06_2,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_2_46,True,,3,surprise,,4,4,1.0,,snowwhite_o,,,,,5,surprise
d_ex_redash_06_2_47,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_47,True,,3,surprise,,4,4,1.0,,rapunzel_o,,,,,5,surprise
d_ex_redash_06_2_48,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_48,True,,3,think,,4,4,1.0,,rapunzel_o,,,,,5,surprise
d_ex_redash_06_2_49,d_ex_redash_06_2,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_2_49,True,,3,think,,4,4,1.0,,snowwhite_o,,,,,5,surprise
d_ex_redash_06_2_50,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_50,True,,3,think,,4,4,1.0,,rapunzel_o,,,,,5,surprise
d_ex_redash_06_2_51,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_51,True,,3,sad,,4,4,1.0,,rapunzel_o,,,,,5,surprise
d_ex_redash_06_2_52,d_ex_redash_06_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_2_52,True,,3,sad,,4,4,1.0,,rapunzel_o,,,,,5,surprise
d_ex_redash_06_2_53,d_ex_redash_06_2,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_06_2_53,False,,14,think,,4,4,1.0,,,,,,,5,surprise
d_ex_redash_06_2_54,d_ex_redash_06_2,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_2_54,False,,14,think,,S_50,S_500,0.7,,snowwhite_o,,,,,5,sad
d_ex_redash_06_2_55,d_ex_redash_06_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_06_2_55,False,,14,think,,black,black,1.0,,,sfx_scn_windowclack,,,,5,sad
