id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_main_02_05_34,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_34,True,,1,idle,,3,delight,,13,idle,,OP_leftup,idle,,300,300,1.0,,
d_main_02_05_35,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_35,True,,1,idle,,3,delight,,13,idle,,OP_leftup,idle,,300,300,1.0,,
d_main_02_05_36,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_36,True,,1,angry,,3,delight,,13,idle,,OP_leftup,idle,,10,100,0.5,,
d_main_02_05_37,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_37,True,,1,angry,,3,idle,,13,idle,,OP_leftup,idle,,300,300,1.0,,
d_main_02_05_38,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_38,True,,1,angry,,3,idle,,13,idle,,OP_leftup,idle,,100,100,1.0,,
d_main_02_05_39,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_39,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,300,300,1.0,,
d_main_02_05_40,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_40,True,,1,idle,,3,idle,,13,idle,,OP_leftup,idle,,100,100,1.0,,
d_main_02_05_41,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_41,True,,1,idle,,3,angry,,13,idle,,OP_leftup,idle,,30,300,0.5,,
d_main_02_05_42,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_42,True,,1,idle,,3,angry,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_43,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_43,True,,1,idle,,3,angry,,13,idle,,OP_leftup,idle,,10,30,1.0,,
d_main_02_05_44,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_44,True,,1,idle,,3,angry,,13,idle,,OP_leftup,idle,,30,10,1.0,,
d_main_02_05_45,d_main_02_05,Speech,anis,anis,Locale_MainScenario:d_main_02_05_45,False,,1,idle,,3,void,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_46,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_46,True,,1,idle,,3,void,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_47,d_main_02_05,Speech,rapi,rapi,Locale_MainScenario:d_main_02_05_47,True,,1,idle,,3,void,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_48,d_main_02_05,Self,rapi,Self,Locale_MainScenario:d_main_02_05_48,True,,1,idle,,3,void,,13,idle,,OP_leftup,idle,,10,10,1.0,,
d_main_02_05_49,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_49,True,,1,idle,,3,void,,13,idle,,OP_leftup,surprise,,10,1,1.0,,
d_main_02_05_50,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_50,True,,1,idle,,3,void,,13,idle,,OP_leftup,surprise,,1,1,1.0,,
d_main_02_05_51,d_main_02_05,Self,shifty,Self,Locale_MainScenario:d_main_02_05_51,True,,1,idle,,3,void,,13,idle,,OP_leftup,surprise,,1,1,1.0,,
d_main_02_05_52,d_main_02_05,Speech,shifty,shifty,Locale_MainScenario:d_main_02_05_52,True,,1,idle,,3,void,,13,idle,,OP_leftup,idle,,1,1,1.0,,
