id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_main_17af_02_25,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_25,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_26,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_26,True,,70,70,0.5,,,anis,anis,,9,idle,,7,angry,,5,idle,,1,delight,
d_main_17af_02_27,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_27,True,,70,70,1.0,,,anis,anis,,9,idle,,7,angry,,5,idle,,1,delight,
d_main_17af_02_28,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_28,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,angry,
d_main_17af_02_29,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_29,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,angry,
d_main_17af_02_30,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_30,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,angry,
d_main_17af_02_31,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_31,False,,XS_10,XS_10,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_32,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_32,True,,XS_10,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_33,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_33,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_34,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_34,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_35,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_35,False,,1,1,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_36,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_36,True,,1,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_37,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_37,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_38,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_38,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_39,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_39,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_40,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_40,False,,XS_10,XS_10,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_41,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_41,True,,XS_10,XS_100,2.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_42,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_42,False,,XS_100,XS_100,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_43,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_43,True,,XS_100,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_44,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_44,True,,97,97,1.0,,,neon,neon,,9,no,,7,void,,5,idle,,1,angry,
d_main_17af_02_45,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_45,True,,97,97,1.0,,,anis,anis,,9,no,,7,idle,,5,idle,,1,angry,
d_main_17af_02_46,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_46,True,,97,75,1.0,,,rapi,rapi,,9,no,,7,idle,,5,idle,,1,angry,
d_main_17af_02_47,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_47,True,,75,75,1.0,,,anis,anis,,9,no,,7,idle,,5,idle,,1,angry,
d_main_17af_02_48,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_48,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_49,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_49,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_50,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_50,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_51,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_51,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_52,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_52,False,,1,1,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_53,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_53,False,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_54,d_main_17af_02,Narration,Locale_MainScenario:d_main_17af_02_54,False,,1,XS_10,0.5,sfx_scn_tooth,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_55,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_55,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_56,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_56,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_57,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_57,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_58,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_58,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_59,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_59,False,,XS_10,XS_10,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_60,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_60,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_61,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_61,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_62,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_62,True,,XS_10,XS_100,0.5,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_63,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_63,False,,XS_100,XS_100,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_64,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_64,True,,XS_100,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_65,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_65,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_66,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_66,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_67,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_67,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_68,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_68,False,,XS_10,XS_10,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_69,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_69,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_70,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_70,True,,XS_10,XS_100,0.5,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_71,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_71,True,,XS_100,XS_100,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_72,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_72,True,,XS_100,XS_100,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_73,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_73,True,,XS_100,XS_100,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_74,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_74,True,,XS_100,XS_100,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_75,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_75,False,,XS_100,XS_100,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_76,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_76,True,,XS_100,XS_100,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_77,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_77,True,,XS_100,XS_100,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_78,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_78,False,,XS_100,XS_100,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_79,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_79,False,,XS_100,XS_100,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_80,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_80,True,,700,700,1.0,,,anis,anis,,9,idle,,7,angry,,5,idle,,1,angry,
d_main_17af_02_81,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_81,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,surprise,
d_main_17af_02_82,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_82,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,idle,
d_main_17af_02_83,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_83,False,,1,1,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,idle,
d_main_17af_02_84,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_84,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,surprise,
d_main_17af_02_85,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_85,False,,1,1,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,surprise,
d_main_17af_02_86,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_86,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,surprise,
d_main_17af_02_87,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_87,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,surprise,
d_main_17af_02_88,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_88,False,,1,1,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,surprise,
d_main_17af_02_89,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_89,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,surprise,
d_main_17af_02_90,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_90,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,surprise,
d_main_17af_02_91,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_91,False,,1,1,1.0,,,syuen,,,9,idle,,7,void,,5,idle,,1,surprise,
d_main_17af_02_92,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_92,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_93,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_93,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_94,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_94,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_95,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_95,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_96,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_96,True,,97,97,1.0,,,neon,neon,,9,idle,,7,void,,5,idle,,1,delight,
d_main_17af_02_97,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_97,True,,97,97,1.0,,,anis,anis,,9,idle,,7,angry,,5,idle,,1,idle,
d_main_17af_02_98,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_98,True,,97,75,1.0,,,rapi,rapi,,9,idle,,7,angry,,5,idle,,1,idle,
d_main_17af_02_99,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_99,True,,75,1,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,idle,
d_main_17af_02_100,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_100,True,,1,1,1.0,,,anis,anis,,9,idle,,7,angry,,5,idle,,1,idle,
d_main_17af_02_101,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_101,True,,1,XS_10,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,idle,
d_main_17af_02_102,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_102,False,,XS_10,XS_10,1.0,,,syuen,,,9,idle,,7,angry,,5,idle,,1,idle,
d_main_17af_02_103,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_103,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,idle,
d_main_17af_02_104,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_104,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,idle,
d_main_17af_02_105,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_105,True,,XS_10,XS_10,1.0,,,anis,anis,,9,idle,,7,angry,,5,idle,,1,idle,
d_main_17af_02_106,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_106,True,,XS_10,XS_100,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,surprise,
d_main_17af_02_107,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_107,True,,70,70,1.0,,,anis,anis,,9,idle,,7,angry,,5,idle,,1,surprise,
d_main_17af_02_108,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_108,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,think,
d_main_17af_02_109,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_109,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,think,
d_main_17af_02_110,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_110,True,,XS_10,XS_10,1.0,,,rapi,rapi,,9,idle,,7,angry,,5,idle,,1,think,
d_main_17af_02_111,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_111,False,,XS_10,XS_10,1.0,,,rapi,,,9,idle,,7,angry,,5,idle,,1,think,
d_main_17af_02_112,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_112,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,idle,
d_main_17af_02_113,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_113,False,,5,50,2.0,,,rapi,rapi,,9,idle,,7,void,,5,idle,,1,idle,
d_main_17af_02_114,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_114,True,,50,50,1.0,,,rapi,rapi,,9,idle,,7,void,,5,idle,,1,idle,
d_main_17af_02_115,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_115,True,,XS_10,XS_10,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_116,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_116,True,,50,50,1.0,,,rapi,rapi,,9,idle,,7,void,,5,idle,,1,angry,
d_main_17af_02_117,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_117,True,,50,50,1.0,,,rapi,rapi,,9,idle,,7,void,,5,idle,,1,idle,
d_main_17af_02_118,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_118,True,,50,50,1.0,,,syuen,syuen,,9,idle,,7,void,,5,idle,,1,think,
d_main_17af_02_119,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_119,True,,50,70,1.0,,,anis,anis,,9,idle,,7,angry,,5,idle,,1,think,
d_main_17af_02_120,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_120,True,,70,70,1.0,,,anis,anis,,9,idle,,7,angry,,5,idle,,1,think,
d_main_17af_02_121,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_121,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,angry,
d_main_17af_02_122,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_122,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,angry,
d_main_17af_02_123,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_123,True,,1,1,1.0,,,rapi,rapi,,9,idle,,7,angry,,5,idle,,1,angry,
d_main_17af_02_124,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_124,True,,1,1,1.0,,,syuen,syuen,,9,idle,,7,angry,,5,idle,,1,angry,
d_main_17af_02_125,d_main_17af_02,Monologue,Locale_MainScenario:d_main_17af_02_125,False,,1,1,1.0,,,syuen,,,9,idle,,7,angry,,5,idle,,1,angry,syuen
d_main_17af_02_126,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_126,True,,5,5,1.0,,,rapi,rapi,,9,idle,,7,angry,,5,idle,,,,
d_main_17af_02_127,d_main_17af_02,Self,Locale_MainScenario:d_main_17af_02_127,False,,5,5,1.0,,,rapi,,,9,idle,,7,angry,,5,idle,,,,
d_main_17af_02_128,d_main_17af_02,Speech,Locale_MainScenario:d_main_17af_02_128,True,,5,5,1.0,,,rapi,rapi,,9,idle,,7,angry,,5,idle,,,,
d_main_17af_02_129,d_main_17af_02,Monologue,Locale_MainScenario:d_main_17af_02_129,False,,black,black,1.0,,,rapi,,,9,idle,,7,angry,,5,idle,,,,
