id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_25_08_e_17,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_17,True,,1,angry,,13,angry,,15,shy,,10,100,1.0,,,,,,,,,,
d_main_25_08_e_18,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_18,False,,1,go,,13,shy,,15,shy,,14,14,1.0,,,,,,,,,,
d_main_25_08_e_19,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_19,False,,1,go,,13,shy,,15,shy,,14,14,1.0,,,,,,,,,,
d_main_25_08_e_20,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_20,True,,1,go,,13,shy,,15,shy,,14,12,1.0,,,,,,,,,,
d_main_25_08_e_21,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_21,True,,1,go,,13,angry_02,,15,shy,,12,12,1.0,,,,,,,,,,
d_main_25_08_e_22,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_22,True,,1,angry,,13,angry,,15,shy,,12,12,1.0,,,,,,,,,,
d_main_25_08_e_23,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_23,True,,1,angry,,13,angry_02,,15,shy,,12,12,1.0,,,,,,,,,,
d_main_25_08_e_24,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_24,True,,1,angry,,13,angry,,15,shy,,12,12,1.0,,,,,,,,,,
d_main_25_08_e_25,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_25,True,,1,angry,,13,angry_02,,15,shy,,12,XXS_130,1.0,,,,,,,,,,
d_main_25_08_e_26,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_26,True,,1,angry,,13,angry_02,,15,shy,,10,10,1.0,,,,,,,,,,
d_main_25_08_e_27,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_27,True,,1,go,,13,angry_02,,15,idle,,150,150,1.0,,,,,,,,,,
d_main_25_08_e_28,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_28,True,,1,go,,13,shy,,15,idle,,150,150,1.0,,,,,,,,,,
d_main_25_08_e_29,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_29,True,,1,go,,13,shy,,15,idle,,150,150,1.0,,,,,,,,,,
d_main_25_08_e_30,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_30,True,,1,worry,,13,shy,,15,idle,,10,10,1.0,,,,,,,,,,
d_main_25_08_e_31,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_31,True,,1,worry,,13,shy,,15,idle,,150,150,1.0,,,,,,,,,,
d_main_25_08_e_32,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_32,True,,1,worry,,13,shy,,15,idle,,150,150,1.0,,,,,,,,,,
d_main_25_08_e_33,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_33,True,,1,worry,,13,shy,,15,idle,,150,150,1.0,,,,,,,,,,
d_main_25_08_e_34,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_34,True,,1,worry,,13,delight,,15,idle,,150,14,1.0,,,,,,,,,,
d_main_25_08_e_35,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_35,True,,1,worry,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,,
d_main_25_08_e_36,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_36,True,,1,worry,,13,idle,,15,delight,,14,14,1.0,,,,,,,,,,
d_main_25_08_e_37,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_37,True,,1,think,,13,idle,,15,delight,,10,10,1.0,,,,,,,,,,
d_main_25_08_e_38,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_38,True,,1,think,,13,idle,,15,idle,,150,150,1.0,,,,,,,,,,
d_main_25_08_e_39,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_39,True,,1,think,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,
d_main_25_08_e_40,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_40,True,,1,think,,13,idle,,15,idle,,150,1500,1.0,,,,,,,,,,
d_main_25_08_e_41,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_41,True,,1,think,,13,idle,,15,idle,,1500,XXS_1300,1.0,,,,,,,,,,
d_main_25_08_e_42,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_42,True,,1,go,,13,idle,,15,idle,,XXS_1300,100,1.0,,,,,,,,,,
d_main_25_08_e_43,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_43,False,,1,think,,13,idle,,15,idle,,100,10,1.0,,,,,,,,,,
d_main_25_08_e_44,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_44,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,
d_main_25_08_e_45,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_45,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,
d_main_25_08_e_46,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_46,True,,1,idle,,13,idle,,15,idle,,10,12,1.0,,,,,,,,,,
d_main_25_08_e_47,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_47,True,,1,idle,,13,void,,15,idle,,12,12,1.0,,,,,,,,,,
d_main_25_08_e_48,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_48,True,,1,idle,,13,angry_02,,15,idle,,12,12,1.0,,,,,,,,,,
d_main_25_08_e_49,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_49,True,,1,think,,13,angry_02,,15,idle,,12,12,1.0,,,,,,,,,,
d_main_25_08_e_50,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_50,True,,1,think,,13,void,,15,idle,,12,14,1.0,,,,,,,,,,
d_main_25_08_e_51,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_51,True,,1,think,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,,
d_main_25_08_e_52,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_52,True,,1,go,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,
d_main_25_08_e_53,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_53,False,,1,go,,13,idle,,15,idle,,10,100,2.0,,,,,,,,,,
d_main_25_08_e_54,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_54,True,,1,go,,13,angry,,15,idle,,XXS_130,XXS_130,1.0,,dorothy,5,worry,,,,,,
d_main_25_08_e_55,d_main_25_08_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_08_e_55,True,,1,go,,13,void,,15,idle,,500,500,1.0,none,,5,worry,,,,,,
d_main_25_08_e_56,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_56,True,,1,worry,,13,void,,15,idle,,100,100,1.0,,,5,worry,,,,,,
d_main_25_08_e_57,d_main_25_08_e,Speech,anis,anis,Locale_MainScenario:d_main_25_08_e_57,True,,1,worry,,13,void,,15,idle,,black,black,1.0,,,5,worry,,,,,,
d_main_25_08_e_58,d_main_25_08_e,Speech,neon,neon,Locale_MainScenario:d_main_25_08_e_58,True,,1,worry,,13,void,,15,idle,,black,black,1.0,,,5,worry,,,,,,
d_main_25_08_e_59,d_main_25_08_e,Narration,neon,,Locale_MainScenario:d_main_25_08_e_59,False,,1,worry,,13,void,,15,idle,,black,black,1.0,,,3,worry,anis,5,angry,neon,7,surprise
d_main_25_08_e_60,d_main_25_08_e,Speech,chime,chime,Locale_MainScenario:d_main_25_08_e_60,True,,1,worry,,13,void,,15,idle,,XXS_130,XXS_130,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_61,d_main_25_08_e,Speech,crown,crown,Locale_MainScenario:d_main_25_08_e_61,True,,1,worry,,13,void,,15,idle,,XXS_130,150,2.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_62,d_main_25_08_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_08_e_62,True,,1,worry,,13,void,,15,idle,,300,30,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_63,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_63,True,,1,smile,,13,void,,15,idle,,100,10,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_64,d_main_25_08_e,Narration,redhood,,Locale_MainScenario:d_main_25_08_e_64,False,,1,smile,,13,void,,15,idle,,black,black,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_65,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_65,True,,1,idle,,13,void,,15,idle,,10,2,0.5,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_66,d_main_25_08_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_08_e_66,True,,1,idle,,13,void,,15,idle,,2,2,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_67,d_main_25_08_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_08_e_67,False,,1,worry,,13,void,,15,idle,,2,2,1.0,,,3,angry,,5,angry,,7,idle
d_main_25_08_e_68,d_main_25_08_e,Narration,dorothy,,Locale_MainScenario:d_main_25_08_e_68,False,,1,worry,,13,void,,15,idle,,2,30,0.5,,,3,angry,,5,angry,,7,idle
d_main_25_08_e_69,d_main_25_08_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_08_e_69,True,,1,worry,,13,void,,15,idle,,30,30,1.0,bgm_story_crawlinganxiety,,3,angry,,5,angry,,7,idle
d_main_25_08_e_70,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_70,False,,1,think,,13,void,,15,idle,,10,10,1.0,,,3,angry,,5,angry,,7,idle
d_main_25_08_e_71,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_71,True,,1,think,,13,void,,15,idle,,10,10,1.0,,,3,angry,,5,angry,,7,idle
d_main_25_08_e_72,d_main_25_08_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_08_e_72,True,,1,think,,13,void,,15,idle,,30,30,1.0,,,3,angry,,5,angry,,7,idle
d_main_25_08_e_73,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_73,True,,1,think,,13,void,,15,idle,,10,10,1.0,,,3,angry,,5,angry,,7,idle
d_main_25_08_e_74,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_74,True,,1,worry,,13,void,,15,idle,,10,10,1.0,,,3,angry,,5,angry,,7,idle
d_main_25_08_e_75,d_main_25_08_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_08_e_75,True,,1,worry,,13,void,,15,idle,,30,300,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_76,d_main_25_08_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_08_e_76,True,,1,worry,,13,void,,15,idle,,300,300,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_77,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_77,False,,1,think,,13,void,,15,idle,,300,100,2.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_78,d_main_25_08_e,Speech,anis,anis,Locale_MainScenario:d_main_25_08_e_78,True,,1,think,,13,void,,15,idle,,50,50,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_79,d_main_25_08_e,Speech,anis,anis,Locale_MainScenario:d_main_25_08_e_79,True,,1,think,,13,void,,15,idle,,50,50,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_80,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_80,True,,1,think,,13,void,,15,idle,,10,10,1.0,,,3,worry,,5,angry,,7,idle
d_main_25_08_e_81,d_main_25_08_e,Speech,anis,anis,Locale_MainScenario:d_main_25_08_e_81,False,,1,think,,13,void,,15,idle,,50,50,2.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_82,d_main_25_08_e,Speech,anis,anis,Locale_MainScenario:d_main_25_08_e_82,True,,1,think,,13,void,,15,idle,,50,50,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_83,d_main_25_08_e,Speech,anis,anis,Locale_MainScenario:d_main_25_08_e_83,True,,1,think,,13,void,,15,idle,,50,50,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_84,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_84,True,,1,think,,13,void,,15,idle,,10,10,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_85,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_85,True,,1,idle,,13,void,,15,idle,,10,10,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_86,d_main_25_08_e,Speech,anis,anis,Locale_MainScenario:d_main_25_08_e_86,True,,1,idle,,13,void,,15,idle,,50,50,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_87,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_87,True,,1,think,,13,void,,15,idle,,10,10,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_88,d_main_25_08_e,Speech,anis,anis,Locale_MainScenario:d_main_25_08_e_88,True,,1,think,,13,void,,15,idle,,6,6,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_89,d_main_25_08_e,Speech,neon,neon,Locale_MainScenario:d_main_25_08_e_89,True,,1,think,,13,void,,15,idle,,6,6,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_90,d_main_25_08_e,Self,neon,,Locale_MainScenario:d_main_25_08_e_90,False,,1,think,,13,void,,15,idle,,6,6,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_91,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_91,False,,1,think,,13,void,,15,idle,,10,10,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_92,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_92,True,,1,idle,,13,void,,15,idle,,10,100,2.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_93,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_93,True,,1,no,,13,void,,15,idle,,100,100,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_94,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_94,True,,1,no,,13,void,,15,idle,,100,100,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_95,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_95,True,,1,idle,,13,void,,15,idle,,100,100,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_96,d_main_25_08_e,Speech,neon,neon,Locale_MainScenario:d_main_25_08_e_96,True,,1,idle,,13,void,,15,idle,,S_70,S_70,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_97,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_97,True,,1,idle,,13,void,,15,idle,,100,100,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_98,d_main_25_08_e,Narration,redhood,,Locale_MainScenario:d_main_25_08_e_98,False,,1,idle,,13,void,,15,idle,,100,10,1.0,,,3,worry,,5,void,,7,idle
d_main_25_08_e_99,d_main_25_08_e,Speech,redhood,redhood,Locale_MainScenario:d_main_25_08_e_99,True,,1,idle,,13,void,,15,idle,,black,black,1.0,,,3,worry,,5,void,,7,idle
