id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/0/hide_char_id
d_ex_modernbar_09_27,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_27,True,,10,10,1.0,,,rouge,rouge,,3,idle,,1,idle,,
d_ex_modernbar_09_28,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_28,True,,10,2,1.0,,,rouge,rouge,,3,idle,,1,idle,,
d_ex_modernbar_09_29,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_29,True,,2,2,1.0,,,moran,moran,,3,delight,,1,idle,,
d_ex_modernbar_09_30,d_ex_modernbar_09,Monologue,Locale_SuddenStory:d_ex_modernbar_09_30,False,,2,2,1.0,,,moran,,,3,delight,,1,idle,,
d_ex_modernbar_09_31,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_31,True,,2,2,1.0,,,moran,moran,,3,worry,,1,idle,,
d_ex_modernbar_09_32,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_32,True,,2,2,1.0,,,rouge,rouge,,3,worry,,1,idle,,
d_ex_modernbar_09_33,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_33,True,,2,2,1.0,,,moran,moran,,3,angry,,1,idle,,
d_ex_modernbar_09_34,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_34,False,,2,2,1.0,,,rouge,rouge,,3,angry,,1,think,,
d_ex_modernbar_09_35,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_35,True,,2,2,1.0,,,moran,moran,,3,think,,1,think,,
d_ex_modernbar_09_36,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_36,True,,2,2,1.0,,,moran,moran,,3,think,,1,think,,
d_ex_modernbar_09_37,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_37,True,,2,2,1.0,,,rouge,rouge,,3,think,,1,idle,,
d_ex_modernbar_09_38,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_38,True,,2,2,1.0,,,rouge,rouge,,3,think,,1,idle,,
d_ex_modernbar_09_39,d_ex_modernbar_09,Monologue,Locale_SuddenStory:d_ex_modernbar_09_39,False,,2,2,1.0,,,rouge,,,3,think,,1,idle,,
d_ex_modernbar_09_40,d_ex_modernbar_09,Monologue,Locale_SuddenStory:d_ex_modernbar_09_40,False,,2,2,1.0,,,rouge,,,3,think,,1,idle,,
d_ex_modernbar_09_41,d_ex_modernbar_09,Self,Locale_SuddenStory:d_ex_modernbar_09_41,False,,2,2,1.0,,,rouge,,,3,think,,1,idle,,
d_ex_modernbar_09_42,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_42,True,,2,2,1.0,,,rouge,rouge,,3,think,,1,idle,,
d_ex_modernbar_09_43,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_43,True,,2,2,1.0,,,rouge,rouge,,3,think,,1,idle,,
d_ex_modernbar_09_44,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_44,False,,2,2,1.0,,,moran,moran,,3,worry,,1,idle,,
d_ex_modernbar_09_45,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_45,True,,2,2,1.0,,,moran,moran,,3,angry,,1,idle,,
d_ex_modernbar_09_46,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_46,True,,2,2,1.0,,,rouge,rouge,,3,angry,,1,sad,,
d_ex_modernbar_09_47,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_47,True,,2,2,1.0,,,rouge,rouge,,3,angry,,1,sad,,
d_ex_modernbar_09_48,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_48,False,,2,2,1.0,,,moran,moran,,3,pain,,1,sad,,
d_ex_modernbar_09_49,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_49,True,,2,2,1.0,,,moran,moran,,3,pain,,1,sad,,
d_ex_modernbar_09_50,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_50,True,,2,2,1.0,,,rouge,rouge,,3,pain,,1,idle,,
d_ex_modernbar_09_51,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_51,True,,2,30,0.5,,,moran,moran,,3,angry,,1,idle,,
d_ex_modernbar_09_52,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_52,True,,30,30,1.0,,,moran,moran,,3,special,,1,idle,,
d_ex_modernbar_09_53,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_53,True,,30,30,1.0,,,moran,moran,,3,no,,1,idle,,
d_ex_modernbar_09_54,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_54,True,,2,2,1.0,,,moran,moran,,3,special,,1,idle,black,
d_ex_modernbar_09_55,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_55,True,,2,2,1.0,,,rouge,rouge,,3,special,,1,idle,,
d_ex_modernbar_09_56,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_56,True,,2,2,1.0,,,moran,moran,,3,no,,1,idle,black,
d_ex_modernbar_09_57,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_57,True,,2,2,1.0,,,moran,moran,,3,no,,1,idle,,
d_ex_modernbar_09_58,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_58,True,,2,2,1.0,,,moran,moran,,3,no,,1,idle,,
d_ex_modernbar_09_59,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_59,True,,2,2,1.0,,,rouge,rouge,,3,no,,1,idle,,
d_ex_modernbar_09_60,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_60,True,,2,2,1.0,,,moran,moran,,3,special,,1,idle,,
d_ex_modernbar_09_61,d_ex_modernbar_09,Monologue,Locale_SuddenStory:d_ex_modernbar_09_61,False,,black,black,1.0,,,moran,,,3,special,,1,idle,black,
d_ex_modernbar_09_62,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_62,True,,30,30,1.0,,,moran,moran,,3,no,,1,idle,,
d_ex_modernbar_09_63,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_63,True,,30,30,1.0,,,moran,moran,,3,special,,1,idle,,
d_ex_modernbar_09_64,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_64,True,,30,30,1.0,,,rouge,rouge,,3,special,,1,surprise,,
d_ex_modernbar_09_65,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_65,True,,30,30,1.0,,,moran,moran,,3,pain,,1,surprise,,
d_ex_modernbar_09_66,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_66,True,,30,30,1.0,,,moran,moran,,3,pain,,1,surprise,,
d_ex_modernbar_09_67,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_67,False,,30,30,1.0,,,moran,moran,,3,pain,,1,idle,,
d_ex_modernbar_09_68,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_68,True,,30,3,1.0,,,moran,moran,,3,special,,1,idle,,
d_ex_modernbar_09_69,d_ex_modernbar_09,Monologue,Locale_SuddenStory:d_ex_modernbar_09_69,False,,3,3,1.0,,,moran,,,3,special,,1,idle,,moran
d_ex_modernbar_09_70,d_ex_modernbar_09,Self,Locale_SuddenStory:d_ex_modernbar_09_70,False,,3,1,1.0,,,moran,,,,,,1,idle,,
d_ex_modernbar_09_71,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_71,True,,1,1,1.0,,,rouge,rouge,,,,,1,think,,
d_ex_modernbar_09_72,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_72,True,,1,1,1.0,,,rouge,rouge,,,,,1,sad,,
d_ex_modernbar_09_73,d_ex_modernbar_09,Self,Locale_SuddenStory:d_ex_modernbar_09_73,False,,1,1,1.0,,,rouge,,,,,,1,sad,,
d_ex_modernbar_09_74,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_74,True,,1,10,1.0,,,rouge,rouge,,,,,1,think,,
d_ex_modernbar_09_75,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_75,True,,10,10,1.0,,,rouge,rouge,,,,,1,think,,
d_ex_modernbar_09_76,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_76,True,,10,10,1.0,,,rouge,rouge,,,,,1,think,,
d_ex_modernbar_09_77,d_ex_modernbar_09,Self,Locale_SuddenStory:d_ex_modernbar_09_77,False,,10,10,1.0,,,rouge,,,,,,1,think,,
d_ex_modernbar_09_78,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_78,True,,10,10,1.0,,,rouge,rouge,,,,,1,idle,,
d_ex_modernbar_09_79,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_79,True,,10,10,1.0,,,rouge,rouge,,,,,1,idle,,
d_ex_modernbar_09_80,d_ex_modernbar_09,Self,Locale_SuddenStory:d_ex_modernbar_09_80,False,,10,10,1.0,,,rouge,,,,,,1,idle,,
d_ex_modernbar_09_81,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_81,True,,10,10,1.0,,,rouge,rouge,,,,,1,idle,,
d_ex_modernbar_09_82,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_82,True,,10,10,1.0,,,rouge,rouge,,,,,1,idle,,
d_ex_modernbar_09_83,d_ex_modernbar_09,Narration,Locale_SuddenStory:d_ex_modernbar_09_83,False,,10,2,1.0,sfx_scn_toyshopbell,,rouge,,,,,,1,idle,,
d_ex_modernbar_09_84,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_84,True,,2,2,1.0,,,moran,moran,moran,3,angry,,1,idle,,
d_ex_modernbar_09_85,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_85,False,,2,2,1.0,,,rouge,rouge,,3,angry,,1,idle,,
d_ex_modernbar_09_86,d_ex_modernbar_09,Self,Locale_SuddenStory:d_ex_modernbar_09_86,False,,2,2,1.0,,,rouge,,,3,angry,,1,idle,,
d_ex_modernbar_09_87,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_87,True,,2,2,1.0,,,moran,moran,,3,angry,,1,idle,,
d_ex_modernbar_09_88,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_88,True,,2,2,1.0,,,moran,moran,,3,angry,,1,idle,,
d_ex_modernbar_09_89,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_89,True,,2,2,1.0,,,moran,moran,,3,angry,,1,idle,,
d_ex_modernbar_09_90,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_90,True,,2,2,1.0,,,rouge,rouge,,3,angry,,1,idle,,
d_ex_modernbar_09_91,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_91,True,,2,2,1.0,,,moran,moran,,3,idle,,1,idle,,
d_ex_modernbar_09_92,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_92,True,,2,2,1.0,,,moran,moran,,3,delight,,1,idle,,
d_ex_modernbar_09_93,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_93,False,,2,2,1.0,,,rouge,rouge,,3,delight,,1,surprise,,
d_ex_modernbar_09_94,d_ex_modernbar_09,Self,Locale_SuddenStory:d_ex_modernbar_09_94,False,,2,2,1.0,,,rouge,,,3,delight,,1,surprise,,
d_ex_modernbar_09_95,d_ex_modernbar_09,Self,Locale_SuddenStory:d_ex_modernbar_09_95,False,,2,2,1.0,,,rouge,,,3,delight,,1,surprise,,
d_ex_modernbar_09_96,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_96,True,,2,2,1.0,,,rouge,rouge,,3,delight,,1,idle,,
d_ex_modernbar_09_97,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_97,True,,2,2,1.0,,,moran,moran,,3,angry,,1,idle,,
d_ex_modernbar_09_98,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_98,True,,2,2,1.0,,,moran,moran,,3,angry,,1,idle,,
d_ex_modernbar_09_99,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_99,True,,2,2,1.0,,,rouge,rouge,,3,angry,,1,idle,,
d_ex_modernbar_09_100,d_ex_modernbar_09,Narration,Locale_SuddenStory:d_ex_modernbar_09_100,False,,black,black,1.0,,,rouge,,,3,angry,,1,idle,,
d_ex_modernbar_09_101,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_101,True,,2,2,1.0,,,rouge,rouge,,3,idle,,1,idle,,
d_ex_modernbar_09_102,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_102,True,,2,2,1.0,,,moran,moran,,3,delight,,1,idle,,
d_ex_modernbar_09_103,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_103,True,,2,2,1.0,,,moran,moran,,3,idle,,1,idle,,
d_ex_modernbar_09_104,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_104,True,,2,2,1.0,,,moran,moran,,3,worry,,1,idle,,
d_ex_modernbar_09_105,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_105,True,,2,2,1.0,,,moran,moran,,3,worry,,1,idle,,
d_ex_modernbar_09_106,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_106,True,,2,2,1.0,,,rouge,rouge,,3,worry,,1,idle,,
d_ex_modernbar_09_107,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_107,True,,2,2,1.0,,,moran,moran,,3,worry,,1,idle,,
d_ex_modernbar_09_108,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_108,True,,2,2,1.0,,,rouge,rouge,,3,worry,,1,idle,,
d_ex_modernbar_09_109,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_109,True,,2,2,1.0,,,rouge,rouge,,3,worry,,1,idle,,
d_ex_modernbar_09_110,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_110,True,,2,2,1.0,,,moran,moran,,3,shy,,1,idle,,
d_ex_modernbar_09_111,d_ex_modernbar_09,Monologue,Locale_SuddenStory:d_ex_modernbar_09_111,False,,black,black,1.0,,,moran,,,3,shy,,1,idle,,
d_ex_modernbar_09_112,d_ex_modernbar_09,Monologue,Locale_SuddenStory:d_ex_modernbar_09_112,False,,black,black,1.0,,,moran,,,3,shy,,1,idle,,
d_ex_modernbar_09_113,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_113,True,,30,30,1.0,,,moran,moran,,3,delight,,1,idle,,
d_ex_modernbar_09_114,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_114,True,,30,30,1.0,,,moran,moran,,3,delight,,1,idle,,
d_ex_modernbar_09_115,d_ex_modernbar_09,Speech,Locale_SuddenStory:d_ex_modernbar_09_115,True,,30,30,1.0,,,moran,moran,,3,delight,,1,idle,,
d_ex_modernbar_09_116,d_ex_modernbar_09,Monologue,Locale_SuddenStory:d_ex_modernbar_09_116,False,,black,black,1.0,,,moran,,,3,delight,,1,idle,,
