id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_main_18af_03_44,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_44,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_45,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_45,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_46,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_46,True,,L_10,1,1.0,,,,1,idle
d_main_18af_03_47,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_47,True,,1,1,1.0,,,,1,idle
d_main_18af_03_48,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_48,True,,1,1,1.0,,,,1,idle
d_main_18af_03_49,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_49,True,,1,1,1.0,,,,1,idle
d_main_18af_03_50,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_50,False,,1,1,1.0,,,,1,idle
d_main_18af_03_51,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_51,True,,1,1,1.0,,,,1,idle
d_main_18af_03_52,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_52,False,,1,1,1.0,,,,1,idle
d_main_18af_03_53,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_53,True,,1,1,1.0,,,,1,idle
d_main_18af_03_54,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_54,True,,1,1,1.0,,,,1,idle
d_main_18af_03_55,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_55,False,,1,1,1.0,,,,1,idle
d_main_18af_03_56,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_56,False,,1,L_10,0.5,,,,1,idle
d_main_18af_03_57,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_57,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_58,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_58,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_59,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_59,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_60,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_60,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_61,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_61,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_62,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_62,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_63,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_63,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_64,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_64,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_65,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_65,True,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_66,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_66,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_67,d_main_18af_03,Self,andersen,,Locale_MainScenario:d_main_18af_03_67,False,,L_10,L_10,1.0,,,,1,idle
d_main_18af_03_68,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_68,True,,L_10,L_100,0.5,,,,1,delight
d_main_18af_03_69,d_main_18af_03,Speech,andersen,andersen,Locale_MainScenario:d_main_18af_03_69,True,,L_100,L_100,1.0,,,,1,delight
