id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_ex_redash_03_5_15,d_ex_redash_03_5,Speech,commander,Locale_SuddenStory:d_ex_redash_03_5_15,True,,13,13,1.0,,commander,,,,1,idle,,3,idle,,5,think,,7,idle,,9,idle,,,13,no,,,,,
d_ex_redash_03_5_16,d_ex_redash_03_5,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_5_16,True,,4,4,1.0,,rapunzel_o,,,,1,idle,,3,idle,,5,think,,7,idle,,9,idle,,,13,idle,,,,,
d_ex_redash_03_5_17,d_ex_redash_03_5,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_5_17,True,,4,4,1.0,,dorothy,,,,1,idle,,3,idle,,5,think,,7,idle,,9,idle,,,13,idle,,,,,
d_ex_redash_03_5_18,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_18,True,,10,10,1.0,,redhood,,,,1,idle,,3,idle,,5,think,,7,idle,,9,idle,,,13,idle,,,,,
d_ex_redash_03_5_19,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_19,True,,70,70,1.0,,liliweiss,,,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,13,no,,,,,
d_ex_redash_03_5_20,d_ex_redash_03_5,Speech,commander,Locale_SuddenStory:d_ex_redash_03_5_20,True,,L_130,L_130,1.0,,commander,,,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,13,no,,,,,
d_ex_redash_03_5_21,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_21,True,,70,70,1.0,,liliweiss,,,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,13,no,commander,hongryeon_o,15,rage,
d_ex_redash_03_5_22,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_22,True,,150,150,1.0,none,hongryeon_o,,,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_23,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_23,True,,150,15,1.0,event_bgm_redash_ashsmoke,hongryeon_o,,,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,angry,
d_ex_redash_03_5_24,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_24,True,,15,2,1.0,,redhood,,,,1,think,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,angry,
d_ex_redash_03_5_25,d_ex_redash_03_5,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_5_25,True,,2,2,1.0,,rapunzel_o,,,,1,think,,3,surprise,,5,idle,,7,idle,,9,idle,,,,,,,15,angry,
d_ex_redash_03_5_26,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_26,True,,15,150,0.3,,hongryeon_o,,,,1,idle,,3,surprise,,5,idle,,7,idle,,9,idle,,,,,,,15,sad,
d_ex_redash_03_5_27,d_ex_redash_03_5,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_5_27,True,,3,L_30,0.7,,rapunzel_o,Low_2,,,1,idle,,3,surprise,,5,idle,,7,idle,,9,idle,,,,,,,15,sad,
d_ex_redash_03_5_28,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_28,True,,7,7,1.0,,liliweiss,,,,1,idle,,3,surprise,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_29,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_29,True,,150,150,1.0,,hongryeon_o,,,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,surprise,
d_ex_redash_03_5_30,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_30,True,,150,15,1.0,,hongryeon_o,,,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,sad,
d_ex_redash_03_5_31,d_ex_redash_03_5,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_5_31,True,,S_90,S_90,1.0,,snowwhite_o,,,,1,idle,,3,idle,,5,think,,7,idle,,9,surprise,,,,,,,15,sad,
d_ex_redash_03_5_32,d_ex_redash_03_5,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_5_32,True,,50,50,1.0,,dorothy,,,,1,idle,,3,idle,,5,think,,7,idle,,9,surprise,,,,,,,15,sad,
d_ex_redash_03_5_33,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_33,False,,15,150,1.0,,hongryeon_o,,,,1,idle,,3,idle,,5,think,,7,idle,,9,idle,,,,,,,15,sad,
d_ex_redash_03_5_34,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_34,True,,150,150,1.0,,hongryeon_o,,,,1,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_35,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_35,True,,150,150,1.0,,redhood,,,,1,surprise,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_36,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_36,True,,150,150,1.0,,hongryeon_o,,,,1,surprise,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,angry,
d_ex_redash_03_5_37,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_37,False,,150,1,0.7,,redhood,,,,1,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_38,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_38,True,,1,12,1.0,,redhood,,,,1,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_39,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_39,True,,12,12,1.0,,redhood,Low_2,,,13,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_40,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_40,False,,12,12,1.0,,,Low_2,,,1,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_41,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_41,False,,12,12,1.0,,,,,,13,surprise,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_42,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_42,True,,12,1,1.0,,redhood,,,,1,surprise,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_43,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_43,True,,1,1,1.0,,redhood,,,,1,surprise,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,rage,
d_ex_redash_03_5_44,d_ex_redash_03_5,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_5_44,True,,S_90,S_900,0.7,,snowwhite_o,,,,1,surprise,,3,idle,,5,worry,,7,idle,,9,sad,,,,,,,15,rage,
d_ex_redash_03_5_45,d_ex_redash_03_5,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_5_45,True,,50,500,0.7,,dorothy,,,,1,surprise,,3,idle,,5,worry,,7,idle,,9,sad,,,,,,,15,rage,
d_ex_redash_03_5_46,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_46,False,,15,15,1.0,,hongryeon_o,,,,1,surprise,,3,idle,,5,worry,,7,idle,,9,idle,,,,,,,15,angry,
d_ex_redash_03_5_47,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_47,False,,15,12,0.3,,,,sfx_scn_wind,,1,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,12,angry,
d_ex_redash_03_5_48,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_48,False,,12,12,1.0,,,,sfx_scn_swordswing,,1,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,12,angry,
d_ex_redash_03_5_49,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_49,False,,12,12,1.0,,,Low_2,sfx_scn_metalcrack,,1,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,14,angry,
d_ex_redash_03_5_50,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_50,False,,12,12,1.0,,,,,,1,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,14,angry,
d_ex_redash_03_5_51,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_51,False,,12,12,1.0,,hongryeon_o,Low_2,,,1,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,14,surprise,
d_ex_redash_03_5_52,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_52,True,,12,13,0.5,,redhood,Low_2,,,13,angry,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,14,surprise,
d_ex_redash_03_5_53,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_53,True,,13,13,1.0,,redhood,Low_2,,,13,angry,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,14,angry,
d_ex_redash_03_5_54,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_54,False,,13,13,1.0,,,Low_2,sfx_scn_heavytrip,,13,angry,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,14,angry,
d_ex_redash_03_5_55,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_55,False,,13,13,1.0,,,,sfx_scn_beatup,,12,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,13,angry,
d_ex_redash_03_5_56,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_56,True,,13,13,1.0,,redhood,,,,12,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,13,angry,
d_ex_redash_03_5_57,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_57,True,,13,13,1.0,,hongryeon_o,,,,12,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,13,angry,
d_ex_redash_03_5_58,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_58,True,,13,13,1.0,,redhood,Low_2,,,12,angry,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,13,angry,
d_ex_redash_03_5_59,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_59,False,,13,13,1.0,,,,,,12,angry,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,13,angry,
d_ex_redash_03_5_60,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_60,False,,13,15,0.5,,,,sfx_scn_hit,,14,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,angry,
d_ex_redash_03_5_61,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_61,True,,15,15,1.0,,hongryeon_o,Low_2,,,14,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,sad,
d_ex_redash_03_5_62,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_62,False,,15,15,1.0,,,,,,14,go,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,15,sad,
d_ex_redash_03_5_63,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_63,False,,15,1,0.5,,,,sfx_scn_hit,,1,angry,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,12,angry,
d_ex_redash_03_5_64,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_64,True,,1,1,1.0,,redhood,Low_2,,,1,angry,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,12,angry,
d_ex_redash_03_5_65,d_ex_redash_03_5,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_5_65,True,,S_90,S_90,1.0,,snowwhite_o,,,,1,go,,3,idle,,5,idle,,7,idle,,9,angry,,,,,,,12,angry,
d_ex_redash_03_5_66,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_66,True,,70,70,1.0,,liliweiss,,,,1,go,,3,idle,,5,idle,,7,idle,,9,angry,,,,,,,12,angry,
d_ex_redash_03_5_67,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_67,False,,70,13,0.3,,,,sfx_scn_hit,,1,go,,3,idle,,5,idle,,13,idle,,9,angry,snowwhite_o,,,,,,15,angry,
d_ex_redash_03_5_68,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_68,True,,150,150,1.0,,hongryeon_o,,,,1,go,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,surprise,
d_ex_redash_03_5_69,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_69,True,,10,100,0.5,,redhood,,,,1,angry,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,surprise,
d_ex_redash_03_5_70,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_70,True,,14,14,1.0,,liliweiss,,,,1,angry,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,surprise,
d_ex_redash_03_5_71,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_71,True,,1,10,0.7,,redhood,,,,1,think,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,idle,
d_ex_redash_03_5_72,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_72,True,,10,13,1.0,,liliweiss,,,,1,think,,3,idle,,5,idle,,13,no,,,,,,,,,,15,idle,
d_ex_redash_03_5_73,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_73,True,,14,14,1.0,,hongryeon_o,,,,1,think,,3,idle,,5,idle,,13,no,,,,,,,,,,15,sad,
d_ex_redash_03_5_74,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_74,True,,14,14,1.0,,liliweiss,,,,1,think,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,sad,
d_ex_redash_03_5_75,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_75,True,,14,150,1.0,,hongryeon_o,,,,1,think,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,surprise,
d_ex_redash_03_5_76,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_76,True,,1,10,0.5,,redhood,,,,1,surprise,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,surprise,
d_ex_redash_03_5_77,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_77,True,,14,14,1.0,,liliweiss,,,,1,surprise,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,surprise,
d_ex_redash_03_5_78,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_78,True,,14,14,1.0,,liliweiss,,,,1,surprise,,3,idle,,5,idle,,13,delight,,,,,,,,,,15,surprise,
d_ex_redash_03_5_79,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_79,True,,10,10,1.0,,redhood,,,,1,angry,,3,idle,,5,idle,,13,delight,,,,,,,,,,15,surprise,
d_ex_redash_03_5_80,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_80,True,,14,14,1.0,,hongryeon_o,,,,1,surprise,,3,idle,,5,idle,,13,delight,,,,,,,,,,15,surprise,
d_ex_redash_03_5_81,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_81,True,,14,14,1.0,,liliweiss,,,,1,surprise,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,surprise,
d_ex_redash_03_5_82,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_82,True,,14,14,1.0,,hongryeon_o,,,,1,surprise,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,sad,
d_ex_redash_03_5_83,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_83,True,,14,14,1.0,,liliweiss,,,,1,surprise,,3,idle,,5,idle,,13,delight,,,,,,,,,,15,sad,
d_ex_redash_03_5_84,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_84,True,,14,12,1.0,,redhood,,,,1,angry,,3,idle,,5,idle,,13,delight,,,,,,,,,,15,sad,
d_ex_redash_03_5_85,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_85,True,,12,12,1.0,,liliweiss,,,,1,angry,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,sad,
d_ex_redash_03_5_86,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_86,False,,12,12,1.0,,redhood,,,,1,angry,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,sad,
d_ex_redash_03_5_87,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_87,True,,12,14,1.0,,liliweiss,,,,1,go,,3,idle,,5,idle,,13,delight,,,,,,,,,,15,sad,
d_ex_redash_03_5_88,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_88,True,,14,14,1.0,,hongryeon_o,,,,1,go,,3,idle,,5,idle,,13,delight,,,,,,,,,,15,idle,
d_ex_redash_03_5_89,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_89,True,,14,14,1.0,,liliweiss,,,,1,go,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,idle,
d_ex_redash_03_5_90,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_90,True,,14,14,1.0,,hongryeon_o,,,,1,go,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,rage,
d_ex_redash_03_5_91,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_91,True,,14,14,1.0,,hongryeon_o,,,,1,go,,3,idle,,5,idle,,13,idle,,,,,,,,,,15,rage,
d_ex_redash_03_5_92,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_92,False,,14,1400,0.3,none,,Low_2,sfx_scn_hit,,1,go,,3,idle,,5,idle,,14,think,,,,,,,,,,15,sad,
d_ex_redash_03_5_93,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_93,False,,1400,14,0.7,bgm_story_herecomestrouble,,,,,1,go,,3,idle,,5,idle,,14,think,,,,,,,,,,15,sad,hongryeon_o
d_ex_redash_03_5_94,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_94,False,,14,14,1.0,,hongryeon_o,,,,1,go,,3,think,,5,idle,,13,think,,,,,commander,7,idle,,,,,
d_ex_redash_03_5_95,d_ex_redash_03_5,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_5_95,True,,L_30,L_30,1.0,,rapunzel_o,,,,1,go,,3,think,,5,idle,,13,think,,,,,,7,idle,,,,,
d_ex_redash_03_5_96,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_96,True,,12,12,1.0,,liliweiss,,,,1,go,,3,think,,5,idle,,13,delight,,,,,,7,idle,,,,,
d_ex_redash_03_5_97,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_97,True,,12,12,1.0,,redhood,,,,1,no,,3,think,,5,idle,,13,delight,,,,,,7,idle,,,,,
d_ex_redash_03_5_98,d_ex_redash_03_5,Speech,commander,Locale_SuddenStory:d_ex_redash_03_5_98,True,,L_70,L_70,1.0,,commander,,,,1,think,,3,think,,5,idle,,13,delight,,,,,,7,surprise,,,,,
d_ex_redash_03_5_99,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_99,False,,black,black,1.0,,,,sfx_scn_windowclack,,1,think,,3,think,,5,idle,,13,delight,,,,,,7,surprise,,,,,
