id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/5/hide_char_id
event_goldencoinrush2_intermission_01_17,40049,event_goldencoinrush2_intermission_01,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_intermission_01_17,True,,9,delight,,5,delight,,3,worry,,13,idle,,15,idle,,17,delight,,4,4,1.0,,,,
event_goldencoinrush2_intermission_01_18,40049,event_goldencoinrush2_intermission_01,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_intermission_01_18,True,,9,delight,,5,delight,,3,worry,,13,idle,,15,idle,,17,delight,,4,4,1.0,,,,
event_goldencoinrush2_intermission_01_19,40049,event_goldencoinrush2_intermission_01,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_intermission_01_19,True,,9,delight,,5,delight,,3,worry,,13,idle,,15,idle,,17,delight,,4,4,1.0,,,,
event_goldencoinrush2_intermission_01_20,40049,event_goldencoinrush2_intermission_01,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_intermission_01_20,False,,9,delight,,5,delight,,3,worry,,13,idle,,15,idle,,17,delight,,4,S_50,1.0,,,,
event_goldencoinrush2_intermission_01_21,40049,event_goldencoinrush2_intermission_01,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_intermission_01_21,True,,9,delight,,5,shy,,3,worry,,13,idle,,15,idle,,17,delight,,S_50,S_50,1.0,,,,
event_goldencoinrush2_intermission_01_22,40049,event_goldencoinrush2_intermission_01,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_intermission_01_22,True,,9,delight,,5,shy,,3,worry,,13,idle,,15,idle,,17,delight,,S_50,S_50,1.0,,,,
event_goldencoinrush2_intermission_01_23,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_23,True,,9,idle,,5,shy,,3,worry,,13,idle,,15,idle,,17,delight,,S_50,L_90,0.7,,,,
event_goldencoinrush2_intermission_01_24,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_24,True,,9,idle,,5,shy,,3,worry,,13,idle,,15,idle,,17,delight,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_25,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_25,True,,9,idle,,5,surprise,,3,worry,,13,idle,,15,idle,,17,angry,,S_170,17,1.0,,,,
event_goldencoinrush2_intermission_01_26,40049,event_goldencoinrush2_intermission_01,Speech,noise,noise,Locale_MainScenario:event_goldencoinrush2_intermission_01_26,True,,9,idle,,5,surprise,,3,worry,,13,angry,,15,idle,,17,angry,,17,14,1.0,,,,
event_goldencoinrush2_intermission_01_27,40049,event_goldencoinrush2_intermission_01,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_intermission_01_27,True,,9,idle,,5,surprise,,3,worry,,13,angry,,15,idle,,17,angry,,14,14,1.0,,,,
event_goldencoinrush2_intermission_01_28,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_28,True,,9,idle,,5,surprise,,3,worry,,13,angry,,15,idle,,17,angry,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_29,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_29,True,,9,idle,,5,surprise,,3,worry,,13,idle,,15,idle,,17,angry,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_30,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_30,True,,9,idle,,5,surprise,,3,worry,,13,idle,,15,idle,,17,angry,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_31,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_31,True,,9,idle,,5,surprise,,3,worry,,13,idle,,15,idle,,17,angry,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_32,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_32,True,,9,idle,,5,surprise,,3,worry,,13,idle,,15,idle,,17,angry,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_33,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_33,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,17,angry,,S_170,S_170,1.0,,,,
event_goldencoinrush2_intermission_01_34,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_34,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,17,angry,,S_170,S_170,1.0,,,,
event_goldencoinrush2_intermission_01_35,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_35,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,17,surprise,,S_170,16,1.0,,,,
event_goldencoinrush2_intermission_01_36,40049,event_goldencoinrush2_intermission_01,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_intermission_01_36,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,17,surprise,,16,16,1.0,,,,
event_goldencoinrush2_intermission_01_37,40049,event_goldencoinrush2_intermission_01,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_intermission_01_37,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,17,surprise,,16,16,1.0,,,,
event_goldencoinrush2_intermission_01_38,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_38,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,17,angry,,16,16,1.0,,,,
event_goldencoinrush2_intermission_01_39,40049,event_goldencoinrush2_intermission_01,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_intermission_01_39,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,17,angry,,16,16,1.0,,,,
event_goldencoinrush2_intermission_01_40,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_40,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,17,angry,,16,16,1.0,,,,
event_goldencoinrush2_intermission_01_41,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_41,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,17,angry,,16,16,1.0,,,,
event_goldencoinrush2_intermission_01_42,40049,event_goldencoinrush2_intermission_01,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_intermission_01_42,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,think,,17,angry,,16,16,1.0,,,,
event_goldencoinrush2_intermission_01_43,40049,event_goldencoinrush2_intermission_01,Speech,noise,noise,Locale_MainScenario:event_goldencoinrush2_intermission_01_43,True,,9,idle,,5,idle,,3,worry,,13,angry,,15,think,,17,angry,,16,130,1.0,,,,
event_goldencoinrush2_intermission_01_44,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_44,True,,9,surprise,,5,idle,,3,worry,,13,angry,,15,think,,17,angry,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_45,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_45,True,,9,surprise,,5,idle,,3,worry,,13,angry,,15,idle,,17,angry,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_46,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_46,True,,9,surprise,,5,idle,,3,worry,,13,angry,,15,idle,,17,idle,,S_170,S_170,1.0,,,,
event_goldencoinrush2_intermission_01_47,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_47,True,,9,surprise,,5,idle,,3,worry,,13,angry,,15,idle,,17,idle,,S_170,S_170,1.0,,,,
event_goldencoinrush2_intermission_01_48,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_48,True,,9,idle,,5,idle,,3,worry,,13,angry,,15,idle,,17,idle,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_49,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_49,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,idle,,L_90,9,0.6,,,,
event_goldencoinrush2_intermission_01_50,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_50,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,surprise,,S_170,S_1700,1.5,,,,
event_goldencoinrush2_intermission_01_51,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_51,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,surprise,,S_1700,S_1700,1.0,,,,
event_goldencoinrush2_intermission_01_52,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_52,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,surprise,,9,9,1.0,,,,
event_goldencoinrush2_intermission_01_53,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_53,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,surprise,,9,L_90,0.6,,,,
event_goldencoinrush2_intermission_01_54,40049,event_goldencoinrush2_intermission_01,Speech,audience01,audience01,Locale_MainScenario:event_goldencoinrush2_intermission_01_54,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,surprise,,L_90,L_90,1.0,,sfx_scn_crowdcheer,Low_2,
event_goldencoinrush2_intermission_01_55,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_55,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,sad,,S_170,17,1.5,,,,
event_goldencoinrush2_intermission_01_56,40049,event_goldencoinrush2_intermission_01,Speech,noise,noise,Locale_MainScenario:event_goldencoinrush2_intermission_01_56,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,sad,,17,14,1.0,,,,
event_goldencoinrush2_intermission_01_57,40049,event_goldencoinrush2_intermission_01,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_intermission_01_57,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,sad,,14,14,1.0,,,,
event_goldencoinrush2_intermission_01_58,40049,event_goldencoinrush2_intermission_01,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_intermission_01_58,True,,9,delight,,5,idle,,3,worry,,13,sad,,15,idle,,17,sad,,14,14,1.0,,,,
event_goldencoinrush2_intermission_01_59,40049,event_goldencoinrush2_intermission_01,Speech,noise,noise,Locale_MainScenario:event_goldencoinrush2_intermission_01_59,True,,9,delight,,5,idle,,3,worry,,13,idle,,15,idle,,17,sad,,14,14,1.0,,,,
event_goldencoinrush2_intermission_01_60,40049,event_goldencoinrush2_intermission_01,Speech,noise,noise,Locale_MainScenario:event_goldencoinrush2_intermission_01_60,True,,9,delight,,5,idle,,3,worry,,13,idle,,15,idle,,17,sad,,14,14,1.0,,,,
event_goldencoinrush2_intermission_01_61,40049,event_goldencoinrush2_intermission_01,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_intermission_01_61,True,,9,delight,,5,idle,,3,worry,,13,idle,,15,idle,,17,sad,,14,14,1.0,,,,
event_goldencoinrush2_intermission_01_62,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_62,True,,9,delight,,5,idle,,3,worry,,13,idle,,15,idle,,17,angry,,14,17,1.0,,,,
event_goldencoinrush2_intermission_01_63,40049,event_goldencoinrush2_intermission_01,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_intermission_01_63,True,,9,delight,,5,idle,,3,worry,,13,idle,,15,idle,,17,angry,,17,17,1.0,,,,
event_goldencoinrush2_intermission_01_64,40049,event_goldencoinrush2_intermission_01,Monologue,volume,,Locale_MainScenario:event_goldencoinrush2_intermission_01_64,False,,9,delight,,5,idle,,3,worry,,13,idle,,15,idle,,17,angry,,17,17,1.0,,,,volume
event_goldencoinrush2_intermission_01_65,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_65,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,,,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_66,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_66,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,,,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_67,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_67,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,,,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_68,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_68,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,,,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_69,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_69,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,,,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_70,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_70,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,,,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_71,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_71,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,,,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_72,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_72,True,,9,idle,,5,idle,,3,worry,,13,idle,,15,idle,,,,,L_90,L_90,1.0,,,,
event_goldencoinrush2_intermission_01_73,40049,event_goldencoinrush2_intermission_01,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_intermission_01_73,True,,9,delight,,5,idle,,3,worry,,13,idle,,15,idle,,,,,L_90,L_90,1.0,,,,
