id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker
event_oldtales2_03_e_44,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_44,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_45,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_45,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_46,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_46,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_47,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_47,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_48,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_48,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,cinderella,cinderella
event_oldtales2_03_e_49,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_49,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_50,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_50,True,,redshoesteatime_02,redshoesteatime_02,1.0,,,redshoes,redshoes
event_oldtales2_03_e_51,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_51,True,,redshoesteatime_02,redshoesteatime_05,2.0,,,cinderella,cinderella
event_oldtales2_03_e_52,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_52,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,cinderella,cinderella
event_oldtales2_03_e_53,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_53,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,redshoes,redshoes
event_oldtales2_03_e_54,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_54,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,cinderella,cinderella
event_oldtales2_03_e_55,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_55,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,cinderella,cinderella
event_oldtales2_03_e_56,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_56,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,cinderella,cinderella
event_oldtales2_03_e_57,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_57,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,cinderella,cinderella
event_oldtales2_03_e_58,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_58,True,EventScene_oldtales_03_3,black,black,1.0,,,redshoes,redshoes
event_oldtales2_03_e_59,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_59,True,,redshoesteatime_04,redshoesteatime_04,1.0,,,redshoes,redshoes
event_oldtales2_03_e_60,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_60,False,,redshoesteatime_04,redshoesteatime_04,1.0,,,cinderella,cinderella
event_oldtales2_03_e_61,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_61,True,,redshoesteatime_04,redshoesteatime_04,1.0,,,redshoes,redshoes
event_oldtales2_03_e_62,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_62,True,,redshoesteatime_04,redshoesteatime_04,1.0,,,redshoes,redshoes
event_oldtales2_03_e_63,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_63,False,,redshoesteatime_04,redshoesteatime_05,2.0,,,cinderella,cinderella
event_oldtales2_03_e_64,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_64,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,cinderella,cinderella
event_oldtales2_03_e_65,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_65,True,,redshoesteatime_05,redshoesteatime_05,1.0,,,cinderella,cinderella
event_oldtales2_03_e_66,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_66,True,,redshoesteatime_05,redshoesteatime_03,2.0,,,redshoes,redshoes
event_oldtales2_03_e_67,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_67,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,cinderella,cinderella
event_oldtales2_03_e_68,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_68,True,,redshoesteatime_03,redshoesteatime_03,1.0,,,redshoes,redshoes
event_oldtales2_03_e_69,40062,event_oldtales2_03_e,Speech,Locale_MainScenario:event_oldtales2_03_e_69,True,,redshoesteatime_03,redshoesteatime_02,1.0,,event_bgm_oldtales_pathofharmony,redshoes,redshoes
